temp_C,growth
8.0,0.06857019402974292
9.0,0.08131254893444856
10.0,0.09540244019033099
11.0,0.10975145368945004
12.0,0.1263987856894696
13.0,0.14443216816079033
14.0,0.16378838092190626
15.0,0.18284664247476498
16.0,0.20446020018799596
17.0,0.22713244506340904
18.0,0.2507280278041597
19.0,0.27458834284753886
20.0,0.29784936811104856
21.0,0.32273108942114354
22.0,0.34732594768853653
23.0,0.3718401439173982
24.0,0.3960341217535111
25.0,0.4196619243567627
26.0,0.4424756198330681
27.0,0.46422989155435074
28.0,0.484686667496224
29.0,0.5036196604139636
30.0,0.5208186931061519
31.0,0.5358194364358546
32.0,0.5481796776227869
33.0,0.5573769951696758
34.0,0.5634345588693825
35.0,0.567789688151877
36.0,0.5704086411290692
37.0,0.5712803343800983
38.0,0.5704160959632598
39.0,0.5678489510750936
40.0,0.5636324751129625
41.0,0.5578392600388105
42.0,0.5493606018214052
43.0,0.537813286390784
44.0,0.524104649100001
45.0,0.508371816626307
46.0,0.4912143843659544
47.0,0.4728319866410776
48.0,0.45342797504526566
49.0,0.43320603246180667
50.0,0.4123670122111216
51.0,0.3911060581653944
52.0,0.36961004950480963
53.0,0.3480554013991098
54.0,0.3266062407215138
55.0,0.3051774469048366
56.0,0.2837929083261212
57.0,0.26293430784290933
58.0,0.24270884683746777
59.0,0.22320741509419986
60.0,0.2045048543111989
61.0,0.1866604792473612
62.0,0.16971881734029753
63.0,0.15371052679559835
64.0,0.1386534535321537
65.0,0.12455378880525177
66.0,0.1114072916349186
67.0,0.0992005431528787
68.0,0.08791220346536131
69.0,0.07751424543295377
70.0,0.06797314373539128
71.0,0.05925100157377964
72.0,0.05130660124594476
73.0,0.04409636851176491
74.0,0.037575244067022895
75.0,0.03169745851086305
76.0,0.026417209885658467
77.0,0.0216892451715693
78.0,0.017469349026847904
79.0,0.013714744589516463
80.0,0.010384412316332275
81.0,0.007439333658732618
