"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"GO:0015695","","",3,12,0.107142857142857,32.7232142857143,8.3945485305269e-05,"Mycgr3G73144;Mycgr3G103470;Mycgr3G104206",0.0497798103429111
"GO:0015696","","",3,13,0.107142857142857,30.206043956044,0.000108571014924561,"Mycgr3G73144;Mycgr3G103470;Mycgr3G104206",0.0497798103429111
"GO:0019740","","",2,6,0.0714285714285714,43.6309523809524,0.000828607015368943,"Mycgr3G73144;Mycgr3G64379",0.25327754436444
"GO:0006074","","",2,9,0.0714285714285714,29.0873015873016,0.0019606140508381,"Mycgr3G66023;Mycgr3G75460",0.447349726951016
"GO:0004012","","",2,10,0.0714285714285714,26.1785714285714,0.00243920243702844,"Mycgr3G103470;Mycgr3G104206",0.447349726951016
"GO:0031226","","",4,85,0.142857142857143,6.15966386554622,0.00360810345039581,"Mycgr3G73144;Mycgr3G75460;Mycgr3G70577;Mycgr3G36249",0.514580749056115
"GO:0045332","phospholipid translocation","biological_process",2,14,0.0714285714285714,18.6989795918367,0.00484025048993033,"Mycgr3G103470;Mycgr3G104206",0.514580749056115
"GO:0001505","","",2,15,0.0714285714285714,17.452380952381,0.00555860214417438,"Mycgr3G109284;Mycgr3G64379",0.514580749056115
"GO:0034204","","",2,15,0.0714285714285714,17.452380952381,0.00555860214417438,"Mycgr3G103470;Mycgr3G104206",0.514580749056115
"GO:0005548","","",2,16,0.0714285714285714,16.3616071428571,0.006322782103562,"Mycgr3G103470;Mycgr3G104206",0.514580749056115
"GO:0097035","","",2,18,0.0714285714285714,14.5436507936508,0.00798587041939361,"Mycgr3G103470;Mycgr3G104206",0.514580749056115
"GO:0051273","","",2,21,0.0714285714285714,12.4659863945578,0.010807175448801,"Mycgr3G66023;Mycgr3G75460",0.514580749056115
"GO:0005783","endoplasmic reticulum","cellular_component",8,423,0.285714285714286,2.47551502870652,0.0113183569606538,"Mycgr3G73144;Mycgr3G103470;Mycgr3G66023;Mycgr3G36249;Mycgr3G101893;Mycgr3G33027;Mycgr3G32274;Mycgr3G104206",0.514580749056115
"GO:1901617","obsolete organic hydroxy compound biosynthetic process","biological_process",3,63,0.107142857142857,6.23299319727891,0.0116768095866238,"Mycgr3G99683;Mycgr3G44154;Mycgr3G32274",0.514580749056115
"GO:0015914","phospholipid transport","biological_process",2,22,0.0714285714285714,11.8993506493506,0.0118320664482629,"Mycgr3G103470;Mycgr3G104206",0.514580749056115
"GO:0005887","","",3,64,0.107142857142857,6.13560267857143,0.0121888982300904,"Mycgr3G73144;Mycgr3G70577;Mycgr3G36249",0.514580749056115
