"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"map00380","Tryptophan metabolism","",5,53,0.2,9.6,0.000125523466689981,"Mycgr3G23748;Mycgr3G97358;Mycgr3G48122;Mycgr3G48401;Mycgr3G73635",0.00370396147732115
"map00830","Retinol metabolism","",3,11,0.12,27.7527272727273,0.000131431519138159,"Mycgr3G23748;Mycgr3G45389;Mycgr3G67342",0.00370396147732115
"map00330","Arginine and proline metabolism","",5,55,0.2,9.25090909090909,0.000150160600431938,"Mycgr3G23748;Mycgr3G97358;Mycgr3G48122;Mycgr3G48401;Mycgr3G44322",0.00370396147732115
"map00340","Histidine metabolism","",3,22,0.12,13.8763636363636,0.0011420005856373,"Mycgr3G23748;Mycgr3G48122;Mycgr3G48401",0.016901608667432
"map00625","Chloroalkane and chloroalkene degradation","",3,22,0.12,13.8763636363636,0.0011420005856373,"Mycgr3G23748;Mycgr3G67342;Mycgr3G48122",0.016901608667432
"map01110","Biosynthesis of secondary metabolites","",10,387,0.4,2.62945736434109,0.0022605100196137,"Mycgr3G107854;Mycgr3G23748;Mycgr3G30146;Mycgr3G108333;Mycgr3G67342;Mycgr3G84703;Mycgr3G45540;Mycgr3G48122;Mycgr3G48401;Mycgr3G44322",0.0231654332217215
"map01100","Metabolic pathways","",17,977,0.68,1.77064483111566,0.00249804194266344,"Mycgr3G107854;Mycgr3G68710;Mycgr3G23748;Mycgr3G69447;Mycgr3G30146;Mycgr3G45389;Mycgr3G108333;Mycgr3G67342;Mycgr3G84703;Mycgr3G64379;Mycgr3G41798;Mycgr3G45540;Mycgr3G32274;Mycgr3G48122;Mycgr3G48401;Mycgr3G73635;Mycgr3G44322",0.0231654332217215
"map00981","Insect hormone biosynthesis","",2,8,0.08,25.44,0.00250437115910503,"Mycgr3G23748;Mycgr3G48122",0.0231654332217215
"map00903","Limonene degradation","",2,9,0.08,22.6133333333333,0.00320053795291376,"Mycgr3G23748;Mycgr3G48122",0.0263155342795131
"map01130","","",8,280,0.32,2.90742857142857,0.00393761280054951,"Mycgr3G68710;Mycgr3G23748;Mycgr3G30146;Mycgr3G108333;Mycgr3G67342;Mycgr3G32274;Mycgr3G48122;Mycgr3G44322",0.0291383347240664
"map00071","Fatty acid degradation","",3,36,0.12,8.48,0.00483471949309819,"Mycgr3G23748;Mycgr3G67342;Mycgr3G48122",0.0325244765899333
"map00561","Glycerolipid metabolism","",3,40,0.12,7.632,0.00651880401528843,"Mycgr3G23748;Mycgr3G107208;Mycgr3G48122",0.040199291427612
"map00350","Tyrosine metabolism","",3,43,0.12,7.09953488372093,0.00798582179622314,"Mycgr3G67342;Mycgr3G84703;Mycgr3G48401",0.0454577548400394
"map00053","Ascorbate and aldarate metabolism","",2,15,0.08,13.568,0.00900357850556733,"Mycgr3G23748;Mycgr3G48122",0.0475903435294273
"map00010","Glycolysis / Gluconeogenesis","",3,52,0.12,5.87076923076923,0.0134915645668315,"Mycgr3G23748;Mycgr3G67342;Mycgr3G48122",0.0665583851963688
"map00950","Isoquinoline alkaloid biosynthesis","",2,23,0.08,8.84869565217391,0.0206772188570893,"Mycgr3G84703;Mycgr3G48401",0.0956321372140378
"map00410","beta-Alanine metabolism","",2,28,0.08,7.26857142857143,0.0299828018698351,"Mycgr3G23748;Mycgr3G48122",0.130513372845165
"map00982","Drug metabolism - cytochrome P450","",2,30,0.08,6.784,0.0340943618145525,"Mycgr3G67342;Mycgr3G48401",0.140165709682049
"map00310","Lysine degradation","",2,34,0.08,5.98588235294118,0.0429336912956133,"Mycgr3G23748;Mycgr3G48122",0.167215429256599
"map05143","African trypanosomiasis","",1,5,0.04,20.352,0.0482161311817272,"Mycgr3G73635",0.178399685372391
"map00360","Phenylalanine metabolism","",2,39,0.08,5.21846153846154,0.0550474310390245,"Mycgr3G97358;Mycgr3G48401",0.185159540767628
"map00630","Glyoxylate and dicarboxylate metabolism","",2,39,0.08,5.21846153846154,0.0550474310390245,"Mycgr3G108333;Mycgr3G41798",0.185159540767628
"map00120","Primary bile acid biosynthesis","",1,6,0.04,16.96,0.0575877722689491,"Mycgr3G31035",0.18528239773488
"map00333","Prodigiosin biosynthesis","",1,7,0.04,14.5371428571429,0.0668707926366705,"Mycgr3G68710",0.206184943963067
"map00140","Steroid hormone biosynthesis","",1,8,0.04,12.72,0.0760659957048938,"Mycgr3G31035",0.225155347286486
"map00280","Valine, leucine and isoleucine degradation","",2,49,0.08,4.1534693877551,0.0823376424806382,"Mycgr3G23748;Mycgr3G48122",0.234345597829509
"map00260","Glycine, serine and threonine metabolism","",2,52,0.08,3.91384615384615,0.0912103760079057,"Mycgr3G30146;Mycgr3G48401",0.241055993735179
"map00620","Pyruvate metabolism","",2,52,0.08,3.91384615384615,0.0912103760079057,"Mycgr3G23748;Mycgr3G48122",0.241055993735179
"map01120","Microbial metabolism in diverse environments","",5,261,0.2,1.94942528735632,0.105537311079217,"Mycgr3G23748;Mycgr3G108333;Mycgr3G67342;Mycgr3G97358;Mycgr3G48122",0.269302104133174
"map05030","Cocaine addiction","",1,12,0.04,8.48,0.111984460651563,"Mycgr3G48401",0.276228336273855
"map05226","Gastric cancer","",1,13,0.04,7.82769230769231,0.120752386592997,"Mycgr3G94324",0.283748006824623
"map00061","Fatty acid biosynthesis","",1,14,0.04,7.26857142857143,0.129437171395515,"Mycgr3G68710",0.283748006824623
"map00780","Biotin metabolism","",1,14,0.04,7.26857142857143,0.129437171395515,"Mycgr3G68710",0.283748006824623
"map00626","Naphthalene degradation","",1,15,0.04,6.784,0.138039570887655,"Mycgr3G67342",0.283748006824623
"map00940","Phenylpropanoid biosynthesis","",1,15,0.04,6.784,0.138039570887655,"Mycgr3G45540",0.283748006824623
"map05031","Amphetamine addiction","",1,15,0.04,6.784,0.138039570887655,"Mycgr3G48401",0.283748006824623
"map00965","Betalain biosynthesis","",1,17,0.04,5.98588235294118,0.155000204434451,"Mycgr3G84703",0.310000408868901
"map00220","Arginine biosynthesis","",1,18,0.04,5.65333333333333,0.163359917489116,"Mycgr3G64379",0.318121944584068
"map01040","Biosynthesis of unsaturated fatty acids","",1,20,0.04,5.088,0.179841785486496,"Mycgr3G68710",0.329656042856747
"map00643","Styrene degradation","",1,21,0.04,4.84571428571429,0.187965381113611,"Mycgr3G97358",0.329656042856747
"map00910","Nitrogen metabolism","",1,21,0.04,4.84571428571429,0.187965381113611,"Mycgr3G64379",0.329656042856747
"map04726","Serotonergic synapse","",1,21,0.04,4.84571428571429,0.187965381113611,"Mycgr3G48401",0.329656042856747
"map00290","Valine, leucine and isoleucine biosynthesis","",1,22,0.04,4.62545454545455,0.196011701158066,"Mycgr3G30146",0.329656042856747
"map00460","Cyanoamino acid metabolism","",1,22,0.04,4.62545454545455,0.196011701158066,"Mycgr3G45540",0.329656042856747
"map00100","Steroid biosynthesis","",1,24,0.04,4.24,0.211875327283815,"Mycgr3G32274",0.340842917804398
"map00600","Sphingolipid metabolism","",1,24,0.04,4.24,0.211875327283815,"Mycgr3G107208",0.340842917804398
"map00627","Aminobenzoate degradation","",1,28,0.04,3.63428571428571,0.242705871635222,"Mycgr3G97358",0.370341368378434
"map04728","Dopaminergic synapse","",1,28,0.04,3.63428571428571,0.242705871635222,"Mycgr3G48401",0.370341368378434
"map00052","Galactose metabolism","",1,29,0.04,3.50896551724138,0.250230654309753,"Mycgr3G107208",0.370341368378434
"map04916","Melanogenesis","",1,29,0.04,3.50896551724138,0.250230654309753,"Mycgr3G84703",0.370341368378434
"map00250","Alanine, aspartate and glutamate metabolism","",1,32,0.04,3.18,0.272376781939265,"Mycgr3G64379",0.378973179949823
"map00513","Various types of N-glycan biosynthesis","",1,32,0.04,3.18,0.272376781939265,"Mycgr3G69447",0.378973179949823
"map00020","Citrate cycle (TCA cycle)","",1,33,0.04,3.08363636363636,0.279618255048946,"Mycgr3G108333",0.378973179949823
"map05034","Alcoholism","",1,33,0.04,3.08363636363636,0.279618255048946,"Mycgr3G48401",0.378973179949823
"map04213","Longevity regulating pathway - multiple species","",1,34,0.04,2.99294117647059,0.286790514556623,"Mycgr3G108354",0.378973179949823
"map05225","Hepatocellular carcinoma","",1,34,0.04,2.99294117647059,0.286790514556623,"Mycgr3G94324",0.378973179949823
"map00980","Metabolism of xenobiotics by cytochrome P450","",1,36,0.04,2.82666666666667,0.300929924117678,"Mycgr3G67342",0.379741268721627
"map01220","Degradation of aromatic compounds","",1,36,0.04,2.82666666666667,0.300929924117678,"Mycgr3G67342",0.379741268721627
