"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"GO:0044550","secondary metabolite biosynthetic process","biological_process",5,34,0.0757575757575758,8.16622103386809,0.000301948785975327,"Mycgr3G99683;Mycgr3G89119;Mycgr3G37024;Mycgr3G50604;Mycgr3G35967",0.178858411142536
"GO:0042773","ATP synthesis coupled electron transport","biological_process",4,23,0.0606060606060606,9.65744400527009,0.0006567324663949,"Mycgr3G74146;Mycgr3G100120;Mycgr3G74581;Mycgr3G73335",0.178858411142536
"GO:0042775","","",4,23,0.0606060606060606,9.65744400527009,0.0006567324663949,"Mycgr3G74146;Mycgr3G100120;Mycgr3G74581;Mycgr3G73335",0.178858411142536
"GO:0046942","carboxylic acid transport","biological_process",6,63,0.0909090909090909,5.28860028860029,0.000823314718490716,"Mycgr3G54914;Mycgr3G48576;Mycgr3G76149;Mycgr3G69847;Mycgr3G39898;Mycgr3G49627",0.178858411142536
"GO:0019748","secondary metabolic process","biological_process",5,42,0.0757575757575758,6.61075036075036,0.00082596908138358,"Mycgr3G99683;Mycgr3G89119;Mycgr3G37024;Mycgr3G50604;Mycgr3G35967",0.178858411142536
"GO:0015849","","",6,66,0.0909090909090909,5.04820936639118,0.00105542412774947,"Mycgr3G54914;Mycgr3G48576;Mycgr3G76149;Mycgr3G69847;Mycgr3G39898;Mycgr3G49627",0.178858411142536
"GO:0005746","","",4,26,0.0606060606060606,8.54312354312354,0.00106463339965795,"Mycgr3G74146;Mycgr3G100120;Mycgr3G74581;Mycgr3G73335",0.178858411142536
"GO:0070469","obsolete respirasome","cellular_component",4,26,0.0606060606060606,8.54312354312354,0.00106463339965795,"Mycgr3G74146;Mycgr3G100120;Mycgr3G74581;Mycgr3G73335",0.178858411142536
"GO:0016052","carbohydrate catabolic process","biological_process",6,68,0.0909090909090909,4.89973262032086,0.00123612740359307,"Mycgr3G105323;Mycgr3G51381;Mycgr3G69330;Mycgr3G33386;Mycgr3G74599;Mycgr3G83548",0.183093562106061
"GO:0015711","organic anion transport","biological_process",8,122,0.121212121212121,3.64133134624938,0.00136230328947962,"Mycgr3G103470;Mycgr3G54914;Mycgr3G48576;Mycgr3G76149;Mycgr3G69847;Mycgr3G49920;Mycgr3G39898;Mycgr3G49627",0.183093562106061
