"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"GO:0022626","cytosolic ribosome","cellular_component",79,100,0.120060790273556,4.40022796352584,1.11642280829555e-41,"Mycgr3G108724;Mycgr3G102197;Mycgr3G102281;Mycgr3G100974;Mycgr3G102848;Mycgr3G102365;Mycgr3G104360;Mycgr3G105557;Mycgr3G103683;Mycgr3G104916;Mycgr3G103449;Mycgr3G106489;Mycgr3G57734;Mycgr3G106407;Mycgr3G76608;Mycgr3G104063;Mycgr3G81123;Mycgr3G98180;Mycgr3G105388;Mycgr3G104155;Mycgr3G104664;Mycgr3G42422;Mycgr3G103824;Mycgr3G104028;Mycgr3G34437;Mycgr3G106548;Mycgr3G67867;Mycgr3G102406;Mycgr3G80478;Mycgr3G105646;Mycgr3G74418;Mycgr3G102881;Mycgr3G102922;Mycgr3G88095;Mycgr3G108146;Mycgr3G60583;Mycgr3G60172;Mycgr3G103329;Mycgr3G106533;Mycgr3G103191;Mycgr3G102740;Mycgr3G102005;Mycgr3G59963;Mycgr3G98880;Mycgr3G80995;Mycgr3G74750;Mycgr3G74429;Mycgr3G104912;Mycgr3G103339;Mycgr3G104624;Mycgr3G83768;Mycgr3G105216;Mycgr3G105843;Mycgr3G102737;Mycgr3G99159;Mycgr3G102027;Mycgr3G106485;Mycgr3G67117;Mycgr3G81501;Mycgr3G104898;Mycgr3G76399;Mycgr3G64763;Mycgr3G70471;Mycgr3G73310;Mycgr3G55708;Mycgr3G82510;Mycgr3G101774;Mycgr3G104371;Mycgr3G101782;Mycgr3G106114;Mycgr3G73399;Mycgr3G60694;Mycgr3G105463;Mycgr3G28602;Mycgr3G103406;Mycgr3G31968;Mycgr3G78124;Mycgr3G85212;Mycgr3G103162",3.83156307807031e-38
"GO:0042254","ribosome biogenesis","biological_process",145,290,0.220364741641337,2.78495440729483,3.58718852103133e-39,"Mycgr3G87034;Mycgr3G72449;Mycgr3G102491;Mycgr3G108724;Mycgr3G77678;Mycgr3G102197;Mycgr3G75672;Mycgr3G102848;Mycgr3G102365;Mycgr3G74715;Mycgr3G104360;Mycgr3G105557;Mycgr3G103683;Mycgr3G104063;Mycgr3G98180;Mycgr3G105388;Mycgr3G104155;Mycgr3G104664;Mycgr3G42422;Mycgr3G106893;Mycgr3G104028;Mycgr3G99074;Mycgr3G77007;Mycgr3G67867;Mycgr3G80478;Mycgr3G105646;Mycgr3G102922;Mycgr3G88095;Mycgr3G99193;Mycgr3G99631;Mycgr3G60172;Mycgr3G103329;Mycgr3G106533;Mycgr3G98483;Mycgr3G102740;Mycgr3G100619;Mycgr3G98880;Mycgr3G80995;Mycgr3G74429;Mycgr3G104912;Mycgr3G103339;Mycgr3G104624;Mycgr3G105216;Mycgr3G105843;Mycgr3G111313;Mycgr3G99159;Mycgr3G102027;Mycgr3G106485;Mycgr3G73576;Mycgr3G67117;Mycgr3G81501;Mycgr3G64763;Mycgr3G36977;Mycgr3G78925;Mycgr3G70471;Mycgr3G73310;Mycgr3G74360;Mycgr3G55708;Mycgr3G104371;Mycgr3G101782;Mycgr3G106114;Mycgr3G55886;Mycgr3G68298;Mycgr3G75505;Mycgr3G74526;Mycgr3G67666;Mycgr3G28602;Mycgr3G103315;Mycgr3G99706;Mycgr3G88378;Mycgr3G31968;Mycgr3G78124;Mycgr3G32207;Mycgr3G75420;Mycgr3G34926;Mycgr3G56835;Mycgr3G31509;Mycgr3G65342;Mycgr3G11322;Mycgr3G103105;Mycgr3G107882;Mycgr3G39112;Mycgr3G97226;Mycgr3G110071;Mycgr3G110058;Mycgr3G99211;Mycgr3G99289;Mycgr3G65574;Mycgr3G69638;Mycgr3G71900;Mycgr3G54508;Mycgr3G98854;Mycgr3G73841;Mycgr3G73558;Mycgr3G99446;Mycgr3G109282;Mycgr3G77064;Mycgr3G93104;Mycgr3G107239;Mycgr3G73714;Mycgr3G100444;Mycgr3G19618;Mycgr3G93412;Mycgr3G16557;Mycgr3G110502;Mycgr3G100069;Mycgr3G40901;Mycgr3G107930;Mycgr3G98572;Mycgr3G72396;Mycgr3G66559;Mycgr3G92212;Mycgr3G20337;Mycgr3G65258;Mycgr3G107883;Mycgr3G99387;Mycgr3G70984;Mycgr3G73499;Mycgr3G79121;Mycgr3G37123;Mycgr3G32817;Mycgr3G73758;Mycgr3G47408;Mycgr3G38239;Mycgr3G35447;Mycgr3G29251;Mycgr3G70475;Mycgr3G30651;Mycgr3G67423;Mycgr3G73745;Mycgr3G57709;Mycgr3G87527;Mycgr3G87598;Mycgr3G75621;Mycgr3G41865;Mycgr3G87701;Mycgr3G83972;Mycgr3G91809;Mycgr3G63935;Mycgr3G50480;Mycgr3G46438;Mycgr3G18396;Mycgr3G19573;Mycgr3G72059;Mycgr3G101478",6.15561550208977e-36
"GO:1990904","ribonucleoprotein complex","cellular_component",206,509,0.31306990881459,2.25422635718167,5.64747691259314e-39,"Mycgr3G87034;Mycgr3G72449;Mycgr3G102524;Mycgr3G74038;Mycgr3G102491;Mycgr3G108724;Mycgr3G77678;Mycgr3G102197;Mycgr3G104368;Mycgr3G75672;Mycgr3G102281;Mycgr3G100974;Mycgr3G99975;Mycgr3G102848;Mycgr3G101457;Mycgr3G102365;Mycgr3G74715;Mycgr3G107996;Mycgr3G104360;Mycgr3G105557;Mycgr3G103683;Mycgr3G104916;Mycgr3G103449;Mycgr3G106489;Mycgr3G57734;Mycgr3G106407;Mycgr3G76608;Mycgr3G104063;Mycgr3G81123;Mycgr3G98180;Mycgr3G105388;Mycgr3G104155;Mycgr3G65878;Mycgr3G104664;Mycgr3G42422;Mycgr3G103824;Mycgr3G106893;Mycgr3G104028;Mycgr3G99074;Mycgr3G107230;Mycgr3G34437;Mycgr3G77007;Mycgr3G110152;Mycgr3G106548;Mycgr3G67867;Mycgr3G102406;Mycgr3G80478;Mycgr3G105646;Mycgr3G56466;Mycgr3G74418;Mycgr3G102881;Mycgr3G75738;Mycgr3G102922;Mycgr3G88095;Mycgr3G99193;Mycgr3G108146;Mycgr3G99631;Mycgr3G60583;Mycgr3G60172;Mycgr3G103329;Mycgr3G106533;Mycgr3G103191;Mycgr3G98483;Mycgr3G102540;Mycgr3G102740;Mycgr3G102005;Mycgr3G59963;Mycgr3G98830;Mycgr3G77177;Mycgr3G48880;Mycgr3G98880;Mycgr3G80995;Mycgr3G74750;Mycgr3G74429;Mycgr3G104912;Mycgr3G103339;Mycgr3G104624;Mycgr3G83768;Mycgr3G105216;Mycgr3G105843;Mycgr3G102737;Mycgr3G111313;Mycgr3G99159;Mycgr3G102027;Mycgr3G106485;Mycgr3G73576;Mycgr3G67117;Mycgr3G81501;Mycgr3G104898;Mycgr3G76399;Mycgr3G64763;Mycgr3G63945;Mycgr3G78925;Mycgr3G70471;Mycgr3G73310;Mycgr3G74360;Mycgr3G104056;Mycgr3G55708;Mycgr3G83408;Mycgr3G82510;Mycgr3G101774;Mycgr3G104371;Mycgr3G101782;Mycgr3G106114;Mycgr3G73399;Mycgr3G32848;Mycgr3G106350;Mycgr3G100024;Mycgr3G74659;Mycgr3G60694;Mycgr3G32304;Mycgr3G55886;Mycgr3G105463;Mycgr3G68298;Mycgr3G75505;Mycgr3G74526;Mycgr3G67666;Mycgr3G28602;Mycgr3G108180;Mycgr3G103315;Mycgr3G103406;Mycgr3G31968;Mycgr3G78124;Mycgr3G100728;Mycgr3G85212;Mycgr3G54822;Mycgr3G103162;Mycgr3G61664;Mycgr3G56835;Mycgr3G31509;Mycgr3G65342;Mycgr3G36580;Mycgr3G19663;Mycgr3G11322;Mycgr3G100450;Mycgr3G109538;Mycgr3G103105;Mycgr3G107882;Mycgr3G108339;Mycgr3G97226;Mycgr3G110058;Mycgr3G99211;Mycgr3G75170;Mycgr3G44089;Mycgr3G50274;Mycgr3G99289;Mycgr3G65574;Mycgr3G48162;Mycgr3G41112;Mycgr3G27796;Mycgr3G107571;Mycgr3G71900;Mycgr3G69454;Mycgr3G54508;Mycgr3G98854;Mycgr3G73841;Mycgr3G87579;Mycgr3G73558;Mycgr3G99446;Mycgr3G100220;Mycgr3G107239;Mycgr3G73714;Mycgr3G56362;Mycgr3G100444;Mycgr3G19618;Mycgr3G93412;Mycgr3G110502;Mycgr3G100069;Mycgr3G40901;Mycgr3G98572;Mycgr3G105895;Mycgr3G72396;Mycgr3G66559;Mycgr3G50844;Mycgr3G20337;Mycgr3G65258;Mycgr3G99387;Mycgr3G69118;Mycgr3G88201;Mycgr3G30914;Mycgr3G70984;Mycgr3G75916;Mycgr3G73499;Mycgr3G79121;Mycgr3G37123;Mycgr3G32817;Mycgr3G38239;Mycgr3G35447;Mycgr3G70475;Mycgr3G110810;Mycgr3G73745;Mycgr3G57709;Mycgr3G87598;Mycgr3G41865;Mycgr3G87701;Mycgr3G83972;Mycgr3G28846;Mycgr3G91809;Mycgr3G63935;Mycgr3G50480;Mycgr3G46438;Mycgr3G39611;Mycgr3G19573;Mycgr3G72059;Mycgr3G101478;Mycgr3G94937",6.46071358800655e-36
"GO:0006364","rRNA processing","biological_process",115,208,0.174772036474164,3.07951689268179,3.4061103303772e-36,"Mycgr3G87034;Mycgr3G72449;Mycgr3G102491;Mycgr3G108724;Mycgr3G77678;Mycgr3G102197;Mycgr3G75672;Mycgr3G102848;Mycgr3G74715;Mycgr3G105557;Mycgr3G103683;Mycgr3G104155;Mycgr3G106893;Mycgr3G104028;Mycgr3G99074;Mycgr3G77007;Mycgr3G67867;Mycgr3G80478;Mycgr3G102922;Mycgr3G88095;Mycgr3G99193;Mycgr3G99631;Mycgr3G60172;Mycgr3G103329;Mycgr3G106533;Mycgr3G98483;Mycgr3G98880;Mycgr3G80995;Mycgr3G104912;Mycgr3G111313;Mycgr3G99159;Mycgr3G106485;Mycgr3G73576;Mycgr3G67117;Mycgr3G81501;Mycgr3G64763;Mycgr3G36977;Mycgr3G78925;Mycgr3G70471;Mycgr3G74360;Mycgr3G55708;Mycgr3G101782;Mycgr3G55886;Mycgr3G68298;Mycgr3G75505;Mycgr3G74526;Mycgr3G67666;Mycgr3G103315;Mycgr3G88378;Mycgr3G78124;Mycgr3G32207;Mycgr3G75420;Mycgr3G34926;Mycgr3G56835;Mycgr3G31509;Mycgr3G65342;Mycgr3G11322;Mycgr3G103105;Mycgr3G107882;Mycgr3G110071;Mycgr3G110058;Mycgr3G99211;Mycgr3G99289;Mycgr3G65574;Mycgr3G69638;Mycgr3G71900;Mycgr3G54508;Mycgr3G73841;Mycgr3G73558;Mycgr3G99446;Mycgr3G109282;Mycgr3G77064;Mycgr3G93104;Mycgr3G107239;Mycgr3G73714;Mycgr3G100444;Mycgr3G19618;Mycgr3G93412;Mycgr3G16557;Mycgr3G110502;Mycgr3G100069;Mycgr3G40901;Mycgr3G107930;Mycgr3G98572;Mycgr3G72396;Mycgr3G66559;Mycgr3G92212;Mycgr3G20337;Mycgr3G65258;Mycgr3G107883;Mycgr3G99387;Mycgr3G73499;Mycgr3G37123;Mycgr3G32817;Mycgr3G47408;Mycgr3G38239;Mycgr3G35447;Mycgr3G29251;Mycgr3G30651;Mycgr3G67423;Mycgr3G57709;Mycgr3G87527;Mycgr3G87598;Mycgr3G75621;Mycgr3G41865;Mycgr3G87701;Mycgr3G83972;Mycgr3G91809;Mycgr3G63935;Mycgr3G50480;Mycgr3G46438;Mycgr3G18396;Mycgr3G19573;Mycgr3G72059;Mycgr3G101478",2.92244266346364e-33
"GO:0030684","preribosome","cellular_component",92,149,0.139817629179331,3.43913832847147,4.05234547455279e-34,"Mycgr3G87034;Mycgr3G108724;Mycgr3G102197;Mycgr3G75672;Mycgr3G102848;Mycgr3G74715;Mycgr3G104360;Mycgr3G105557;Mycgr3G106489;Mycgr3G81123;Mycgr3G105388;Mycgr3G104155;Mycgr3G104664;Mycgr3G42422;Mycgr3G106893;Mycgr3G104028;Mycgr3G99074;Mycgr3G77007;Mycgr3G67867;Mycgr3G80478;Mycgr3G102922;Mycgr3G99193;Mycgr3G103329;Mycgr3G106533;Mycgr3G98483;Mycgr3G59963;Mycgr3G98880;Mycgr3G80995;Mycgr3G74750;Mycgr3G103339;Mycgr3G105843;Mycgr3G111313;Mycgr3G99159;Mycgr3G102027;Mycgr3G106485;Mycgr3G73576;Mycgr3G67117;Mycgr3G104898;Mycgr3G74360;Mycgr3G68298;Mycgr3G75505;Mycgr3G67666;Mycgr3G28602;Mycgr3G103315;Mycgr3G56835;Mycgr3G31509;Mycgr3G65342;Mycgr3G11322;Mycgr3G103105;Mycgr3G107882;Mycgr3G97226;Mycgr3G110058;Mycgr3G99211;Mycgr3G99289;Mycgr3G65574;Mycgr3G71900;Mycgr3G54508;Mycgr3G98854;Mycgr3G73841;Mycgr3G73558;Mycgr3G99446;Mycgr3G107239;Mycgr3G73714;Mycgr3G100444;Mycgr3G93412;Mycgr3G110502;Mycgr3G100069;Mycgr3G40901;Mycgr3G98572;Mycgr3G72396;Mycgr3G66559;Mycgr3G20337;Mycgr3G65258;Mycgr3G99387;Mycgr3G70984;Mycgr3G73499;Mycgr3G79121;Mycgr3G37123;Mycgr3G32817;Mycgr3G38239;Mycgr3G35447;Mycgr3G70475;Mycgr3G57709;Mycgr3G41865;Mycgr3G87701;Mycgr3G83972;Mycgr3G91809;Mycgr3G63935;Mycgr3G50480;Mycgr3G46438;Mycgr3G19573;Mycgr3G101478",2.33420465185202e-31
"GO:0022613","ribonucleoprotein complex biogenesis","biological_process",164,381,0.249240121580547,2.39754605142442,4.08077736337766e-34,"Mycgr3G87034;Mycgr3G72449;Mycgr3G74038;Mycgr3G102491;Mycgr3G108724;Mycgr3G77678;Mycgr3G102197;Mycgr3G75672;Mycgr3G102848;Mycgr3G101457;Mycgr3G102365;Mycgr3G74715;Mycgr3G107996;Mycgr3G104360;Mycgr3G105557;Mycgr3G103683;Mycgr3G104063;Mycgr3G98180;Mycgr3G105388;Mycgr3G104155;Mycgr3G104664;Mycgr3G42422;Mycgr3G106893;Mycgr3G104028;Mycgr3G99074;Mycgr3G77007;Mycgr3G110152;Mycgr3G67867;Mycgr3G80478;Mycgr3G105646;Mycgr3G75738;Mycgr3G102922;Mycgr3G88095;Mycgr3G99193;Mycgr3G99631;Mycgr3G60583;Mycgr3G60172;Mycgr3G103329;Mycgr3G106533;Mycgr3G98483;Mycgr3G102740;Mycgr3G100619;Mycgr3G98830;Mycgr3G98880;Mycgr3G80995;Mycgr3G74429;Mycgr3G104912;Mycgr3G103339;Mycgr3G104624;Mycgr3G105216;Mycgr3G105843;Mycgr3G111313;Mycgr3G99159;Mycgr3G102027;Mycgr3G106485;Mycgr3G73576;Mycgr3G67117;Mycgr3G81501;Mycgr3G64763;Mycgr3G36977;Mycgr3G63945;Mycgr3G78925;Mycgr3G70471;Mycgr3G73310;Mycgr3G74360;Mycgr3G55708;Mycgr3G104371;Mycgr3G101782;Mycgr3G106114;Mycgr3G106350;Mycgr3G100024;Mycgr3G55886;Mycgr3G68298;Mycgr3G75505;Mycgr3G74526;Mycgr3G67666;Mycgr3G28602;Mycgr3G108180;Mycgr3G103315;Mycgr3G99706;Mycgr3G88378;Mycgr3G31968;Mycgr3G78124;Mycgr3G32207;Mycgr3G75420;Mycgr3G34926;Mycgr3G56835;Mycgr3G31509;Mycgr3G65342;Mycgr3G36580;Mycgr3G19663;Mycgr3G11322;Mycgr3G103105;Mycgr3G107882;Mycgr3G39112;Mycgr3G108339;Mycgr3G97226;Mycgr3G110071;Mycgr3G110058;Mycgr3G99211;Mycgr3G99289;Mycgr3G65574;Mycgr3G69638;Mycgr3G71900;Mycgr3G54508;Mycgr3G98854;Mycgr3G73841;Mycgr3G73558;Mycgr3G99446;Mycgr3G100220;Mycgr3G109282;Mycgr3G77064;Mycgr3G93104;Mycgr3G107239;Mycgr3G73714;Mycgr3G56362;Mycgr3G100444;Mycgr3G19618;Mycgr3G93412;Mycgr3G16557;Mycgr3G110502;Mycgr3G100069;Mycgr3G40901;Mycgr3G107930;Mycgr3G98572;Mycgr3G72396;Mycgr3G66559;Mycgr3G92212;Mycgr3G20337;Mycgr3G65258;Mycgr3G107883;Mycgr3G99387;Mycgr3G69118;Mycgr3G70984;Mycgr3G75916;Mycgr3G73499;Mycgr3G79121;Mycgr3G37123;Mycgr3G32817;Mycgr3G73758;Mycgr3G47408;Mycgr3G38239;Mycgr3G35447;Mycgr3G29251;Mycgr3G70475;Mycgr3G30651;Mycgr3G67423;Mycgr3G73745;Mycgr3G57709;Mycgr3G87527;Mycgr3G87598;Mycgr3G75621;Mycgr3G41865;Mycgr3G87701;Mycgr3G83972;Mycgr3G91809;Mycgr3G63935;Mycgr3G50480;Mycgr3G46438;Mycgr3G18396;Mycgr3G39611;Mycgr3G19573;Mycgr3G72059;Mycgr3G101478",2.33420465185202e-31
"GO:0016072","rRNA metabolic process","biological_process",119,230,0.180851063829787,2.881822386679,1.0927147716289e-33,"Mycgr3G87034;Mycgr3G72449;Mycgr3G102491;Mycgr3G108724;Mycgr3G77678;Mycgr3G102197;Mycgr3G75672;Mycgr3G102848;Mycgr3G74715;Mycgr3G105557;Mycgr3G103683;Mycgr3G104155;Mycgr3G106893;Mycgr3G104028;Mycgr3G99074;Mycgr3G77007;Mycgr3G67867;Mycgr3G80478;Mycgr3G102922;Mycgr3G88095;Mycgr3G99193;Mycgr3G99631;Mycgr3G60172;Mycgr3G103329;Mycgr3G106533;Mycgr3G98483;Mycgr3G98880;Mycgr3G80995;Mycgr3G104912;Mycgr3G111313;Mycgr3G99159;Mycgr3G106485;Mycgr3G73576;Mycgr3G67117;Mycgr3G81501;Mycgr3G64763;Mycgr3G36977;Mycgr3G78925;Mycgr3G70471;Mycgr3G74360;Mycgr3G55708;Mycgr3G101782;Mycgr3G55886;Mycgr3G68298;Mycgr3G75505;Mycgr3G74526;Mycgr3G67666;Mycgr3G103315;Mycgr3G88378;Mycgr3G78124;Mycgr3G32207;Mycgr3G75420;Mycgr3G34926;Mycgr3G56835;Mycgr3G31509;Mycgr3G65342;Mycgr3G11322;Mycgr3G103105;Mycgr3G107882;Mycgr3G110071;Mycgr3G110058;Mycgr3G99211;Mycgr3G94196;Mycgr3G99289;Mycgr3G65574;Mycgr3G69638;Mycgr3G71900;Mycgr3G54508;Mycgr3G73841;Mycgr3G73558;Mycgr3G99446;Mycgr3G109282;Mycgr3G77064;Mycgr3G93104;Mycgr3G107239;Mycgr3G73714;Mycgr3G100444;Mycgr3G19618;Mycgr3G93412;Mycgr3G73125;Mycgr3G16557;Mycgr3G110502;Mycgr3G100069;Mycgr3G40901;Mycgr3G107930;Mycgr3G98572;Mycgr3G72396;Mycgr3G66559;Mycgr3G92212;Mycgr3G20337;Mycgr3G65258;Mycgr3G107883;Mycgr3G99387;Mycgr3G73499;Mycgr3G37123;Mycgr3G32817;Mycgr3G47408;Mycgr3G38239;Mycgr3G35447;Mycgr3G29251;Mycgr3G24629;Mycgr3G30651;Mycgr3G67423;Mycgr3G57709;Mycgr3G87527;Mycgr3G87598;Mycgr3G75621;Mycgr3G41865;Mycgr3G87701;Mycgr3G83972;Mycgr3G91809;Mycgr3G63935;Mycgr3G43752;Mycgr3G50480;Mycgr3G46438;Mycgr3G18396;Mycgr3G19573;Mycgr3G72059;Mycgr3G101478",5.35742442318628e-31
"GO:0002181","cytoplasmic translation","biological_process",95,162,0.144376899696049,3.26630455176554,1.287738507144e-32,"Mycgr3G72449;Mycgr3G108724;Mycgr3G77678;Mycgr3G102197;Mycgr3G102281;Mycgr3G100974;Mycgr3G102848;Mycgr3G102365;Mycgr3G104360;Mycgr3G105557;Mycgr3G103683;Mycgr3G104916;Mycgr3G103449;Mycgr3G106489;Mycgr3G106407;Mycgr3G76608;Mycgr3G104063;Mycgr3G81123;Mycgr3G98180;Mycgr3G105388;Mycgr3G104155;Mycgr3G65878;Mycgr3G104664;Mycgr3G42422;Mycgr3G103824;Mycgr3G104028;Mycgr3G34437;Mycgr3G110152;Mycgr3G106548;Mycgr3G67867;Mycgr3G102406;Mycgr3G80478;Mycgr3G105646;Mycgr3G74418;Mycgr3G102881;Mycgr3G102922;Mycgr3G88095;Mycgr3G108146;Mycgr3G99631;Mycgr3G60583;Mycgr3G60172;Mycgr3G103329;Mycgr3G106533;Mycgr3G103191;Mycgr3G102740;Mycgr3G102005;Mycgr3G59963;Mycgr3G98830;Mycgr3G98880;Mycgr3G80995;Mycgr3G74750;Mycgr3G74429;Mycgr3G104912;Mycgr3G103339;Mycgr3G104624;Mycgr3G83768;Mycgr3G105216;Mycgr3G105843;Mycgr3G102737;Mycgr3G99159;Mycgr3G102027;Mycgr3G106485;Mycgr3G67117;Mycgr3G81501;Mycgr3G104898;Mycgr3G76399;Mycgr3G64763;Mycgr3G63945;Mycgr3G70471;Mycgr3G73310;Mycgr3G55708;Mycgr3G82510;Mycgr3G101774;Mycgr3G104371;Mycgr3G101782;Mycgr3G106114;Mycgr3G73399;Mycgr3G106350;Mycgr3G60694;Mycgr3G105463;Mycgr3G108180;Mycgr3G103406;Mycgr3G31968;Mycgr3G78124;Mycgr3G101221;Mycgr3G100728;Mycgr3G85212;Mycgr3G54822;Mycgr3G103162;Mycgr3G61664;Mycgr3G107571;Mycgr3G100220;Mycgr3G45983;Mycgr3G105895;Mycgr3G87952",5.52439819564777e-30
"GO:0003735","structural constituent of ribosome","molecular_function",82,131,0.124620060790274,3.48650780760574,5.13948820091129e-31,"Mycgr3G108724;Mycgr3G102197;Mycgr3G102281;Mycgr3G100974;Mycgr3G102848;Mycgr3G102365;Mycgr3G104360;Mycgr3G105557;Mycgr3G103683;Mycgr3G104916;Mycgr3G103449;Mycgr3G106489;Mycgr3G106407;Mycgr3G104063;Mycgr3G81123;Mycgr3G98180;Mycgr3G105388;Mycgr3G104155;Mycgr3G104664;Mycgr3G42422;Mycgr3G103824;Mycgr3G104028;Mycgr3G34437;Mycgr3G106548;Mycgr3G67867;Mycgr3G102406;Mycgr3G80478;Mycgr3G105646;Mycgr3G74418;Mycgr3G102881;Mycgr3G102922;Mycgr3G88095;Mycgr3G60583;Mycgr3G60172;Mycgr3G103329;Mycgr3G106533;Mycgr3G103191;Mycgr3G102740;Mycgr3G102005;Mycgr3G59963;Mycgr3G48880;Mycgr3G98880;Mycgr3G80995;Mycgr3G74750;Mycgr3G74429;Mycgr3G104912;Mycgr3G103339;Mycgr3G104624;Mycgr3G83768;Mycgr3G105216;Mycgr3G105843;Mycgr3G102737;Mycgr3G99159;Mycgr3G102027;Mycgr3G106485;Mycgr3G67117;Mycgr3G81501;Mycgr3G104898;Mycgr3G64763;Mycgr3G70471;Mycgr3G73310;Mycgr3G104056;Mycgr3G55708;Mycgr3G82510;Mycgr3G101774;Mycgr3G104371;Mycgr3G101782;Mycgr3G106114;Mycgr3G73399;Mycgr3G32848;Mycgr3G74659;Mycgr3G60694;Mycgr3G105463;Mycgr3G28602;Mycgr3G103406;Mycgr3G31968;Mycgr3G78124;Mycgr3G85212;Mycgr3G103162;Mycgr3G50274;Mycgr3G27796;Mycgr3G88201",1.95985816728084e-28
"GO:0005840","ribosome","cellular_component",94,165,0.142857142857143,3.17316017316017,7.20419868655928e-31,"Mycgr3G108724;Mycgr3G102197;Mycgr3G102281;Mycgr3G100974;Mycgr3G102848;Mycgr3G102365;Mycgr3G104360;Mycgr3G105557;Mycgr3G103683;Mycgr3G104916;Mycgr3G103449;Mycgr3G106489;Mycgr3G57734;Mycgr3G106407;Mycgr3G76608;Mycgr3G104063;Mycgr3G81123;Mycgr3G98180;Mycgr3G105388;Mycgr3G104155;Mycgr3G104664;Mycgr3G42422;Mycgr3G103824;Mycgr3G104028;Mycgr3G107230;Mycgr3G34437;Mycgr3G106548;Mycgr3G67867;Mycgr3G102406;Mycgr3G80478;Mycgr3G105646;Mycgr3G56466;Mycgr3G74418;Mycgr3G102881;Mycgr3G102922;Mycgr3G88095;Mycgr3G108146;Mycgr3G99631;Mycgr3G60583;Mycgr3G60172;Mycgr3G103329;Mycgr3G106533;Mycgr3G103191;Mycgr3G102540;Mycgr3G102740;Mycgr3G102005;Mycgr3G59963;Mycgr3G48880;Mycgr3G98880;Mycgr3G80995;Mycgr3G74750;Mycgr3G74429;Mycgr3G104912;Mycgr3G103339;Mycgr3G104624;Mycgr3G83768;Mycgr3G105216;Mycgr3G105843;Mycgr3G102737;Mycgr3G99159;Mycgr3G102027;Mycgr3G106485;Mycgr3G67117;Mycgr3G81501;Mycgr3G104898;Mycgr3G76399;Mycgr3G64763;Mycgr3G70471;Mycgr3G73310;Mycgr3G104056;Mycgr3G55708;Mycgr3G82510;Mycgr3G101774;Mycgr3G104371;Mycgr3G101782;Mycgr3G106114;Mycgr3G73399;Mycgr3G32848;Mycgr3G74659;Mycgr3G60694;Mycgr3G105463;Mycgr3G28602;Mycgr3G103406;Mycgr3G31968;Mycgr3G78124;Mycgr3G85212;Mycgr3G54822;Mycgr3G103162;Mycgr3G50274;Mycgr3G27796;Mycgr3G98854;Mycgr3G98572;Mycgr3G88201;Mycgr3G73745",2.47248098922715e-28
