"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"GO:0006302","double-strand break repair","biological_process",13,86,0.0884353741496599,3.75747508305648,2.92693095029392e-05,"Mycgr3G43403;Mycgr3G109907;Mycgr3G49914;Mycgr3G77425;Mycgr3G10632;Mycgr3G68344;Mycgr3G48745;Mycgr3G50464;Mycgr3G75139;Mycgr3G101485;Mycgr3G69561;Mycgr3G84836;Mycgr3G108183",0.0692804555934571
"GO:0000724","double-strand break repair via homologous recombination","biological_process",10,56,0.0680272108843537,4.43877551020408,5.92750339297973e-05,"Mycgr3G43403;Mycgr3G109907;Mycgr3G49914;Mycgr3G10632;Mycgr3G48745;Mycgr3G50464;Mycgr3G75139;Mycgr3G101485;Mycgr3G69561;Mycgr3G108183",0.0701520026559151
"GO:0000725","recombinational repair","biological_process",10,60,0.0680272108843537,4.14285714285714,0.000109275168319128,"Mycgr3G43403;Mycgr3G109907;Mycgr3G49914;Mycgr3G10632;Mycgr3G48745;Mycgr3G50464;Mycgr3G75139;Mycgr3G101485;Mycgr3G69561;Mycgr3G108183",0.0862181078037922
"GO:0031058","","",5,14,0.0340136054421769,8.87755102040816,0.000146920184147517,"Mycgr3G50079;Mycgr3G69227;Mycgr3G95018;Mycgr3G10108;Mycgr3G46259",0.0869400189692929
"GO:0031123","RNA 3'-end processing","biological_process",10,67,0.0680272108843537,3.71002132196162,0.000282130390758533,"Mycgr3G100507;Mycgr3G69227;Mycgr3G47262;Mycgr3G28410;Mycgr3G95018;Mycgr3G32207;Mycgr3G74961;Mycgr3G109995;Mycgr3G73758;Mycgr3G32817",0.133560526985089
"GO:0016574","","",4,10,0.0272108843537415,9.94285714285714,0.000437038975853517,"Mycgr3G110162;Mycgr3G50079;Mycgr3G42817;Mycgr3G75139",0.168065127406392
"GO:0042623","","",16,165,0.108843537414966,2.41038961038961,0.000800193322002985,"Mycgr3G88011;Mycgr3G75420;Mycgr3G49914;Mycgr3G69070;Mycgr3G94085;Mycgr3G10632;Mycgr3G50464;Mycgr3G65760;Mycgr3G47262;Mycgr3G101180;Mycgr3G111295;Mycgr3G69561;Mycgr3G84836;Mycgr3G73558;Mycgr3G108183;Mycgr3G9953",0.168065127406392
"GO:0016887","ATP hydrolysis activity","molecular_function",19,215,0.129251700680272,2.19667774086379,0.000821925029084063,"Mycgr3G71784;Mycgr3G88011;Mycgr3G75420;Mycgr3G49914;Mycgr3G69070;Mycgr3G94085;Mycgr3G48403;Mycgr3G10632;Mycgr3G50464;Mycgr3G104431;Mycgr3G65760;Mycgr3G47262;Mycgr3G101180;Mycgr3G111295;Mycgr3G69561;Mycgr3G84836;Mycgr3G73558;Mycgr3G108183;Mycgr3G9953",0.168065127406392
"GO:0017111","ribonucleoside triphosphate phosphatase activity","molecular_function",23,285,0.156462585034014,2.00601503759398,0.000827093372770473,"Mycgr3G71784;Mycgr3G88011;Mycgr3G61736;Mycgr3G75420;Mycgr3G49914;Mycgr3G69070;Mycgr3G94085;Mycgr3G48403;Mycgr3G10632;Mycgr3G50464;Mycgr3G104431;Mycgr3G65760;Mycgr3G71923;Mycgr3G47262;Mycgr3G101180;Mycgr3G111295;Mycgr3G69561;Mycgr3G84836;Mycgr3G85032;Mycgr3G73558;Mycgr3G108183;Mycgr3G32817;Mycgr3G9953",0.168065127406392
"GO:1901363","","",54,914,0.36734693877551,1.4685839324789,0.000849118188882706,"Mycgr3G71784;Mycgr3G98356;Mycgr3G43403;Mycgr3G53676;Mycgr3G109907;Mycgr3G11429;Mycgr3G49914;Mycgr3G35747;Mycgr3G100507;Mycgr3G94085;Mycgr3G48403;Mycgr3G77425;Mycgr3G10632;Mycgr3G68344;Mycgr3G54508;Mycgr3G74675;Mycgr3G48745;Mycgr3G98177;Mycgr3G50464;Mycgr3G70984;Mycgr3G28518;Mycgr3G100167;Mycgr3G71923;Mycgr3G72348;Mycgr3G42817;Mycgr3G47262;Mycgr3G23658;Mycgr3G28410;Mycgr3G75139;Mycgr3G95018;Mycgr3G32207;Mycgr3G11322;Mycgr3G51498;Mycgr3G54914;Mycgr3G111295;Mycgr3G74961;Mycgr3G41102;Mycgr3G69561;Mycgr3G84836;Mycgr3G10108;Mycgr3G109995;Mycgr3G85032;Mycgr3G73558;Mycgr3G66888;Mycgr3G108183;Mycgr3G102157;Mycgr3G29871;Mycgr3G14505;Mycgr3G55490;Mycgr3G35076;Mycgr3G73758;Mycgr3G32817;Mycgr3G100069;Mycgr3G46259",0.168065127406392
"GO:1905269","","",5,20,0.0340136054421769,6.21428571428572,0.000935247700787198,"Mycgr3G50079;Mycgr3G69227;Mycgr3G95018;Mycgr3G10108;Mycgr3G46259",0.168065127406392
"GO:0051569","","",4,12,0.0272108843537415,8.28571428571429,0.000967067860489649,"Mycgr3G69227;Mycgr3G75139;Mycgr3G95018;Mycgr3G46259",0.168065127406392
"GO:0042493","","",16,168,0.108843537414966,2.36734693877551,0.000974769067540534,"Mycgr3G88011;Mycgr3G69070;Mycgr3G39898;Mycgr3G54508;Mycgr3G50464;Mycgr3G98820;Mycgr3G104431;Mycgr3G47262;Mycgr3G23658;Mycgr3G28410;Mycgr3G49627;Mycgr3G74327;Mycgr3G72303;Mycgr3G54914;Mycgr3G73209;Mycgr3G35076",0.168065127406392
"GO:0016567","protein ubiquitination","biological_process",11,92,0.0748299319727891,2.97204968944099,0.000994048070844735,"Mycgr3G35590;Mycgr3G109907;Mycgr3G100507;Mycgr3G110162;Mycgr3G50079;Mycgr3G83965;Mycgr3G77057;Mycgr3G42817;Mycgr3G75139;Mycgr3G84836;Mycgr3G110529",0.168065127406392
"GO:0097159","","",54,923,0.36734693877551,1.45426404581334,0.0010889647299193,"Mycgr3G71784;Mycgr3G98356;Mycgr3G43403;Mycgr3G53676;Mycgr3G109907;Mycgr3G11429;Mycgr3G49914;Mycgr3G35747;Mycgr3G100507;Mycgr3G94085;Mycgr3G48403;Mycgr3G77425;Mycgr3G10632;Mycgr3G68344;Mycgr3G54508;Mycgr3G74675;Mycgr3G48745;Mycgr3G98177;Mycgr3G50464;Mycgr3G70984;Mycgr3G28518;Mycgr3G100167;Mycgr3G71923;Mycgr3G72348;Mycgr3G42817;Mycgr3G47262;Mycgr3G23658;Mycgr3G28410;Mycgr3G75139;Mycgr3G95018;Mycgr3G32207;Mycgr3G11322;Mycgr3G51498;Mycgr3G54914;Mycgr3G111295;Mycgr3G74961;Mycgr3G41102;Mycgr3G69561;Mycgr3G84836;Mycgr3G10108;Mycgr3G109995;Mycgr3G85032;Mycgr3G73558;Mycgr3G66888;Mycgr3G108183;Mycgr3G102157;Mycgr3G29871;Mycgr3G14505;Mycgr3G55490;Mycgr3G35076;Mycgr3G73758;Mycgr3G32817;Mycgr3G100069;Mycgr3G46259",0.16981306481686
"GO:0031062","","",3,6,0.0204081632653061,12.4285714285714,0.00116699624574289,"Mycgr3G69227;Mycgr3G95018;Mycgr3G46259",0.16981306481686
