"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"GO:0043462","","",7,25,0.00916230366492147,1.34319371727749,0.253208345135587,"Mycgr3G104409;Mycgr3G75892;Mycgr3G28602;Mycgr3G90353;Mycgr3G23946;Mycgr3G30651;Mycgr3G106573",1
"GO:0004540","RNA nuclease activity","molecular_function",10,38,0.0130890052356021,1.2624001102232,0.25582611890082,"Mycgr3G48880;Mycgr3G110807;Mycgr3G108491;Mycgr3G46438;Mycgr3G57534;Mycgr3G68089;Mycgr3G55193;Mycgr3G76687;Mycgr3G100162;Mycgr3G67423",1
"GO:0043596","nuclear replication fork","cellular_component",15,60,0.0196335078534031,1.19928010471204,0.255878533896656,"Mycgr3G96297;Mycgr3G106182;Mycgr3G106181;Mycgr3G100061;Mycgr3G108196;Mycgr3G73004;Mycgr3G85700;Mycgr3G100306;Mycgr3G74015;Mycgr3G71246;Mycgr3G91224;Mycgr3G99627;Mycgr3G49536;Mycgr3G22047;Mycgr3G80044",1
"GO:0055029","nuclear DNA-directed RNA polymerase complex","cellular_component",17,69,0.0222513089005236,1.18189923362926,0.257928292702769,"Mycgr3G109462;Mycgr3G43980;Mycgr3G69227;Mycgr3G31431;Mycgr3G76469;Mycgr3G69782;Mycgr3G73125;Mycgr3G94196;Mycgr3G95018;Mycgr3G47713;Mycgr3G45952;Mycgr3G84794;Mycgr3G24629;Mycgr3G64857;Mycgr3G71246;Mycgr3G91224;Mycgr3G99627",1
"GO:0006753","nucleoside phosphate metabolic process","biological_process",39,169,0.0510471204188482,1.10702778896496,0.25971113092484,"Mycgr3G57630;Mycgr3G69768;Mycgr3G106783;Mycgr3G64873;Mycgr3G108469;Mycgr3G107618;Mycgr3G103595;Mycgr3G105957;Mycgr3G105760;Mycgr3G60824;Mycgr3G100120;Mycgr3G62567;Mycgr3G70588;Mycgr3G101464;Mycgr3G69357;Mycgr3G75509;Mycgr3G53658;Mycgr3G75376;Mycgr3G76293;Mycgr3G55345;Mycgr3G95071;Mycgr3G73335;Mycgr3G100095;Mycgr3G110313;Mycgr3G68390;Mycgr3G37538;Mycgr3G87000;Mycgr3G107673;Mycgr3G74581;Mycgr3G59391;Mycgr3G66030;Mycgr3G101405;Mycgr3G45721;Mycgr3G33425;Mycgr3G74146;Mycgr3G98664;Mycgr3G86308;Mycgr3G102841;Mycgr3G84830",1
"GO:0032467","","",6,21,0.00785340314136126,1.37060583395662,0.26205073791849,"Mycgr3G74796;Mycgr3G84295;Mycgr3G95955;Mycgr3G42170;Mycgr3G10310;Mycgr3G41334",1
"GO:0033262","","",6,21,0.00785340314136126,1.37060583395662,0.26205073791849,"Mycgr3G89963;Mycgr3G41155;Mycgr3G49536;Mycgr3G22047;Mycgr3G80044;Mycgr3G20658",1
"GO:1903320","","",6,21,0.00785340314136126,1.37060583395662,0.26205073791849,"Mycgr3G69227;Mycgr3G96640;Mycgr3G95018;Mycgr3G104090;Mycgr3G23060;Mycgr3G28674",1
"GO:0032993","protein-DNA complex","cellular_component",14,56,0.0183246073298429,1.19928010471204,0.266006716079606,"Mycgr3G96297;Mycgr3G106182;Mycgr3G106181;Mycgr3G108196;Mycgr3G73004;Mycgr3G69939;Mycgr3G85700;Mycgr3G74015;Mycgr3G71246;Mycgr3G74593;Mycgr3G91224;Mycgr3G99627;Mycgr3G22047;Mycgr3G20658",1
"GO:0044550","secondary metabolite biosynthetic process","biological_process",9,34,0.0117801047120419,1.26982599322451,0.266108755350243,"Mycgr3G103135;Mycgr3G110909;Mycgr3G67035;Mycgr3G61690;Mycgr3G47956;Mycgr3G105469;Mycgr3G32609;Mycgr3G89119;Mycgr3G85486",1
