"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"GO:0022613","ribonucleoprotein complex biogenesis","biological_process",123,381,0.304455445544554,2.92868558509394,1.77680439732445e-33,"Mycgr3G71784;Mycgr3G75505;Mycgr3G102491;Mycgr3G77678;Mycgr3G106893;Mycgr3G54508;Mycgr3G70061;Mycgr3G69227;Mycgr3G87034;Mycgr3G108627;Mycgr3G107882;Mycgr3G65342;Mycgr3G91052;Mycgr3G99631;Mycgr3G74360;Mycgr3G107402;Mycgr3G73758;Mycgr3G75672;Mycgr3G94085;Mycgr3G74038;Mycgr3G73558;Mycgr3G100069;Mycgr3G98483;Mycgr3G98177;Mycgr3G91439;Mycgr3G72348;Mycgr3G111181;Mycgr3G11322;Mycgr3G72449;Mycgr3G107493;Mycgr3G108776;Mycgr3G63945;Mycgr3G73948;Mycgr3G36977;Mycgr3G90616;Mycgr3G60481;Mycgr3G84402;Mycgr3G108724;Mycgr3G56835;Mycgr3G71923;Mycgr3G70984;Mycgr3G103315;Mycgr3G98830;Mycgr3G68298;Mycgr3G104063;Mycgr3G60172;Mycgr3G105646;Mycgr3G88378;Mycgr3G67218;Mycgr3G38239;Mycgr3G39112;Mycgr3G31987;Mycgr3G99289;Mycgr3G68754;Mycgr3G46438;Mycgr3G75916;Mycgr3G65574;Mycgr3G57452;Mycgr3G41129;Mycgr3G104028;Mycgr3G60583;Mycgr3G105388;Mycgr3G99074;Mycgr3G30651;Mycgr3G32817;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G50480;Mycgr3G81501;Mycgr3G56362;Mycgr3G69118;Mycgr3G102922;Mycgr3G34926;Mycgr3G71753;Mycgr3G83972;Mycgr3G28602;Mycgr3G93412;Mycgr3G100330;Mycgr3G111559;Mycgr3G111295;Mycgr3G92212;Mycgr3G77064;Mycgr3G19573;Mycgr3G97226;Mycgr3G85600;Mycgr3G29251;Mycgr3G71536;Mycgr3G75156;Mycgr3G74695;Mycgr3G69939;Mycgr3G110502;Mycgr3G74671;Mycgr3G73841;Mycgr3G100619;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G79121;Mycgr3G107276;Mycgr3G107930;Mycgr3G39611;Mycgr3G74552;Mycgr3G20337;Mycgr3G110071;Mycgr3G99446;Mycgr3G110099;Mycgr3G19618;Mycgr3G100894;Mycgr3G104345;Mycgr3G70159;Mycgr3G107239;Mycgr3G100162;Mycgr3G99211;Mycgr3G87527;Mycgr3G73745;Mycgr3G61986;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572;Mycgr3G109282",5.10653583791047e-30
"GO:0042254","ribosome biogenesis","biological_process",105,290,0.25990099009901,3.28461078866507,4.05532545729516e-33,"Mycgr3G71784;Mycgr3G75505;Mycgr3G102491;Mycgr3G77678;Mycgr3G106893;Mycgr3G54508;Mycgr3G70061;Mycgr3G69227;Mycgr3G87034;Mycgr3G108627;Mycgr3G107882;Mycgr3G65342;Mycgr3G91052;Mycgr3G99631;Mycgr3G74360;Mycgr3G73758;Mycgr3G75672;Mycgr3G73558;Mycgr3G100069;Mycgr3G98483;Mycgr3G91439;Mycgr3G72348;Mycgr3G111181;Mycgr3G11322;Mycgr3G72449;Mycgr3G107493;Mycgr3G108776;Mycgr3G73948;Mycgr3G36977;Mycgr3G90616;Mycgr3G60481;Mycgr3G84402;Mycgr3G108724;Mycgr3G56835;Mycgr3G71923;Mycgr3G70984;Mycgr3G103315;Mycgr3G68298;Mycgr3G104063;Mycgr3G60172;Mycgr3G105646;Mycgr3G88378;Mycgr3G38239;Mycgr3G39112;Mycgr3G31987;Mycgr3G99289;Mycgr3G68754;Mycgr3G46438;Mycgr3G65574;Mycgr3G41129;Mycgr3G104028;Mycgr3G105388;Mycgr3G99074;Mycgr3G30651;Mycgr3G32817;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G50480;Mycgr3G81501;Mycgr3G102922;Mycgr3G34926;Mycgr3G83972;Mycgr3G28602;Mycgr3G93412;Mycgr3G100330;Mycgr3G111559;Mycgr3G111295;Mycgr3G92212;Mycgr3G77064;Mycgr3G19573;Mycgr3G97226;Mycgr3G85600;Mycgr3G29251;Mycgr3G75156;Mycgr3G74695;Mycgr3G69939;Mycgr3G110502;Mycgr3G73841;Mycgr3G100619;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G79121;Mycgr3G107276;Mycgr3G107930;Mycgr3G74552;Mycgr3G20337;Mycgr3G110071;Mycgr3G99446;Mycgr3G19618;Mycgr3G100894;Mycgr3G104345;Mycgr3G70159;Mycgr3G107239;Mycgr3G100162;Mycgr3G99211;Mycgr3G87527;Mycgr3G73745;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572;Mycgr3G109282",5.82750268213315e-30
"GO:0005730","nucleolus","cellular_component",88,225,0.217821782178218,3.54807480748075,2.09113819634039e-30,"Mycgr3G102491;Mycgr3G106893;Mycgr3G54508;Mycgr3G87034;Mycgr3G110267;Mycgr3G107882;Mycgr3G72961;Mycgr3G65342;Mycgr3G99631;Mycgr3G74360;Mycgr3G73758;Mycgr3G75672;Mycgr3G73558;Mycgr3G100069;Mycgr3G98483;Mycgr3G91439;Mycgr3G72348;Mycgr3G11322;Mycgr3G107493;Mycgr3G73948;Mycgr3G36977;Mycgr3G60481;Mycgr3G84402;Mycgr3G108724;Mycgr3G56835;Mycgr3G71923;Mycgr3G70984;Mycgr3G103315;Mycgr3G98268;Mycgr3G102281;Mycgr3G68298;Mycgr3G25695;Mycgr3G38239;Mycgr3G99289;Mycgr3G68754;Mycgr3G46438;Mycgr3G100728;Mycgr3G65574;Mycgr3G44387;Mycgr3G41129;Mycgr3G73125;Mycgr3G100306;Mycgr3G99074;Mycgr3G30651;Mycgr3G32817;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G50480;Mycgr3G83972;Mycgr3G28602;Mycgr3G93412;Mycgr3G111559;Mycgr3G111295;Mycgr3G92212;Mycgr3G58445;Mycgr3G43980;Mycgr3G19573;Mycgr3G97226;Mycgr3G85600;Mycgr3G69939;Mycgr3G110502;Mycgr3G106853;Mycgr3G73841;Mycgr3G67576;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G79121;Mycgr3G107276;Mycgr3G107930;Mycgr3G74552;Mycgr3G20337;Mycgr3G110071;Mycgr3G99446;Mycgr3G100894;Mycgr3G107239;Mycgr3G109462;Mycgr3G100162;Mycgr3G99211;Mycgr3G87527;Mycgr3G73745;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572;Mycgr3G109282",2.0033103920941e-27
"GO:0006364","rRNA processing","biological_process",82,208,0.202970297029703,3.5763756664128,1.51971657894943e-28,"Mycgr3G75505;Mycgr3G102491;Mycgr3G77678;Mycgr3G106893;Mycgr3G54508;Mycgr3G69227;Mycgr3G87034;Mycgr3G107882;Mycgr3G65342;Mycgr3G91052;Mycgr3G99631;Mycgr3G74360;Mycgr3G75672;Mycgr3G73558;Mycgr3G100069;Mycgr3G98483;Mycgr3G91439;Mycgr3G72348;Mycgr3G11322;Mycgr3G72449;Mycgr3G107493;Mycgr3G73948;Mycgr3G36977;Mycgr3G60481;Mycgr3G84402;Mycgr3G108724;Mycgr3G56835;Mycgr3G103315;Mycgr3G68298;Mycgr3G60172;Mycgr3G88378;Mycgr3G38239;Mycgr3G99289;Mycgr3G68754;Mycgr3G46438;Mycgr3G65574;Mycgr3G41129;Mycgr3G104028;Mycgr3G99074;Mycgr3G30651;Mycgr3G32817;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G50480;Mycgr3G81501;Mycgr3G102922;Mycgr3G34926;Mycgr3G83972;Mycgr3G93412;Mycgr3G111559;Mycgr3G111295;Mycgr3G92212;Mycgr3G77064;Mycgr3G19573;Mycgr3G85600;Mycgr3G29251;Mycgr3G75156;Mycgr3G69939;Mycgr3G110502;Mycgr3G73841;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G107930;Mycgr3G74552;Mycgr3G20337;Mycgr3G110071;Mycgr3G99446;Mycgr3G19618;Mycgr3G100894;Mycgr3G104345;Mycgr3G107239;Mycgr3G100162;Mycgr3G99211;Mycgr3G87527;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572;Mycgr3G109282",1.09191636197516e-25
"GO:0016072","rRNA metabolic process","biological_process",85,230,0.21039603960396,3.35261515281963,3.13760528695013e-27,"Mycgr3G75505;Mycgr3G102491;Mycgr3G77678;Mycgr3G106893;Mycgr3G54508;Mycgr3G69227;Mycgr3G87034;Mycgr3G107882;Mycgr3G65342;Mycgr3G91052;Mycgr3G99631;Mycgr3G74360;Mycgr3G75672;Mycgr3G73558;Mycgr3G100069;Mycgr3G98483;Mycgr3G91439;Mycgr3G72348;Mycgr3G11322;Mycgr3G72449;Mycgr3G107493;Mycgr3G73948;Mycgr3G36977;Mycgr3G60481;Mycgr3G84402;Mycgr3G108724;Mycgr3G56835;Mycgr3G103315;Mycgr3G68298;Mycgr3G60172;Mycgr3G88378;Mycgr3G38239;Mycgr3G99289;Mycgr3G68754;Mycgr3G46438;Mycgr3G65574;Mycgr3G41129;Mycgr3G73125;Mycgr3G104028;Mycgr3G99074;Mycgr3G30651;Mycgr3G32817;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G50480;Mycgr3G81501;Mycgr3G102922;Mycgr3G34926;Mycgr3G83972;Mycgr3G93412;Mycgr3G111559;Mycgr3G111295;Mycgr3G92212;Mycgr3G77064;Mycgr3G71341;Mycgr3G19573;Mycgr3G85600;Mycgr3G29251;Mycgr3G75156;Mycgr3G69939;Mycgr3G110502;Mycgr3G73841;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G107276;Mycgr3G107930;Mycgr3G74552;Mycgr3G20337;Mycgr3G110071;Mycgr3G99446;Mycgr3G19618;Mycgr3G100894;Mycgr3G104345;Mycgr3G107239;Mycgr3G100162;Mycgr3G99211;Mycgr3G87527;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572;Mycgr3G109282",1.80349551893893e-24
"GO:1990904","ribonucleoprotein complex","cellular_component",135,509,0.334158415841584,2.40607189402634,5.36741201591544e-27,"Mycgr3G71784;Mycgr3G75505;Mycgr3G63336;Mycgr3G102491;Mycgr3G77678;Mycgr3G106893;Mycgr3G110909;Mycgr3G54508;Mycgr3G70061;Mycgr3G99975;Mycgr3G108146;Mycgr3G56466;Mycgr3G74048;Mycgr3G87034;Mycgr3G108627;Mycgr3G107882;Mycgr3G65342;Mycgr3G99631;Mycgr3G74360;Mycgr3G107402;Mycgr3G56782;Mycgr3G109538;Mycgr3G38812;Mycgr3G75672;Mycgr3G74038;Mycgr3G73558;Mycgr3G76608;Mycgr3G100069;Mycgr3G98483;Mycgr3G98177;Mycgr3G91439;Mycgr3G72348;Mycgr3G11322;Mycgr3G72449;Mycgr3G107493;Mycgr3G100974;Mycgr3G63945;Mycgr3G73948;Mycgr3G100450;Mycgr3G60481;Mycgr3G81123;Mycgr3G108724;Mycgr3G56835;Mycgr3G65878;Mycgr3G71923;Mycgr3G70984;Mycgr3G103315;Mycgr3G102281;Mycgr3G98830;Mycgr3G68298;Mycgr3G104063;Mycgr3G60172;Mycgr3G105646;Mycgr3G57670;Mycgr3G50825;Mycgr3G106548;Mycgr3G67218;Mycgr3G38239;Mycgr3G31987;Mycgr3G99289;Mycgr3G68754;Mycgr3G46438;Mycgr3G75916;Mycgr3G103191;Mycgr3G50274;Mycgr3G102881;Mycgr3G100728;Mycgr3G103824;Mycgr3G106407;Mycgr3G65574;Mycgr3G71918;Mycgr3G66791;Mycgr3G57452;Mycgr3G104028;Mycgr3G60583;Mycgr3G105388;Mycgr3G41112;Mycgr3G99074;Mycgr3G32817;Mycgr3G88201;Mycgr3G105463;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G102737;Mycgr3G50480;Mycgr3G81501;Mycgr3G56362;Mycgr3G69118;Mycgr3G106995;Mycgr3G102922;Mycgr3G71753;Mycgr3G73209;Mycgr3G83972;Mycgr3G28602;Mycgr3G93412;Mycgr3G73399;Mycgr3G107571;Mycgr3G19573;Mycgr3G97226;Mycgr3G98298;Mycgr3G85600;Mycgr3G71536;Mycgr3G44089;Mycgr3G74695;Mycgr3G69939;Mycgr3G110502;Mycgr3G74671;Mycgr3G73841;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G79121;Mycgr3G37793;Mycgr3G39611;Mycgr3G20337;Mycgr3G75170;Mycgr3G99446;Mycgr3G90353;Mycgr3G19618;Mycgr3G100894;Mycgr3G104345;Mycgr3G107239;Mycgr3G37496;Mycgr3G100162;Mycgr3G99211;Mycgr3G73745;Mycgr3G61986;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572;Mycgr3G50844;Mycgr3G36576",2.57099035562349e-24
"GO:0010467","gene expression","biological_process",194,926,0.48019801980198,1.90056775655967,5.6743476152144e-26,"Mycgr3G71784;Mycgr3G75505;Mycgr3G102491;Mycgr3G77678;Mycgr3G106893;Mycgr3G54508;Mycgr3G70061;Mycgr3G108146;Mycgr3G56466;Mycgr3G74048;Mycgr3G69227;Mycgr3G87034;Mycgr3G108627;Mycgr3G98465;Mycgr3G107882;Mycgr3G56278;Mycgr3G65342;Mycgr3G91052;Mycgr3G99631;Mycgr3G74360;Mycgr3G107402;Mycgr3G73758;Mycgr3G38812;Mycgr3G75672;Mycgr3G94085;Mycgr3G42169;Mycgr3G74038;Mycgr3G73558;Mycgr3G76608;Mycgr3G75139;Mycgr3G100069;Mycgr3G98483;Mycgr3G98177;Mycgr3G91439;Mycgr3G72348;Mycgr3G11322;Mycgr3G72449;Mycgr3G68512;Mycgr3G107493;Mycgr3G100974;Mycgr3G66037;Mycgr3G108776;Mycgr3G63945;Mycgr3G73948;Mycgr3G110811;Mycgr3G36977;Mycgr3G96640;Mycgr3G66670;Mycgr3G60481;Mycgr3G84402;Mycgr3G81123;Mycgr3G108724;Mycgr3G56835;Mycgr3G65878;Mycgr3G103315;Mycgr3G98268;Mycgr3G102281;Mycgr3G98830;Mycgr3G68298;Mycgr3G104063;Mycgr3G60172;Mycgr3G69290;Mycgr3G63707;Mycgr3G67912;Mycgr3G105646;Mycgr3G57670;Mycgr3G25695;Mycgr3G50825;Mycgr3G67635;Mycgr3G106548;Mycgr3G88378;Mycgr3G67218;Mycgr3G38239;Mycgr3G101464;Mycgr3G39112;Mycgr3G31987;Mycgr3G100443;Mycgr3G99289;Mycgr3G68754;Mycgr3G76076;Mycgr3G46438;Mycgr3G75916;Mycgr3G103191;Mycgr3G95018;Mycgr3G50274;Mycgr3G102881;Mycgr3G100728;Mycgr3G103824;Mycgr3G106407;Mycgr3G98959;Mycgr3G65574;Mycgr3G71918;Mycgr3G66791;Mycgr3G57452;Mycgr3G41129;Mycgr3G73125;Mycgr3G104028;Mycgr3G100306;Mycgr3G52269;Mycgr3G27852;Mycgr3G60583;Mycgr3G67486;Mycgr3G105388;Mycgr3G41112;Mycgr3G50692;Mycgr3G99074;Mycgr3G30651;Mycgr3G32817;Mycgr3G88201;Mycgr3G109995;Mycgr3G105463;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G102737;Mycgr3G50480;Mycgr3G81501;Mycgr3G56362;Mycgr3G69118;Mycgr3G102922;Mycgr3G34926;Mycgr3G85032;Mycgr3G71753;Mycgr3G73484;Mycgr3G83972;Mycgr3G28602;Mycgr3G93412;Mycgr3G73399;Mycgr3G111559;Mycgr3G89011;Mycgr3G111295;Mycgr3G92212;Mycgr3G107571;Mycgr3G66934;Mycgr3G107183;Mycgr3G77064;Mycgr3G43980;Mycgr3G71341;Mycgr3G19573;Mycgr3G68887;Mycgr3G101997;Mycgr3G98298;Mycgr3G85600;Mycgr3G29251;Mycgr3G71536;Mycgr3G44089;Mycgr3G75156;Mycgr3G69939;Mycgr3G110502;Mycgr3G73600;Mycgr3G74671;Mycgr3G106853;Mycgr3G76469;Mycgr3G73841;Mycgr3G36290;Mycgr3G67073;Mycgr3G67576;Mycgr3G55565;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G90455;Mycgr3G107930;Mycgr3G76890;Mycgr3G64857;Mycgr3G39611;Mycgr3G74552;Mycgr3G20337;Mycgr3G75170;Mycgr3G110071;Mycgr3G99446;Mycgr3G37110;Mycgr3G110099;Mycgr3G90353;Mycgr3G19618;Mycgr3G100894;Mycgr3G104345;Mycgr3G70159;Mycgr3G107239;Mycgr3G109462;Mycgr3G37496;Mycgr3G89963;Mycgr3G100162;Mycgr3G99211;Mycgr3G87527;Mycgr3G61986;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572;Mycgr3G50844;Mycgr3G36576;Mycgr3G109282",2.32972500658946e-23
"GO:0030684","preribosome","cellular_component",65,149,0.160891089108911,3.95748886969234,1.53881671235556e-25,"Mycgr3G71784;Mycgr3G75505;Mycgr3G106893;Mycgr3G54508;Mycgr3G87034;Mycgr3G107882;Mycgr3G65342;Mycgr3G74360;Mycgr3G75672;Mycgr3G73558;Mycgr3G100069;Mycgr3G98483;Mycgr3G91439;Mycgr3G72348;Mycgr3G11322;Mycgr3G107493;Mycgr3G73948;Mycgr3G60481;Mycgr3G81123;Mycgr3G108724;Mycgr3G56835;Mycgr3G71923;Mycgr3G70984;Mycgr3G103315;Mycgr3G68298;Mycgr3G38239;Mycgr3G31987;Mycgr3G99289;Mycgr3G68754;Mycgr3G46438;Mycgr3G65574;Mycgr3G104028;Mycgr3G105388;Mycgr3G99074;Mycgr3G32817;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G50480;Mycgr3G102922;Mycgr3G83972;Mycgr3G28602;Mycgr3G93412;Mycgr3G19573;Mycgr3G97226;Mycgr3G85600;Mycgr3G74695;Mycgr3G69939;Mycgr3G110502;Mycgr3G73841;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G79121;Mycgr3G20337;Mycgr3G99446;Mycgr3G100894;Mycgr3G104345;Mycgr3G107239;Mycgr3G99211;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572",5.52819903913734e-23
"GO:0006396","RNA processing","biological_process",124,467,0.306930693069307,2.40878156338118,1.47828458265479e-24,"Mycgr3G75505;Mycgr3G102491;Mycgr3G77678;Mycgr3G106893;Mycgr3G54508;Mycgr3G69227;Mycgr3G87034;Mycgr3G98465;Mycgr3G107882;Mycgr3G65342;Mycgr3G91052;Mycgr3G99631;Mycgr3G74360;Mycgr3G73758;Mycgr3G38812;Mycgr3G75672;Mycgr3G94085;Mycgr3G42169;Mycgr3G74038;Mycgr3G73558;Mycgr3G100069;Mycgr3G98483;Mycgr3G98177;Mycgr3G91439;Mycgr3G72348;Mycgr3G11322;Mycgr3G72449;Mycgr3G107493;Mycgr3G73948;Mycgr3G110811;Mycgr3G36977;Mycgr3G60481;Mycgr3G84402;Mycgr3G108724;Mycgr3G56835;Mycgr3G103315;Mycgr3G68298;Mycgr3G60172;Mycgr3G69290;Mycgr3G25695;Mycgr3G88378;Mycgr3G67218;Mycgr3G38239;Mycgr3G100443;Mycgr3G99289;Mycgr3G68754;Mycgr3G76076;Mycgr3G46438;Mycgr3G75916;Mycgr3G95018;Mycgr3G100728;Mycgr3G65574;Mycgr3G71918;Mycgr3G66791;Mycgr3G57452;Mycgr3G41129;Mycgr3G104028;Mycgr3G52269;Mycgr3G67486;Mycgr3G41112;Mycgr3G99074;Mycgr3G30651;Mycgr3G32817;Mycgr3G109995;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G50480;Mycgr3G81501;Mycgr3G56362;Mycgr3G69118;Mycgr3G102922;Mycgr3G34926;Mycgr3G71753;Mycgr3G73484;Mycgr3G83972;Mycgr3G93412;Mycgr3G111559;Mycgr3G111295;Mycgr3G92212;Mycgr3G107183;Mycgr3G77064;Mycgr3G19573;Mycgr3G101997;Mycgr3G85600;Mycgr3G29251;Mycgr3G71536;Mycgr3G44089;Mycgr3G75156;Mycgr3G69939;Mycgr3G110502;Mycgr3G74671;Mycgr3G106853;Mycgr3G73841;Mycgr3G36290;Mycgr3G55565;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G107930;Mycgr3G76890;Mycgr3G39611;Mycgr3G74552;Mycgr3G20337;Mycgr3G110071;Mycgr3G99446;Mycgr3G37110;Mycgr3G110099;Mycgr3G19618;Mycgr3G100894;Mycgr3G104345;Mycgr3G107239;Mycgr3G100162;Mycgr3G99211;Mycgr3G87527;Mycgr3G61986;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572;Mycgr3G50844;Mycgr3G36576;Mycgr3G109282",4.72065543394429e-22
"GO:0034470","","",96,311,0.237623762376238,2.80029289102544,6.87284322694755e-24,"Mycgr3G75505;Mycgr3G102491;Mycgr3G77678;Mycgr3G106893;Mycgr3G54508;Mycgr3G69227;Mycgr3G87034;Mycgr3G98465;Mycgr3G107882;Mycgr3G65342;Mycgr3G91052;Mycgr3G99631;Mycgr3G74360;Mycgr3G73758;Mycgr3G75672;Mycgr3G94085;Mycgr3G42169;Mycgr3G73558;Mycgr3G100069;Mycgr3G98483;Mycgr3G91439;Mycgr3G72348;Mycgr3G11322;Mycgr3G72449;Mycgr3G107493;Mycgr3G73948;Mycgr3G110811;Mycgr3G36977;Mycgr3G60481;Mycgr3G84402;Mycgr3G108724;Mycgr3G56835;Mycgr3G103315;Mycgr3G68298;Mycgr3G60172;Mycgr3G69290;Mycgr3G25695;Mycgr3G88378;Mycgr3G38239;Mycgr3G100443;Mycgr3G99289;Mycgr3G68754;Mycgr3G46438;Mycgr3G95018;Mycgr3G65574;Mycgr3G41129;Mycgr3G104028;Mycgr3G52269;Mycgr3G67486;Mycgr3G99074;Mycgr3G30651;Mycgr3G32817;Mycgr3G67666;Mycgr3G69029;Mycgr3G101180;Mycgr3G73714;Mycgr3G110058;Mycgr3G50480;Mycgr3G81501;Mycgr3G102922;Mycgr3G34926;Mycgr3G83972;Mycgr3G93412;Mycgr3G111559;Mycgr3G111295;Mycgr3G92212;Mycgr3G107183;Mycgr3G77064;Mycgr3G19573;Mycgr3G85600;Mycgr3G29251;Mycgr3G75156;Mycgr3G69939;Mycgr3G110502;Mycgr3G73841;Mycgr3G55565;Mycgr3G87701;Mycgr3G40901;Mycgr3G101478;Mycgr3G107930;Mycgr3G74552;Mycgr3G20337;Mycgr3G110071;Mycgr3G99446;Mycgr3G37110;Mycgr3G19618;Mycgr3G100894;Mycgr3G104345;Mycgr3G107239;Mycgr3G100162;Mycgr3G99211;Mycgr3G87527;Mycgr3G101428;Mycgr3G75563;Mycgr3G98572;Mycgr3G109282",1.97525514342473e-21
