"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"map01100","Metabolic pathways","",19,933,0.59375,1.55087754555198,0.0120781357177433,"Mycgr3G73150;Mycgr3G111197;Mycgr3G94308;Mycgr3G55345;Mycgr3G65177;Mycgr3G108567;Mycgr3G39840;Mycgr3G101503;Mycgr3G45389;Mycgr3G62567;Mycgr3G45540;Mycgr3G47875;Mycgr3G107427;Mycgr3G30146;Mycgr3G98741;Mycgr3G94196;Mycgr3G67048;Mycgr3G108330;Mycgr3G70756",0.409208187230474
"map02010","ABC transporters","",2,14,0.0625,10.8794642857143,0.0137788690265834,"Mycgr3G50464;Mycgr3G88011",0.409208187230474
"map00965","Betalain biosynthesis","",2,16,0.0625,9.51953125,0.0178754433173744,"Mycgr3G94308;Mycgr3G47875",0.409208187230474
"map00910","Nitrogen metabolism","",2,18,0.0625,8.46180555555556,0.0224223664235876,"Mycgr3G73150;Mycgr3G101503",0.409208187230474
"map00950","Isoquinoline alkaloid biosynthesis","",2,22,0.0625,6.92329545454546,0.0327690878315691,"Mycgr3G94308;Mycgr3G47875",0.427832530411997
"map01110","Biosynthesis of secondary metabolites","",9,375,0.28125,1.82775,0.0464484776643669,"Mycgr3G94308;Mycgr3G55345;Mycgr3G65177;Mycgr3G39840;Mycgr3G62567;Mycgr3G45540;Mycgr3G47875;Mycgr3G30146;Mycgr3G108330",0.427832530411997
"map04916","Melanogenesis","",2,28,0.0625,5.43973214285714,0.0510766853915461,"Mycgr3G94308;Mycgr3G47875",0.427832530411997
"map04626","Plant-pathogen interaction","",1,6,0.03125,12.6927083333333,0.0763196864942491,"Mycgr3G108567",0.427832530411997
"map04630","JAK-STAT signaling pathway","",1,6,0.03125,12.6927083333333,0.0763196864942491,"Mycgr3G40642",0.427832530411997
"map04911","Insulin secretion","",1,6,0.03125,12.6927083333333,0.0763196864942491,"Mycgr3G70478",0.427832530411997
"map04978","Mineral absorption","",1,7,0.03125,10.8794642857143,0.0884783742902938,"Mycgr3G70478",0.427832530411997
"map04960","Aldosterone-regulated sodium reabsorption","",1,8,0.03125,9.51953125,0.100481951254372,"Mycgr3G70478",0.427832530411997
"map04973","Carbohydrate digestion and absorption","",1,8,0.03125,9.51953125,0.100481951254372,"Mycgr3G70478",0.427832530411997
"map00350","Tyrosine metabolism","",2,42,0.0625,3.6264880952381,0.103958345215389,"Mycgr3G94308;Mycgr3G47875",0.427832530411997
"map00430","Taurine and hypotaurine metabolism","",1,9,0.03125,8.46180555555556,0.112332333123397,"Mycgr3G73150",0.427832530411997
"map04970","Salivary secretion","",1,9,0.03125,8.46180555555556,0.112332333123397,"Mycgr3G70478",0.427832530411997
"map00521","Streptomycin biosynthesis","",1,10,0.03125,7.615625,0.124031412752742,"Mycgr3G107427",0.427832530411997
"map04976","Bile secretion","",1,10,0.03125,7.615625,0.124031412752742,"Mycgr3G70478",0.427832530411997
"map00330","Arginine and proline metabolism","",2,49,0.0625,3.10841836734694,0.134291285519399,"Mycgr3G70271;Mycgr3G67048",0.427832530411997
"map00830","Retinol metabolism","",1,11,0.03125,6.92329545454546,0.13558106038023,"Mycgr3G45389",0.427832530411997
"map04925","Aldosterone synthesis and secretion","",1,11,0.03125,6.92329545454546,0.13558106038023,"Mycgr3G70478",0.427832530411997
"map04972","Pancreatic secretion","",1,11,0.03125,6.92329545454546,0.13558106038023,"Mycgr3G70478",0.427832530411997
"map04918","Thyroid hormone synthesis","",1,12,0.03125,6.34635416666667,0.146983123887168,"Mycgr3G70478",0.427832530411997
"map04961","Endocrine and other factor-regulated calcium reabsorption","",1,12,0.03125,6.34635416666667,0.146983123887168,"Mycgr3G70478",0.427832530411997
"map04971","Gastric acid secretion","",1,12,0.03125,6.34635416666667,0.146983123887168,"Mycgr3G70478",0.427832530411997
"map00565","Ether lipid metabolism","",1,13,0.03125,5.85817307692308,0.158239429056492,"Mycgr3G65177",0.427832530411997
"map00940","Phenylpropanoid biosynthesis","",1,13,0.03125,5.85817307692308,0.158239429056492,"Mycgr3G45540",0.427832530411997
"map00720","Other carbon fixation pathways","",1,14,0.03125,5.43973214285714,0.169351779828024,"Mycgr3G62567",0.441524283123062
"map04260","Cardiac muscle contraction","",1,16,0.03125,4.759765625,0.191151726233123,"Mycgr3G70478",0.467304834356066
"map00220","Arginine biosynthesis","",1,18,0.03125,4.23090277777778,0.212396967280542,"Mycgr3G73150",0.467304834356066
"map00643","Styrene degradation","",1,18,0.03125,4.23090277777778,0.212396967280542,"Mycgr3G70271",0.467304834356066
"map04022","cGMP-PKG signaling pathway","",1,18,0.03125,4.23090277777778,0.212396967280542,"Mycgr3G70478",0.467304834356066
"map03320","PPAR signaling pathway","",1,19,0.03125,4.00822368421053,0.222815858163975,"Mycgr3G108567",0.467304834356066
"map00460","Cyanoamino acid metabolism","",1,20,0.03125,3.8078125,0.23310117352326,"Mycgr3G45540",0.467304834356066
"map00860","Porphyrin metabolism","",1,20,0.03125,3.8078125,0.23310117352326,"Mycgr3G39840",0.467304834356066
"map04261","Adrenergic signaling in cardiomyocytes","",1,20,0.03125,3.8078125,0.23310117352326,"Mycgr3G70478",0.467304834356066
"map00290","Valine, leucine and isoleucine biosynthesis","",1,21,0.03125,3.6264880952381,0.243254571308637,"Mycgr3G30146",0.467304834356066
"map00920","Sulfur metabolism","",1,21,0.03125,3.6264880952381,0.243254571308637,"Mycgr3G101503",0.467304834356066
"map00760","Nicotinate and nicotinamide metabolism","",1,22,0.03125,3.46164772727273,0.25327768956945,"Mycgr3G98741",0.474083880476149
"map04919","Thyroid hormone signaling pathway","",1,24,0.03125,3.17317708333333,0.272939541592128,"Mycgr3G70478",0.489091978965144
"map01130","","",5,271,0.15625,1.40509686346863,0.279558120091095,"Mycgr3G65177;Mycgr3G62567;Mycgr3G47956;Mycgr3G107427;Mycgr3G30146",0.489091978965144
"map04024","cAMP signaling pathway","",1,25,0.03125,3.04625,0.282581454011959,"Mycgr3G70478",0.489091978965144
"map00627","Aminobenzoate degradation","",1,26,0.03125,2.92908653846154,0.292099444671834,"Mycgr3G70271",0.489091978965144
"map00040","Pentose and glucuronate interconversions","",1,27,0.03125,2.82060185185185,0.301495055526459,"Mycgr3G70756",0.489091978965144
"map03020","RNA polymerase","",1,27,0.03125,2.82060185185185,0.301495055526459,"Mycgr3G94196",0.489091978965144
"map00052","Galactose metabolism","",1,29,0.03125,2.6260775862069,0.319925213081243,"Mycgr3G12051",0.507707403368059
"map00020","Citrate cycle (TCA cycle)","",1,32,0.03125,2.3798828125,0.34669009432025,"Mycgr3G62567",0.514776896375112
"map00250","Alanine, aspartate and glutamate metabolism","",1,32,0.03125,2.3798828125,0.34669009432025,"Mycgr3G73150",0.514776896375112
"map04213","Longevity regulating pathway - multiple species","",1,32,0.03125,2.3798828125,0.34669009432025,"Mycgr3G98741",0.514776896375112
"map00562","Inositol phosphate metabolism","",1,33,0.03125,2.30776515151515,0.355382783293951,"Mycgr3G107427",0.514776896375112
"map00051","Fructose and mannose metabolism","",1,34,0.03125,2.23988970588235,0.363963378524648,"Mycgr3G70756",0.514776896375112
"map04910","Insulin signaling pathway","",1,35,0.03125,2.17589285714286,0.372433279434848,"Mycgr3G73080",0.514776896375112
"map00360","Phenylalanine metabolism","",1,36,0.03125,2.11545138888889,0.380793868551453,"Mycgr3G70271",0.514776896375112
"map04142","Lysosome biogenesis","",1,36,0.03125,2.11545138888889,0.380793868551453,"Mycgr3G38910",0.514776896375112
"map00970","Aminoacyl-tRNA biosynthesis","",1,37,0.03125,2.05827702702703,0.389046511702787,"Mycgr3G53676",0.516370824623699
"map00561","Glycerolipid metabolism","",1,39,0.03125,1.95272435897436,0.405233341096772,"Mycgr3G108567",0.528250605358292
"map00230","Purine metabolism","",2,109,0.0625,1.3973623853211,0.423173509945323,"Mycgr3G55345;Mycgr3G94196",0.539617507116533
"map00520","Amino sugar and nucleotide sugar metabolism","",1,42,0.03125,1.81324404761905,0.428737197435054,"Mycgr3G98274",0.539617507116533
"map00564","Glycerophospholipid metabolism","",1,44,0.03125,1.73082386363636,0.443903838613094,"Mycgr3G107391",0.549130507706383
"map00270","Cysteine and methionine metabolism","",1,45,0.03125,1.69236111111111,0.451340143320315,"Mycgr3G30146",0.549130507706383
"map00380","Tryptophan metabolism","",1,48,0.03125,1.58658854166667,0.473075638498304,"Mycgr3G70271",0.555598470757427
"map00260","Glycine, serine and threonine metabolism","",1,49,0.03125,1.55420918367347,0.480133645852031,"Mycgr3G30146",0.555598470757427
"map00620","Pyruvate metabolism","",1,49,0.03125,1.55420918367347,0.480133645852031,"Mycgr3G111197",0.555598470757427
"map04110","Cell cycle","",1,50,0.03125,1.523125,0.487100029157197,"Mycgr3G96297",0.555598470757427
"map00500","Starch and sucrose metabolism","",1,56,0.03125,1.35993303571429,0.527037739527564,"Mycgr3G45540",0.591903922854033
"map04113","Meiosis - yeast","",1,66,0.03125,1.15388257575758,0.586999492513874,"Mycgr3G96297",0.649257014447164
"map00240","Pyrimidine metabolism","",1,71,0.03125,1.07262323943662,0.614149708231097,"Mycgr3G94196",0.669148189565225
"map04144","Endocytosis","",1,76,0.03125,1.00205592105263,0.639567294616307,"Mycgr3G40642",0.684702872248355
"map01120","Microbial metabolism in diverse environments","",3,248,0.09375,0.921244959677419,0.647184906645706,"Mycgr3G101503;Mycgr3G62567;Mycgr3G70271",0.684702872248355
"map00190","Oxidative phosphorylation","",1,81,0.03125,0.940200617283951,0.663359477010214,"Mycgr3G70478",0.69178916888208
"map04111","Cell cycle - yeast","",1,87,0.03125,0.875359195402299,0.689906055132736,"Mycgr3G96297",0.709340028516756
"map01200","Carbon metabolism","",1,118,0.03125,0.645391949152542,0.797833511899942,"Mycgr3G30146",0.808914532898552
"map01230","Biosynthesis of amino acids","",1,124,0.03125,0.614163306451613,0.814021691242296,"Mycgr3G30146",0.814021691242296
