"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"map00982","Drug metabolism - cytochrome P450","",8,30,0.0533333333333333,4.52266666666667,0.000233524768472732,"Mycgr3G108479;Mycgr3G100257;Mycgr3G105101;Mycgr3G102841;Mycgr3G103891;Mycgr3G88816;Mycgr3G80402;Mycgr3G48689",0.0430115588464726
"map00983","Drug metabolism - other enzymes","",8,34,0.0533333333333333,3.99058823529412,0.000591712394196638,"Mycgr3G108479;Mycgr3G81448;Mycgr3G100257;Mycgr3G105101;Mycgr3G103891;Mycgr3G45051;Mycgr3G80402;Mycgr3G48689",0.0430115588464726
"map05204","Chemical carcinogenesis - DNA adducts","",7,27,0.0466666666666667,4.39703703703704,0.000703541486820218,"Mycgr3G108479;Mycgr3G100257;Mycgr3G105101;Mycgr3G31579;Mycgr3G103891;Mycgr3G80402;Mycgr3G48689",0.0430115588464726
"map00980","Metabolism of xenobiotics by cytochrome P450","",8,36,0.0533333333333333,3.76888888888889,0.000891431271429484,"Mycgr3G108479;Mycgr3G100257;Mycgr3G105101;Mycgr3G102841;Mycgr3G31579;Mycgr3G103891;Mycgr3G80402;Mycgr3G48689",0.0430115588464726
"map00460","Cyanoamino acid metabolism","",6,22,0.04,4.62545454545455,0.00128974459475856,"Mycgr3G85505;Mycgr3G70166;Mycgr3G69881;Mycgr3G44498;Mycgr3G42323;Mycgr3G45540",0.0497841413576805
"map00260","Glycine, serine and threonine metabolism","",9,52,0.06,2.93538461538462,0.00279863783407277,"Mycgr3G111248;Mycgr3G33257;Mycgr3G43740;Mycgr3G88816;Mycgr3G30146;Mycgr3G44086;Mycgr3G109694;Mycgr3G71439;Mycgr3G92238",0.0773082371887664
"map05225","Hepatocellular carcinoma","",7,34,0.0466666666666667,3.49176470588235,0.00300574867632878,"Mycgr3G108479;Mycgr3G100257;Mycgr3G105101;Mycgr3G103891;Mycgr3G94324;Mycgr3G80402;Mycgr3G48689",0.0773082371887664
"map00380","Tryptophan metabolism","",9,53,0.06,2.88,0.00320448651559653,"Mycgr3G100958;Mycgr3G23748;Mycgr3G84797;Mycgr3G73819;Mycgr3G41948;Mycgr3G88816;Mycgr3G23658;Mycgr3G69881;Mycgr3G75056",0.0773082371887664
"map00330","Arginine and proline metabolism","",9,55,0.06,2.77527272727273,0.00415482108904293,"Mycgr3G100958;Mycgr3G23748;Mycgr3G84797;Mycgr3G73819;Mycgr3G41948;Mycgr3G88816;Mycgr3G44322;Mycgr3G67048;Mycgr3G93354",0.0869475048200209
"map00627","Aminobenzoate degradation","",6,28,0.04,3.63428571428571,0.00485147218955049,"Mycgr3G100958;Mycgr3G84797;Mycgr3G73819;Mycgr3G41948;Mycgr3G72479;Mycgr3G69881",0.0869475048200209
"map00480","Glutathione metabolism","",7,37,0.0466666666666667,3.20864864864865,0.00495555726953487,"Mycgr3G108479;Mycgr3G100257;Mycgr3G105101;Mycgr3G103891;Mycgr3G44322;Mycgr3G80402;Mycgr3G48689",0.0869475048200209
"map00643","Styrene degradation","",5,21,0.0333333333333333,4.03809523809524,0.00628208717043237,"Mycgr3G100958;Mycgr3G84797;Mycgr3G73819;Mycgr3G41948;Mycgr3G69881",0.0932648326071883
"map00910","Nitrogen metabolism","",5,21,0.0333333333333333,4.03809523809524,0.00628208717043237,"Mycgr3G34525;Mycgr3G36277;Mycgr3G110271;Mycgr3G70263;Mycgr3G69881",0.0932648326071883
"map05418","Fluid shear stress and atherosclerosis","",6,30,0.04,3.392,0.00693438713109056,"Mycgr3G108479;Mycgr3G100257;Mycgr3G105101;Mycgr3G103891;Mycgr3G80402;Mycgr3G48689",0.0955954797357485
"map00290","Valine, leucine and isoleucine biosynthesis","",5,22,0.0333333333333333,3.85454545454545,0.00775042322210115,"Mycgr3G33257;Mycgr3G109538;Mycgr3G43729;Mycgr3G30146;Mycgr3G84625",0.0997221121243682
