"term","name","namespace","n_sig","n_bg","gene_ratio","enrichment","pvalue","genes","padj"
"map00333","Prodigiosin biosynthesis","",3,7,0.0280373831775701,10.1255006675567,0.00227915112716766,"Mycgr3G111710;Mycgr3G50840;Mycgr3G68710",0.401130598381509
"map03440","Homologous recombination","",4,18,0.0373831775700935,5.25025960539979,0.00586480845548723,"Mycgr3G109907;Mycgr3G35747;Mycgr3G10632;Mycgr3G73173",0.516103144082876
"map00061","Fatty acid biosynthesis","",3,14,0.0280373831775701,5.06275033377837,0.0190846109151203,"Mycgr3G111710;Mycgr3G50840;Mycgr3G68710",0.817665227909016
"map02010","ABC transporters","",3,14,0.0280373831775701,5.06275033377837,0.0190846109151203,"Mycgr3G88011;Mycgr3G50464;Mycgr3G99570",0.817665227909016
"map00621","Dioxin degradation","",2,7,0.0186915887850467,6.75033377837116,0.0324271982115514,"Mycgr3G16314;Mycgr3G75791",0.817665227909016
"map00624","Polycyclic aromatic hydrocarbon degradation","",2,7,0.0186915887850467,6.75033377837116,0.0324271982115514,"Mycgr3G16314;Mycgr3G75791",0.817665227909016
"map04621","NOD-like receptor signaling pathway","",3,17,0.0280373831775701,4.16932380428807,0.0325207761100177,"Mycgr3G61736;Mycgr3G62800;Mycgr3G111295",0.817665227909016
"map03030","DNA replication","",4,31,0.0373831775700935,3.04853783539343,0.0395870124898655,"Mycgr3G43403;Mycgr3G109907;Mycgr3G35747;Mycgr3G48745",0.823012536077341
"map01040","Biosynthesis of unsaturated fatty acids","",3,20,0.0280373831775701,3.54392523364486,0.0497601666824614,"Mycgr3G70038;Mycgr3G111710;Mycgr3G68710",0.823012536077341
"map01212","Fatty acid metabolism","",4,37,0.0373831775700935,2.55418034857287,0.0686040847428254,"Mycgr3G70038;Mycgr3G111710;Mycgr3G50840;Mycgr3G68710",0.823012536077341
"map03430","Mismatch repair","",3,23,0.0280373831775701,3.08167411621292,0.0705963466119752,"Mycgr3G109907;Mycgr3G35747;Mycgr3G48403",0.823012536077341
"map05204","Chemical carcinogenesis - DNA adducts","",3,27,0.0280373831775701,2.6251298026999,0.103408737810563,"Mycgr3G108479;Mycgr3G36990;Mycgr3G100257",0.823012536077341
"map00626","Naphthalene degradation","",2,14,0.0186915887850467,3.37516688918558,0.11604455807428,"Mycgr3G16314;Mycgr3G75791",0.823012536077341
"map00780","Biotin metabolism","",2,14,0.0186915887850467,3.37516688918558,0.11604455807428,"Mycgr3G111710;Mycgr3G68710",0.823012536077341
"map00940","Phenylpropanoid biosynthesis","",2,15,0.0186915887850467,3.15015576323988,0.130338451514486,"Mycgr3G77647;Mycgr3G85505",0.823012536077341
"map00520","Amino sugar and nucleotide sugar metabolism","",4,49,0.0373831775700935,1.92866679382033,0.150862594277529,"Mycgr3G51378;Mycgr3G49750;Mycgr3G70396;Mycgr3G45905",0.823012536077341
"map00562","Inositol phosphate metabolism","",3,33,0.0280373831775701,2.14783347493628,0.161449602756834,"Mycgr3G69031;Mycgr3G41102;Mycgr3G107427",0.823012536077341
"map00983","Drug metabolism - other enzymes","",3,34,0.0280373831775701,2.08466190214404,0.171944268346343,"Mycgr3G108479;Mycgr3G100257;Mycgr3G45051",0.823012536077341
"map04110","Cell cycle","",4,52,0.0373831775700935,1.81739755571531,0.175615239064612,"Mycgr3G43403;Mycgr3G48745;Mycgr3G69561;Mycgr3G110529",0.823012536077341
"map01220","Degradation of aromatic compounds","",3,35,0.0280373831775701,2.02510013351135,0.18262987036373,"Mycgr3G46601;Mycgr3G16314;Mycgr3G75791",0.823012536077341
