n_hours,mean_C,below_assayed,synergy_15_20,neutral_20_24,antagonism_24_28,above_assayed,site,lat,lon,year,period
2544,15.060613207547169,1290,791,327,108,28,"Wageningen, NL",51.97,5.67,2025,recent
2544,13.790723270440253,1540,708,217,66,13,"Halle, DE",51.5,11.97,1961,early
2544,11.892334905660377,1918,444,130,48,4,"Halle, DE",51.5,11.97,1962,early
2544,13.521658805031446,1544,694,276,29,1,"Halle, DE",51.5,11.97,1963,early
2544,14.106761006289307,1399,716,301,114,14,"Halle, DE",51.5,11.97,1964,early
2544,12.41057389937107,1740,628,127,44,5,"Halle, DE",51.5,11.97,1965,early
2544,14.306603773584905,1410,714,286,116,18,"Halle, DE",51.5,11.97,1966,early
2544,13.247405660377357,1543,618,284,85,14,"Halle, DE",51.5,11.97,1967,early
2544,13.574882075471699,1492,665,263,121,3,"Halle, DE",51.5,11.97,1968,early
2544,12.758883647798742,1611,644,241,46,2,"Halle, DE",51.5,11.97,1969,early
2544,12.832900943396227,1579,588,260,109,8,"Halle, DE",51.5,11.97,1970,early
2544,13.61371855345912,1528,706,212,89,9,"Halle, DE",51.5,11.97,1971,early
2544,12.753301886792453,1698,666,131,39,10,"Halle, DE",51.5,11.97,1972,early
2544,12.91635220125786,1514,650,264,99,17,"Halle, DE",51.5,11.97,1973,early
2544,12.123349056603775,1815,619,107,3,0,"Halle, DE",51.5,11.97,1974,early
2544,12.783451257861635,1618,606,240,79,1,"Halle, DE",51.5,11.97,1975,early
2544,13.974646226415095,1438,567,311,163,65,"Halle, DE",51.5,11.97,1976,early
2544,12.481721698113208,1620,663,201,54,6,"Halle, DE",51.5,11.97,1977,early
2544,12.188836477987422,1738,587,170,49,0,"Halle, DE",51.5,11.97,1978,early
2544,13.110338050314464,1490,681,263,93,17,"Halle, DE",51.5,11.97,1979,early
2544,11.424646226415096,1825,581,120,13,5,"Halle, DE",51.5,11.97,1980,early
2544,13.663443396226416,1419,714,320,85,6,"Halle, DE",51.5,11.97,1981,early
2544,13.478498427672957,1468,663,250,113,50,"Halle, DE",51.5,11.97,1982,early
2544,13.98989779874214,1496,636,274,100,38,"Halle, DE",51.5,11.97,1983,early
2544,11.990094339622642,1832,523,123,46,20,"Halle, DE",51.5,11.97,1984,early
2544,13.03812893081761,1621,657,203,56,7,"Halle, DE",51.5,11.97,1985,early
2544,13.494418238993712,1495,639,277,115,18,"Halle, DE",51.5,11.97,1986,early
2544,12.542924528301889,1732,602,157,45,8,"Halle, DE",51.5,11.97,1987,early
2544,14.084827044025158,1345,809,316,65,9,"Halle, DE",51.5,11.97,1988,early
2544,14.20746855345912,1353,718,338,117,18,"Halle, DE",51.5,11.97,1989,early
2544,13.724685534591194,1453,814,236,36,5,"Halle, DE",51.5,11.97,1990,early
2544,12.545322327044026,1703,581,169,73,18,"Halle, DE",51.5,11.97,1996,recent
2544,13.005856918238992,1539,660,260,78,7,"Halle, DE",51.5,11.97,1997,recent
2544,14.182979559748428,1455,767,233,72,17,"Halle, DE",51.5,11.97,1998,recent
2544,14.249095911949688,1382,814,246,85,17,"Halle, DE",51.5,11.97,1999,recent
2544,15.02055817610063,1250,829,304,125,36,"Halle, DE",51.5,11.97,2000,recent
2544,13.304205974842768,1528,725,237,47,7,"Halle, DE",51.5,11.97,2001,recent
2544,14.21128144654088,1368,784,291,73,28,"Halle, DE",51.5,11.97,2002,recent
2544,15.165408805031447,1106,859,373,155,51,"Halle, DE",51.5,11.97,2003,recent
2544,13.203852201257863,1619,740,167,18,0,"Halle, DE",51.5,11.97,2004,recent
2544,14.369261006289307,1414,675,253,161,41,"Halle, DE",51.5,11.97,2005,recent
2544,14.58372641509434,1395,576,351,173,49,"Halle, DE",51.5,11.97,2006,recent
2544,15.691666666666666,1127,883,351,146,37,"Halle, DE",51.5,11.97,2007,recent
2544,14.572838050314465,1267,785,358,111,23,"Halle, DE",51.5,11.97,2008,recent
2544,14.766234276729561,1336,869,274,65,0,"Halle, DE",51.5,11.97,2009,recent
2544,14.098781446540881,1544,495,255,160,90,"Halle, DE",51.5,11.97,2010,recent
2544,15.623506289308175,1157,835,387,143,22,"Halle, DE",51.5,11.97,2011,recent
2544,14.468199685534593,1309,740,367,109,19,"Halle, DE",51.5,11.97,2012,recent
2544,13.473624213836477,1505,660,311,48,20,"Halle, DE",51.5,11.97,2013,recent
2544,14.744536163522012,1341,835,250,85,33,"Halle, DE",51.5,11.97,2014,recent
2544,14.205227987421383,1405,738,254,89,58,"Halle, DE",51.5,11.97,2015,recent
2544,14.715880503144653,1245,811,369,90,29,"Halle, DE",51.5,11.97,2016,recent
2544,14.727790880503145,1243,767,360,137,37,"Halle, DE",51.5,11.97,2017,recent
2544,17.140408805031445,892,864,482,239,67,"Halle, DE",51.5,11.97,2018,recent
2544,15.459433962264152,1180,698,370,180,116,"Halle, DE",51.5,11.97,2019,recent
2544,14.967020440251575,1213,826,369,128,8,"Halle, DE",51.5,11.97,2020,recent
2544,13.881603773584905,1359,658,334,147,46,"Halle, DE",51.5,11.97,2021,recent
2544,15.27547169811321,1168,778,341,191,66,"Halle, DE",51.5,11.97,2022,recent
2544,14.963600628930815,1278,628,369,207,62,"Halle, DE",51.5,11.97,2023,recent
2544,15.692924528301887,1084,884,406,132,38,"Halle, DE",51.5,11.97,2024,recent
2544,15.912342767295597,1114,811,375,168,76,"Halle, DE",51.5,11.97,2025,recent
2544,11.736084905660377,1878,512,131,23,0,"Roskilde, DK",55.65,12.09,1961,early
2544,10.057665094339622,2157,370,17,0,0,"Roskilde, DK",55.65,12.09,1962,early
2544,11.251415094339624,1846,568,130,0,0,"Roskilde, DK",55.65,12.09,1963,early
2544,11.49567610062893,1912,542,83,7,0,"Roskilde, DK",55.65,12.09,1964,early
2544,10.184276729559748,2077,442,25,0,0,"Roskilde, DK",55.65,12.09,1965,early
2544,10.959433962264152,1801,627,113,3,0,"Roskilde, DK",55.65,12.09,1966,early
2544,10.851022012578616,1916,564,64,0,0,"Roskilde, DK",55.65,12.09,1967,early
2544,11.357232704402517,1828,558,129,29,0,"Roskilde, DK",55.65,12.09,1968,early
2544,10.941470125786163,1907,493,135,9,0,"Roskilde, DK",55.65,12.09,1969,early
2544,10.997916666666665,1788,528,196,32,0,"Roskilde, DK",55.65,12.09,1970,early
2544,11.307272012578615,1890,482,156,16,0,"Roskilde, DK",55.65,12.09,1971,early
2544,11.182272012578617,1966,496,82,0,0,"Roskilde, DK",55.65,12.09,1972,early
2544,11.66745283018868,1752,537,199,56,0,"Roskilde, DK",55.65,12.09,1973,early
2544,11.228498427672957,2007,491,46,0,0,"Roskilde, DK",55.65,12.09,1974,early
2544,11.304166666666667,1809,520,188,27,0,"Roskilde, DK",55.65,12.09,1975,early
2544,11.540212264150945,1808,491,203,42,0,"Roskilde, DK",55.65,12.09,1976,early
2544,11.25817610062893,1793,568,168,15,0,"Roskilde, DK",55.65,12.09,1977,early
2544,10.856367924528302,1878,516,112,38,0,"Roskilde, DK",55.65,12.09,1978,early
2544,11.136595911949685,1813,583,135,13,0,"Roskilde, DK",55.65,12.09,1979,early
2544,10.821069182389937,1960,481,102,1,0,"Roskilde, DK",55.65,12.09,1980,early
2544,11.575,1786,650,103,5,0,"Roskilde, DK",55.65,12.09,1981,early
2544,11.4875393081761,1884,479,119,62,0,"Roskilde, DK",55.65,12.09,1982,early
2544,11.790683962264149,1897,463,132,52,0,"Roskilde, DK",55.65,12.09,1983,early
2544,11.438364779874215,1913,554,66,11,0,"Roskilde, DK",55.65,12.09,1984,early
2544,11.019143081761007,1897,509,130,8,0,"Roskilde, DK",55.65,12.09,1985,early
2544,11.124803459119496,1890,483,140,31,0,"Roskilde, DK",55.65,12.09,1986,early
2544,10.323388364779875,2151,339,48,6,0,"Roskilde, DK",55.65,12.09,1987,early
2544,12.329638364779873,1586,726,227,5,0,"Roskilde, DK",55.65,12.09,1988,early
2544,12.366273584905661,1726,530,197,81,10,"Roskilde, DK",55.65,12.09,1989,early
2544,12.49795597484277,1685,752,107,0,0,"Roskilde, DK",55.65,12.09,1990,early
2544,10.700746855345912,1992,469,68,15,0,"Roskilde, DK",55.65,12.09,1996,recent
2544,11.132114779874213,1842,549,150,3,0,"Roskilde, DK",55.65,12.09,1997,recent
2544,11.623506289308176,1927,588,29,0,0,"Roskilde, DK",55.65,12.09,1998,recent
2544,11.885141509433963,1870,548,103,23,0,"Roskilde, DK",55.65,12.09,1999,recent
2544,12.293317610062893,1844,572,103,14,11,"Roskilde, DK",55.65,12.09,2000,recent
2544,11.510849056603773,1862,538,113,31,0,"Roskilde, DK",55.65,12.09,2001,recent
2544,12.627044025157232,1691,721,108,24,0,"Roskilde, DK",55.65,12.09,2002,recent
2544,12.291981132075472,1663,744,126,11,0,"Roskilde, DK",55.65,12.09,2003,recent
2544,11.44013364779874,2024,501,19,0,0,"Roskilde, DK",55.65,12.09,2004,recent
2544,12.267099056603774,1740,572,178,54,0,"Roskilde, DK",55.65,12.09,2005,recent
2544,12.531132075471698,1647,573,239,79,6,"Roskilde, DK",55.65,12.09,2006,recent
2544,13.073466981132077,1645,730,124,43,2,"Roskilde, DK",55.65,12.09,2007,recent
2544,12.504559748427672,1651,688,181,24,0,"Roskilde, DK",55.65,12.09,2008,recent
2544,12.626808176100628,1777,547,175,45,0,"Roskilde, DK",55.65,12.09,2009,recent
2544,11.674803459119497,1854,436,178,60,16,"Roskilde, DK",55.65,12.09,2010,recent
2544,13.074095911949685,1595,790,154,5,0,"Roskilde, DK",55.65,12.09,2011,recent
2544,11.60742924528302,1831,577,131,5,0,"Roskilde, DK",55.65,12.09,2012,recent
2544,11.934709119496857,1696,705,141,2,0,"Roskilde, DK",55.65,12.09,2013,recent
2544,13.102515723270441,1565,788,149,42,0,"Roskilde, DK",55.65,12.09,2014,recent
2544,11.466548742138365,2014,427,72,21,10,"Roskilde, DK",55.65,12.09,2015,recent
2544,12.925550314465408,1518,797,193,36,0,"Roskilde, DK",55.65,12.09,2016,recent
2544,11.801650943396226,1767,681,96,0,0,"Roskilde, DK",55.65,12.09,2017,recent
2544,14.648466981132078,1263,794,375,112,0,"Roskilde, DK",55.65,12.09,2018,recent
2544,12.544732704402515,1647,676,185,31,5,"Roskilde, DK",55.65,12.09,2019,recent
2544,12.19060534591195,1744,626,146,28,0,"Roskilde, DK",55.65,12.09,2020,recent
2544,12.27700471698113,1584,642,258,52,8,"Roskilde, DK",55.65,12.09,2021,recent
2544,12.080306603773586,1793,591,136,24,0,"Roskilde, DK",55.65,12.09,2022,recent
2544,12.672287735849057,1586,643,265,50,0,"Roskilde, DK",55.65,12.09,2023,recent
2544,12.982783018867924,1573,779,174,18,0,"Roskilde, DK",55.65,12.09,2024,recent
2544,12.882114779874213,1682,693,139,20,10,"Roskilde, DK",55.65,12.09,2025,recent
2544,10.557783018867923,1917,462,145,20,0,"Uppsala, SE",59.86,17.64,1961,early
2544,8.988443396226414,2221,285,38,0,0,"Uppsala, SE",59.86,17.64,1962,early
2544,10.792649371069182,1846,561,131,6,0,"Uppsala, SE",59.86,17.64,1963,early
2544,10.76631289308176,1890,540,114,0,0,"Uppsala, SE",59.86,17.64,1964,early
2544,9.527790880503145,2086,407,51,0,0,"Uppsala, SE",59.86,17.64,1965,early
2544,10.207193396226414,1748,536,189,68,3,"Uppsala, SE",59.86,17.64,1966,early
2544,10.370440251572328,1924,473,138,9,0,"Uppsala, SE",59.86,17.64,1967,early
2544,11.109198113207547,1858,446,151,80,9,"Uppsala, SE",59.86,17.64,1968,early
2544,10.456996855345912,1821,474,157,92,0,"Uppsala, SE",59.86,17.64,1969,early
2544,10.291588050314466,1790,501,208,41,4,"Uppsala, SE",59.86,17.64,1970,early
2544,10.73683176100629,1760,553,155,76,0,"Uppsala, SE",59.86,17.64,1971,early
2544,10.907940251572326,1734,534,219,50,7,"Uppsala, SE",59.86,17.64,1972,early
2544,11.643710691823898,1670,493,211,139,31,"Uppsala, SE",59.86,17.64,1973,early
2544,10.325786163522015,1986,456,97,5,0,"Uppsala, SE",59.86,17.64,1974,early
2544,10.633569182389937,1811,488,185,60,0,"Uppsala, SE",59.86,17.64,1975,early
2544,10.559158805031448,1859,473,162,48,2,"Uppsala, SE",59.86,17.64,1976,early
2544,9.718592767295597,1975,401,127,33,8,"Uppsala, SE",59.86,17.64,1977,early
2544,10.19941037735849,1844,476,176,48,0,"Uppsala, SE",59.86,17.64,1978,early
2544,10.871540880503144,1782,575,143,44,0,"Uppsala, SE",59.86,17.64,1979,early
2544,10.872209119496857,1836,523,157,28,0,"Uppsala, SE",59.86,17.64,1980,early
2544,11.02173742138365,1767,601,150,26,0,"Uppsala, SE",59.86,17.64,1981,early
2544,10.191745283018868,1985,366,109,78,6,"Uppsala, SE",59.86,17.64,1982,early
2544,11.487775157232704,1794,540,133,45,32,"Uppsala, SE",59.86,17.64,1983,early
2544,11.34131289308176,1795,586,148,15,0,"Uppsala, SE",59.86,17.64,1984,early
2544,9.85676100628931,1825,465,191,63,0,"Uppsala, SE",59.86,17.64,1985,early
2544,11.35868710691824,1674,624,182,58,6,"Uppsala, SE",59.86,17.64,1986,early
2544,9.333608490566037,2114,369,55,6,0,"Uppsala, SE",59.86,17.64,1987,early
2544,11.836124213836479,1613,543,323,61,4,"Uppsala, SE",59.86,17.64,1988,early
2544,12.10503144654088,1693,569,165,98,19,"Uppsala, SE",59.86,17.64,1989,early
2544,11.893474842767295,1733,673,129,9,0,"Uppsala, SE",59.86,17.64,1990,early
2544,9.966745283018868,1980,482,81,1,0,"Uppsala, SE",59.86,17.64,1996,recent
2544,10.464347484276729,1817,471,209,47,0,"Uppsala, SE",59.86,17.64,1997,recent
2544,10.042727987421383,1978,496,70,0,0,"Uppsala, SE",59.86,17.64,1998,recent
2544,11.827515723270439,1654,607,217,51,15,"Uppsala, SE",59.86,17.64,1999,recent
2544,11.341666666666667,1874,559,108,3,0,"Uppsala, SE",59.86,17.64,2000,recent
2544,11.314111635220126,1824,472,157,75,16,"Uppsala, SE",59.86,17.64,2001,recent
2544,12.530621069182391,1605,639,244,56,0,"Uppsala, SE",59.86,17.64,2002,recent
2544,11.048624213836478,1759,588,172,25,0,"Uppsala, SE",59.86,17.64,2003,recent
2544,10.948034591194967,1948,537,59,0,0,"Uppsala, SE",59.86,17.64,2004,recent
2544,11.582704402515724,1815,473,168,74,14,"Uppsala, SE",59.86,17.64,2005,recent
2544,11.92936320754717,1683,487,241,116,17,"Uppsala, SE",59.86,17.64,2006,recent
2544,12.087893081761006,1741,623,135,42,3,"Uppsala, SE",59.86,17.64,2007,recent
2544,11.937224842767295,1690,627,182,40,5,"Uppsala, SE",59.86,17.64,2008,recent
2544,11.610534591194968,1887,448,145,64,0,"Uppsala, SE",59.86,17.64,2009,recent
2544,11.617885220125787,1748,468,204,99,25,"Uppsala, SE",59.86,17.64,2010,recent
2544,12.965330188679246,1574,656,222,92,0,"Uppsala, SE",59.86,17.64,2011,recent
2544,10.401061320754717,1947,518,78,1,0,"Uppsala, SE",59.86,17.64,2012,recent
2544,11.7625393081761,1609,720,195,20,0,"Uppsala, SE",59.86,17.64,2013,recent
2544,11.214033018867923,1836,478,178,52,0,"Uppsala, SE",59.86,17.64,2014,recent
2544,10.981132075471699,1983,456,81,24,0,"Uppsala, SE",59.86,17.64,2015,recent
2544,11.72936320754717,1695,641,191,17,0,"Uppsala, SE",59.86,17.64,2016,recent
2544,10.306289308176101,1866,518,139,21,0,"Uppsala, SE",59.86,17.64,2017,recent
2544,13.088089622641508,1498,562,331,129,24,"Uppsala, SE",59.86,17.64,2018,recent
2544,11.592295597484277,1708,577,188,67,4,"Uppsala, SE",59.86,17.64,2019,recent
2544,11.283765723270442,1791,507,143,72,31,"Uppsala, SE",59.86,17.64,2020,recent
2544,11.996069182389936,1552,537,295,131,29,"Uppsala, SE",59.86,17.64,2021,recent
2544,11.44803459119497,1713,596,157,54,24,"Uppsala, SE",59.86,17.64,2022,recent
2544,11.591470125786163,1596,576,289,83,0,"Uppsala, SE",59.86,17.64,2023,recent
2544,12.157272012578618,1537,623,302,75,7,"Uppsala, SE",59.86,17.64,2024,recent
2544,11.43498427672956,1844,571,118,11,0,"Uppsala, SE",59.86,17.64,2025,recent
