,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
dTopt,0.7281450535341519,-0.6035395471835866,0.698710535213974,0.7838932140838679,-0.6363636363636364,-0.7283422459893046,0.2959802102659245,0.2959802102659245,-0.4452948121397319
topt_scale,0.5046002872826918,-0.2365238768917826,0.41873364419135595,0.4519164658520392,-0.37151885547607466,-0.44081533439822207,0.15690785405071117,0.15690785405071117,-0.2539551357733176
dCp_scale,0.1944399643494309,-0.24047047173626737,0.46406270588349036,-0.08672190236963337,-0.46625460101395927,-0.31831377178970754,0.6534322820037105,0.6534322820037105,0.009993749565942078
budget_scale,-0.25325106507489087,0.332460020083699,-0.054625903328715794,0.2660619908529394,0.08167928328356135,0.24845475380234736,0.32264687693259114,0.32264687693259114,0.15415653864851725
