rxn_id,Topt_C,dCp,kcat_T0,r2,n,ok,dH,dS,Topt_sd,dCp_sd
13PPDH2_REVNo1,80.0,1.6891541024152767,0.8509497363360553,0.9992219248033721,11,False,37.95406220284713,-0.1212052011938449,16.333151508009525,3.6989940443682405
14GLUCANabcppNo1,0.0,0.4419741286290198,37.107244104200774,0.9978353393287437,11,False,-10.020873872565469,-0.24807110038686694,33.203288556950106,3.6989940443682405
23PDE4ppNo1,80.0,0.8212028233273674,2.770994779065862,0.9988953613670328,11,False,39.43306545721576,-0.10651029151828735,17.224444745109892,3.6989940443682405
23PDE7ppNo1,80.0,0.5093270060931724,33.55379837195402,0.9520504855139572,11,False,-1.3626705088872588,-0.22034726237505964,32.26557414644903,3.6989940443682405
2AGPEAT120No1,0.0,0.013406760991197834,237.18779788299193,0.9998724800672665,11,False,-12.863435434983355,-0.24202418887506358,32.4641845382627,3.6989940443682405
2AGPEAT140No1,0.0,0.03810699534511066,167.17452781091671,0.9991855722934748,11,False,-7.677549658870636,-0.22782603737602858,31.879392540479813,3.6989940443682405
2AGPEAT141No1,0.0,0.04115141563525753,206.609853083613,0.9999085192759376,11,False,-14.28512089322168,-0.2478614603858007,32.63894533734776,3.6989940443682405
2AGPEAT160No1,0.0,-0.006932073821315179,142.05068042463947,0.9990900784588683,11,False,-8.027071085672159,-0.23033304985907302,31.803035822072083,3.6989940443682405
2AGPEAT180No1,0.0,-0.024519654873516258,119.9609276413628,0.9994100832463713,11,False,-12.476457314228757,-0.24641551920428992,32.345716872562896,3.6989940443682405
2AGPGAT180No1,0.0,-0.027900068584913805,222.5802537153118,0.9999663175621379,11,False,-11.829111804115742,-0.23914077322801064,32.26543309113631,3.6989940443682405
2DDARAANo1,80.0,0.773480241058251,7.721514262579878,0.929705408793034,11,False,3.4430990831358304,-0.2167095906826947,31.015947107899187,3.6989940443682405
2DDARAANo2,80.0,0.8569313947807743,15.881842047520173,0.9440681403008453,11,False,-2.842835091039208,-0.2314488756095993,32.531731528616795,3.6989940443682405
2DDARAA_REVNo1,0.0,0.18779617039979418,41.21508869257383,0.9881606707212486,11,False,-7.224269448394964,-0.23797299591401636,32.20326138374808,3.6989940443682405
2DDARAA_REVNo2,0.0,0.12578076206371264,20.43943831048347,0.7582439734892517,11,False,-5.597437512719528,-0.23843781996772298,31.728513835891764,3.6989940443682405
2DGLCptsppNo1,80.0,0.2511231589743411,4.3372406011516205,0.9626173018717392,11,False,0.7250914305204812,-0.2304710249182155,29.692397660151894,3.6989940443682405
2DOXG6PPNo1,80.0,0.036564400722429016,8.110985569463008,0.9991046454852291,11,False,11.386561308172691,-0.19009737005217814,27.602673951582005,3.6989940443682405
2DOXG6PPNo2,80.0,0.24548617930879293,29.86327962322654,0.8260872310103833,11,False,0.6085343655953489,-0.214813659689813,30.584624609434066,3.6989940443682405
2DOXG6PPNo3,0.0,0.269650217572635,0.3085615300629394,0.988842010419817,11,False,-6.369923879666149,-0.2758510569592586,32.44454786150517,3.6989940443682405
2DOXG6PPNo4,80.0,-0.08892650664111647,2.8505795611070837,0.9986495884647091,11,False,19.46945601586038,-0.17212875850491202,24.755825198324533,3.6989940443682405
3HAD120No1,80.0,1.8210640761214296,0.9105455835443717,0.9885019080998005,11,False,70.39242619295051,-0.013638053284147852,12.110445351889153,3.6989940443682405
3HAD120No2,80.0,3.2289281492117023,0.4762328664739845,0.8654760343575257,11,False,5.884656650449131,-0.23181855105795043,25.97458621053652,3.6989940443682405
3HAD180No1,80.0,3.3134670797352324,0.39976637404004645,0.8832723708514927,11,False,4.543342036173527,-0.2376983940131927,26.266646609742438,3.6989940443682405
3HAD180No2,80.0,1.7350254173655144,0.8366079563930059,0.9874178932071566,11,False,71.37548997259114,-0.01109936220562005,12.177304994685553,3.6989940443682405
3HAD40No1,0.0,0.3710606402694939,2.3291934127401044,0.9865475124452534,11,False,-5.052610913034211,-0.2546991513829925,32.48354273224366,3.6989940443682405
3HAD40No2,80.0,0.5776840265846072,0.4448845592875413,0.9784414625673067,11,False,-5.449208938214617,-0.26977168901561016,32.99190927688749,3.6989940443682405
3HAD60No1,80.0,2.3306907071722547,0.7969937779560343,0.7879600451094874,11,False,6.511287026947829,-0.22547003857334408,28.071326672466757,3.6989940443682405
3HAD60No2,80.0,1.9134810487937095,1.1262807216871673,0.999464820897071,11,False,49.410279158483576,-0.0810838772203027,14.534540699308105,3.6989940443682405
3HBZCTNo1,80.0,0.11544488859816093,0.05502012605476778,0.9988909388922064,11,False,21.93138577202776,-0.19682959254326415,24.76408211873789,3.6989940443682405
3HCINNMHNo1,0.0,0.23356542362065089,9.482880231521005,0.935693751178995,11,False,-4.159102831799474,-0.2400785156270286,31.867849502807587,3.6989940443682405
3KGKNo1,80.0,2.3313675168343027,1.5048776309919834,0.9573725834421942,11,False,15.329926451336593,-0.1910951803542312,21.422751477328372,3.6989940443682405
3OAR120_REVNo1,80.0,1.84508046635101,0.6851776913385047,0.7296114745176765,11,False,-6.1996762764267705,-0.26865654148082846,33.340762301713724,3.6989940443682405
3OAR180_REVNo1,80.0,1.5654112106552425,1.0519840684619688,0.7494320219686998,11,False,-11.73500396291865,-0.2833510426340372,35.73099809552406,3.6989940443682405
3OAR40_REVNo1,0.0,-0.016066767939788677,3.3310743106875895,0.996462475251017,11,False,-2.9834298318850876,-0.24489886106601774,30.800336341507702,3.6989940443682405
3OAR60_REVNo1,80.0,2.015208033383861,5.795731969048366,0.9897884126373757,11,False,6.9978654801699705,-0.20736881886518027,27.82774202957983,3.6989940443682405
3OXCOATNo1,80.0,0.2576692293542827,0.32299300794598407,0.38420924028477055,11,False,0.3294983876999213,-0.2533716436020106,30.663187390379036,3.6989940443682405
3SLARNo1,80.0,-0.31998767319512395,25.17514774390278,0.9997585183895235,11,False,22.332276172581086,-0.14457349744898118,24.283417309966897,3.6989940443682405
42A12BOOXppNo1,80.0,0.46112131102718273,309.7072579238172,0.9481385676742065,11,False,1.501966855830011,-0.19241898597644583,30.21690969060205,3.6989940443682405
4HTHRANo1,80.0,0.3085922184623752,4.157491333059936,0.887327000538965,11,False,0.9866988790091035,-0.2299599832467201,29.735097618321245,3.6989940443682405
4HTHRKNo1,80.0,0.11936134123872325,13.882881762186292,0.9245693074714667,11,False,-1.7996029347989617,-0.22912602943826788,30.930720065171457,3.6989940443682405
5DGLCNRNo1,0.0,0.08693616592707987,10.473269101486393,0.9856277469225311,11,False,-13.199008182574298,-0.2690724813417036,32.61979113111395,3.6989940443682405
5DKGRNo1,80.0,0.8968422771501512,0.13215447059946073,0.9958276325108045,11,False,31.367695318164067,-0.15841633210423503,18.177590244842005,3.6989940443682405
