rxn_id,Topt_C,dCp,kcat_T0,r2,n,ok,dH,dS
13PPDH2No1,0.0,0.09407402639546393,5.397622555603383,0.9454617870670917,17,False,-6.005590400604272,-0.2508549636436368
13PPDH2_REVNo1,80.0,0.967718068353068,0.9772682834790622,0.9913265029692406,17,False,37.51886754226089,-0.12148998712388157
14GLUCANabcppNo1,0.0,0.3602676635137137,37.75490264479301,0.9891629356413104,17,False,-9.960905567677132,-0.2477294168974696
23PDE2ppNo1,80.0,0.7479275251723811,16.020857179533525,0.9936348726520612,17,False,3.3911862438393214,-0.210812267501076
23PDE4ppNo1,80.0,0.5643847215661764,2.885219361205642,0.999012852701681,17,False,38.714935721507395,-0.10854332495431596
23PDE7ppNo1,80.0,0.8419817751674781,31.63405544729359,0.98638543607603,17,False,-0.6056234019503687,-0.21833984679256502
23PDE9ppNo1,80.0,0.4442625387957646,38.93530292506062,0.9997306292266936,17,False,39.92469545690457,-0.08291596442139658
2AGPEAT120No1,0.0,-0.016304582039287103,238.3317697074914,0.9998557329656202,17,False,-12.935950144499598,-0.24222338814465408
2AGPEAT140No1,0.0,-0.0033547668555251827,168.65546592736774,0.9978273044362843,17,False,-7.6450741667915745,-0.22764558010449706
2AGPEAT141No1,0.0,0.0069819860383025425,207.88571831683683,0.9998018993746874,17,False,-14.329266786165498,-0.24795589839728105
2AGPEAT160No1,0.0,-0.031330795085077245,142.54911668529965,0.9995875869061609,17,False,-8.114012171837121,-0.23059071892189006
2AGPEAT180No1,0.0,-0.05784506664009286,120.6389835127161,0.999685142357451,17,False,-12.5425183291736,-0.24658657090930863
2AGPEAT181No1,0.0,0.27770338563022595,2.999276089891951,0.923808633922457,17,False,-12.725967773564298,-0.2779089278304057
2AGPGAT140No1,0.0,0.08477051214827061,226.90352448741365,0.9944124562065079,17,False,-11.789461728420713,-0.23885003268256116
2AGPGAT141No1,0.0,0.046504572113877596,217.77782747738888,0.9962485815330171,17,False,-12.323001744412796,-0.2409513242548813
2AGPGAT160No1,0.0,0.08210967340000269,219.0406803522429,0.994688827231011,17,False,-11.814499951069966,-0.23922585614809527
2AGPGAT180No1,0.0,0.07792048353275265,217.86572403570077,0.9950215234416262,17,False,-11.843849678899039,-0.23936739167221827
2AGPGAT181No1,0.0,0.5405951393448213,2.527537104636529,0.835374768554111,17,False,-12.661801685090477,-0.279120080783397
2DDARAANo1,80.0,0.98235920477181,7.527415641649849,0.9945079603311168,17,False,4.4823886548167655,-0.21349296483583524
2DDARAANo2,80.0,1.5925038314219004,6.061827421468134,0.9338672584169718,17,False,-0.5605419638790643,-0.23192848261699658
2DDARAA_REVNo1,80.0,-0.09022346985023687,60.434399191567955,0.09447104664774653,17,False,2.6159967595641205,-0.2023305449415582
2DDARAA_REVNo2,80.0,0.16064497587251386,24.00767173868043,0.872421378618554,17,False,1.5347691931920246,-0.21357297451515553
2DGLCptsppNo1,80.0,0.22641372775628058,4.356447478195981,0.9965675068537918,17,False,0.6927528341376371,-0.23054096197364485
2DGULRGxNo1,80.0,1.1303237022403099,0.14323207094107468,0.9956777063756592,17,False,37.30217962853833,-0.13817099609948963
2DGULRGyNo1,80.0,1.1093577973425595,0.14708461632302156,0.9962333329920536,17,False,36.936467269201174,-0.13915668911556664
2DGULRxNo1,80.0,1.117335024923864,0.14718441805639473,0.9960454615391682,17,False,37.06851439868151,-0.13871546592148373
2DGULRyNo1,80.0,1.109357756872783,0.14708462324977079,0.9962333314703317,17,False,36.93646745536535,-0.13915668810990917
2DOXG6PPNo1,80.0,-0.03338091442405021,8.21306846191731,0.998295623384045,17,False,11.283443347600983,-0.1903335341929001
2DOXG6PPNo2,80.0,0.3273491056074196,29.598680563905553,0.9885479145359541,17,False,1.0739576384257141,-0.21335236667139304
2DOXG6PPNo3,0.0,0.1823635156963807,0.31153255664600027,0.9809138011109589,17,False,-6.7805436651382625,-0.277125893250867
2DOXG6PPNo4,80.0,-0.06092706681509107,2.831347848674596,0.999385978706652,17,False,19.414530798318136,-0.17236622456561604
2HESRNo1,80.0,0.8092253311880295,9.294861211159091,0.925776376858587,17,False,-4.632548600466867,-0.2418067785457856
2HESRNo2,0.0,0.43654988008767703,98.84115956954459,0.9654869474269917,17,False,-16.07658591214282,-0.2599013647608956
2MAHMPNo1,80.0,1.2877493590132942,0.0027918866991429236,0.9900953395953155,17,False,21.174568890716245,-0.2241113609032887
2MAHMPNo2,80.0,1.0107032323606435,0.014816742032485116,0.9574307701004886,17,False,7.827065966519785,-0.2542635569652995
3AMACHYDNo1,0.0,0.5707855915462665,31.438009443413016,0.7904894414465307,17,False,-10.752317264983532,-0.25186240316610986
3HAD100No1,80.0,1.2037824933747234,2.488999048233243,0.9882823716132301,17,False,19.085048259112803,-0.17452459096372008
3HAD100No2,80.0,0.6829922168265736,3.9008027139045174,0.9952267272679941,17,False,55.04023901888045,-0.05218360822836119
3HAD120No1,80.0,0.8730360706998571,0.9300039318957424,0.9881685388433729,17,False,69.12082626354547,-0.01765686809554091
3HAD120No2,80.0,2.2612904598305037,0.5950115093018806,0.9725390656098305,17,False,6.56398254413322,-0.2277262477840227
3HAD121No1,0.0,0.19376985258200305,1.4514277107858018,0.992778983871589,17,False,-27.430297621169416,-0.3324488871312461
