kegg_id,nes_drug,nes_warm,sig,nes15,nes21
map03040,-3.001114258623546,-2.7489646617699925,True,-2.825545255899975,-3.1766832613471174
map00640,1.0530526386741712,-0.6543174258991229,False,1.137016850352735,0.9690884269956075
map03060,-1.6949904410896726,-1.4147145835613253,True,-1.2801857077089758,-2.1097951744703693
map03030,-1.396625558865472,-1.145027197698408,True,-1.9989601826228964,-0.7942909351080475
map03410,-1.3032814895430513,0.7583464721632684,False,-1.5377733242621505,-1.0687896548239522
map03420,-1.2109497357646404,0.7034348279882081,True,-1.7179548262595767,-0.703944645269704
map03430,-1.260788101942703,-0.6095561540661911,True,-1.7543430367761912,-0.7672331671092146
map04141,-0.5069398489742173,-1.3815622160228624,True,0.8088588142148234,-1.822738512163258
map00860,-0.9947996560722159,1.0867790816613003,False,-0.9456442129927912,-1.0439550991516404
map00250,-1.0280133012585693,-1.2635263018567062,False,-1.1306720448451681,-0.9253545576719706
map00230,-2.3428784213244693,-2.079781969289323,True,-2.3403792229546587,-2.3453776196942804
map00920,0.02787197127685237,1.0299873342660915,False,-0.8736723617170896,0.9294163042707944
map04138,1.3618697295416557,-1.0665725604979535,False,1.3014517495119409,1.4222877095713706
map00620,-1.4373406627751792,-0.9043853040895847,False,-1.3219587941023871,-1.5527225314479713
map00010,-1.0915623625351718,-1.1370017294604544,False,-0.9955814354340956,-1.187543289636248
map00020,-2.3714324495553107,-1.489082109076978,True,-2.326829555097921,-2.4160353440127005
map00710,0.02200171439876797,0.640931675746082,False,-0.8653508936732338,0.9093543224707697
map03008,-2.4795547324839533,-2.5149771294687056,True,-2.539472554090977,-2.4196369108769296
map03013,-2.6302158538336524,-2.710620330744841,True,-2.7484104686610413,-2.5120212390062635
map00720,-1.0810647978521815,-1.1636780378298297,False,-1.1078206188298811,-1.0543089768744818
map00970,-1.7860320993780003,-1.5716260371791784,True,-1.9148510612990364,-1.6572131374569643
map04146,1.7225547514176762,1.5240842790808584,True,1.9444342290259349,1.5006752738094178
map00520,1.0100277628120669,1.0954017901858462,False,1.230360639170186,0.7896948864539477
map00500,-0.09228152388900646,-1.529725943083691,False,0.8458090343619507,-1.0303720821399636
map00480,1.148052343180926,1.3798556475078396,False,1.1841717746478502,1.1119329117140018
map00983,-0.21207578254014325,1.6016583942456928,False,-1.3665876140973687,0.9424360490170822
map00980,2.1341261962091034,2.0391527136995573,True,2.2080221910514335,2.0602302013667737
map00982,1.9610649151310824,1.9325048064683887,True,1.990583171738052,1.9315466585241126
map00360,1.2567163855991716,1.1903192632969073,False,1.186539631175385,1.3268931400229582
map00350,1.2544875292519817,1.3413530231646196,False,1.2332322163689873,1.2757428421349761
map00950,0.6058952141260421,1.3208709003983778,False,0.48197305393163226,0.7298173743204518
map00220,1.0111212992764116,-0.9829684033848899,False,1.1948741571981039,0.8273684413547193
map00330,1.0645605245056513,1.0670545096039292,False,0.9980163732254225,1.1311046757858803
map00400,-1.060419401533105,-1.100865359190855,False,-1.0818085825505996,-1.0390302205156101
map00270,-1.354204924561357,0.8271669341270982,False,-1.3239798843659083,-1.3844299647568057
map04139,0.9125915289071097,-1.1591733313540484,False,0.8500213046312827,0.9751617531829367
map00563,-1.3865159714986768,-0.9471413120703851,True,-0.9477383268928568,-1.8252936161044968
map03015,-2.1620384461817466,-2.367551430156644,True,-2.1614957269065176,-2.162581165456975
map00300,-1.1531727486398986,-1.5090483459434916,False,-1.1956623754236104,-1.110683121856187
map00130,-1.0343118093209176,1.7953957617867253,True,-0.7711968250760125,-1.2974267935658226
map00380,1.6116820522293651,1.4906439128133475,False,1.5376700727043788,1.6856940317543514
map00240,-2.3084811293710974,-1.7019383860623951,True,-2.3647157609547715,-2.252246497787423
map03460,-0.7428772903055814,0.7033012318070422,False,-0.9221622641838335,-0.5635923164273291
map00410,1.2693438404568407,0.8327589418898261,False,1.4371926141278903,1.1014950667857908
map00260,-0.838603075820793,0.7004368424834759,False,-0.8245449420320187,-0.8526612096095674
map00460,0.10724914626272081,0.6961797648852669,False,-0.6020604073328611,0.8165586998583028
