"temp","replicate","I_2","I_4","pred_rel_P2S","obs_rel_P2S","pred_rel_P4S","obs_rel_P4S","I_pooled"
15,1,-0.0752217292876742,-0.145334219080874,0.380939726467751,0.353335996289144,0.39867431607862,0.344746930839651,-0.110277974184274
27,1,-0.920851499941677,-1.17681047939026,0.607772902927667,0.242002921241287,0.668398080078262,0.206040642890131,-1.04883098966597
15,2,-0.24440445057229,-0.453706290493809,0.46845061611762,0.366876851427502,0.627011351259339,0.398321056235781,-0.349055370533049
27,2,-0.784845139930511,-0.646788391361379,0.630050402634185,0.287422908644773,0.613449698777773,0.321278991755093,-0.715816765645945
15,3,0.0704965910452815,0.163174742548724,0.416872782940023,0.447321550975749,0.389117782619458,0.458085946865803,0.116835666797003
27,3,-1.17673120663307,-1.56033361999301,0.570528197123621,0.175885178408619,0.653438830513702,0.137265266537089,-1.36853241331304
