"plate","blank","azide","azide+SHAM"
1,0.037531226856396,0.0909404959220961,0.0301064023497443
2,0.0296261431638198,0.105139692688551,0.028610528579126
3,0.0285764983142917,0.115582126106345,0.0262339064636801
