"inhibitor","rule","temp","dose_mM","culture","r_per_h","K","R2","O2_used","n_pts","win_start","win_end"
"sham","drawdown 10-90%",15,0.05,3,0.0352520178543374,0.000440465804743583,0.992703226716583,8.94,3876,17.05,3902.87
"sham","drawdown 10-90%",15,0.1,1,0.0380296207895696,0.000350318979120187,0.994365712942292,7.83,3898,12.05,3918.92
"sham","drawdown 10-90%",15,0.1,2,0.0416030806064112,0.000432417218181403,0.986704910814116,9.79,3738,31.08,3777.62
"sham","drawdown 10-90%",15,0.1,3,0.0357256670258329,0.000434590634025019,0.996451667307766,7.7,3875,35.1,3918.92
"sham","drawdown 10-90%",15,0.2,1,0.0355193015804664,0.000407036563950041,0.994618718768283,8.22,3891,8.05,3910.9
"sham","drawdown 10-90%",15,0.2,2,0.0396160345188441,0.000474709805851655,0.99683637794368,9,3780,41.12,3829.75
"sham","drawdown 10-90%",15,0.2,3,0.0384726466952966,0.000502379567860536,0.99777720822347,9.17,3795,36.1,3839.77
"sham","drawdown 10-90%",15,0.35,1,0.0292016613139999,0.000459326939168284,0.995174426279945,6.78,3840,10.05,3860.78
"sham","drawdown 10-90%",15,0.35,2,0.0229791940363321,0.000813731899386224,0.991597139914766,9.06,3843,20.05,3871.8
"sham","drawdown 10-90%",15,0.35,3,0.0284701891205801,0.00053144119196983,0.994154955724268,7.65,3846,14.05,3868.8
"sham","drawdown 10-90%",27,0,1,0.0217766852273144,0.00197735572760774,0.949050547974444,7.17,2277,729.2,3427.67
"sham","drawdown 10-90%",27,0,2,0.0257276562491609,0.00125045389242208,0.998117138664197,6.63,2754,640.87,3478.78
"sham","drawdown 10-90%",27,0,3,0.030543329019099,0.00158017825044393,0.985338972722701,7.45,2309,650.88,3277.27
"sham","drawdown 10-90%",27,0.0125,1,0.0238472824616941,0.0017901730729747,0.971901301377197,7.48,2475,593.72,3428.67
"sham","drawdown 10-90%",27,0.0125,2,0.028865723813203,0.00160384993100982,0.992063217979177,7.69,2482,628.83,3290.3
"sham","drawdown 10-90%",27,0.0125,3,0.0251783557182807,0.00133262557457297,0.993438524654466,7.51,2810,637.87,3496.85
"sham","drawdown 10-90%",27,0.025,1,0.0230087440548788,0.00193041758696149,0.962441061036258,7.4,2330,648.88,3425.65
"sham","drawdown 10-90%",27,0.025,2,0.0250343105668598,0.00153709160992076,0.991772137522391,7.44,2670,697.08,3428.67
"sham","drawdown 10-90%",27,0.025,3,0.0285883994251289,0.00169084683233825,0.987636370055976,7.92,2456,648.88,3290.3
"sham","drawdown 10-90%",27,0.05,1,0.0226248037951059,0.00178399214020891,0.962379158472162,7.51,2553,650.88,3438.7
"sham","drawdown 10-90%",27,0.05,2,0.0135610861715524,0.00157651189141195,0.985734974766742,7.42,2983,650.88,3670.35
"sham","drawdown 10-90%",27,0.05,3,0.020187867295023,0.00182983698425901,0.976063311691584,7.99,2677,650.88,3458.77
"sham","drawdown 10-90%",27,0.1,1,0.0111166071052305,0.00133698806851456,0.976529444799252,6.44,3169,583.68,3777.62
"sham","drawdown 10-90%",27,0.1,2,0.0234691580500485,0.00109905396621534,0.967575434101154,6.86,2892,925.77,3838.77
"sham","drawdown 10-90%",27,0.1,3,0.00307178898064843,0.00168956520599646,0.982843024628736,6.24,3392,528.5,4028.17
"sham","drawdown 10-90%",27,0.2,1,0.013912629094296,0.00197653895874353,0.975781762499824,7.55,2727,706.1,3488.82
"sham","drawdown 10-90%",27,0.2,2,0.0145211011902309,0.0014878096727304,0.978384491655778,7.36,3020,646.88,3681.38
"sham","drawdown 10-90%",27,0.2,3,0.01181032622516,0.00194204241751554,0.97489108396785,7.48,2849,579.67,3485.8
"sham","drawdown 10-90%",27,0.35,1,0.00850472646044347,0.00145202457577483,0.977979089557337,6.13,3130,578.67,3727.5
"sham","drawdown 10-90%",27,0.35,2,6e-05,0.0016294343316353,0.890313786829782,3.98,3128,386.07,3521.93
"sham","drawdown 10-90%",27,0.35,3,6e-05,0.00152162373096959,0.979803076131185,5.02,3456,188.47,3924.93
"sham","drawdown 5-95%",15,0,1,0.0429203505449143,0.000321963816669189,0.99608790173993,9.29,4006,5.05,4037.18
"sham","drawdown 5-95%",15,0,2,0.0433403477414867,0.000378911210504896,0.99677005699776,10.42,3975,8.05,3998.08
"sham","drawdown 5-95%",15,0,3,0.0421121780073334,0.000360115793887029,0.996299361690587,9.97,4005,6.05,4021.15
"sham","drawdown 5-95%",15,0.0125,1,0.0342240568260414,0.00039534742608611,0.99405341976412,8.41,4002,5.05,4021.15
"sham","drawdown 5-95%",15,0.0125,2,0.0328646725289104,0.000386251938428588,0.99142033910582,8.08,3995,7.05,4014.13
"sham","drawdown 5-95%",15,0.0125,3,0.0321479254850408,0.000461582523422851,0.994367067916106,8.33,4006,6.05,4022.15
"sham","drawdown 5-95%",15,0.025,1,0.0336548832573876,0.000392348516248185,0.994680687927233,8.04,3994,4.05,4012.12
"sham","drawdown 5-95%",15,0.025,2,0.0358835906958849,0.000448706528130209,0.993614329183715,9.7,3990,11.05,4013.12
"sham","drawdown 5-95%",15,0.025,3,0.0342091741893682,0.000453301769150429,0.993912809319684,8.87,3991,10.05,4020.15
"sham","drawdown 5-95%",15,0.05,1,0.0387933474902802,0.000383838307498512,0.991822050673621,10.24,4009,5.05,4023.15
"sham","drawdown 5-95%",15,0.05,2,0.0383663335494996,0.000388755531450498,0.990895087419181,9.64,4003,12.05,4025.15
"sham","drawdown 5-95%",15,0.05,3,0.0359832049365406,0.000429684920586954,0.991116494009895,10.03,3975,11.05,3998.08
"sham","drawdown 5-95%",15,0.1,1,0.0385791220029593,0.000343501941427546,0.993253558928519,8.9,4006,6.05,4022.15
"sham","drawdown 5-95%",15,0.1,2,0.0442297982728427,0.000391266825587786,0.986757584849896,10.98,3885,16.05,3909.9
"sham","drawdown 5-95%",15,0.1,3,0.036028254356155,0.000428038664241424,0.995170638288244,8.65,3983,15.05,4012.12
"sham","drawdown 5-95%",15,0.2,1,0.0361110604931361,0.000398631957318038,0.994271813488448,9.12,3992,5.05,4006.12
"sham","drawdown 5-95%",15,0.2,2,0.0396531916625486,0.000469884685444171,0.995932265344228,10.15,3890,16.05,3914.9
"sham","drawdown 5-95%",15,0.2,3,0.0377424429187626,0.000512897342133767,0.996977935230398,10.33,3931,17.05,3958
"sham","drawdown 5-95%",15,0.35,1,0.0295131244238056,0.000455199183711956,0.994495661283386,7.61,3980,5.05,3998.08
"sham","drawdown 5-95%",15,0.35,2,0.024065495610442,0.000787128907012618,0.990755940213864,10.22,3981,11.05,4002.1
"sham","drawdown 5-95%",15,0.35,3,0.0291927211657619,0.000519448339950275,0.993199662767247,8.59,3976,8.05,3996.08
"sham","drawdown 5-95%",27,0,1,0.0255571747956595,0.00150443233035338,0.955179192929877,8.07,2759,339.95,3442.72
"sham","drawdown 5-95%",27,0,2,0.0242664151773131,0.00112171932674616,0.996720485806718,7.47,3246,306.85,3745.53
"sham","drawdown 5-95%",27,0,3,0.0282053065128541,0.00141927612826759,0.981709424532196,8.38,2762,337.93,3430.67
"sham","drawdown 5-95%",27,0.0125,1,0.0234087999503021,0.0016326585376913,0.976215607218038,8.42,2869,375.03,3446.73
"sham","drawdown 5-95%",27,0.0125,2,0.0247607384209958,0.00158269437760837,0.989783194608494,8.64,2874,384.07,3444.73
"sham","drawdown 5-95%",27,0.0125,3,0.0225937187915473,0.0012662075900138,0.993338481932639,8.44,3319,327.92,3765.58
"sham","drawdown 5-95%",27,0.025,1,0.0213091468182573,0.00181271360001338,0.961463714424064,8.32,2800,391.08,3444.73
"sham","drawdown 5-95%",27,0.025,2,0.0249042029912824,0.00138101067467542,0.993955134417291,8.37,3044,443.23,3494.83
"sham","drawdown 5-95%",27,0.025,3,0.0258710599961861,0.001552525469272,0.986372094921903,8.9,2878,339.95,3443.72
"sham","drawdown 5-95%",27,0.05,1,0.0244553792640216,0.00151414768331061,0.970938055296765,8.45,2945,384.07,3455.77
"sham","drawdown 5-95%",27,0.05,2,0.0170985387415741,0.00136166848492622,0.987815324998592,8.33,3364,401.12,3791.65
"sham","drawdown 5-95%",27,0.05,3,0.0226427140122819,0.00155405502185761,0.981215230877335,9,3036,382.07,3474.78
"sham","drawdown 5-95%",27,0.1,1,0.0144355701215704,0.00118024449803082,0.981514648347976,7.24,3568,334.93,3946.97
"sham","drawdown 5-95%",27,0.1,2,0.0254430823155576,0.000942370891998435,0.974904704461004,7.72,3337,590.7,3955.98
"sham","drawdown 5-95%",27,0.1,3,0.00454552819610187,0.00160590726871272,0.984125053881247,7.02,3750,310.87,4071.25
"sham","drawdown 5-95%",27,0.2,1,0.0178072407005481,0.00162659099779842,0.981568177606343,8.48,3130,390.08,3539.98
"sham","drawdown 5-95%",27,0.2,2,0.018349801212739,0.00126604489991358,0.982663083985205,8.29,3427,379.05,3814.72
"sham","drawdown 5-95%",27,0.2,3,0.0151775088856789,0.00164773326053723,0.980196551948983,8.42,3211,262.73,3527.95
"sham","drawdown 5-95%",27,0.35,1,0.011875790575961,0.00127710964083446,0.983035929473095,6.9,3528,316.87,3861.8
"sham","drawdown 5-95%",27,0.35,2,6e-05,0.0016677230639619,0.832614185271867,4.5,3709,217.57,4040.18
"sham","drawdown 5-95%",27,0.35,3,6e-05,0.00156640924221564,0.972042126007979,5.65,3785,113.27,4062.22
"npg","fixed 400-3200",15,0,1,0.0377604171169277,0.000508546499349089,0.999000814541739,4.1,2793,400.12,3199.12
"npg","fixed 400-3200",15,0,2,0.0315859106021033,0.000615811938060171,0.998833841193555,4.18,2793,400.12,3199.12
"npg","fixed 400-3200",15,0,3,0.037862018464789,0.000579255783576038,0.998868447969637,4.71,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.0125,1,0.0387913109383919,0.000515407249737506,0.999266228968283,4.27,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.0125,2,0.0324554679533446,0.000584853886925704,0.999480359008336,3.99,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.0125,3,0.0436186664814244,0.000503506439053232,0.999260855436157,4.83,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.025,1,0.0296368239522812,0.00051602769280824,0.999470914732243,3.25,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.025,2,0.0169063156919858,0.000724719392599739,0.999609761772394,3.19,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.025,3,0.0445007791293244,0.000490755007854929,0.999480899672264,4.76,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.05,1,0.0138315190018094,0.000595470774048781,0.999477582533136,2.4,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.05,2,0.0176341089570834,0.000672593194349314,0.999612804476371,3,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.05,3,0.0385423047988981,0.000527134378530284,0.999329642498754,4.33,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.075,1,0.0382973471319138,0.000436098376241872,0.999076986752063,3.58,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.075,2,0.0165491482725995,0.000680325694065389,0.999591203505453,2.94,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.075,3,0.0394063346239473,0.000555757642348375,0.999272321920189,4.67,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.1,1,0.0374377213216968,0.00043243242309816,0.998870172612023,3.46,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.1,2,0.0369846179522053,0.000532401740707504,0.99928461186383,4.17,2793,400.12,3199.12
"npg","fixed 400-3200",15,0.1,3,0.012685814607416,0.000688534674706596,0.999578711992325,2.68,2793,400.12,3199.12
"npg","fixed 400-3200",27,0,1,0.0225057351099269,0.00131261428042523,0.9936635596947,7.06,2793,400.12,3199.12
"npg","fixed 400-3200",27,0,2,0.0201709588324463,0.0024130126427393,0.964032448459114,9.39,2793,400.12,3199.12
"npg","fixed 400-3200",27,0,3,0.0244641915213924,0.00162410222763462,0.969376943305585,8.75,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.0125,1,0.0365083190175229,0.00116365727881244,0.991221894504437,8.9,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.0125,2,0.0195482810864133,0.00238345235839867,0.960879176305224,9.05,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.0125,3,0.0176248967081048,0.00255248280138823,0.959561888039438,9.23,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.025,1,0.0351708794869116,0.000843650288276694,0.994776806260644,6.39,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.025,2,0.0256996740101889,0.00208882655016626,0.961766353646629,9.51,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.025,3,0.0168815510187165,0.00262659115262077,0.957684991489334,9.31,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.05,1,0.0321936557800429,0.00106385041805201,0.99121842183072,7.62,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.05,2,0.0254837751461296,0.00201171765004054,0.963841769504229,9.29,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.05,3,0.0262818858801526,0.00187792464568993,0.962555518223058,8.94,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.075,1,0.0391959193097472,0.00119735446061129,0.992640876132132,8.87,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.075,2,0.0278303803450585,0.00189746642520527,0.971269445036952,9.34,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.075,3,0.0239565872310026,0.00209572902873108,0.96779252700462,9.34,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.1,1,0.0364357531866186,0.00132457002097303,0.993838670234302,8.83,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.1,2,0.0190205209852584,0.00127281320029988,0.99932099946259,5.83,2793,400.12,3199.12
"npg","fixed 400-3200",27,0.1,3,0.0358391238482216,0.00135376697588248,0.995108100779313,8.97,2793,400.12,3199.12
"npg","fixed 600-3200",15,0,1,0.0395529410795769,0.000547284518432998,0.999250284433765,3.94,2593,600.75,3199.12
"npg","fixed 600-3200",15,0,2,0.0337526797804979,0.000642923179477754,0.99920576527707,3.96,2593,600.75,3199.12
"npg","fixed 600-3200",15,0,3,0.0399964216383491,0.000617320318648189,0.999250259182072,4.52,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.0125,1,0.0403385815136342,0.000560523161834577,0.999462217415162,4.1,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.0125,2,0.0338300191916376,0.000626448856279597,0.99963461389543,3.83,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.0125,3,0.0452439505736893,0.000554788245127527,0.999498854941059,4.66,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.025,1,0.0306749038649015,0.000553071612784615,0.999536691329775,3.11,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.025,2,0.0180545383012521,0.000743229838005027,0.999704937988966,3,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.025,3,0.0458089333426847,0.000547464962836452,0.999632331265145,4.6,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.05,1,0.0143933906534197,0.000614308905610584,0.999444738728193,2.26,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.05,2,0.0186921527027488,0.000693090530513246,0.999684065958988,2.84,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.05,3,0.0402290248367682,0.000570460857408918,0.999585116723458,4.17,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.075,1,0.0402821051364987,0.000467435021862136,0.999440986805816,3.42,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.075,2,0.017516149657192,0.000700323233818132,0.999636961395614,2.78,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.075,3,0.0411693351978503,0.000601730151519523,0.999551087658035,4.49,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.1,1,0.039485416614933,0.000461395595674316,0.999234237084581,3.32,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.1,2,0.0386783235746274,0.000573200727124516,0.999535990681628,4,2593,600.75,3199.12
"npg","fixed 600-3200",15,0.1,3,0.0134870861109451,0.000703104432943008,0.999589903479782,2.52,2593,600.75,3199.12
"npg","fixed 600-3200",27,0,1,0.0232278022521032,0.00138705467647348,0.992638753962937,6.75,2593,600.75,3199.12
"npg","fixed 600-3200",27,0,2,0.0164823669031151,0.00286543369349578,0.961173001700817,9.05,2593,600.75,3199.12
"npg","fixed 600-3200",27,0,3,0.0233938189942262,0.00181704410015207,0.964926726391543,8.42,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.0125,1,0.0371514214306255,0.00129011516858835,0.990071777764033,8.57,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.0125,2,0.0155864352972727,0.00284561818645096,0.957949104013211,8.75,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.0125,3,0.0133405001276993,0.00305263792238563,0.956718972804548,8.91,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.025,1,0.0362766273241654,0.000918774003664419,0.994170141197635,6.15,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.025,2,0.0223764328372579,0.00250566442692512,0.958675537702135,9.2,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.025,3,0.0125596251645547,0.00313574989397484,0.954570807541954,8.99,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.05,1,0.0338181390887574,0.00113031800414456,0.990171038492842,7.3,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.05,2,0.0222290058775699,0.00240620866002018,0.960856872212569,8.99,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.05,3,0.0235544604045845,0.00221857355700663,0.958822951601086,8.65,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.075,1,0.0386703557183209,0.00138669982706475,0.991773981626293,8.56,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.075,2,0.0252567841824932,0.00224422421505377,0.968587231285872,9,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.075,3,0.021089713343522,0.00246482960165347,0.964663279933037,8.99,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.1,1,0.035310164886541,0.00154705877369995,0.993266958781255,8.54,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.1,2,0.0195555648046414,0.00133658980153108,0.999240331238604,5.53,2593,600.75,3199.12
"npg","fixed 600-3200",27,0.1,3,0.0351498801576772,0.00155761175742609,0.994544361033271,8.65,2593,600.75,3199.12
"npg","fixed 300-2500",15,0,1,0.0269175348020634,0.000606153287980328,0.998851574828404,2.4,2194,300.82,2499.77
"npg","fixed 300-2500",15,0,2,0.0199740427039162,0.00074976377576244,0.998514550006359,2.6,2194,300.82,2499.77
"npg","fixed 300-2500",15,0,3,0.0251287900637358,0.000719808699289172,0.998526188401552,2.77,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.0125,1,0.029017701816817,0.000599535641617952,0.998893911264962,2.49,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.0125,2,0.0250652049068493,0.000650265246488755,0.99912588592723,2.46,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.0125,3,0.0330362487709723,0.000595741709476024,0.998822249433772,2.73,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.025,1,0.0241705636539431,0.000552406104170917,0.998985809457676,2.04,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.025,2,0.0118946755806314,0.000780302073380304,0.999199405014141,2.26,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.025,3,0.0349504636598435,0.000564664427893694,0.999198154197489,2.64,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.05,1,0.0113186812548107,0.000612446658660515,0.999007230279892,1.75,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.05,2,0.0127210930192531,0.000721726613087808,0.999284924044306,2.13,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.05,3,0.0284194444472259,0.000618591846186132,0.998939633438497,2.55,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.075,1,0.0271100408131359,0.000524167168898853,0.998050138547407,2.13,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.075,2,0.0122042574698082,0.000722833389884147,0.999275089434151,2.09,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.075,3,0.028735363707357,0.000659104988761099,0.99890448976071,2.71,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.1,1,0.0259023111860472,0.00052250248357934,0.99791324608235,2.08,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.1,2,0.0271679164947053,0.000621486554307572,0.998846396483864,2.5,2194,300.82,2499.77
"npg","fixed 300-2500",15,0.1,3,0.00895935781811632,0.000726167694001804,0.999167838863855,1.96,2194,300.82,2499.77
"npg","fixed 300-2500",27,0,1,0.0197804040951606,0.00134852661454928,0.996670949733665,4.43,2194,300.82,2499.77
"npg","fixed 300-2500",27,0,2,0.060761344045555,0.000956218576684423,0.990817566019933,8.41,2194,300.82,2499.77
"npg","fixed 300-2500",27,0,3,0.0341688011446329,0.0012481553951178,0.977528544373373,6.32,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.0125,1,0.034933303830924,0.00113877714566398,0.992675688276456,5.32,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.0125,2,0.0632136774225504,0.000886062577151829,0.987362535509925,8.7,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.0125,3,0.0636085368862761,0.000919999419909579,0.98527461336806,9,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.025,1,0.0285688672295407,0.000926372752221072,0.997637282894899,3.63,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.025,2,0.0682126296067919,0.00076256899173935,0.985392784792131,8.77,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.025,3,0.062534995681713,0.000958167678732577,0.98419356006228,9.08,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.05,1,0.0246313075937186,0.00119052634595808,0.996128153092365,4.3,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.05,2,0.0636079950760958,0.000815010317484713,0.98687425157484,8.15,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.05,3,0.0591963374219217,0.000849327016999925,0.982450553731771,8.04,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.075,1,0.043764393446892,0.000989163146947301,0.997618622523985,5.61,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.075,2,0.0557933196957804,0.000944163769717218,0.992104393295198,7.28,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.075,3,0.0555515387629655,0.000989230248278455,0.989760113441651,8.04,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.1,1,0.0473662971467678,0.000956913615645855,0.998341115020953,5.91,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.1,2,0.0167451369159181,0.00129490540936124,0.999004851529417,3.99,2194,300.82,2499.77
"npg","fixed 300-2500",27,0.1,3,0.0437258257309591,0.00105117821551545,0.998103995447916,5.99,2194,300.82,2499.77
"npg","fixed 800-3600",15,0,1,0.0455066472883513,0.000542285600245344,0.99939587333038,5.45,2793,800.43,3599.15
"npg","fixed 800-3600",15,0,2,0.0398704591364433,0.000624031572929701,0.999337072361101,5.29,2793,800.43,3599.15
"npg","fixed 800-3600",15,0,3,0.0460095641141722,0.000611110106112334,0.999474184824096,6.21,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.0125,1,0.0450283410740061,0.000573540804831659,0.999595500761881,5.68,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.0125,2,0.0376710791101615,0.000641661539928788,0.999697797969516,5.04,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.0125,3,0.0495856180851513,0.000581167526676838,0.999613878585211,6.54,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.025,1,0.033176512174018,0.000578712128858819,0.999656669067318,3.99,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.025,2,0.0196978393053907,0.00076153165019997,0.999766708339815,3.56,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.025,3,0.0494265094694028,0.000583827517239608,0.999764809835603,6.5,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.05,1,0.0150993336912714,0.000634500373023569,0.999569403422731,2.67,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.05,2,0.0205758163265978,0.000707892875339305,0.999768562666333,3.4,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.05,3,0.0451705604726571,0.000580092205174197,0.999644333929105,5.71,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.075,1,0.0449295782234899,0.000478335588975311,0.999591579107449,4.71,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.075,2,0.0193078956501075,0.00071406278913702,0.999733234652344,3.31,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.075,3,0.0457718626855214,0.000618217311870822,0.999716015737171,6.2,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.1,1,0.0439002912462551,0.000473174156806559,0.999535585476817,4.52,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.1,2,0.0430414003267286,0.000588175527703173,0.999657490863933,5.42,2793,800.43,3599.15
"npg","fixed 800-3600",15,0.1,3,0.0148278661671246,0.000714745782816637,0.999690915228477,2.93,2793,800.43,3599.15
"npg","fixed 800-3600",27,0,1,0.026353937114105,0.00140058805559673,0.991160325495332,7.96,2793,800.43,3599.15
"npg","fixed 800-3600",27,0,2,6e-05,0.00480831650165077,0.824839193360674,8.76,2793,800.43,3599.15
"npg","fixed 800-3600",27,0,3,0.0125618225007903,0.00244399334050333,0.969182742995106,8.51,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.0125,1,0.0208954110805372,0.00203488459011141,0.983703605963897,8.51,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.0125,2,6e-05,0.00403395824092313,0.932921304156716,8.47,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.0125,3,6e-05,0.00410781468067067,0.932098939736418,8.63,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.025,1,0.0308443512655021,0.00116649254689541,0.991066683870208,6.87,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.025,2,6e-05,0.00411449896670231,0.941412594593903,8.93,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.025,3,6e-05,0.00415403372155062,0.928396694755546,8.72,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.05,1,0.0316229657031467,0.00131976725327978,0.990018686640909,8.22,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.05,2,6e-05,0.00386290403906329,0.947719190036129,8.74,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.05,3,6e-05,0.00368010455038498,0.944691254543427,8.34,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.075,1,0.013020910791697,0.00262440028369258,0.973568520194555,8.37,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.075,2,6e-05,0.00401498680134754,0.949972811668269,8.73,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.075,3,6e-05,0.00382929188991233,0.949960872028571,8.68,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.1,1,0.00935173297134266,0.00288943087417064,0.973670677484663,8.26,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.1,2,0.0192377049549311,0.00143372434407719,0.99932390613377,6.44,2793,800.43,3599.15
"npg","fixed 800-3600",27,0.1,3,0.0109751501767028,0.00281601738293958,0.977661057885863,8.52,2793,800.43,3599.15
"npg","drawdown 5-85%",15,0,1,0.0404484641776589,0.000383174397552619,0.995217163004296,8.86,3817,6.05,3842.77
"npg","drawdown 5-85%",15,0,2,0.0334577227458165,0.000506305825140732,0.992662749525891,8.85,3832,6.05,3858.78
"npg","drawdown 5-85%",15,0,3,0.0387586659729214,0.000469865018914369,0.993742132627449,9.57,3756,7.05,3771.6
"npg","drawdown 5-85%",15,0.0125,1,0.0399170516789016,0.000406791531012225,0.99508006345282,9.01,3797,7.05,3813.7
"npg","drawdown 5-85%",15,0.0125,2,0.0324690740680151,0.000498786609474758,0.994905949777307,8.1,3762,10.05,3780.62
