rxn_id,enzyme_id,parameter,ident,top_descriptor,identifiable_from_growth,refined
ACALD,,Topt_i,0.0,CT_max_C,False,False
ACALDt,,Topt_i,0.0,CT_max_C,False,False
ACKr,,Topt_i,0.036011244619807085,CT_max_C,False,True
ACONTa,,Topt_i,0.005057828709834446,CT_max_C,False,False
ACONTb,,Topt_i,0.0005848401031421936,CT_max_C,False,False
ACt2r,,Topt_i,0.011888211704529627,CT_max_C,False,False
ADK1,,Topt_i,0.0,CT_max_C,False,False
AKGDH,,Topt_i,0.0,CT_max_C,False,False
AKGt2r,,Topt_i,6.179867448988653e-19,CT_max_C,False,False
ALCD2x,,Topt_i,0.0,CT_max_C,False,False
ATPS4r,,Topt_i,0.0,CT_max_C,False,False
CO2t,,Topt_i,0.2104739568455415,niche_width_C,True,True
CS,,Topt_i,0.00034562702237218347,CT_max_C,False,False
CYTBD,,Topt_i,0.1722231063472264,CT_max_C,True,True
D_LACt2,,Topt_i,0.0,CT_max_C,False,False
ENO,,Topt_i,0.976549188227881,niche_width_C,True,True
ETOHt2r,,Topt_i,0.0,CT_max_C,False,False
FBA,,Topt_i,0.0,CT_max_C,False,False
FBP,,Topt_i,0.0,CT_max_C,False,False
FORt2,,Topt_i,0.0,CT_max_C,False,False
FORti,,Topt_i,0.0,CT_max_C,False,False
FRD7,,Topt_i,0.0,CT_max_C,False,False
FRUpts2,,Topt_i,0.0,CT_max_C,False,False
FUM,,Topt_i,0.014513617445427847,CT_max_C,False,False
FUMt2_2,,Topt_i,0.0,CT_max_C,False,False
G6PDH2r,,Topt_i,0.021871937543706158,CT_max_C,False,False
GAPD,,Topt_i,0.002419106789704891,CT_max_C,False,False
GLCpts,,Topt_i,0.12859705437779004,CT_max_C,True,True
GLNS,,Topt_i,0.0001535522719934976,CT_max_C,False,False
GLNabc,,Topt_i,0.0,CT_max_C,False,False
GLUDy,,Topt_i,0.00031273691368329887,CT_max_C,False,False
GLUN,,Topt_i,0.0,CT_max_C,False,False
GLUSy,,Topt_i,0.0,CT_max_C,False,False
GLUt2r,,Topt_i,0.0,CT_max_C,False,False
GND,,Topt_i,0.15571781385961014,CT_max_C,True,True
H2Ot,,Topt_i,1.0,niche_width_C,True,True
ICDHyr,,Topt_i,0.0,CT_max_C,False,False
ICL,,Topt_i,2.8420537389278915e-05,CT_max_C,False,False
LDH_D,,Topt_i,0.0,CT_max_C,False,False
MALS,,Topt_i,0.0039047851403771513,CT_max_C,False,False
MALt2_2,,Topt_i,0.0,CT_max_C,False,False
MDH,,Topt_i,0.00036188478104859893,CT_max_C,False,False
ME1,,Topt_i,0.0,CT_max_C,False,False
ME2,,Topt_i,0.0,CT_max_C,False,False
NADH16,,Topt_i,0.10225246228029491,CT_max_C,True,True
NADTRHD,,Topt_i,0.054970950935192414,CT_max_C,True,True
NH4t,,Topt_i,0.0001579681853175722,CT_max_C,False,False
O2t,,Topt_i,0.02332544040507304,CT_max_C,False,False
PDH,,Topt_i,0.01592655500018254,CT_max_C,False,False
PFK,,Topt_i,0.003156506732124193,CT_max_C,False,False
PFL,,Topt_i,0.0,CT_max_C,False,False
PGI,,Topt_i,0.0034861858309470388,CT_max_C,False,False
PGK,,Topt_i,1.0,CT_max_C,True,True
PGL,,Topt_i,0.005486703823991477,CT_max_C,False,False
PGM,,Topt_i,0.003475038535758107,CT_max_C,False,False
PIt2r,,Topt_i,0.004436943112689984,CT_max_C,False,False
PPC,,Topt_i,0.0,CT_max_C,False,False
PPCK,,Topt_i,0.0,CT_max_C,False,False
PPS,,Topt_i,0.0,CT_max_C,False,False
PTAr,,Topt_i,0.17249890255857714,CT_max_C,True,True
PYK,,Topt_i,0.04305811135577294,CT_max_C,False,True
PYRt2,,Topt_i,0.0,CT_max_C,False,False
RPE,,Topt_i,0.04381363211777835,CT_max_C,False,True
RPI,,Topt_i,0.016315940435284358,CT_max_C,False,False
SUCCt2_2,,Topt_i,0.0,CT_max_C,False,False
SUCCt3,,Topt_i,0.0,CT_max_C,False,False
SUCDi,,Topt_i,0.0013965106624860793,CT_max_C,False,False
SUCOAS,,Topt_i,0.0,CT_max_C,False,False
TALA,,Topt_i,0.015951392638455106,CT_max_C,False,False
THD2,,Topt_i,0.0,CT_max_C,False,False
TKT1,,Topt_i,0.0482480670865279,CT_max_C,False,True
TKT2,,Topt_i,0.06749410904767893,CT_max_C,True,True
TPI,,Topt_i,0.01137260600615854,CT_max_C,False,False
ACALD,,dCp_i,0.0,CT_max_C,False,False
ACALDt,,dCp_i,0.0,CT_max_C,False,False
ACKr,,dCp_i,0.010541379996275095,CT_max_C,False,True
ACONTa,,dCp_i,0.005057828709834446,CT_max_C,False,False
ACONTb,,dCp_i,0.0005848401031421936,CT_max_C,False,False
ACt2r,,dCp_i,0.011888211704529627,CT_max_C,False,False
ADK1,,dCp_i,0.0,CT_max_C,False,False
AKGDH,,dCp_i,0.0,CT_max_C,False,False
AKGt2r,,dCp_i,6.179867448988653e-19,CT_max_C,False,False
ALCD2x,,dCp_i,0.0,CT_max_C,False,False
ATPS4r,,dCp_i,0.0,CT_max_C,False,False
CO2t,,dCp_i,0.275184995880569,niche_width_C,True,True
CS,,dCp_i,0.00034562702237218347,CT_max_C,False,False
CYTBD,,dCp_i,0.2575961326357285,CT_max_C,True,True
D_LACt2,,dCp_i,0.0,CT_max_C,False,False
ENO,,dCp_i,0.8657908604134391,niche_width_C,True,True
ETOHt2r,,dCp_i,0.0,CT_max_C,False,False
FBA,,dCp_i,0.0,CT_max_C,False,False
FBP,,dCp_i,0.0,CT_max_C,False,False
FORt2,,dCp_i,0.0,CT_max_C,False,False
FORti,,dCp_i,0.0,CT_max_C,False,False
FRD7,,dCp_i,0.0,CT_max_C,False,False
FRUpts2,,dCp_i,0.0,CT_max_C,False,False
FUM,,dCp_i,0.014513617445427847,CT_max_C,False,False
FUMt2_2,,dCp_i,0.0,CT_max_C,False,False
G6PDH2r,,dCp_i,0.021871937543706158,CT_max_C,False,False
GAPD,,dCp_i,0.002419106789704891,CT_max_C,False,False
GLCpts,,dCp_i,0.05594929941069279,CT_max_C,True,True
GLNS,,dCp_i,0.0001535522719934976,CT_max_C,False,False
GLNabc,,dCp_i,0.0,CT_max_C,False,False
GLUDy,,dCp_i,0.00031273691368329887,CT_max_C,False,False
GLUN,,dCp_i,0.0,CT_max_C,False,False
GLUSy,,dCp_i,0.0,CT_max_C,False,False
GLUt2r,,dCp_i,0.0,CT_max_C,False,False
GND,,dCp_i,0.18045652931725942,CT_max_C,True,True
H2Ot,,dCp_i,1.0,niche_width_C,True,True
ICDHyr,,dCp_i,0.0,CT_max_C,False,False
ICL,,dCp_i,2.8420537389278915e-05,CT_max_C,False,False
LDH_D,,dCp_i,0.0,CT_max_C,False,False
MALS,,dCp_i,0.0039047851403771513,CT_max_C,False,False
MALt2_2,,dCp_i,0.0,CT_max_C,False,False
MDH,,dCp_i,0.00036188478104859893,CT_max_C,False,False
ME1,,dCp_i,0.0,CT_max_C,False,False
ME2,,dCp_i,0.0,CT_max_C,False,False
NADH16,,dCp_i,0.07385581206074165,CT_max_C,True,True
NADTRHD,,dCp_i,0.035912477087769346,CT_max_C,False,True
NH4t,,dCp_i,0.0001579681853175722,CT_max_C,False,False
O2t,,dCp_i,0.02332544040507304,CT_max_C,False,False
PDH,,dCp_i,0.01592655500018254,CT_max_C,False,False
PFK,,dCp_i,0.003156506732124193,CT_max_C,False,False
PFL,,dCp_i,0.0,CT_max_C,False,False
PGI,,dCp_i,0.0034861858309470388,CT_max_C,False,False
PGK,,dCp_i,1.0,CT_max_C,True,True
PGL,,dCp_i,0.005486703823991477,CT_max_C,False,False
PGM,,dCp_i,0.003475038535758107,CT_max_C,False,False
PIt2r,,dCp_i,0.004436943112689984,CT_max_C,False,False
PPC,,dCp_i,0.0,CT_max_C,False,False
PPCK,,dCp_i,0.0,CT_max_C,False,False
PPS,,dCp_i,0.0,CT_max_C,False,False
PTAr,,dCp_i,0.13120180920995497,CT_max_C,True,True
PYK,,dCp_i,0.023277000213831157,CT_max_C,False,True
PYRt2,,dCp_i,0.0,CT_max_C,False,False
RPE,,dCp_i,0.024693545362567938,CT_max_C,False,True
RPI,,dCp_i,0.016315940435284358,CT_max_C,False,False
SUCCt2_2,,dCp_i,0.0,CT_max_C,False,False
SUCCt3,,dCp_i,0.0,CT_max_C,False,False
SUCDi,,dCp_i,0.0013965106624860793,CT_max_C,False,False
SUCOAS,,dCp_i,0.0,CT_max_C,False,False
TALA,,dCp_i,0.015951392638455106,CT_max_C,False,False
THD2,,dCp_i,0.0,CT_max_C,False,False
TKT1,,dCp_i,0.022247134073847926,CT_max_C,False,True
TKT2,,dCp_i,0.06000898295735693,CT_max_C,True,True
TPI,,dCp_i,0.01137260600615854,CT_max_C,False,False
ACALD,,kcat_i,0.0,rmax,False,False
ACALDt,,kcat_i,0.0,rmax,False,False
ACKr,,kcat_i,0.0952314046925808,rmax,True,False
ACONTa,,kcat_i,0.0073908346003245355,rmax,False,False
ACONTb,,kcat_i,0.0017521503041054622,rmax,False,False
ACt2r,,kcat_i,0.040700137998607576,rmax,False,False
ADK1,,kcat_i,0.0,rmax,False,False
AKGDH,,kcat_i,0.0,rmax,False,False
AKGt2r,,kcat_i,2.90886079747287e-17,rmax,False,False
ALCD2x,,kcat_i,0.0,rmax,False,False
ATPS4r,,kcat_i,0.060514880284738476,rmax,True,True
CO2t,,kcat_i,0.380687316326264,rmax,True,True
CS,,kcat_i,0.0012426434108447795,rmax,False,False
CYTBD,,kcat_i,0.0,rmax,False,True
D_LACt2,,kcat_i,1.2416101591618988e-16,rmax,False,False
ENO,,kcat_i,1.0,rmax,True,True
ETOHt2r,,kcat_i,0.0,rmax,False,False
FBA,,kcat_i,0.06852655555618672,rmax,True,True
FBP,,kcat_i,0.0,rmax,False,False
FORt2,,kcat_i,0.0,rmax,False,False
FORti,,kcat_i,0.012345558189831454,rmax,False,False
FRD7,,kcat_i,9.145404041435293e-19,rmax,False,False
FRUpts2,,kcat_i,0.0,rmax,False,False
FUM,,kcat_i,0.025062221343647016,rmax,False,False
FUMt2_2,,kcat_i,3.9445709610636826e-35,rmax,False,False
G6PDH2r,,kcat_i,0.05993254186961861,rmax,True,False
GAPD,,kcat_i,0.0,rmax,False,True
GLCpts,,kcat_i,0.0,rmax,False,True
GLNS,,kcat_i,0.00028000642887654904,rmax,False,False
GLNabc,,kcat_i,0.0,rmax,False,False
GLUDy,,kcat_i,0.010178922594037503,rmax,False,False
GLUN,,kcat_i,0.0,rmax,False,False
GLUSy,,kcat_i,0.0,rmax,False,False
GLUt2r,,kcat_i,0.0,rmax,False,False
GND,,kcat_i,0.10191419337890778,rmax,True,True
H2Ot,,kcat_i,0.5717942556228827,rmax,True,True
ICDHyr,,kcat_i,0.004884890240190678,rmax,False,False
ICL,,kcat_i,0.00020627590571099377,rmax,False,False
LDH_D,,kcat_i,1.3028980503201333e-16,rmax,False,False
MALS,,kcat_i,0.0034795978575122267,rmax,False,False
MALt2_2,,kcat_i,0.0,rmax,False,False
MDH,,kcat_i,0.009006631428581368,rmax,False,False
ME1,,kcat_i,0.0,rmax,False,False
ME2,,kcat_i,0.0,rmax,False,False
NADH16,,kcat_i,0.12674911006867617,rmax,True,True
NADTRHD,,kcat_i,0.0,rmax,False,True
NH4t,,kcat_i,0.01463444860505282,rmax,False,False
O2t,,kcat_i,0.05149460639123986,rmax,True,False
PDH,,kcat_i,0.08720274804366326,rmax,True,False
PFK,,kcat_i,0.03649163001212285,rmax,False,False
PFL,,kcat_i,0.05440548629339281,rmax,True,False
PGI,,kcat_i,0.0,rmax,False,True
PGK,,kcat_i,0.0,rmax,False,True
PGL,,kcat_i,0.01570250444319904,rmax,False,False
PGM,,kcat_i,0.013339933659543298,rmax,False,False
PIt2r,,kcat_i,0.02681943264527482,rmax,False,False
PPC,,kcat_i,0.03264757506480365,rmax,False,False
PPCK,,kcat_i,0.0,rmax,False,False
PPS,,kcat_i,0.0,rmax,False,False
PTAr,,kcat_i,0.0,rmax,False,True
PYK,,kcat_i,0.04868550874799192,rmax,False,False
PYRt2,,kcat_i,0.0,rmax,False,False
RPE,,kcat_i,0.08718164913566855,rmax,True,False
