rxn_id,enzyme_id,parameter,ident,top_descriptor,identifiable_from_growth,refined
RPI,,kcat_i,0.016410862286943013,rmax,False,False
SUCCt2_2,,kcat_i,3.7723983180982633e-19,rmax,False,False
SUCCt3,,kcat_i,0.0,rmax,False,False
SUCDi,,kcat_i,0.009346726720935354,rmax,False,False
SUCOAS,,kcat_i,0.0,rmax,False,False
TALA,,kcat_i,0.05613932237937877,rmax,True,False
THD2,,kcat_i,0.0,rmax,False,False
TKT1,,kcat_i,0.08250576019985931,rmax,True,False
TKT2,,kcat_i,0.0,rmax,False,True
TPI,,kcat_i,0.07479297350303028,rmax,True,False
