held_out_T,log_Ki_dev_SE,log_A_dev_SE,Ea_dev_SE,Ea_fitted
15.0,0.0001725064122645362,-0.00015767606221456665,-1.0613406181237686,1.768688607942546e-17
18.0,0.00012311553351436634,-0.0001238565033891821,0.2444176624401683,0.5809637302407671
21.0,0.0001286518294395051,-0.00012824599392853713,0.001029057217406149,0.47267419909780173
24.0,-3.960583320526001e-05,4.028689209904314e-05,0.06068105557002747,0.4992148291631824
26.0,-5.405926834147899e-06,5.753082697110425e-06,0.08829336041611627,0.5115002175560485
27.0,-4.3023897609697675e-05,4.247327108396242e-05,-0.20086005400284765,0.3828488057647754
28.0,0.00015113327528010185,-0.0001466869665334154,0.012233695607222764,0.47765941620255975
