window,lo,hi,n_reactions,cyp51_Ea_eV,cyp51_Ea_percentile,dist_Ea_median,dist_Ea_p10,dist_Ea_p90,cyp51_curve_deviation,cyp51_curve_dev_percentile,dist_dev_median,dist_dev_p75,gate_Ea_outside_central80,gate_dev_above_p75,veto_generic,specificity_gate_passes
PRIMARY (pre-registered),15.0,28.0,1751,-0.2030115258171711,6.28212450028555,0.0005981201015674572,-0.16956817159282972,0.30957380748004854,0.03920159947238174,72.1302113078241,0.023485418474310703,0.04140588681417828,True,False,False,False
"SENSITIVITY (bracketing, not pre-registered)",13.0,29.0,1751,-0.2066843143407697,5.48258138206739,0.0008408388389589891,-0.16446777592251904,0.3080434207012301,0.07010160979404226,73.55796687607081,0.04073525792969471,0.071536808572019,True,False,False,False
