model,label,n_params,LOTO_RMSE,LOTO_MAE,coverage_95,err_15,err_27,err_28
M0,constant log10 EC50,1,0.24657825320125037,0.20158898279759857,0.8571428571428571,0.2831666122538355,-0.4574534294024956,-0.16309055992728294
M1,linear in T,2,0.2534026531801925,0.21191048093516507,1.0,0.21847222160818747,-0.3906398987912302,-0.035416079998063454
M2,linear in 1/kT,2,0.253680608455221,0.21248639752787873,1.0,0.2216292000713217,-0.3912235678885373,-0.03813144086604753
M5,safety-margin (published),3,0.2905981186045218,0.24182188298850837,0.8571428571428571,0.5313071809868017,-0.25565101575270577,0.15750764129594585
M3,control-growth only,2,0.30654272713155367,0.24334583101750587,0.8571428571428571,0.5562984653280892,-0.4418950472802771,-0.12153947450487579
M4,quadratic in T,3,0.48314139367647674,0.3556093901944819,0.8571428571428571,1.0751780146832903,-0.39309076021067446,0.018271450846297665
