temperature,EC50,EC50_lower,EC50_upper,log10_EC50,sd_log10_EC50,ci_halfwidth_log10,hill_n,hill_n_lower,hill_n_upper,median_above_max_dose,upper_above_max_dose,min_rel_observed,dose_at_min_rel,interpolation_flag
15,1.1216198870402725,0.6908422658478801,1.7012224093747697,0.04984570101067455,0.09892680089120796,0.19569109745531743,0.4771150288028559,0.2990549050081115,0.6901249674592105,FALSE,FALSE,0.321,4,TRUE
18,3.419863463170839,1.7945517568329683,7.1220876109416515,0.5340087673499434,0.15046130143238415,0.29932566169048846,0.7740713794646945,0.4998834412038319,1.7122852861397184,FALSE,TRUE,0.529,4,FALSE
21,2.042922082464762,1.2847194415949346,3.610614081157999,0.31025180285324744,0.113295221570524,0.22438638760553675,0.7415031039369178,0.5166932972618091,1.1865938043265527,FALSE,FALSE,0.434,4,TRUE
24,1.40364567911142,0.9858890186571266,2.017046292687974,0.1472574931022354,0.07985492943406643,0.15544391822965892,0.9323302099995748,0.6776964538207816,1.3310076563170503,FALSE,FALSE,0.281,4,TRUE
26,1.8480735387139289,1.131172026441782,3.3622476881686323,0.2667192487142978,0.1190993552387299,0.2365505235174711,0.6792113869082026,0.4761273400279276,1.0506821618882218,FALSE,FALSE,0.396,2,TRUE
27,4.997360186623364,3.1992725977371625,11.167306540427406,0.6987406525095424,0.1366293570906632,0.2714485956878566,1.9720541177792976,0.6719778982955699,3.793803367099185,TRUE,TRUE,0.528,4,FALSE
28,2.6592287266384917,1.6442390303458323,4.589464782410243,0.4247556936477875,0.11362195895814944,0.22289854425029415,1.22931385099804,0.6407891578251561,2.4783033573107263,FALSE,TRUE,0.475,4,TRUE
