Temp,ldose,delta_med,delta_lo,delta_hi,p_pos,conc
15,-1.0457574905606752,0.10936664034768317,-0.049146540188972354,0.26712664195466745,0.91125,0.06
15.220338983050848,-1.0457574905606752,0.09284813448606566,-0.058273489741506306,0.24115831675601065,0.8875,0.06
15.440677966101696,-1.0457574905606752,0.07516634697556057,-0.06627814971947506,0.21638018225082903,0.85175,0.06
15.661016949152543,-1.0457574905606752,0.058597902020523396,-0.07457523993413662,0.1924365564414546,0.80475,0.06
15.88135593220339,-1.0457574905606752,0.04332261363364487,-0.08945062837747167,0.17367037205254937,0.74225,0.06
16.10169491525424,-1.0457574905606752,0.027622339777586546,-0.10222590154057615,0.1568279470683396,0.66625,0.06
16.322033898305087,-1.0457574905606752,0.01301183757104818,-0.11533049269656476,0.1411777426084572,0.58125,0.06
16.54237288135593,-1.0457574905606752,-9.970315332830104e-4,-0.13159801513723265,0.12828206040900864,0.4925,0.06
16.76271186440678,-1.0457574905606752,-0.01503614755401017,-0.14636467090011313,0.11724418414146046,0.4075,0.06
16.983050847457626,-1.0457574905606752,-0.027881051628641185,-0.1623299433228736,0.10766305400850876,0.33475,0.06
17.203389830508474,-1.0457574905606752,-0.04030682325205359,-0.1772665239722489,0.0986970770623158,0.2835,0.06
17.423728813559322,-1.0457574905606752,-0.051488387125870894,-0.1925037772422069,0.09003341190848956,0.242,0.06
17.64406779661017,-1.0457574905606752,-0.061938815691778615,-0.20463423127371713,0.08130068767285252,0.2045,0.06
17.864406779661017,-1.0457574905606752,-0.0707044012445961,-0.2147085818851071,0.07232554346775351,0.17275,0.06
18.084745762711865,-1.0457574905606752,-0.0781347575269653,-0.22150888383883055,0.0649819538179504,0.1495,0.06
18.305084745762713,-1.0457574905606752,-0.08413525266295441,-0.22769937929992384,0.05781062695584123,0.1315,0.06
18.52542372881356,-1.0457574905606752,-0.08836084947153822,-0.23151954929288626,0.05235960183630266,0.11775,0.06
18.74576271186441,-1.0457574905606752,-0.09135060263253703,-0.23284281632625048,0.048886817806673775,0.10925,0.06
18.966101694915253,-1.0457574905606752,-0.09162383259700402,-0.23254332043588208,0.04580213908366772,0.10625,0.06
19.1864406779661,-1.0457574905606752,-0.09030737797004718,-0.22688992732161906,0.04507470121529573,0.10375,0.06
19.406779661016948,-1.0457574905606752,-0.08699471115835333,-0.21974269807153304,0.048010694666027504,0.10775,0.06
19.627118644067796,-1.0457574905606752,-0.08018661973404884,-0.21247065863958456,0.05418542559431981,0.1205,0.06
19.847457627118644,-1.0457574905606752,-0.07244915721778566,-0.20426677820866124,0.06396435323220186,0.14825,0.06
20.06779661016949,-1.0457574905606752,-0.062151043035231,-0.1943829238598492,0.0752545514797782,0.18875,0.06
20.28813559322034,-1.0457574905606752,-0.04988001550154175,-0.18330457082502682,0.08454193178892878,0.2425,0.06
20.508474576271187,-1.0457574905606752,-0.035720916986387685,-0.16994659124381237,0.0997916207863302,0.30975,0.06
20.728813559322035,-1.0457574905606752,-0.0206322376682595,-0.1557183090888975,0.11596277836329412,0.379,0.06
20.949152542372882,-1.0457574905606752,-0.004631312028141599,-0.14058577186203616,0.1317769782641431,0.47,0.06
21.16949152542373,-1.0457574905606752,0.011793841160397944,-0.1239761309385094,0.14887233258241606,0.5655,0.06
21.389830508474574,-1.0457574905606752,0.028711266934407176,-0.10657200220447803,0.1671679393409135,0.664,0.06
21.610169491525426,-1.0457574905606752,0.04615271103801377,-0.09114524506203675,0.18264618885003378,0.74275,0.06
21.83050847457627,-1.0457574905606752,0.06240933158113715,-0.07416806836372349,0.19904264662548063,0.8105,0.06
22.050847457627118,-1.0457574905606752,0.07830458309272181,-0.060065306612866444,0.2145712842295332,0.859,0.06
22.271186440677965,-1.0457574905606752,0.09314883496812021,-0.04690079092866239,0.23056807682145541,0.898,0.06
22.491525423728813,-1.0457574905606752,0.10634433820079003,-0.035108327464735044,0.24587841021885715,0.9295,0.06
22.71186440677966,-1.0457574905606752,0.11755556748697882,-0.025120724490318457,0.25783862186884454,0.9445,0.06
22.93220338983051,-1.0457574905606752,0.12564270093874352,-0.01846538087776907,0.2667302956313684,0.9565,0.06
23.152542372881356,-1.0457574905606752,0.13272975468895698,-0.013898458629845789,0.2728040394292324,0.9625,0.06
23.3728813559322,-1.0457574905606752,0.13695697027851628,-0.011493405632260166,0.2792570272366447,0.96475,0.06
23.593220338983052,-1.0457574905606752,0.13749862761593645,-0.012724736399580749,0.2808928024945891,0.9645,0.06
23.813559322033896,-1.0457574905606752,0.13418328144042535,-0.01424928223135513,0.27555116715496897,0.9625,0.06
24.033898305084747,-1.0457574905606752,0.12713241223189997,-0.01744834852292979,0.26779436812698204,0.9555,0.06
24.25423728813559,-1.0457574905606752,0.11569489528497967,-0.025867979560900665,0.25422122679509074,0.9475,0.06
24.474576271186443,-1.0457574905606752,0.10012752007267944,-0.03498165295486733,0.23380156097424154,0.92875,0.06
24.694915254237287,-1.0457574905606752,0.08312678549043806,-0.049035109286031546,0.21181262248824664,0.89425,0.06
24.915254237288135,-1.0457574905606752,0.06399292093436104,-0.063877851018193,0.1894524694580702,0.83675,0.06
25.135593220338983,-1.0457574905606752,0.042624877064253885,-0.08045151452684701,0.16784079279029718,0.75525,0.06
25.35593220338983,-1.0457574905606752,0.021272925506019336,-0.10272769975359748,0.14548092454491424,0.63325,0.06
25.576271186440678,-1.0457574905606752,7.391638809828294e-5,-0.12353613699679504,0.12426569933834182,0.50025,0.06
25.796610169491526,-1.0457574905606752,-0.019574966817750505,-0.14504451564009316,0.10685290831700611,0.373,0.06
