response,predictor,term,estimate,std_error,t_value,p_value,n,r_squared,adj_r_squared,aic,bic
log10(growth_C_per_C_h),T,(Intercept),-1.5713765358771403,0.07079600373422344,-22.195836671463454,7.637781364852959e-50,156,0.012107535740051224,0.005692649608493028,-103.29154060022022,-94.14197257847161
log10(growth_C_per_C_h),T,T,0.004238181167697988,0.0030849356789203995,1.3738312914132385,0.17149049006171005,156,0.012107535740051224,0.005692649608493028,-103.29154060022022,-94.14197257847161
