T,Dose,Replicate,parameter,Estimate,SE,t value,p_value,T_end_min
26,0.25,R3,K,6.175948475838789e-4,1.2268843989321519e-5,50.33847101824893,2.0684058971286728e-263,898
26,0.25,R3,O2_0,7.800118512601874,0.003012213513024567,2589.4972182001025,0,898
26,0.5,R1,r,6.180244186246997e-4,1.931754795458837e-6,319.92902001721416,0,2491
26,0.5,R1,K,7.227112279972161e-4,2.128428088071073e-6,339.55163063657295,0,2491
26,0.5,R1,O2_0,8.542348405716984,0.00179523809814039,4758.337300531688,0,2491
26,0.5,R2,r,3.7418252009365177e-4,3.7895705284374878e-6,98.7400860561195,0,1530
26,0.5,R2,K,0.002066397292879579,6.626863477516971e-6,311.82131635731844,0,1530
26,0.5,R2,O2_0,7.879444593700716,0.00256678681154763,3069.76978308138,0,1530
26,0.5,R3,r,9.705448668322319e-4,4.007033314603718e-5,24.22103313429066,2.5330045163103128e-95,724
26,0.5,R3,K,0.0011326826449767917,1.844791599563695e-5,61.39894854490222,8.270640712480317e-289,724
26,0.5,R3,O2_0,7.947288715595296,0.003509317139690703,2264.62539555366,0,724
26,1,R1,r,4.897191177961494e-4,4.1459765782074716e-6,118.11912309641683,0,1579
26,1,R1,K,0.0015731897455498523,5.82650137015931e-6,270.0058998710641,0,1579
26,1,R1,O2_0,8.161056404078325,0.0024668827857909923,3308.246525163346,0,1579
26,1,R2,r,5.412828308222776e-4,4.805544278392098e-6,112.6371539756964,0,1428
26,1,R2,K,0.0016575293928888638,6.434891255541126e-6,257.58467813446805,0,1428
26,1,R2,O2_0,7.6505775860372855,0.002463719975838909,3105.2951070188997,0,1428
26,1,R3,r,4.913545816941984e-4,4.17327559288284e-6,117.738349830565,0,1515
26,1,R3,K,0.0017333215679957833,6.180172902102243e-6,280.46489887138563,0,1515
26,1,R3,O2_0,7.8935843562918535,0.0024896866746911108,3170.5131559460956,0,1515
26,2,R1,r,3.2950680241256865e-4,1.8988859556416348e-6,173.526378155358,0,2429
26,2,R1,K,0.0011405624041138439,2.984960228527201e-6,382.1030488826998,0,2429
26,2,R1,O2_0,8.346379720508,0.001959445118257662,4259.562894994272,0,2429
26,2,R2,r,3.728802704077642e-4,1.5238133422766181e-6,244.70206426377067,0,2729
26,2,R2,K,9.395219855642225e-4,2.269297321794731e-6,414.01449538625366,0,2729
26,2,R2,O2_0,7.915341914749775,0.0017843484764791403,4435.984348958705,0,2729
26,2,R3,r,3.6264932759229275e-4,5.10274912111265e-6,71.0694018037903,0,1376
26,2,R3,K,0.0020648020180650925,7.951392857377535e-6,259.6780281267714,0,1376
26,2,R3,O2_0,7.584049854479926,0.00271310577827791,2795.3388014579186,0,1376
26,4,R1,r,3.521205183081932e-4,1.2192323507197408e-6,288.80509781448006,0,3020
26,4,R1,K,8.883742920326089e-4,1.9090814056420178e-6,465.34123134149513,0,3020
26,4,R1,O2_0,8.437053352199296,0.0016841455120224522,5009.693813254551,0,3020
26,4,R2,r,3.8296341906326954e-4,1.2844007966146343e-6,298.16504324247325,0,3018
26,4,R2,K,8.037375038360674e-4,1.8358075956733435e-6,437.8114055799349,0,3018
26,4,R2,O2_0,8.012571113595383,0.0016642989150851282,4814.382224833418,0,3018
26,4,R3,r,4.8275818454705143e-4,2.1119040550238716e-6,228.58907032194446,0,2515
26,4,R3,K,7.39599033375049e-4,2.3286161362850115e-6,317.6131187319599,0,2515
26,4,R3,O2_0,8.034636389952006,0.0017908850081048125,4486.40552218067,0,2515
26,Control,R1,r,0.001023477640734497,2.281540710241662e-6,448.59056695336795,0,2156
26,Control,R1,K,5.876813740432545e-4,1.876605144643484e-6,313.161975347191,0,2156
26,Control,R1,O2_0,7.939917236738989,0.0017126306336490255,4636.094368942684,0,2156
26,Control,R2,r,9.51414519701106e-4,2.8301409023378723e-6,336.1721386080737,0,2108
26,Control,R2,K,5.779472444576337e-4,2.2009787664858107e-6,262.5864698278813,0,2108
26,Control,R2,O2_0,8.0875889777032,0.0018323003502306841,4413.899160519717,0,2108
26,Control,R3,r,7.179799026388739e-4,4.12417747730004e-6,174.09044751122377,0,1488
26,Control,R3,K,0.0015016495394026257,5.381574270131115e-6,279.0353647513704,0,1488
26,Control,R3,O2_0,7.986346409426691,0.002342784784726268,3408.9116770321775,0,1488
27,0.06,R1,r,3.354316020537461e-4,3.158462317775543e-6,106.2009194049798,0,1641
27,0.06,R1,K,0.0020792223978839466,5.945605637503196e-6,349.7074183273779,0,1641
27,0.06,R1,O2_0,8.188993480548815,0.0024546440010061177,3336.122662672177,0,1641
27,0.06,R2,r,0.0014393432898376953,4.488148815596164e-5,32.06986552754281,2.9009289913929536e-142,744
27,0.06,R2,K,7.974845178544931e-4,1.555813131443078e-5,51.2583742698453,5.215353196052766e-246,744
27,0.06,R2,O2_0,7.273848441193566,0.0033894506625260254,2146.0257621135133,0,744
27,0.06,R3,r,8.017867077615855e-4,1.1018361915669429e-5,72.76823123964996,0,1362
27,0.06,R3,K,7.291348148175365e-4,6.405934675990385e-6,113.82176867184633,0,1362
27,0.06,R3,O2_0,7.792489197944314,0.0025708961036825916,3031.0401057367626,0,1362
27,0.12,R1,r,6.020421385760193e-4,2.0819417118823285e-6,289.173388063636,0,2305
27,0.12,R1,K,8.59572248067879e-4,2.487919538816064e-6,345.4984112858115,0,2305
27,0.12,R1,O2_0,7.467292635088199,0.0018506252638586156,4035.01064257528,0,2305
27,0.12,R2,r,6.932203167005174e-4,2.4817019334970877e-6,279.3326254630695,0,2257
27,0.12,R2,K,7.083724998372978e-4,2.4341622068710805e-6,291.01285766319313,0,2257
27,0.12,R2,O2_0,7.74957269903216,0.0018752916880105182,4132.462564932295,0,2257
27,0.12,R3,r,6.431027562700919e-4,1.6070769765443472e-6,400.1692300097148,0,2913
27,0.12,R3,K,4.755751605609704e-4,1.4048534004509907e-6,338.5229806955656,0,2913
27,0.12,R3,O2_0,7.973796916064485,0.0015455471787383687,5159.2064129504615,0,2913
27,0.25,R1,r,6.217283748621425e-4,7.2053071800946005e-6,86.28755989470245,0,1149
27,0.25,R1,K,0.002052029174044875,9.548928679022516e-6,214.89627192973572,0,1149
27,0.25,R1,O2_0,7.347697003736208,0.002892361877995488,2540.3795630263353,0,1149
27,0.25,R2,r,6.630990891462133e-4,1.2900568658634814e-5,51.400764314554245,1.7761924922747376e-308,1231
27,0.25,R2,K,8.915801562984878e-4,8.048567545650624e-6,110.77501073843754,0,1231
27,0.25,R2,O2_0,8.249099229017006,0.0026901373879326565,3066.423025835255,0,1231
27,0.25,R3,r,3.064015806590954e-4,1.4950819169300522e-5,20.49396606229105,2.0538293926226322e-80,1218
27,0.25,R3,K,0.0010105586881227506,9.945417973575182e-6,101.61047939943691,0,1218
27,0.25,R3,O2_0,7.935693932161193,0.0029005321378842096,2735.944149182873,0,1218
27,0.5,R1,r,5.194068966822753e-4,1.552569935969454e-6,334.5465377428862,0,2568
27,0.5,R1,K,9.05048100825968e-4,2.1648141786361637e-6,418.0719572874147,0,2568
27,0.5,R1,O2_0,7.753578062271628,0.001764049088708659,4395.330102716981,0,2568
27,0.5,R2,r,6.362001823452979e-4,1.588497944315407e-6,400.5042528522001,0,2736
27,0.5,R2,K,6.088228209059411e-4,1.649950552187774e-6,368.9945859884494,0,2736
27,0.5,R2,O2_0,8.222328313566495,0.0016315282119937222,5039.648259296011,0,2736
27,0.5,R3,r,5.25408989049585e-4,1.5360459245051373e-6,342.0529169522416,0,2690
27,0.5,R3,K,7.823825839706794e-4,1.9546533917436146e-6,400.2666596929334,0,2690
27,0.5,R3,O2_0,8.349449262621464,0.001710507993304851,4881.268778223946,0,2690
27,1,R1,r,7.96072878888033e-4,1.588845011838646e-5,50.10387249583269,1.9708487120568734e-299,1233
27,1,R1,K,6.739800850160716e-4,7.640719547001194e-6,88.20898095658978,0,1233
27,1,R1,O2_0,7.858083730765993,0.0026856117851130307,2925.9939110802147,0,1233
27,1,R3,r,5.292704679608403e-4,3.543092854758073e-5,14.9380919342849,3.0299341528736154e-45,903
27,1,R3,K,8.579150948937711e-4,1.501833052584733e-5,57.124531479531264,9.577265254952548e-302,903
27,1,R3,O2_0,8.116109664499213,0.0033431723673510963,2427.667129508452,0,903
27,2,R1,r,3.497374513269042e-4,2.4153088993553754e-6,144.80029921648782,0,2281
27,2,R1,K,0.0010689161317628223,3.34050584127781e-6,319.9863082274811,0,2281
27,2,R1,O2_0,7.990185736925301,0.002057665501158068,3883.131506276589,0,2281
27,2,R2,r,5.43276403810605e-4,1.9235430048752904e-6,282.4352782514615,0,2502
27,2,R2,K,7.725051342310405e-4,2.2360768695262488e-6,345.4734247998858,0,2502
27,2,R2,O2_0,8.273173242042258,0.0017894378636178787,4623.336417681242,0,2502
27,2,R3,r,7.598709708670278e-4,1.3975054276284236e-5,54.37338244592968,0,1188
27,2,R3,K,8.765662069733593e-4,8.350901814011304e-6,104.96665228450412,0,1188
27,2,R3,O2_0,7.756690736582843,0.002762840839459343,2807.505458077976,0,1188
27,4,R2,r,2.6431245546748285e-4,2.0862939856533597e-5,12.668993789229026,7.236550510112982e-34,868
27,4,R2,K,0.0017680468323092533,1.7009080322270166e-5,103.94723281977399,0,868
27,4,R2,O2_0,7.346539844875754,0.0033987300374160884,2161.5543935525457,0,868
27,4,R3,r,4.6279148518095476e-4,4.286202330235563e-5,10.79723842984147,3.0406953350152053e-25,702
27,4,R3,K,0.0013875874547735422,2.24368491610777e-5,61.84413171438787,6.976216768082907e-286,702
27,4,R3,O2_0,7.647438813068573,0.0037216179758964257,2054.8693774047388,0,702
27,Control,R1,r,6.393555581503698e-4,2.0493791327084752e-6,311.9752455493155,0,2359
27,Control,R1,K,7.844297184600108e-4,2.314105770806129e-6,338.97746955047404,0,2359
27,Control,R1,O2_0,8.121624145700034,0.0018300747082299217,4437.864809112302,0,2359
27,Control,R2,r,7.458873595611259e-4,2.122031180321843e-6,351.4968896206318,0,2242
27,Control,R2,K,7.619546567063854e-4,2.2464059118086375e-6,339.1883242031342,0,2242
27,Control,R2,O2_0,8.803009959680516,0.0017800463658736363,4945.382394778268,0,2242
27,Control,R3,r,6.82290021532657e-4,2.6532416939709206e-6,257.153361898034,0,2076
27,Control,R3,K,8.79080580362291e-4,2.92868814050131e-6,300.16189440088925,0,2076
27,Control,R3,O2_0,7.568914193265466,0.0019798718608672445,3822.931343622435,0,2076
28,0.06,R1,r,9.963297169678465e-5,1.85855215071258e-5,5.360784288919995,1.0073155481809678e-7,1113
28,0.06,R1,K,0.0011728423565341756,1.2702841803343117e-5,92.32913191326278,0,1113
28,0.06,R1,O2_0,7.493390390127664,0.003152416172307235,2377.0308171726247,0,1113
28,0.06,R2,r,0.0011303205029649852,1.709897351354091e-5,66.10458236395705,0,1356
28,0.06,R2,K,3.7181684894697947e-4,5.27348351886077e-6,70.5068760748309,0,1356
28,0.06,R2,O2_0,6.582689804918305,0.002416268501014285,2724.320497558557,0,1356
28,0.06,R3,r,6.389093491911612e-4,1.7175206968021321e-6,371.99513832977533,0,2628
28,0.06,R3,K,6.483638798519653e-4,1.8145909991275382e-6,357.3057951702069,0,2628
28,0.06,R3,O2_0,7.604686007102589,0.0016891219693732724,4502.153275482062,0,2628
28,0.12,R1,r,5.308635886631186e-4,1.8072561907463264e-6,293.74008587232595,0,2504
28,0.12,R1,K,8.324902360839249e-4,2.259130076199628e-6,368.5003554484846,0,2504
28,0.12,R1,O2_0,7.587053128363773,0.0017924860620785387,4232.698534663051,0,2504
28,0.12,R2,r,6.884385936032138e-4,1.9526057409731026e-6,352.57429554628004,0,2436
28,0.12,R2,K,6.946443889853619e-4,2.0483821944358206e-6,339.1185448068619,0,2436
28,0.12,R2,O2_0,7.646772991590822,0.0017662972694177724,4329.267289255019,0,2436
28,0.12,R3,r,0.0010838993104312063,6.475436103502457e-5,16.73863031163172,2.786057908770307e-53,714
28,0.12,R3,K,7.136864136763928e-4,1.867228795686251e-5,38.2216906318701,1.1438260628976719e-174,714
28,0.12,R3,O2_0,7.6982085644802245,0.003575765675156479,2152.883959361611,0,714
28,0.25,R1,r,0.0011893113844790868,8.609338998587414e-5,13.814200888990714,2.4514815341199674e-38,666
28,0.25,R1,K,6.655702322278291e-4,2.1639263704999857e-5,30.757526748659465,7.889203034458944e-130,666
28,0.25,R1,O2_0,8.016727501177044,0.0038858661530385336,2063.0477699054054,0,666
28,0.25,R2,r,5.332753459450081e-4,8.168887975505152e-6,65.28126564399743,0,1578
28,0.25,R2,K,7.782883206921908e-4,5.718502315790626e-6,136.10002719472303,0,1578
28,0.25,R2,O2_0,7.975198466157301,0.0024681873173206807,3231.196599298107,0,1578
28,0.25,R3,r,6.911408385342891e-4,1.812571063712741e-6,381.30413332242307,0,2486
28,0.25,R3,K,6.908121046163754e-4,1.937092686314814e-6,356.6231546362389,0,2486
28,0.25,R3,O2_0,7.774560408337595,0.0017276789450933285,4500.002984013686,0,2486
28,0.5,R1,r,5.198526019487805e-4,1.5804378220772968e-6,328.9294869351433,0,2665
28,0.5,R1,K,7.86546247955564e-4,1.9975938785034156e-6,393.7468253280989,0,2665
28,0.5,R1,O2_0,7.799208042823558,0.001716707070991876,4543.1210569415,0,2665
28,0.5,R2,r,6.625850647098452e-4,3.7272360553909874e-5,17.776847370627294,9.63464500038806e-61,893
28,0.5,R2,K,7.900239091455024e-4,1.4577463644190504e-5,54.19488111433894,2.7320212861898675e-284,893
28,0.5,R2,O2_0,7.548725219018623,0.0033135723364764373,2278.122959900653,0,893
28,0.5,R3,r,4.912993095653166e-4,3.7308013207033526e-5,13.168734202996742,2.3634068524801734e-35,666
28,0.5,R3,K,0.001887821822703168,2.521471992851259e-5,74.86983111672143,0,666
28,0.5,R3,O2_0,6.175207547907295,0.003970441332108382,1555.2949990645343,0,666
28,1,R1,r,0.0017666215562082688,7.39195761353198e-5,23.899238179805423,9.071543978609029e-92,672
28,1,R1,K,5.987219594534221e-4,1.7586933366734427e-5,34.043567856230176,3.045971554685743e-148,672
28,1,R1,O2_0,8.005840074074158,0.0035850872491401823,2233.094906126542,0,672
28,1,R2,r,5.133306567550754e-4,1.966856956458678e-5,26.09903354025939,1.2103641251869648e-117,1120
28,1,R2,K,8.743008774475746e-4,1.0656255807826792e-5,82.04578542544176,0,1120
28,1,R2,O2_0,7.947359487302698,0.003023555133641856,2628.481749472895,0,1120
28,1,R3,r,4.7777677506518186e-4,1.4834329341498506e-6,322.0750760390754,0,2874
28,1,R3,K,7.240663085309627e-4,1.8591487041176725e-6,389.4612125040288,0,2874
28,1,R3,O2_0,7.861438395858223,0.0017164041936209027,4580.178972456272,0,2874
28,2,R1,r,4.557538581143471e-4,1.4058320897130709e-6,324.1879748294592,0,2800
28,2,R1,K,8.449386467324367e-4,1.983883795876596e-6,425.90127934337676,0,2800
28,2,R1,O2_0,8.168769871040377,0.0017313630259807211,4718.115004456227,0,2800
28,2,R2,r,2.9479261956926627e-4,1.534487114226283e-6,192.11149890815875,0,2689
28,2,R2,K,0.0011099461862576052,2.596441799288251e-6,427.4874124125828,0,2689
28,2,R2,O2_0,7.9227264933215045,0.0018826321392052176,4208.324254289108,0,2689
28,2,R3,r,3.827362481230183e-4,1.3991642211773441e-6,273.5463373991654,0,2840
28,2,R3,K,9.20068063009514e-4,2.139008377385001e-6,430.13766226307325,0,2840
28,2,R3,O2_0,8.118272750751022,0.0017871589723890088,4542.557699776876,0,2840
28,4,R1,r,3.0348240579225445e-4,1.1330685189072955e-6,267.8411770586705,0,3094
28,4,R1,K,9.598601552936908e-4,1.938202811262125e-6,495.2320519381798,0,3094
28,4,R1,O2_0,8.115288899745897,0.0016878921092523362,4807.94291013104,0,3094
28,4,R2,r,2.3236325956228673e-4,9.64042917970801e-7,241.02999485892659,0,3201
28,4,R2,K,0.0011116371564964425,1.9342589084308483e-6,574.709596347807,0,3201
28,4,R2,O2_0,8.1446533714308,0.0016460416916874786,4948.023742388394,0,3201
28,4,R3,r,3.0743021370231006e-4,1.2263854117387738e-6,250.67993369754322,0,2910
28,4,R3,K,0.001043892610296731,2.1356066147441417e-6,488.8037914331874,0,2910
28,4,R3,O2_0,8.280018435376627,0.0017264540073986918,4795.968151999843,0,2910
28,Control,R1,r,5.588138919204865e-4,1.8555149963338606e-6,301.1637701794892,0,2352
28,Control,R1,K,9.319230648302775e-4,2.4352769404282404e-6,382.67642146128975,0,2352
28,Control,R1,O2_0,7.7155493127885535,0.0018065473623724419,4270.881280774248,0,2352
28,Control,R2,r,6.202131777422137e-4,1.8791525450223706e-6,330.04940412372446,0,2397
28,Control,R2,K,8.367182876713994e-4,2.295035003154937e-6,364.5775713752427,0,2397
28,Control,R2,O2_0,8.16907503374708,0.001831601998342106,4460.071042257763,0,2397
28,Control,R3,r,5.960243464692456e-4,1.7504414112620525e-6,340.4994549572027,0,2534
28,Control,R3,K,7.566445019545258e-4,2.048364292063338e-6,369.38961730891634,0,2534
28,Control,R3,O2_0,7.648940361651982,0.001741232100084602,4392.832156770105,0,2534
