variable,mean,sd,q2.5,q50,q97.5
b_alpha_Dose_keyD1,7.552820701445244,0.11068307252167442,7.3312204307858,7.553546518489219,7.76502512556135
b_alpha_Dose_keyD2,7.609577072915501,0.10808065926392084,7.399340525213258,7.609791633966024,7.823438087575569
b_alpha_Dose_keyD3,7.688602546613504,0.10795146904129463,7.47574478217214,7.689353740004908,7.901255209610058
b_alpha_Dose_keyD4,7.815934202273542,0.10934532700538348,7.599275844126436,7.816121657477886,8.032545679438472
b_alpha_Dose_keyD5,7.935271234550599,0.10996514656691332,7.712217703641687,7.936843846784316,8.14836616031945
b_alpha_Dose_keyD6,8.006425274793223,0.11686657800005602,7.775164797762304,8.006066626519452,8.240140445611985
b_alpha_Dose_keyD7,7.961173062487631,0.11008307527751718,7.746914847503479,7.96045419117236,8.176895309247689
b_alpha_Dose_keyD8,8.083396185002462,0.10930105689408863,7.8643980531222555,8.084086784196746,8.299112042359416
b_E_Dose_keyD1,0.6469892851883169,0.14412152882960508,0.3609828889645232,0.647045297005223,0.9284791918553462
b_E_Dose_keyD2,0.5423885514037181,0.14294924731226766,0.262226405142316,0.5415039132883348,0.8244858414416972
b_E_Dose_keyD3,0.6183413846493582,0.14629678762033987,0.330107052260333,0.6212142821131514,0.9037026088505916
b_E_Dose_keyD4,0.6649318849504653,0.14559492737295254,0.3818675727854636,0.665977415020429,0.9486189463193007
b_E_Dose_keyD5,0.5376308855643879,0.1426860942080055,0.2537523473647276,0.5367560317259479,0.8214727856849809
b_E_Dose_keyD6,0.5143805054694662,0.15680622901662758,0.20574964907965604,0.5139336902306304,0.8277110762769392
b_E_Dose_keyD7,0.6831433380996839,0.14363901019394404,0.39807194781075655,0.6825242715597067,0.9689808704331759
b_E_Dose_keyD8,0.6636921287436842,0.14328407046517308,0.385461136579268,0.6633908688917428,0.9468819571680455
sigma,0.35485500400718395,0.02431919657112476,0.31059974161607024,0.3534724841487651,0.4051628473207618
