variable,mean,sd,q2.5,q50,q97.5
b_lnB0_Dose_keyD1,7.477932405263758,0.08816433471170378,7.304010842925985,7.477223217820857,7.656006875313341
b_lnB0_Dose_keyD2,7.36302478994421,0.08476863606957136,7.197080463584082,7.362941069516403,7.529963443525543
b_lnB0_Dose_keyD3,7.336165429845391,0.09451616052846952,7.1557001207453945,7.335836601157906,7.525276853323957
b_lnB0_Dose_keyD4,7.279848446054694,0.09799410775048722,7.096814305427449,7.277707669915303,7.479433516422699
b_lnB0_Dose_keyD5,7.0522924265012445,0.0985370609850746,6.868210921510215,7.050134764429801,7.25305470525866
b_lnB0_Dose_keyD6,6.905541551902787,0.10215528832733312,6.7173251367299,6.902013387721173,7.11434610723315
b_lnB0_Dose_keyD7,6.718686272949604,0.10973330965072647,6.529068470536454,6.7119463352482605,6.952957230474233
b_lnB0_Dose_keyD8,6.47927639191432,0.09148748384890332,6.3064515216521295,6.478118196849295,6.664728670559497
b_E_Dose_keyD1,0.3567836910456536,0.13477121338918208,0.08734011552007305,0.3582489501969546,0.615810980532514
b_E_Dose_keyD2,0.41050164344084183,0.13082552664827798,0.15082726396179094,0.4129164286020234,0.6608070296782356
b_E_Dose_keyD3,0.34882479642994507,0.13442245999341523,0.07926495427759664,0.3508438599026046,0.6100836988471834
b_E_Dose_keyD4,0.3150686480208662,0.13308510769673657,0.060884931943251404,0.313290340558977,0.579919955900978
b_E_Dose_keyD5,0.47924172790918207,0.13784409363855554,0.20755177220978216,0.477677641061568,0.7504347227597103
b_E_Dose_keyD6,0.608373055617604,0.1504919033191345,0.30854508225411276,0.6096248698762163,0.8999210628039351
b_E_Dose_keyD7,0.42790889865883963,0.13591376575224537,0.16371337673759329,0.42859580860182356,0.6953428958530173
b_E_Dose_keyD8,0.5490024158294612,0.13717983306574955,0.27733318874716933,0.5501776797807578,0.8100955542658077
b_Eh_Dose_keyD1,4.21087959660886,1.214034474739626,1.980193518707337,4.156704215945917,6.716656690588934
b_Eh_Dose_keyD2,4.928558208932317,1.2192839849401544,2.5923301971088115,4.900394553281549,7.382099451040638
b_Eh_Dose_keyD3,3.7172665008298855,1.2030828924164856,1.532288511899412,3.6596920992403312,6.249134786649634
b_Eh_Dose_keyD4,3.6748388961345224,1.2763063676192492,1.3795930161600554,3.618474292103551,6.310259568822171
b_Eh_Dose_keyD5,3.6646619701945378,1.275997558798006,1.4277611650696138,3.590943940158926,6.33625143937414
b_Eh_Dose_keyD6,3.790808121047441,1.2895587623624165,1.4999061742031938,3.7310506453517673,6.521497515831643
b_Eh_Dose_keyD7,3.3664166143815817,1.3759095942886153,1.046274773779087,3.2148601452560523,6.408142348697454
b_Eh_Dose_keyD8,3.8710031405188636,1.240899740018636,1.6683290447775927,3.7668957891933195,6.526588873192061
b_Th_Dose_keyD1,301.35035581626937,0.8559722164347401,300.21842042158397,301.18557027058586,303.432724688036
b_Th_Dose_keyD2,300.84627582159004,0.6043356997942153,300.1784070632186,300.69594070134553,302.44476895710096
b_Th_Dose_keyD3,301.68904920089335,1.0120827256336806,300.24700394031095,301.5278172936625,304.0297696260989
b_Th_Dose_keyD4,301.85310277621414,1.0649589691818884,300.2922842482195,301.7043156686173,304.27367450508723
b_Th_Dose_keyD5,302.04345306114493,1.0788052010695335,300.35993415555424,301.9129736305399,304.5097528175144
b_Th_Dose_keyD6,301.9393823024664,1.0959447868475316,300.29349822811696,301.79524281647923,304.4573226844019
b_Th_Dose_keyD7,302.3214183648161,1.1480119547647492,300.419082244894,302.2351806101648,304.7833560690047
b_Th_Dose_keyD8,301.64953000227297,0.9891505451341179,300.24849628517273,301.48045373761846,304.0208953475476
sigma,0.30647853785259915,0.018551259973218912,0.27198127930267185,0.305682919304652,0.3456633722281079
