response,predictor,term,estimate,std_error,t_value,p_value,n,r_squared,adj_r_squared,aic,bic
log10(respiration_C_per_C_h),log10(dose + 1),(Intercept),-1.1150568878329974,0.025231718877800884,-44.192664528060966,2.1917764585241242e-89,156,0.10129361454974423,0.0954578588000673,-19.199233159968784,-10.049665138220174
log10(respiration_C_per_C_h),log10(dose + 1),log10_dose_plus1,0.3224161647854479,0.07738812537471187,4.166222701794555,5.14425852380001e-5,156,0.10129361454974423,0.0954578588000673,-19.199233159968784,-10.049665138220174
