response,predictor,term,estimate,std_error,t_value,p_value,n,r_squared,adj_r_squared,aic,bic
log10(respiration_C_per_C_h),T,(Intercept),-1.8629032100053637,0.07075757009997018,-26.327970383569586,6.856472942190129e-59,156,0.47635337605809613,0.4729530733052266,-103.4609647109209,-94.3113966891723
log10(respiration_C_per_C_h),T,T,0.03649354982874678,0.003083260933407594,11.83602381275412,2.1451161569434377e-23,156,0.47635337605809613,0.4729530733052266,-103.4609647109209,-94.3113966891723
