variable,mean,sd,q2.5,q50,q97.5
b_alpha_Dose_keyD1,0.1768566418331359,0.1749516237845678,-0.16963472023556783,0.1747380040486739,0.5145002805059622
b_alpha_Dose_keyD2,0.3474489647672482,0.17568169211725565,0.003370468604615224,0.34452216180257145,0.6892021038764828
b_alpha_Dose_keyD3,0.4419646072325908,0.17436685525621443,0.10037896264402005,0.4412466383257917,0.7907940973467533
b_alpha_Dose_keyD4,0.6314495360313102,0.17411511006336858,0.29009147278581393,0.6318706353555602,0.9700213526744644
b_alpha_Dose_keyD5,0.9460018096845912,0.17552525535451888,0.5978501567269616,0.9451769016008308,1.2928388277473166
b_alpha_Dose_keyD6,1.129740664970794,0.18426748487428748,0.762729127575684,1.1328886143700427,1.4860462846018165
b_alpha_Dose_keyD7,1.330361506686088,0.17188633763394578,0.9928407620602463,1.3321162414127006,1.6689394805675175
b_alpha_Dose_keyD8,1.6784868881307538,0.17905164795168346,1.3296819384093839,1.6800916657649052,2.020629686609074
b_E_Dose_keyD1,0.654720333057106,0.20600419161325423,0.25811942265764776,0.655172111752824,1.0550154180727145
b_E_Dose_keyD2,0.5813276467850307,0.20327642067459178,0.18472389833060626,0.5784274646519446,0.9911811837734222
b_E_Dose_keyD3,0.6199258493103195,0.20952107062707165,0.20882106958682067,0.6165743553971899,1.030161941562987
b_E_Dose_keyD4,0.6712629926506597,0.2129250346303905,0.2540973232440505,0.6701118533418384,1.0892738464622764
b_E_Dose_keyD5,0.4486464010906335,0.20201016315400802,0.06691954522071532,0.44410366263502077,0.860293312721788
b_E_Dose_keyD6,0.3771464259077409,0.20058768084388845,0.04393695173531902,0.3658913672063446,0.7962326624893384
b_E_Dose_keyD7,0.5820470065770343,0.206498705382576,0.18645411167261858,0.5804955679058836,0.9853631319842076
b_E_Dose_keyD8,0.5168378720508916,0.20923114952881486,0.10787692409080964,0.512211458472889,0.9427684849385878
sigma,0.6100341564451234,0.041495031688729415,0.5333991614401545,0.6085790545287115,0.6964930514746552
