variable,mean,sd,q2.5,q50,q97.5
b_alpha_Dose_keyD1,7.313495168896139,0.11101357570696854,7.087054906906285,7.315996856603101,7.523732613594795
b_alpha_Dose_keyD2,7.189257635292121,0.11203481894086185,6.963984199846084,7.193253434233939,7.402184839915842
b_alpha_Dose_keyD3,7.181699011909822,0.10842555696237186,6.961353110698704,7.183109551725323,7.388568092492461
b_alpha_Dose_keyD4,7.126801245819949,0.11031813091969879,6.899913509025526,7.12917814142875,7.344187536401389
b_alpha_Dose_keyD5,6.92077573754562,0.11409300631447396,6.692203545156651,6.921590891758937,7.142361733720911
b_alpha_Dose_keyD6,6.774098611403548,0.11996877710614014,6.535480055192139,6.774028439249076,7.003182433721046
b_alpha_Dose_keyD7,6.578469001063814,0.10923411742392163,6.355686080943483,6.578959951996227,6.789244913895752
b_alpha_Dose_keyD8,6.3437737582606655,0.11502613758157103,6.116353379268181,6.345397399285732,6.570778394588104
b_E_Dose_keyD1,0.16436645662193963,0.11313527090324159,0.0069052818127342186,0.1471011332667058,0.42551824451635634
b_E_Dose_keyD2,0.16719524089106147,0.11452275002613498,0.008573042142489898,0.14874309004455105,0.4395190946721097
b_E_Dose_keyD3,0.18133962434507472,0.11939454287053486,0.009832699916449795,0.16448923211992345,0.4517804309105813
b_E_Dose_keyD4,0.17176926102767998,0.11652075674275908,0.010299393361045994,0.15249397271315857,0.4412602653761218
b_E_Dose_keyD5,0.2861565550225691,0.1384781272873747,0.04193157874766912,0.27817041715557134,0.5744508196461298
b_E_Dose_keyD6,0.40995159298519057,0.15893325296276256,0.10054097805824319,0.4096005128978296,0.7231766989760897
b_E_Dose_keyD7,0.25764850178055493,0.1339772963374192,0.028763509941136335,0.25041383041196164,0.5439137420395825
b_E_Dose_keyD8,0.3178064365419578,0.1432803697407055,0.05420519718142446,0.31412166952218723,0.6113262213593612
sigma,0.30317752211938476,0.021376952905205353,0.26500217031072654,0.30220301313363007,0.3480331244962768
