param,slope,T,T_fac
b_T_fac24:log10_dose,-1.2774585277771338,24,24
b_T_fac26:log10_dose,-0.6573001212058104,26,26
b_T_fac27:log10_dose,-0.29613226172740725,27,27
b_T_fac28:log10_dose,-0.5584555711488183,28,28
b_T_fac15:log10_dose,-0.9552314736919094,15,15
b_T_fac18:log10_dose,-0.4285733178415524,18,18
b_T_fac21:log10_dose,-0.7149071611778325,21,21
b_T_fac24:log10_dose,-1.4265208546878345,24,24
b_T_fac26:log10_dose,-0.7821914512921794,26,26
b_T_fac27:log10_dose,-0.16851156604073309,27,27
b_T_fac28:log10_dose,-0.3232360219983592,28,28
b_T_fac15:log10_dose,-0.7770145272403002,15,15
b_T_fac18:log10_dose,-0.4419696815267514,18,18
b_T_fac21:log10_dose,-0.5843409038181856,21,21
b_T_fac24:log10_dose,-1.1893879860420535,24,24
b_T_fac26:log10_dose,-0.7665338051379615,26,26
b_T_fac27:log10_dose,0.1605746632678329,27,27
b_T_fac28:log10_dose,-0.31417470696496386,28,28
b_T_fac15:log10_dose,-0.6918252765296877,15,15
b_T_fac18:log10_dose,-0.1452440192357235,18,18
b_T_fac21:log10_dose,-0.65486738717881,21,21
b_T_fac24:log10_dose,-1.2385195632277437,24,24
b_T_fac26:log10_dose,-0.6473645582741734,26,26
b_T_fac27:log10_dose,-0.13313198057847142,27,27
b_T_fac28:log10_dose,-0.4111888208392818,28,28
b_T_fac15:log10_dose,-0.8983410261731845,15,15
b_T_fac18:log10_dose,-0.41677774762938424,18,18
b_T_fac21:log10_dose,-0.6106184436636274,21,21
b_T_fac24:log10_dose,-1.2870383065769448,24,24
b_T_fac26:log10_dose,-0.7551351271994572,26,26
b_T_fac27:log10_dose,-0.37391172444803206,27,27
b_T_fac28:log10_dose,-0.4176278763516342,28,28
b_T_fac15:log10_dose,-0.8165747649667949,15,15
b_T_fac18:log10_dose,-0.44926368149056334,18,18
b_T_fac21:log10_dose,-0.3316444168852991,21,21
b_T_fac24:log10_dose,-1.0519062376467216,24,24
b_T_fac26:log10_dose,-0.6250581769723378,26,26
b_T_fac27:log10_dose,-0.11435937923307136,27,27
b_T_fac28:log10_dose,-0.5481027959006523,28,28
b_T_fac15:log10_dose,-0.9566302589144585,15,15
b_T_fac18:log10_dose,-0.3747338376119507,18,18
b_T_fac21:log10_dose,-0.7703936302968979,21,21
b_T_fac24:log10_dose,-1.3464282780092942,24,24
b_T_fac26:log10_dose,-0.6609267588316647,26,26
b_T_fac27:log10_dose,-0.06957557842662533,27,27
b_T_fac28:log10_dose,-0.3524228402495766,28,28
b_T_fac15:log10_dose,-1.0373938780447411,15,15
b_T_fac18:log10_dose,-0.3325830366990814,18,18
b_T_fac21:log10_dose,-0.668013027926772,21,21
b_T_fac24:log10_dose,-1.3362605955393925,24,24
b_T_fac26:log10_dose,-0.5681895814930935,26,26
b_T_fac27:log10_dose,-0.2435201202324829,27,27
b_T_fac28:log10_dose,-0.6649031319293867,28,28
b_T_fac15:log10_dose,-0.810777254267134,15,15
b_T_fac18:log10_dose,-0.776558033951613,18,18
b_T_fac21:log10_dose,-0.625582130782918,21,21
b_T_fac24:log10_dose,-1.0896459381906909,24,24
b_T_fac26:log10_dose,-0.5395837290741147,26,26
b_T_fac27:log10_dose,-0.20481502053416187,27,27
b_T_fac28:log10_dose,-0.3700681362721553,28,28
b_T_fac15:log10_dose,-0.7467897159184768,15,15
b_T_fac18:log10_dose,-0.4820116171744762,18,18
b_T_fac21:log10_dose,-0.6786504744118341,21,21
b_T_fac24:log10_dose,-0.9589711073179245,24,24
b_T_fac26:log10_dose,-0.4578195263514815,26,26
b_T_fac27:log10_dose,-0.15924206555677958,27,27
b_T_fac28:log10_dose,-0.8476782797213045,28,28
b_T_fac15:log10_dose,-0.9814211378104177,15,15
b_T_fac18:log10_dose,-0.6984233755347585,18,18
b_T_fac21:log10_dose,-0.732153419731154,21,21
b_T_fac24:log10_dose,-1.055405506982942,24,24
b_T_fac26:log10_dose,-0.5561731385413058,26,26
b_T_fac27:log10_dose,-0.3027976770249536,27,27
b_T_fac28:log10_dose,-0.3638508098646098,28,28
b_T_fac15:log10_dose,-1.0679399936322367,15,15
b_T_fac18:log10_dose,-0.17627084636812862,18,18
b_T_fac21:log10_dose,-0.3763299207885725,21,21
b_T_fac24:log10_dose,-1.3639525785776188,24,24
b_T_fac26:log10_dose,-0.4751713920882948,26,26
b_T_fac27:log10_dose,-0.3423799551333495,27,27
b_T_fac28:log10_dose,-0.46984566751556944,28,28
b_T_fac15:log10_dose,-1.0493969134446777,15,15
b_T_fac18:log10_dose,-0.37598520166539445,18,18
b_T_fac21:log10_dose,-0.6681400734161629,21,21
b_T_fac24:log10_dose,-1.1538106525436178,24,24
b_T_fac26:log10_dose,-0.671221486916505,26,26
b_T_fac27:log10_dose,-0.24322419594569494,27,27
b_T_fac28:log10_dose,-0.3385487178131484,28,28
b_T_fac15:log10_dose,-0.9803067425396046,15,15
b_T_fac18:log10_dose,-0.30614754284569756,18,18
b_T_fac21:log10_dose,-0.5230005579564986,21,21
b_T_fac24:log10_dose,-1.2644243577576992,24,24
b_T_fac26:log10_dose,-0.7302696543764919,26,26
b_T_fac27:log10_dose,-0.26526072101934145,27,27
b_T_fac28:log10_dose,-0.47617684800013965,28,28
b_T_fac15:log10_dose,-1.0135667348310944,15,15
b_T_fac18:log10_dose,-0.2231881932816867,18,18
b_T_fac21:log10_dose,-0.36477264140758164,21,21
b_T_fac24:log10_dose,-1.2462810574544794,24,24
b_T_fac26:log10_dose,-0.4354797400625431,26,26
b_T_fac27:log10_dose,-0.31919478663523865,27,27
b_T_fac28:log10_dose,-0.6671785163349708,28,28
b_T_fac15:log10_dose,-1.122190650501024,15,15
b_T_fac18:log10_dose,-0.29336378346568187,18,18
b_T_fac21:log10_dose,-0.8547333670851748,21,21
b_T_fac24:log10_dose,-1.0301819587014145,24,24
b_T_fac26:log10_dose,-0.4810747435678591,26,26
b_T_fac27:log10_dose,-0.24228618530106483,27,27
b_T_fac28:log10_dose,-0.21570052863733785,28,28
b_T_fac15:log10_dose,-1.187933149306649,15,15
b_T_fac18:log10_dose,-0.2568270389362241,18,18
b_T_fac21:log10_dose,-0.890477960356473,21,21
b_T_fac24:log10_dose,-1.2400237052747936,24,24
b_T_fac26:log10_dose,-0.583922368681013,26,26
b_T_fac27:log10_dose,-0.12551683878756376,27,27
b_T_fac28:log10_dose,-0.31017525109012956,28,28
b_T_fac15:log10_dose,-1.5160582762893637,15,15
b_T_fac18:log10_dose,-0.3411979230151188,18,18
b_T_fac21:log10_dose,-0.7435034486504568,21,21
b_T_fac24:log10_dose,-1.2469893108882677,24,24
b_T_fac26:log10_dose,-0.4833441812840086,26,26
b_T_fac27:log10_dose,-0.36816295377143265,27,27
b_T_fac28:log10_dose,-0.43437355816238016,28,28
b_T_fac15:log10_dose,-1.0403436472999437,15,15
b_T_fac18:log10_dose,-0.493831003636896,18,18
b_T_fac21:log10_dose,-0.6927674692623507,21,21
b_T_fac24:log10_dose,-1.039504924945276,24,24
b_T_fac26:log10_dose,-0.6239682998565639,26,26
b_T_fac27:log10_dose,-0.024629736797353995,27,27
b_T_fac28:log10_dose,-0.3110816626852005,28,28
b_T_fac15:log10_dose,-1.2014833814840684,15,15
b_T_fac18:log10_dose,-0.4642279079087813,18,18
b_T_fac21:log10_dose,-0.5569593262768017,21,21
b_T_fac24:log10_dose,-1.192929885067171,24,24
b_T_fac26:log10_dose,-0.6260171198304354,26,26
b_T_fac27:log10_dose,-0.05684433814961226,27,27
b_T_fac28:log10_dose,-0.4325619857366344,28,28
b_T_fac15:log10_dose,-1.0162232243164915,15,15
b_T_fac18:log10_dose,-0.2611028546785638,18,18
b_T_fac21:log10_dose,-0.5662611677471829,21,21
b_T_fac24:log10_dose,-1.2771477689689437,24,24
b_T_fac26:log10_dose,-0.7790776785674456,26,26
b_T_fac27:log10_dose,-0.19766647267024423,27,27
b_T_fac28:log10_dose,-0.5142861967217319,28,28
b_T_fac15:log10_dose,-0.9658092147725512,15,15
b_T_fac18:log10_dose,-0.30861432781523684,18,18
b_T_fac21:log10_dose,-0.8236924593349085,21,21
b_T_fac24:log10_dose,-1.053333161040755,24,24
b_T_fac26:log10_dose,-0.5245826804384911,26,26
b_T_fac27:log10_dose,-0.24472914359804782,27,27
b_T_fac28:log10_dose,-0.3722352766540523,28,28
b_T_fac15:log10_dose,-0.841991753103102,15,15
b_T_fac18:log10_dose,-0.5460790390282791,18,18
b_T_fac21:log10_dose,-0.20457659657136368,21,21
b_T_fac24:log10_dose,-1.4074740147026412,24,24
b_T_fac26:log10_dose,-0.7954401350121991,26,26
b_T_fac27:log10_dose,-0.24602377848168847,27,27
b_T_fac28:log10_dose,-0.5597486106878298,28,28
b_T_fac15:log10_dose,-0.6675201848758034,15,15
b_T_fac18:log10_dose,-0.5164125966813422,18,18
b_T_fac21:log10_dose,-0.6099350069814496,21,21
b_T_fac24:log10_dose,-1.6135037329180724,24,24
b_T_fac26:log10_dose,-0.7353007520925061,26,26
b_T_fac27:log10_dose,-0.31594986573187955,27,27
b_T_fac28:log10_dose,-0.6264455523182113,28,28
b_T_fac15:log10_dose,-0.8179894816881209,15,15
b_T_fac18:log10_dose,-0.6806697936842055,18,18
b_T_fac21:log10_dose,-0.5752702188670326,21,21
b_T_fac24:log10_dose,-1.361392519607336,24,24
b_T_fac26:log10_dose,-0.5174044531580947,26,26
b_T_fac27:log10_dose,-0.18978378015339412,27,27
b_T_fac28:log10_dose,-0.35378587215204527,28,28
b_T_fac15:log10_dose,-1.1993627051124567,15,15
b_T_fac18:log10_dose,-0.4184512208347513,18,18
b_T_fac21:log10_dose,-0.48800701097336224,21,21
b_T_fac24:log10_dose,-0.863366729288053,24,24
b_T_fac26:log10_dose,-0.5051309797757063,26,26
b_T_fac27:log10_dose,-0.04948275936436425,27,27
b_T_fac28:log10_dose,-0.6118553915508398,28,28
b_T_fac15:log10_dose,-1.0547482269168076,15,15
b_T_fac18:log10_dose,-0.5387545872441929,18,18
b_T_fac21:log10_dose,-0.5913313734699925,21,21
b_T_fac24:log10_dose,-0.9555792084613084,24,24
b_T_fac26:log10_dose,-0.5638478901974278,26,26
b_T_fac27:log10_dose,-0.19912014096125746,27,27
b_T_fac28:log10_dose,-0.5675384707190465,28,28
b_T_fac15:log10_dose,-1.0606297187700113,15,15
b_T_fac18:log10_dose,-0.3949789701590925,18,18
b_T_fac21:log10_dose,-0.5849464179285356,21,21
b_T_fac24:log10_dose,-1.0532144220421962,24,24
b_T_fac26:log10_dose,-0.6957606531569906,26,26
b_T_fac27:log10_dose,-0.2253129690974242,27,27
b_T_fac28:log10_dose,-0.6370601411593071,28,28
b_T_fac15:log10_dose,-0.7836194935589826,15,15
b_T_fac18:log10_dose,-0.49612549773584974,18,18
b_T_fac21:log10_dose,-0.3784176573906036,21,21
b_T_fac24:log10_dose,-0.9328133568103755,24,24
b_T_fac26:log10_dose,-0.6881884996511004,26,26
b_T_fac27:log10_dose,-0.14499388212516207,27,27
b_T_fac28:log10_dose,-0.5183830153041252,28,28
b_T_fac15:log10_dose,-0.9409227559144889,15,15
b_T_fac18:log10_dose,-0.0927832637333369,18,18
b_T_fac21:log10_dose,-0.6329268957045496,21,21
b_T_fac24:log10_dose,-0.9894146746850773,24,24
b_T_fac26:log10_dose,-0.48995703676158736,26,26
b_T_fac27:log10_dose,-0.5248716894560806,27,27
b_T_fac28:log10_dose,-0.34970758688341125,28,28
b_T_fac15:log10_dose,-1.0398979862385838,15,15
b_T_fac18:log10_dose,-0.6019557656937298,18,18
b_T_fac21:log10_dose,-0.7531127236336491,21,21
b_T_fac24:log10_dose,-1.168324605220659,24,24
b_T_fac26:log10_dose,-0.5745002369759945,26,26
b_T_fac27:log10_dose,0.04221450608915911,27,27
b_T_fac28:log10_dose,-0.7751076053784393,28,28
b_T_fac15:log10_dose,-1.0037774937496882,15,15
b_T_fac18:log10_dose,-0.49240139115422776,18,18
b_T_fac21:log10_dose,-0.6190381609511394,21,21
b_T_fac24:log10_dose,-1.0086540642394008,24,24
b_T_fac26:log10_dose,-0.631765787912423,26,26
b_T_fac27:log10_dose,-0.5539534137196531,27,27
b_T_fac28:log10_dose,-0.32943474005000417,28,28
b_T_fac15:log10_dose,-0.7372766211086824,15,15
b_T_fac18:log10_dose,-0.524835893257526,18,18
b_T_fac21:log10_dose,-0.3038905970031765,21,21
b_T_fac24:log10_dose,-1.0234711082081165,24,24
b_T_fac26:log10_dose,-0.4281644118445639,26,26
b_T_fac27:log10_dose,-0.5797176175965987,27,27
b_T_fac28:log10_dose,-0.617826412966018,28,28
b_T_fac15:log10_dose,-1.1176367740909159,15,15
b_T_fac18:log10_dose,-0.3263556119554972,18,18
b_T_fac21:log10_dose,-0.5428263386556151,21,21
b_T_fac24:log10_dose,-1.089830229497215,24,24
b_T_fac26:log10_dose,-0.6934168391113474,26,26
b_T_fac27:log10_dose,-0.450765741803123,27,27
b_T_fac28:log10_dose,-0.5661109220749138,28,28
b_T_fac15:log10_dose,-0.820337137277622,15,15
b_T_fac18:log10_dose,-0.4487967971320123,18,18
b_T_fac21:log10_dose,-0.4410910540471643,21,21
b_T_fac24:log10_dose,-0.9756631356922871,24,24
b_T_fac26:log10_dose,-0.284966263018162,26,26
b_T_fac27:log10_dose,-0.0607077442824289,27,27
b_T_fac28:log10_dose,-0.6296587865189617,28,28
b_T_fac15:log10_dose,-0.8388600741013987,15,15
b_T_fac18:log10_dose,-0.34785388141392365,18,18
b_T_fac21:log10_dose,-0.44577337775137277,21,21
b_T_fac24:log10_dose,-1.0391205205957357,24,24
b_T_fac26:log10_dose,-0.24295654850833154,26,26
b_T_fac27:log10_dose,-0.02057888299618621,27,27
b_T_fac28:log10_dose,-0.6181873891237667,28,28
b_T_fac15:log10_dose,-0.9400382678061051,15,15
b_T_fac18:log10_dose,0.02227133060303705,18,18
b_T_fac21:log10_dose,-0.6638182901600753,21,21
b_T_fac24:log10_dose,-0.9461344256223452,24,24
b_T_fac26:log10_dose,-0.8579546894476662,26,26
b_T_fac27:log10_dose,-0.004945763930469076,27,27
b_T_fac28:log10_dose,-0.6742621606272224,28,28
b_T_fac15:log10_dose,-1.025069264424187,15,15
b_T_fac18:log10_dose,-0.46969376661791723,18,18
b_T_fac21:log10_dose,-0.6786376163924459,21,21
b_T_fac24:log10_dose,-1.2589595168201668,24,24
b_T_fac26:log10_dose,-0.4211019898999699,26,26
b_T_fac27:log10_dose,-0.24555099123438415,27,27
b_T_fac28:log10_dose,-0.24255348423619533,28,28
b_T_fac15:log10_dose,-0.7503638437826017,15,15
b_T_fac18:log10_dose,-0.24319909083888114,18,18
b_T_fac21:log10_dose,-0.6949427976911873,21,21
b_T_fac24:log10_dose,-1.1180158950975425,24,24
b_T_fac26:log10_dose,-0.5782764027847238,26,26
b_T_fac27:log10_dose,-0.17973618359087765,27,27
b_T_fac28:log10_dose,-0.7776228597101168,28,28
b_T_fac15:log10_dose,-0.7081800015338477,15,15
b_T_fac18:log10_dose,-0.3119918673781268,18,18
b_T_fac21:log10_dose,-0.6303723404015799,21,21
b_T_fac24:log10_dose,-1.035072467075669,24,24
b_T_fac26:log10_dose,-0.5258096919435508,26,26
b_T_fac27:log10_dose,-0.2916845514590656,27,27
b_T_fac28:log10_dose,-0.7713077358810905,28,28
b_T_fac15:log10_dose,-0.8832298174089956,15,15
b_T_fac18:log10_dose,-0.2738374074013751,18,18
b_T_fac21:log10_dose,-0.6573153213975482,21,21
b_T_fac24:log10_dose,-1.0604756021379753,24,24
b_T_fac26:log10_dose,-0.546730776936933,26,26
b_T_fac27:log10_dose,-0.1470775515870918,27,27
b_T_fac28:log10_dose,-0.27511224352152575,28,28
b_T_fac15:log10_dose,-0.8809818916767659,15,15
b_T_fac18:log10_dose,-0.37221189322562653,18,18
b_T_fac21:log10_dose,-0.5148478112144316,21,21
b_T_fac24:log10_dose,-1.2356941679652378,24,24
b_T_fac26:log10_dose,-0.26918995872770535,26,26
b_T_fac27:log10_dose,-0.2800680836291945,27,27
b_T_fac28:log10_dose,-0.5028255449034699,28,28
b_T_fac15:log10_dose,-1.192808278676055,15,15
b_T_fac18:log10_dose,-0.5251484429661087,18,18
b_T_fac21:log10_dose,-0.5397133915883183,21,21
b_T_fac24:log10_dose,-1.1324152908945622,24,24
b_T_fac26:log10_dose,-0.8053383252287035,26,26
b_T_fac27:log10_dose,-0.22673792679738314,27,27
b_T_fac28:log10_dose,-0.6081740558843112,28,28
b_T_fac15:log10_dose,-0.7025089562665365,15,15
b_T_fac18:log10_dose,-0.21313314542119882,18,18
b_T_fac21:log10_dose,-0.6902695598957301,21,21
b_T_fac24:log10_dose,-1.115004712266944,24,24
b_T_fac26:log10_dose,-0.4718816339483066,26,26
b_T_fac27:log10_dose,-0.2807480026251109,27,27
b_T_fac28:log10_dose,-0.2607968940684596,28,28
b_T_fac15:log10_dose,-0.8478961503967622,15,15
b_T_fac18:log10_dose,-0.5405778538588062,18,18
b_T_fac21:log10_dose,-0.5616089116318456,21,21
b_T_fac24:log10_dose,-1.0796663115257377,24,24
b_T_fac26:log10_dose,-0.5730066694189105,26,26
b_T_fac27:log10_dose,-0.22523454885974953,27,27
b_T_fac28:log10_dose,-0.5730038678729006,28,28
b_T_fac15:log10_dose,-0.8842137009555264,15,15
b_T_fac18:log10_dose,-0.4544232421932458,18,18
b_T_fac21:log10_dose,-0.5435067440015859,21,21
b_T_fac24:log10_dose,-1.1412410654416445,24,24
b_T_fac26:log10_dose,-0.4221516218850247,26,26
b_T_fac27:log10_dose,-0.5398793491294979,27,27
b_T_fac28:log10_dose,-0.5681218502300563,28,28
b_T_fac15:log10_dose,-1.0950491054687337,15,15
b_T_fac18:log10_dose,-0.4049388099525022,18,18
b_T_fac21:log10_dose,-0.7557656117633955,21,21
b_T_fac24:log10_dose,-0.9762527579346052,24,24
b_T_fac26:log10_dose,-0.7369407661168733,26,26
b_T_fac27:log10_dose,-0.1344136986785776,27,27
b_T_fac28:log10_dose,-0.4681671084955996,28,28
b_T_fac15:log10_dose,-1.0322606267553815,15,15
b_T_fac18:log10_dose,-0.28280048107422723,18,18
b_T_fac21:log10_dose,-0.7144322093992594,21,21
b_T_fac24:log10_dose,-1.1295393678465087,24,24
b_T_fac26:log10_dose,-0.42477766715996784,26,26
b_T_fac27:log10_dose,-0.1599068095654797,27,27
b_T_fac28:log10_dose,-0.4936734442920128,28,28
b_T_fac15:log10_dose,-0.7173135640296906,15,15
b_T_fac18:log10_dose,-0.3723981203208799,18,18
b_T_fac21:log10_dose,-0.5668417840453325,21,21
b_T_fac24:log10_dose,-1.2366427154879978,24,24
b_T_fac26:log10_dose,-0.7083074303737422,26,26
b_T_fac27:log10_dose,-0.1885716756147541,27,27
b_T_fac28:log10_dose,-0.4949080862288533,28,28
b_T_fac15:log10_dose,-0.9788516344894854,15,15
b_T_fac18:log10_dose,-0.4692287493854394,18,18
b_T_fac21:log10_dose,-0.4388594092227867,21,21
b_T_fac24:log10_dose,-1.070610754057296,24,24
b_T_fac26:log10_dose,-0.61377062335617,26,26
b_T_fac27:log10_dose,-0.48568746410548175,27,27
b_T_fac28:log10_dose,-0.49107451056151535,28,28
b_T_fac15:log10_dose,-0.8894572794701475,15,15
b_T_fac18:log10_dose,-0.3427791035347865,18,18
b_T_fac21:log10_dose,-0.3691011445978952,21,21
b_T_fac24:log10_dose,-0.9762904482483717,24,24
b_T_fac26:log10_dose,-0.8389631562628939,26,26
b_T_fac27:log10_dose,-0.6230024059442367,27,27
b_T_fac28:log10_dose,-0.6898222749521071,28,28
b_T_fac15:log10_dose,-1.0131307034331978,15,15
b_T_fac18:log10_dose,-0.5368533935768386,18,18
b_T_fac21:log10_dose,-0.7297523633243382,21,21
b_T_fac24:log10_dose,-1.1592279806919288,24,24
b_T_fac26:log10_dose,-0.504718805264997,26,26
b_T_fac27:log10_dose,-0.11873755960599197,27,27
b_T_fac28:log10_dose,-0.32812757169028156,28,28
b_T_fac15:log10_dose,-1.431994930828446,15,15
b_T_fac18:log10_dose,-0.3387437481216028,18,18
b_T_fac21:log10_dose,-0.7526009538196229,21,21
b_T_fac24:log10_dose,-1.1621455134452394,24,24
b_T_fac26:log10_dose,-0.8074779446882215,26,26
b_T_fac27:log10_dose,-0.18692946616812986,27,27
b_T_fac28:log10_dose,-0.40128612070410713,28,28
b_T_fac15:log10_dose,-0.9086478493398316,15,15
b_T_fac18:log10_dose,-0.4360937656853456,18,18
b_T_fac21:log10_dose,-0.3647112680799366,21,21
b_T_fac24:log10_dose,-1.2430637934596263,24,24
b_T_fac26:log10_dose,-0.6585642238050015,26,26
b_T_fac27:log10_dose,-0.619450535366595,27,27
b_T_fac28:log10_dose,-0.5155421658308278,28,28
b_T_fac15:log10_dose,-0.8695671301488925,15,15
b_T_fac18:log10_dose,-0.3698064375056669,18,18
b_T_fac21:log10_dose,-0.5979498908400838,21,21
b_T_fac24:log10_dose,-1.1653430959021889,24,24
b_T_fac26:log10_dose,-0.3955130167485924,26,26
b_T_fac27:log10_dose,0.03776077650274313,27,27
b_T_fac28:log10_dose,-0.37435382856264504,28,28
b_T_fac15:log10_dose,-1.0296229455520818,15,15
b_T_fac18:log10_dose,-0.5517686612662872,18,18
b_T_fac21:log10_dose,-0.45944146890202625,21,21
b_T_fac24:log10_dose,-1.0539478147949426,24,24
b_T_fac26:log10_dose,-0.5424153024690632,26,26
b_T_fac27:log10_dose,-0.21811037525215304,27,27
b_T_fac28:log10_dose,-0.644205078758519,28,28
b_T_fac15:log10_dose,-1.079388433623172,15,15
b_T_fac18:log10_dose,-0.5914338296093529,18,18
b_T_fac21:log10_dose,-0.4245379594542317,21,21
b_T_fac24:log10_dose,-0.9977168914941555,24,24
b_T_fac26:log10_dose,-0.556543383304522,26,26
b_T_fac27:log10_dose,-0.21014365442780206,27,27
b_T_fac28:log10_dose,-0.7271903718144481,28,28
b_T_fac15:log10_dose,-0.8017156518344983,15,15
b_T_fac18:log10_dose,-0.25980841873770605,18,18
b_T_fac21:log10_dose,-0.673565972226606,21,21
b_T_fac24:log10_dose,-1.2577239729859002,24,24
b_T_fac26:log10_dose,-0.4259453957711329,26,26
b_T_fac27:log10_dose,-0.5817164726108569,27,27
b_T_fac28:log10_dose,-0.3882538851656344,28,28
b_T_fac15:log10_dose,-1.1777996227973964,15,15
b_T_fac18:log10_dose,-0.3581352217098281,18,18
b_T_fac21:log10_dose,-0.753592540124018,21,21
b_T_fac24:log10_dose,-0.8911685952028832,24,24
b_T_fac26:log10_dose,-0.719490821492236,26,26
b_T_fac27:log10_dose,0.30277484736573973,27,27
b_T_fac28:log10_dose,-0.43927149943448857,28,28
b_T_fac15:log10_dose,-1.1777906408722136,15,15
b_T_fac18:log10_dose,-0.31501380688173347,18,18
b_T_fac21:log10_dose,-0.6479442487223204,21,21
b_T_fac24:log10_dose,-0.898446111349498,24,24
b_T_fac26:log10_dose,-0.49359782390303775,26,26
b_T_fac27:log10_dose,0.2377295387442122,27,27
b_T_fac28:log10_dose,-0.37114630864863146,28,28
b_T_fac15:log10_dose,-0.5976695411006452,15,15
b_T_fac18:log10_dose,-0.1667099376236803,18,18
b_T_fac21:log10_dose,-0.5331409062730285,21,21
b_T_fac24:log10_dose,-1.4819355117162076,24,24
b_T_fac26:log10_dose,-0.4670459558970398,26,26
b_T_fac27:log10_dose,-0.5510188810804456,27,27
b_T_fac28:log10_dose,-0.6014235968043197,28,28
b_T_fac15:log10_dose,-0.6625546121966285,15,15
b_T_fac18:log10_dose,-0.18638463699399027,18,18
b_T_fac21:log10_dose,-0.5277569264812575,21,21
b_T_fac24:log10_dose,-1.112251595221625,24,24
b_T_fac26:log10_dose,-0.7249211444270425,26,26
b_T_fac27:log10_dose,-0.6139525503061666,27,27
b_T_fac28:log10_dose,-0.7583585435829165,28,28
b_T_fac15:log10_dose,-1.0727844686539965,15,15
b_T_fac18:log10_dose,-0.5021571439086473,18,18
b_T_fac21:log10_dose,-0.6422098531406075,21,21
b_T_fac24:log10_dose,-1.1162646337446491,24,24
b_T_fac26:log10_dose,-0.3561510245831173,26,26
b_T_fac27:log10_dose,0.02163638050423338,27,27
b_T_fac28:log10_dose,-0.2039135923270819,28,28
b_T_fac15:log10_dose,-1.0236720304999252,15,15
b_T_fac18:log10_dose,-0.49299650449946303,18,18
b_T_fac21:log10_dose,-0.6330998541158217,21,21
b_T_fac24:log10_dose,-1.0808713366397096,24,24
b_T_fac26:log10_dose,-0.41030664204733,26,26
b_T_fac27:log10_dose,-0.0023334952472485494,27,27
b_T_fac28:log10_dose,-0.13508051632549467,28,28
b_T_fac15:log10_dose,-0.8728038895835861,15,15
b_T_fac18:log10_dose,-0.1916824453694237,18,18
b_T_fac21:log10_dose,-0.6628331384040261,21,21
b_T_fac24:log10_dose,-1.253686854927099,24,24
b_T_fac26:log10_dose,-0.6649870992511306,26,26
b_T_fac27:log10_dose,-0.06505098046987454,27,27
b_T_fac28:log10_dose,-0.5792146195186877,28,28
b_T_fac15:log10_dose,-0.9317801487825592,15,15
b_T_fac18:log10_dose,-0.5457184395149481,18,18
b_T_fac21:log10_dose,-0.7274257240959159,21,21
