T,Dose,Replicate,r,K,O2_0,T_end_min,delta_Ninoc_to_N0_min,N_inoculation_cells_per_L,N0_cells_per_L,C_tot_O2_mg_per_L,biomass_integral_cells_min_per_L,R_O2_mg_cell_min,cell_volume_um3,cell_carbon_fg,growth_fgC_h,respiration_fgC_h,growth_C_per_C_h,respiration_C_per_C_h,CUE,resp_over_growth
15,0.5,R3,1.8962734714510034e-4,8.858903340673166e-4,8.591055254293888,3225,341.7,10000000,10669409.882091764,3.9396016809344365,47447436200.238754,8.30308652359727e-11,339.52108105202194,33952.10810520219,386.29489139838904,4981.851914158362,0.01137764082870602,0.14673174044810006,0.07196056765782226,12.896499604548325
15,1,R1,1.6446857955785933e-4,8.062250678220745e-4,7.779864962220083,3270,432.5,10000000,10737236.573083442,3.491483131966421,46499274055.22844,7.508683098621051e-11,339.52108105202194,33952.10810520219,335.0432995834492,4505.20985917263,0.009868114773471558,0.13269308183200368,0.06922020162878292,13.446649626403042
15,1,R3,3.475325874904354e-4,3.188165309844835e-4,7.82336845872018,2946,310.4,10000000,11139075.124877632,1.6364434999769137,57175413795.427345,2.8621454421512027e-11,339.52108105202194,33952.10810520219,707.967838833354,1717.2872652907217,0.02085195524942612,0.05057969478565593,0.2919147918210646,2.425657171264453
15,2,R1,3.2546819216030783e-4,2.837657761903313e-4,8.906425689499136,3104,369.3,10000000,11277171.897846898,1.5225425625555915,60507558135.59151,2.5162849228582696e-11,339.52108105202194,33952.10810520219,663.0198747018895,1509.770953714962,0.01952809152961847,0.04446766454197384,0.30514666484715514,2.277112664825912
15,2,R2,1.5601710120115398e-4,4.300359674773109e-4,8.600862912780824,3011,241.1,10000000,10383321.49144218,1.6527619182371194,39906332594.78261,4.14160312604923e-11,339.52108105202194,33952.10810520219,317.826569174511,2484.961875629538,0.009361026072069237,0.0731902086294544,0.11339656040173635,7.818609633812914
15,2,R3,2.818791329412753e-4,3.5264336052197564e-4,9.001203888883028,3002,254.8,10000000,10744649.353101522,1.664859799313028,50726418722.914566,3.282036937019099e-11,339.52108105202194,33952.10810520219,574.2234476533703,1969.2221622114594,0.016912747976476517,0.05799999682228074,0.22576596308025124,3.4293656419968754
15,4,R1,2.7661758488766575e-4,2.8258272342135605e-4,9.364123135193394,2724,479.6,10000000,11418683.149831664,1.1486838583107464,46416344419.678955,2.4747400353737107e-11,339.52108105202194,33952.10810520219,563.5050087543583,1484.8440212242263,0.016597055093259944,0.04373348531476655,0.2751020458462832,2.6350147703327615
15,4,R3,1.7283450417251913e-4,3.8981527676195207e-4,8.39949091720709,3098,242.6,10000000,10428211.144475814,1.5972963214299047,42730350227.750114,3.738083851212112e-11,339.52108105202194,33952.10810520219,352.0857461984633,2242.850310727267,0.010370070250351148,0.06605923566741984,0.13568185823260168,6.370182079063829
15,Control,R1,8.547285473408178e-4,2.3898745546741112e-4,9.460933749896725,3061,425.5,10000000,14386238.499449324,3.546896296674907,213511190187.70786,1.661222671072491e-11,339.52108105202194,33952.10810520219,1741.1901623950723,996.7336026434947,0.05128371284044907,0.029357046094312292,0.63595275537942,0.5724438514357618
15,Control,R2,6.08524431963736e-4,3.5032523504321933e-4,8.795529525110961,3463,327.7,10000000,12206865.621944238,4.160076962645893,144955302616.72266,2.8699032650399703e-11,339.52108105202194,33952.10810520219,1239.6412379213712,1721.9419590239822,0.03651146591782416,0.050716790653719195,0.4185738355079696,1.3890647603102753
15,Control,R3,6.379492759535965e-4,3.382259856263849e-4,9.946467082600835,3459,328.4,10000000,12330645.098319955,4.286681991964433,156278809253.46985,2.742970728047863e-11,339.52108105202194,33952.10810520219,1299.5833669687183,1645.782436828718,0.03827695655721579,0.04847364504522618,0.4412298687290984,1.266392352087046
18,0.06,R1,7.246463506574355e-4,4.7943786051678097e-4,8.77171816577818,2824,471.8,10000000,14076028.45853205,4.459292063373584,130922330416.9064,3.4060591872857024e-11,339.52108105202194,33952.10810520219,1476.1962741336902,2043.6355123714216,0.04347878103944613,0.06019171198557455,0.4193939834833486,1.3843928129209881
18,0.06,R2,6.811695966669523e-4,4.94856984628749e-4,7.861941289060439,2847,270.2,10000000,12020783.596195476,4.325332382014756,105068506984.54398,4.116678257026181e-11,339.52108105202194,33952.10810520219,1387.6286270408002,2470.0069542157084,0.04087017580001714,0.07274973755863043,0.35970961948376207,1.7800201769281336
18,0.06,R3,7.305514255130219e-4,3.281908630258833e-4,8.027766502457544,3297,490.6,10000000,14310501.270655181,4.545694637781634,198211395314.96997,2.2933568630392054e-11,339.52108105202194,33952.10810520219,1488.2256585256612,1376.014117823523,0.043833085530781316,0.04052809073180019,0.5195883636608742,0.9246004528551789
18,0.12,R1,6.773803019822551e-4,2.807767491067061e-4,8.089076724322666,3495,290,10000000,12170626.44946303,4.008288096199643,173744361938.37265,2.307003261274969e-11,339.52108105202194,33952.10810520219,1379.9093544741618,1384.2019567649816,0.0406428181189353,0.04076924921645417,0.49922351131928633,1.0031107857026271
18,0.12,R2,6.982142235496432e-4,4.0010298620193186e-4,8.820977044852576,3149,255.9,10000000,11956297.330032874,4.591794567600752,137216824222.7412,3.3463786919794825e-11,339.52108105202194,33952.10810520219,1422.3506879128377,2007.8272151876897,0.04189285341297859,0.059137041180663756,0.41465799386882507,1.411626002117651
18,0.12,R3,7.796976771184475e-4,3.9030969408329516e-4,8.512001589234675,2984,232.3,10000000,11985635.167925598,4.627082847170161,142088520317.69598,3.256479015211404e-11,339.52108105202194,33952.10810520219,1588.3427893740336,1953.8874091268422,0.04678186062710685,0.05754833847349422,0.4484019107640841,1.2301421470215945
18,0.25,R1,6.070424206751309e-4,4.29473998134871e-4,8.657643008908048,3200,323.9,10000000,12172826.519227134,4.2282326076377235,119843208760.56856,3.5281370144929885e-11,339.52108105202194,33952.10810520219,1236.6221934723403,2116.8822086957935,0.03642254524050786,0.06234906539931291,0.3687552020724439,1.7118261501936582
18,0.25,R2,6.42088262333904e-4,4.86763795438701e-4,8.36317595621484,3096,424.5,10000000,13133307.496401738,4.776168534643405,128865151040.20229,3.70633060690968e-11,339.52108105202194,33952.10810520219,1308.015005750528,2223.798364145808,0.03852529574003424,0.06549809388139509,0.3703522436659557,1.7001321501428888
18,0.25,R3,6.915674077944144e-4,4.013669887520499e-4,8.747290001475978,3212,491.1,10000000,14044261.061506988,4.770341463162859,166919359934.15265,2.857871887985128e-11,339.52108105202194,33952.10810520219,1408.8102834882243,1714.7231327910768,0.04149404446766486,0.05050417274467692,0.45103096260976605,1.2171426862000254
18,0.5,R1,6.192500134286009e-4,3.3835967904650885e-4,8.218733695822383,3433,292.2,10000000,11983490.932206582,4.032620707341822,142821017609.53845,2.8235485048613035e-11,339.52108105202194,33952.10810520219,1261.490604004546,1694.1291029167821,0.03715500080571606,0.0498976115906395,0.42681086509554933,1.3429581619861808
18,0.5,R2,5.682629214198082e-4,4.7563399368610605e-4,8.297362724360937,3298,259.1,10000000,11586284.361693969,4.616165247917768,112448235266.88805,4.1051469033387864e-11,339.52108105202194,33952.10810520219,1157.6234484134009,2463.0881420032715,0.03409577528518849,0.0725459560381723,0.31972263448914506,2.1277109973706008
