curve_code,series_id,T,Dose,Replicate,n_points_total,n_points_trimmed,peak_time_raw,peak_time,main_run_start_time,main_run_end_time,steepest_drop_time,chosen_end_time,fit_duration_min,delta_Ninoc_to_N0_min,start_shift_points,start_shift_time,end_reason,main_run_duration,main_run_drop,main_run_score
C021,T=15 | Dose=Control | Rep=R1,15,Control,R1,4497,3230,238.03,426.03,426.03,3487.03,3428.03,3487.03,3061,426.03,120,119.99999999999996,recovery_after_steepest_drop,3446,4.688412539741263,16156.269611948392
C022,T=15 | Dose=Control | Rep=R2,15,Control,R2,4497,5,358.03,328.03,328.03,3791.03,359.03,3791.03,3463,328.03,0,0,recovery_after_steepest_drop,3779,5.224208662447426,19742.284535388822
C023,T=15 | Dose=Control | Rep=R3,15,Control,R3,4497,102,238.03,329.03,329.03,3788.03,321.03,3788.03,3459,329.03,120,119.99999999999996,recovery_after_steepest_drop,3811,5.578541174859955,21259.82041739129
C001,T=15 | Dose=0.06 | Rep=R1,15,0.06,R1,4497,3024,787.03,420.03,420.03,3793.03,3767.03,3793.03,3373,420.03,60,60,recovery_after_steepest_drop,3318,3.3281222546259217,11042.709640848809
C002,T=15 | Dose=0.06 | Rep=R2,15,0.06,R2,4497,200,238.03,428.03,428.03,3848.03,420.03,3848.03,3420,428.03,120,119.99999999999996,recovery_after_steepest_drop,3895,4.375253770667712,17041.613436750737
C003,T=15 | Dose=0.06 | Rep=R3,15,0.06,R3,4497,2939,602.03,235.03,235.03,3498.03,3497.03,3498.03,3263,235.03,59,59,recovery_after_steepest_drop,3238,3.26744221620498,10579.977896071725
C004,T=15 | Dose=0.12 | Rep=R1,15,0.12,R1,4497,2829,850.03,424.03,424.03,3690.03,3638.03,3690.03,3266,424.03,120,120,recovery_after_steepest_drop,2991,2.7901734989749665,8345.408935434125
C005,T=15 | Dose=0.12 | Rep=R2,15,0.12,R2,4497,114,238.03,361.03,361.03,3625.03,332.03,3625.03,3264,361.03,120,119.99999999999996,recovery_after_steepest_drop,3599,3.4712132769742565,12492.896583830348
C006,T=15 | Dose=0.12 | Rep=R3,15,0.12,R3,4497,4,358.03,262.03,262.03,3282.03,359.03,3282.03,3020,262.03,0,0,recovery_after_steepest_drop,3274,3.639035591315749,11914.202525967765
C007,T=15 | Dose=0.25 | Rep=R1,15,0.25,R1,4497,2912,733.03,358.03,358.03,3622.03,3602.03,3622.03,3264,358.03,95,95,recovery_after_steepest_drop,3118,2.610299710558235,8138.914497520576
C008,T=15 | Dose=0.25 | Rep=R2,15,0.25,R2,4497,4,358.03,284.03,284.03,3185.03,359.03,3185.03,2901,284.03,0,0,recovery_after_steepest_drop,3162,3.556504048711802,11245.66580202672
C009,T=15 | Dose=0.25 | Rep=R3,15,0.25,R3,4497,215,238.03,441.03,441.03,3355.03,435.03,3355.03,2914,441.03,120,119.99999999999996,recovery_after_steepest_drop,3296,3.945028940049956,13002.815386404654
C010,T=15 | Dose=0.5 | Rep=R1,15,0.5,R1,4497,2780,817.03,427.03,427.03,3535.03,3550.03,3535.03,3108,427.03,115,115,recovery_after_steepest_drop,2972,1.886857551497707,5607.7406430511855
C011,T=15 | Dose=0.5 | Rep=R2,15,0.5,R2,4497,5,358.03,322.03,322.03,3100.03,359.03,3100.03,2778,322.03,0,0,recovery_after_steepest_drop,3087,3.61533632073999,11160.543222124346
C012,T=15 | Dose=0.5 | Rep=R3,15,0.5,R3,4497,94,238.03,342.03,342.03,3567.03,313.03,3567.03,3225,342.03,120,119.99999999999996,recovery_after_steepest_drop,3662,4.900789281888846,17946.690350276953
C013,T=15 | Dose=1 | Rep=R1,15,1,R1,4497,177,238.03,433.03,433.03,3703.03,396.03,3703.03,3270,433.03,120,119.99999999999996,recovery_after_steepest_drop,3819,5.526257961223919,21104.779153914147
