curve_id,study,strain,medium_class,medium_detail,defined,temp_C,rate_per_h
E_coli_O88_H-_R171,Ratkowsky 2005,E. coli,rich_broth,,False,32.41,1.542816
E_coli_O88_H-_R171,Ratkowsky 2005,E. coli,rich_broth,,False,33.81,1.709388
E_coli_O88_H-_R171,Ratkowsky 2005,E. coli,rich_broth,,False,35.41,2.008692
E_coli_O88_H-_R171,Ratkowsky 2005,E. coli,rich_broth,,False,36.91,2.118636
E_coli_O88_H-_R171,Ratkowsky 2005,E. coli,rich_broth,,False,38.41,2.234628
E_coli_O88_H-_R171,Ratkowsky 2005,E. coli,rich_broth,,False,40.11,2.475252
E_coli_O88_H-_R171,Ratkowsky 2005,E. coli,rich_broth,,False,41.81,2.552112
E_coli_O88_H-_R171,Ratkowsky 2005,E. coli,rich_broth,,False,43.61,2.610972
E_coli_O88_H-_R171,Ratkowsky 2005,E. coli,rich_broth,,False,45.91,1.996668
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,8.71,0.017172
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,11.31,0.03474
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,12.81,0.10152
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,14.31,0.15012
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,15.91,0.2221199999999999
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,17.41,0.31932
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,18.91,0.34164
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,20.21,0.436788
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,21.51,0.56556
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,22.81,0.654228
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,24.21,0.749988
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,25.61,0.8358840000000001
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,26.81,0.94104
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,28.21,1.1474639999999998
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,29.51,1.2474
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,30.81,1.370484
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,32.21,1.632672
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,33.61,1.734624
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,35.01,1.897524
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,36.91,2.008044
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,38.31,2.154384
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,40.11,2.441016
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,41.61,2.3895
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,43.51,2.442996
E_coli_O88_H-_R172,Ratkowsky 2005,E. coli,rich_broth,,False,45.41,2.094984
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,9.01,0.03672
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,11.31,0.09504
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,13.11,0.13932
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,14.71,0.22176
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,15.91,0.2754
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,17.31,0.35424
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,18.61,0.456624
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,20.01,0.53856
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,21.31,0.642276
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,22.71,0.840816
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,24.01,0.856044
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,25.21,0.945468
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,26.41,1.14372
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,28.11,1.3495320000000002
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,29.41,1.52208
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,30.61,1.598724
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,32.01,1.79856
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,33.41,1.939248
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,34.91,1.93986
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,36.51,2.064708
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,38.01,2.338272
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,39.71,2.480364
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,41.21,2.68578
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,42.81,2.263284
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,44.81,1.716732
E_coli_ONT H8_R91,Ratkowsky 2005,E. coli,rich_broth,,False,46.51,0.847332
Krist1997_Ecoli_0.977,Krist 1997/98,E. coli,rich_broth,,False,40.69265812,0.10224
Krist1997_Ecoli_0.977,Krist 1997/98,E. coli,rich_broth,,False,37.16326124,0.17352
Krist1997_Ecoli_0.977,Krist 1997/98,E. coli,rich_broth,,False,33.92815139,0.15768
Krist1997_Ecoli_0.977,Krist 1997/98,E. coli,rich_broth,,False,30.97237885,0.14508
Krist1997_Ecoli_0.977,Krist 1997/98,E. coli,rich_broth,,False,28.28270967,0.12816
Krist1997_Ecoli_0.977,Krist 1997/98,E. coli,rich_broth,,False,25.79383144,0.10584
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,42.97656443,0.407052
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,38.94622551,0.528552
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,35.89354114,0.436032
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,32.73897454,0.35964
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,29.75363424,0.29664
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,27.24050766,0.26208
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,24.82022681,0.21204
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,22.38796776,0.18972
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,19.9950951,0.10152
Krist1997_Ecoli_0.977_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,17.68971242,0.07668
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,45.05987851,0.849276
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,40.86315087,0.935028
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,37.16326124,0.961092
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,33.71142138,0.866952
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,30.97237885,0.7054199999999999
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,28.07387259,0.606456
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,25.63930573,0.4968359999999999
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,23.14366257,0.385272
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,20.78869027,0.28872
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,18.22614037,0.1965599999999999
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,15.61196196,0.1173599999999999
Krist1997_Ecoli_0.998,Krist 1997/98,E. coli,rich_broth,,False,13.13849865,0.07992
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,42.51752633,0.872928
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,38.94622551,1.141272
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,35.5643898,1.058184
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,32.4697357,0.866952
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,29.59498881,0.6540480000000001
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,27.13677387,0.577944
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,24.82022681,0.4606559999999999
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,22.23694212,0.377424
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,19.89630425,0.28656
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,17.20414495,0.19512
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,14.75068578,0.13752
Krist1997_Ecoli_0.998_2mM_betaine,Krist 1997/98,E. coli,rich_broth,,False,12.10461827,0.07416
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,9.2056,0.03924
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,10.953,0.06516
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,12.4143,0.10116
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,13.4838,0.12276
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,14.8738,0.1583999999999999
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,15.9057,0.2142
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,17.0121,0.21456
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,18.1174,0.2343599999999999
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,19.2561,0.29592
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,20.2171,0.3448799999999999
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,21.1433,0.377676
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,22.3534,0.439236
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,24.419,0.5194439999999999
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,25.7373,0.561024
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,26.6971,0.632556
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,28.0506,0.682704
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,29.0838,0.7156440000000001
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,29.9724,0.7828919999999999
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,31.4332,0.828756
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,32.0369,0.884556
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,34.568,0.937656
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,35.7424,1.00062
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,38.0247,1.032264
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,40.029,0.926676
Krist1998,Krist 1997/98,E. coli,rich_broth,,False,41.8482,0.27648
Membre_Ecoli_Strain1,Membre 2005,E. coli,rich_broth,,False,8.04582,0.03816
Membre_Ecoli_Strain1,Membre 2005,E. coli,rich_broth,,False,10.9838,0.1224
Membre_Ecoli_Strain1,Membre 2005,E. coli,rich_broth,,False,15.027,0.33336
Membre_Ecoli_Strain1,Membre 2005,E. coli,rich_broth,,False,25.027,1.079208
Membre_Ecoli_Strain1,Membre 2005,E. coli,rich_broth,,False,35.027,2.221128
Membre_Ecoli_Strain1,Membre 2005,E. coli,rich_broth,,False,40.0404,2.876832
Membre_Ecoli_Strain1,Membre 2005,E. coli,rich_broth,,False,45.0,2.690208
Membre_Ecoli_Strain2,Membre 2005,E. coli,rich_broth,,False,8.01887,0.0081
Membre_Ecoli_Strain2,Membre 2005,E. coli,rich_broth,,False,10.9838,0.09972
Membre_Ecoli_Strain2,Membre 2005,E. coli,rich_broth,,False,15.0,0.26352
Membre_Ecoli_Strain2,Membre 2005,E. coli,rich_broth,,False,25.0539,0.829908
Membre_Ecoli_Strain2,Membre 2005,E. coli,rich_broth,,False,35.0,1.889172
Membre_Ecoli_Strain2,Membre 2005,E. coli,rich_broth,,False,40.0404,2.4282
Membre_Ecoli_Strain2,Membre 2005,E. coli,rich_broth,,False,45.0,1.287648
Membre_Ecoli_Strain4,Membre 2005,E. coli,rich_broth,,False,8.04582,0.02682
Membre_Ecoli_Strain4,Membre 2005,E. coli,rich_broth,,False,10.9838,0.07704
Membre_Ecoli_Strain4,Membre 2005,E. coli,rich_broth,,False,15.0,0.2260799999999999
Membre_Ecoli_Strain4,Membre 2005,E. coli,rich_broth,,False,25.0539,0.934956
Membre_Ecoli_Strain4,Membre 2005,E. coli,rich_broth,,False,35.0539,2.347956
Membre_Ecoli_Strain4,Membre 2005,E. coli,rich_broth,,False,40.0674,2.7495
Membre_Ecoli_Strain4,Membre 2005,E. coli,rich_broth,,False,45.027,1.0917
Membre_Ecoli_Strain6,Membre 2005,E. coli,rich_broth,,False,7.99191,0.020124
Membre_Ecoli_Strain6,Membre 2005,E. coli,rich_broth,,False,11.0108,0.1008
Membre_Ecoli_Strain6,Membre 2005,E. coli,rich_broth,,False,15.0,0.2718
Membre_Ecoli_Strain6,Membre 2005,E. coli,rich_broth,,False,25.0539,0.97794
Membre_Ecoli_Strain6,Membre 2005,E. coli,rich_broth,,False,35.027,2.167848
Membre_Ecoli_Strain6,Membre 2005,E. coli,rich_broth,,False,40.0404,2.227068
Membre_Ecoli_Strain6,Membre 2005,E. coli,rich_broth,,False,44.973,2.040372
Membre_Ecoli_Strain9,Membre 2005,E. coli,rich_broth,,False,8.01887,0.033768
Membre_Ecoli_Strain9,Membre 2005,E. coli,rich_broth,,False,10.9838,0.12348
Membre_Ecoli_Strain9,Membre 2005,E. coli,rich_broth,,False,15.0,0.2952
Membre_Ecoli_Strain9,Membre 2005,E. coli,rich_broth,,False,25.027,1.138068
Membre_Ecoli_Strain9,Membre 2005,E. coli,rich_broth,,False,35.027,2.378664
Membre_Ecoli_Strain9,Membre 2005,E. coli,rich_broth,,False,40.0404,2.986272
Membre_Ecoli_Strain9,Membre 2005,E. coli,rich_broth,,False,44.973,2.4282
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,20.15329908,0.27036
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,23.00151111,0.58194
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,26.33189632,0.636804
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,28.25181986,0.78318
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,29.99421176,0.956088
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,31.62212188,1.092348
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,33.61728634,1.185624
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,36.55299483,1.31616
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,38.54155004,1.439028
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,40.20094366,1.318572
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,42.23876396,1.389636
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,44.4534911,1.38096
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,45.28989925,1.007028
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,46.64533099,0.922572
Mohr_1980_E_coli,Mohr-Krawiec 1980,E. coli,glucose_minimal,,True,48.47717621,0.16272
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,6.99078,0.01674
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,7.95921,0.015948
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,8.52775,0.030528
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,9.9523,0.023184
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,9.95115,0.0414
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,9.95086,0.04716
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,11.9996,0.09072
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,12.3986,0.08316
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,12.4548,0.1047599999999999
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,14.3922,0.08676
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,15.1322,0.0986399999999999
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,14.9609,0.1112399999999999
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,14.9604,0.12672
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,14.9027,0.15084
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,14.9592,0.16884
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,15.9288,0.12672
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,15.9849,0.15336
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,16.6679,0.1746
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,16.6677,0.18252
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,17.5211,0.2232
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,17.5208,0.2358
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,18.2634,0.15372
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,19.0581,0.26496
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,19.9695,0.26496
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,20.0254,0.31716
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,20.025,0.33588
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,20.0245,0.362484
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,20.9931,0.351
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,20.9927,0.374328
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,21.3312,0.573408
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,21.8464,0.414972
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,22.4159,0.423396
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,22.4153,0.457704
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,22.415,0.475344
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,22.4146,0.502452
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,22.4704,0.5735159999999999
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,22.4685,0.713268
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,22.4668,0.850284
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,23.0419,0.4577759999999999
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,23.0409,0.516348
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,23.098,0.507132
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,23.6669,0.554256
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,23.9512,0.5884560000000001
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,23.7228,0.628776
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,24.0036,0.948492
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,24.5188,0.735516
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,24.9734,0.82692
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,24.9153,0.923616
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,25.0316,0.7245360000000001
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,25.032,0.697284
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,25.0337,0.573804
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,24.9786,0.457956
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,26.9637,1.119636
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,27.4776,1.0064879999999998
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,27.4783,0.94896
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,27.5929,0.8870760000000001
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,27.5936,0.833148
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,27.9341,0.936504
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,28.5022,1.072512
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,29.3548,1.246464
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,29.3546,1.268208
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,29.9821,1.182492
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,29.9816,1.232208
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,29.9238,1.312344
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,31.2327,1.4414399999999998
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,31.2304,1.700388
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,32.0292,1.552248
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,32.7691,1.617444
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,32.4843,1.6092000000000002
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,32.4836,1.692216
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,33.793,1.7861760000000002
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,34.9886,1.856196
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,34.988,1.92726
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,34.9874,2.008872
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,36.2389,2.225304
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,36.5228,2.342556
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,36.9789,2.293452
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,36.9793,2.235132
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,36.9797,2.187072
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,37.492,2.23524
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,37.4916,2.283804
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,39.998,2.274588
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,39.9401,2.403036
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,39.9397,2.4635160000000003
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,39.996,2.545344
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,40.966,2.3238
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,41.0219,2.47392
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,41.9916,2.284776
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,43.0166,2.324232
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,43.0171,2.255796
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,43.0186,2.056572
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,44.0439,2.066076
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,44.0445,1.983312
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,44.9595,1.5545520000000002
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,45.0172,1.475028
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,46.0498,0.788976
Van_Derlinden_E_coli,VanDerlinden 2012,E. coli,rich_broth,,False,46.0507,0.716148
