Unnamed: 0,ID,Ts,r
367,15,41.610000000000014,2.558628
368,15,43.21000000000004,2.20428
369,15,45.01000000000005,2.001348
370,15,46.51000000000005,0.872604
371,16,8.910000000000025,0.014328
372,16,11.210000000000036,0.06084
373,16,13.010000000000048,0.0882
374,16,14.510000000000048,0.15912
375,16,16.110000000000014,0.20412
376,16,17.410000000000025,0.33588
377,16,18.910000000000025,0.366624
378,16,20.31,0.467676
379,16,21.510000000000048,0.568656
380,16,22.910000000000025,0.599292
381,16,24.31,0.794484
382,16,25.610000000000014,0.8586
383,16,26.81,1.00638
384,16,28.510000000000048,1.145484
385,16,29.81,1.31004
386,16,31.010000000000048,1.38762
387,16,32.410000000000025,1.542816
388,16,33.81,1.709388
389,16,35.410000000000025,2.008692
390,16,36.910000000000025,2.118636
391,16,38.410000000000025,2.234628
392,16,40.110000000000014,2.475252
393,16,41.81,2.552112
394,16,43.610000000000014,2.610972
395,16,45.910000000000025,1.996668
396,17,8.710000000000036,0.017172
397,17,11.310000000000002,0.03474
398,17,12.810000000000002,0.10152
399,17,14.310000000000002,0.15012
400,17,15.910000000000023,0.22212
401,17,17.410000000000025,0.31932
402,17,18.910000000000025,0.34164
403,17,20.21000000000004,0.436788
404,17,21.510000000000048,0.56556
405,17,22.81,0.654228
406,17,24.21000000000004,0.749988
407,17,25.610000000000014,0.835884
408,17,26.81,0.94104
409,17,28.21000000000004,1.147464
410,17,29.510000000000048,1.2474
411,17,30.81,1.370484
412,17,32.21000000000004,1.632672
413,17,33.610000000000014,1.734624
414,17,35.01000000000005,1.897524
415,17,36.910000000000025,2.008044
416,17,38.31,2.154384
417,17,40.110000000000014,2.441016
418,17,41.610000000000014,2.3895
419,17,43.51000000000005,2.442996
420,17,45.410000000000025,2.094984
421,18,8.010000000000048,0.034056
422,18,8.010000000000048,0.035064
423,18,10.010000000000048,0.11556
424,18,10.010000000000048,0.12096
425,18,12.010000000000048,0.14508
426,18,12.010000000000048,0.14508
427,18,14.010000000000048,0.1998
428,18,14.010000000000048,0.19044
429,18,16.210000000000036,0.568872
430,18,18.010000000000048,0.703332
431,18,18.81,0.754524
432,18,20.71000000000004,0.88758
433,18,21.510000000000048,1.068192
434,18,23.21000000000004,1.237356
435,18,24.110000000000014,1.449612
436,18,25.81,1.539252
437,18,26.81,1.730088
438,18,28.410000000000025,1.910844
439,18,28.410000000000025,1.948068
440,18,28.510000000000048,2.114172
441,18,28.510000000000048,1.850724
442,18,28.71000000000004,2.057616
443,18,28.71000000000004,1.961424
444,18,28.910000000000025,2.17548
445,18,28.910000000000025,2.194596
446,18,29.110000000000014,2.17548
447,18,29.21000000000004,2.095704
448,18,29.510000000000048,2.19618
449,18,29.71000000000004,2.07684
450,18,29.910000000000025,2.138292
451,18,30.31,2.234628
452,18,30.510000000000048,2.297088
453,18,31.21000000000004,2.559744
454,18,31.510000000000048,2.515716
455,18,31.610000000000014,2.405772
456,18,32.410000000000025,2.761164
457,18,32.81,2.868084
458,18,32.910000000000025,2.498976
459,18,34.31,2.781648
460,18,34.410000000000025,2.958588
461,18,35.81,3.353832
462,18,36.21000000000004,3.205116
463,18,37.910000000000025,3.494484
464,18,38.51000000000005,3.546108
465,18,40.51000000000005,3.3651
466,18,41.410000000000025,3.715164
467,18,44.110000000000014,2.364084
468,18,44.81,1.988748
469,19,8.110000000000014,0.014256
470,19,9.910000000000023,0.045
471,19,11.910000000000023,0.10368
472,19,13.310000000000002,0.13284
473,19,14.610000000000014,0.21564
474,19,15.810000000000002,0.3528
475,19,17.110000000000014,0.571608
476,19,18.31,0.368244
477,19,19.510000000000048,0.490248
478,19,20.71000000000004,0.552528
479,19,21.610000000000014,0.53856
480,19,22.910000000000025,0.7344
481,19,24.31,0.754632
482,19,25.410000000000025,0.967572
483,19,26.610000000000014,1.051704
484,19,27.71000000000004,1.248948
485,19,29.21000000000004,1.422828
486,19,30.410000000000025,1.556028
487,19,31.81,1.728612
488,19,33.110000000000014,1.7316
489,19,34.610000000000014,1.997352
490,19,36.31,2.255652
491,19,37.81,2.086236
492,19,39.610000000000014,2.52846
493,19,41.81,2.471184
494,19,43.610000000000014,2.029068
495,20,7.710000000000036,0.012132
496,20,9.410000000000023,0.032544
497,20,11.210000000000036,0.07056
498,20,13.110000000000014,0.12024
499,20,14.310000000000002,0.17424
500,20,15.710000000000036,0.22104
501,20,17.110000000000014,0.28548
502,20,18.21000000000004,0.35316
503,20,19.510000000000048,0.421704
504,20,20.71000000000004,0.513468
505,20,22.010000000000048,0.645084
506,20,23.31,0.758232
507,20,24.410000000000025,0.8244
508,20,25.610000000000014,1.03788
509,20,27.010000000000048,1.194732
510,20,28.21000000000004,1.267164
511,20,29.71000000000004,1.460196
512,20,31.010000000000048,1.509048
513,20,32.51000000000005,1.706004
514,20,34.110000000000014,1.931112
515,20,35.31,2.079
516,20,37.31,2.35296
517,20,38.71000000000004,2.489616
518,20,41.01000000000005,2.544516
519,20,42.910000000000025,2.48652
520,20,45.21000000000004,2.102328
521,20,46.81,1.018836
522,21,42.51752630000004,0.872928
523,21,38.946225500000025,1.141272
524,21,35.564389800000015,1.058184
525,21,32.4697357,0.866952
526,21,29.59498880000001,0.654048
527,21,27.13677390000004,0.577944
528,21,24.8202268,0.460656
529,21,22.23694210000002,0.377424
530,21,19.89630420000003,0.28656
531,21,17.20414500000004,0.19512
532,21,14.750685800000042,0.13752
533,21,12.104618300000029,0.07416
534,22,40.69265810000002,0.10224
535,22,37.16326120000002,0.17352
536,22,33.92815140000005,0.15768
537,22,30.9723788,0.14508
538,22,28.2827097,0.12816
539,22,25.793831400000045,0.10584
540,23,45.059878500000025,0.849276
541,23,40.86315090000005,0.935028
542,23,37.16326120000002,0.961092
543,23,33.711421400000006,0.866952
544,23,30.9723788,0.70542
545,23,28.073872600000016,0.606456
546,23,25.639305700000023,0.496836
547,23,23.143662600000027,0.385272
548,23,20.78869030000004,0.28872
549,23,18.22614040000002,0.19656
550,23,15.611962000000004,0.11736
551,23,13.138498600000048,0.07992
552,24,42.97656440000003,0.407052
553,24,38.946225500000025,0.528552
554,24,35.89354110000005,0.436032
555,24,32.73897450000004,0.35964
556,24,29.753634200000025,0.29664
557,24,27.240507700000023,0.26208
558,24,24.8202268,0.21204
559,24,22.387967800000013,0.18972
560,24,19.99509510000001,0.10152
561,24,17.68971240000002,0.07668
562,25,20.0,0.31
563,25,27.0,0.55
564,25,32.0,0.67
565,25,34.5,0.78
566,25,37.0,0.87
567,25,39.0,0.85
568,25,40.0,0.88
569,25,41.0,0.68
570,25,42.0,0.536
