,ID,Ts,r
0,0,15.0,0.0368758887946687
1,0,18.0,0.0460221219248238
2,0,21.0,0.0522811542244703
3,0,24.0,0.0628786503924659
4,0,26.0,0.0501313605128722
5,0,27.0,0.0391642222744127
6,0,28.0,0.039601428755438
