"gene_id","gene_name","description","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction","comparison","stat","KEGG","PFAM","EC"
"Mycgr3G40128","","Protein of unknown function (DUF4246)",33.0796568395044,0.535020373233728,0.762896888072354,0.428637991117648,0.586290354220914,FALSE,"ns","interaction_LRT_any",1.69428511967823,"","DUF4246",""
"Mycgr3G74399","","FAD binding domain",217.43281151613,-0.2422016078577,0.190799261221991,0.428783313679863,0.586290354220914,FALSE,"ns","interaction_LRT_any",1.69360716795114,"","FAD_binding_3",""
"Mycgr3G75077","","NAD(P)H-binding",263.759983372488,0.11480554021869,0.257650426204071,0.428662315187044,0.586290354220914,FALSE,"ns","interaction_LRT_any",1.69417162820167,"","NmrA",""
"Mycgr3G96234","","Glutathione S-transferase, N-terminal domain",52.1936661137482,0.177679365261193,0.64794202823071,0.428762664507695,0.586290354220914,FALSE,"ns","interaction_LRT_any",1.69370348545573,"","Fungal_trans_2;GST_C;GST_C_2;GST_N_3;Zn_clus",""
"Mycgr3G98639","","Domain of unknown function (DUF3506)",105.340021948149,-0.432150509504322,0.354519134072805,0.428665218050474,0.586290354220914,FALSE,"ns","interaction_LRT_any",1.69415808442375,"","DUF3506;F-box;F-box-like",""
"Mycgr3G85675","","Guanine nucleotide exchange factor synembryn",46.9748184328107,-0.0791151270476116,0.580671325057681,0.429365529221251,0.586999281264623,FALSE,"ns","interaction_LRT_any",1.69089334675084,"","Ric8",""
"Mycgr3G109465","","",195.651619224784,-0.120145217014539,0.28863046043598,0.429459597113827,0.587023529844309,FALSE,"ns","interaction_LRT_any",1.69045522313257,"","",""
"Mycgr3G77946","REV3","DNA polymerase type-B family",22.8867889967301,0.108995908780049,0.814258527097222,0.429510755140727,0.587023529844309,FALSE,"ns","interaction_LRT_any",1.69021699359729,"map01100;map01524;map03460","DNA_pol_B;DNA_pol_B_exo1;zf-C4pol","2.7.7.7"
"Mycgr3G90850","","",18.8522336848175,-0.386118264018785,0.978444041861419,0.429683564449709,0.587172569374888,FALSE,"ns","interaction_LRT_any",1.6894124756559,"","",""
"Mycgr3G37779","","FAD binding domain",9.37176054619198,-1.00928484366157,0.888358652486037,0.430190552739791,0.587522766581905,FALSE,"ns","interaction_LRT_any",1.68705404509637,"","BBE;FAD_binding_4",""
"Mycgr3G58858","VMA4","ATP synthase (E/31 kDa) subunit",1177.57512045895,-0.0859194395234172,0.151488975514261,0.430136964299244,0.587522766581905,FALSE,"ns","interaction_LRT_any",1.68730319877125,"map00190;map01100;map04145;map04150;map04721;map04966;map05110;map05120;map05323","vATP-synt_E",""
"Mycgr3G84117","ARG8","Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family",236.540023378784,-0.424812645358278,0.33101101274447,0.430195028239959,0.587522766581905,FALSE,"ns","interaction_LRT_any",1.68703323814532,"map00220;map01100;map01110;map01130;map01210;map01230","Aminotran_3","2.6.1.11"
"Mycgr3G94973",NA,NA,22.5243778266587,0.8206136512902,0.715931444419338,0.430032769989605,0.587522766581905,FALSE,"ns","interaction_LRT_any",1.68778772784032,NA,NA,NA
"Mycgr3G107794","","CAP_GLY",91.8822595381274,0.497395844267815,0.404103859333795,0.430931649901237,0.588395019390415,FALSE,"ns","interaction_LRT_any",1.68361157274046,"","CAP_GLY;LRR_6;LRR_8;LRR_9",""
"Mycgr3G93761","","Yeast cortical protein KAR9",52.6294433168426,0.223685229711128,0.753430877940386,0.430961494819019,0.588395019390415,FALSE,"ns","interaction_LRT_any",1.68347306407276,"","GAS2;KAR9",""
"Mycgr3G92024","","leucine Rich Repeat protein",16.6803209087767,1.24845761923004,1.05132315169186,0.431335388893461,0.588818202834254,FALSE,"ns","interaction_LRT_any",1.68173865401081,"","LRR_6",""
"Mycgr3G102352","bzz1","Fes/CIP4 homology domain",101.603768026969,-0.5345597584462,0.414642175173375,0.431561480315801,0.589039524563245,FALSE,"ns","interaction_LRT_any",1.68069059630852,"","C1_1;FCH;SH3_1;SH3_9",""
"Mycgr3G91609","","Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall",8.36373420711253,-1.01007978489461,1.09202771820861,0.431733299053565,0.589186714727961,FALSE,"ns","interaction_LRT_any",1.67989448937431,"","Glyco_hydro_72",""
"Mycgr3G75924","","Acetyltransferase (GNAT) family",258.536863597271,0.349882781541768,0.301413875869089,0.431856744025714,0.589267855346393,FALSE,"ns","interaction_LRT_any",1.67932271356943,"","Acetyltransf_1",""
"Mycgr3G30937","","Glutathione-dependent formaldehyde-activating enzyme",98.985146071189,-0.00803551868239564,0.40353867521082,0.431999218182463,0.58937493336923,FALSE,"ns","interaction_LRT_any",1.67866300100496,"","GFA",""
"Mycgr3G109128","","",394.847254877036,0.36971133510889,0.290505975590454,0.432282793936922,0.589414191875329,FALSE,"ns","interaction_LRT_any",1.67735057862126,"","",""
"Mycgr3G49868","","Fungal specific transcription factor domain",33.1220080489792,-0.401933523331711,0.710572719861304,0.43219048615073,0.589414191875329,FALSE,"ns","interaction_LRT_any",1.67777769551969,"","Fungal_trans;Zn_clus",""
"Mycgr3G89727","","helix loop helix domain",155.799841793417,-0.402420629774764,0.311468413535621,0.432284010416546,0.589414191875329,FALSE,"ns","interaction_LRT_any",1.67734495046335,"","HLH",""
"Mycgr3G96622","","Belongs to the cullin family",83.9782017845182,0.489137954015059,0.376040585095223,0.432265570041938,0.589414191875329,FALSE,"ns","interaction_LRT_any",1.67743026829834,"map04110;map04111;map04113;map04114;map04120;map04914;map05166","ANAPC2;Cullin",""
"Mycgr3G24577","SAC3","SAC3/GANP family",9.31008187907663,-2.01180327975274,1.54190442450707,0.432943653909519,0.589898753082523,FALSE,"ns","interaction_LRT_any",1.6742953779729,"","SAC3;SAC3_GANP",""
"Mycgr3G29011","YPT35","PhoX homologous domain, present in p47phox and p40phox.",18.3439739670012,-0.950941931235903,0.776164938160265,0.432959677715797,0.589898753082523,FALSE,"ns","interaction_LRT_any",1.67422135674815,"","PX",""
"Mycgr3G37366","CBF1","helix loop helix domain",42.7610147051141,0.699516215980756,0.586463958998561,0.432864095040508,0.589898753082523,FALSE,"ns","interaction_LRT_any",1.67466293702665,"","HLH",""
"Mycgr3G93624","ATF1","Alcohol acetyltransferase",46.1285437044669,-0.36027295705371,0.591844808606447,0.432790669766394,0.589898753082523,FALSE,"ns","interaction_LRT_any",1.67500221904658,"","AATase",""
"Mycgr3G96544",NA,NA,6.53450466256359,0.620431681381125,1.46771449223434,0.432947474878222,0.589898753082523,FALSE,"ns","interaction_LRT_any",1.67427772693767,NA,NA,NA
"Mycgr3G72131","VPS53","Vps53-like, N-terminal",273.863085250363,0.332524091325677,0.25722736134832,0.433150089497124,0.590005714559819,FALSE,"ns","interaction_LRT_any",1.67334196805353,"","VPS53_C;Vps53_N",""
"Mycgr3G90841","","",8.06497134739896,-0.89446236517289,1.19668105364379,0.433166319485171,0.590005714559819,FALSE,"ns","interaction_LRT_any",1.67326703013072,"","",""
"Mycgr3G42015","","amidohydrolase",10.7683401826845,-1.27920272069173,0.988544263244067,0.433598795529135,0.590507439814818,FALSE,"ns","interaction_LRT_any",1.67127121339854,"","Amidohydro_3",""
"Mycgr3G107419","NAM7","RNA helicase (UPF2 interacting domain)",224.531450337382,0.343762429164107,0.26721180498863,0.43374073514972,0.590613400856686,FALSE,"ns","interaction_LRT_any",1.67061661566913,"map03013;map03015","AAA_11;AAA_12;ResIII;UPF1_Zn_bind",""
"Mycgr3G68870","","PH domain",77.5890503858492,0.221704721468911,0.337956347739088,0.433928290969491,0.590781435768486,FALSE,"ns","interaction_LRT_any",1.66975197342862,"","PH",""
"Mycgr3G111776",NA,NA,22.3377613036037,-0.533475037932878,0.848889192789556,0.43406544577861,0.590880811555835,FALSE,"ns","interaction_LRT_any",1.66911991905101,NA,NA,NA
"Mycgr3G73513","","",69.8017258601664,-0.10983070207846,0.449572521828428,0.43416426385669,0.590927978991466,FALSE,"ns","interaction_LRT_any",1.66866465668249,"","",""
"Mycgr3G86562","cnxF","Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys), tRNA(Glu) and tRNA(Gln). Also essential during biosynthesis of the molybdenum cofactor. Acts by mediating the C-terminal thiocarboxylation of sulfur carriers urm1 and MOCS2A. Its N-terminus first activates urm1 and MOCS2A as acyl-adenylates (-COAMP), then the persulfide sulfur on the catalytic cysteine is transferred to urm1 and MOCS2A to form thiocarboxylation (-COSH) of their C-terminus. The reaction probably involves hydrogen sulfide that is generated from the persulfide intermediate and that acts as nucleophile towards urm1 and MOCS2A. Subsequently, a transient disulfide bond is formed. Does not use thiosulfate as sulfur donor",104.378263269384,0.0174198623200898,0.298797000523461,0.434318720236531,0.591050848922449,FALSE,"ns","interaction_LRT_any",1.66795327196087,"map04122","Rhodanese;ThiF","2.7.7.80;2.8.1.11"
"Mycgr3G18839","","Essential protein Yae1, N terminal",77.6141611034376,0.478640577860271,0.376952585745088,0.434446305460754,0.591137119826845,FALSE,"ns","interaction_LRT_any",1.66736583935773,"","Yae1_N",""
"Mycgr3G97320","","",4.57818106670384,-0.0900363913606792,1.70077022327358,0.434561477750648,0.591206477855771,FALSE,"ns","interaction_LRT_any",1.66683570698012,"","",""
"Mycgr3G28780","","",5.77212671985889,-1.06422196009353,1.26765960255889,0.434806289882747,0.591452160048776,FALSE,"ns","interaction_LRT_any",1.66570931537609,"","",""
"Mycgr3G33362","","ML-like domain",65.9137633968285,0.527022631461923,0.462081482299232,0.434958734494858,0.591572143843324,FALSE,"ns","interaction_LRT_any",1.66500823124693,"","TRP;TRP_N",""
"Mycgr3G108836",NA,NA,72.6437807552205,-0.42816362250462,0.488004346876295,0.435149592711955,0.591744329486768,FALSE,"ns","interaction_LRT_any",1.66413083143732,NA,NA,NA
"Mycgr3G76460","PUP2","Proteasome subunit alpha type",1074.04942355724,-0.102221261539718,0.158719072967246,0.435320859817189,0.591889826968329,FALSE,"ns","interaction_LRT_any",1.66334382203593,"map03050","Proteasome;Proteasome_A_N","3.4.25.1"
"Mycgr3G68643","PUS7","tRNA pseudouridine synthase D (TruD)",134.496981975191,0.486224790502942,0.488917740863335,0.435484804552842,0.592025327004299,FALSE,"ns","interaction_LRT_any",1.66259075051011,"","TruD","5.4.99.27"
"Mycgr3G75699","ANP1","Glycosyltransferase family 62 protein",382.733394381062,0.228821487481469,0.308575326207772,0.43570342311218,0.592235103090785,FALSE,"ns","interaction_LRT_any",1.66158697861795,"map00513;map01100","Anp1",""
"Mycgr3G36861","","",102.300921148381,0.518748303284973,0.426985623644676,0.435915074981578,0.592412784670575,FALSE,"ns","interaction_LRT_any",1.66061567351591,"","",""
"Mycgr3G94247",NA,NA,8.39675849890055,0.579905574534667,1.04527488316441,0.435962801793081,0.592412784670575,FALSE,"ns","interaction_LRT_any",1.6603967125223,NA,NA,NA
"Mycgr3G72682","ZRC1","Cation efflux family",728.441566047244,0.0802783713688479,0.227114818581428,0.436070257354531,0.592471377984342,FALSE,"ns","interaction_LRT_any",1.65990381578695,"map04978","Cation_efflux",""
"Mycgr3G20494","","Armadillo/beta-catenin-like repeats",100.290449165932,0.134341939416459,0.351791537160004,0.436358511476848,0.592738055500562,FALSE,"ns","interaction_LRT_any",1.65858219897143,"","Arm",""
"Mycgr3G71621","MDE1","Catalyzes the dehydration of methylthioribulose-1- phosphate (MTRu-1-P) into 2,3-diketo-5-methylthiopentyl-1- phosphate (DK-MTP-1-P)",312.491083495912,0.221458421234434,0.209548869229851,0.436395267270476,0.592738055500562,FALSE,"ns","interaction_LRT_any",1.65841374003355,"map00270;map01100","Aldolase_II","4.2.1.109"
"Mycgr3G17412","","Mitochondrial 18 KDa protein (MTP18)",802.911944983018,-0.380780719700918,0.458967804586694,0.436738033135708,0.592998346323322,FALSE,"ns","interaction_LRT_any",1.65684346029423,"","MTP18",""
"Mycgr3G39456","","Protein of unknown function (DUF1769)",102.2024386438,0.0455542173161125,0.440201541202297,0.43666555900883,0.592998346323322,FALSE,"ns","interaction_LRT_any",1.65717537615853,"","DUF1769",""
"Mycgr3G84730","ASE1","Microtubule associated protein (MAP65/ASE1 family)",44.7742028932875,0.218278994921786,0.554417186197718,0.436780082865794,0.592998346323322,FALSE,"ns","interaction_LRT_any",1.65665090685155,"","MAP65_ASE1",""
"Mycgr3G102019","","Belongs to the BI1 family",2652.63552160795,0.451066484664448,0.415525625336298,0.436948827252762,0.593139998551103,FALSE,"ns","interaction_LRT_any",1.65587838170279,"","Bax1-I",""
"Mycgr3G73048","ncs1","EF-hand domain",630.233111968599,0.290233818284605,0.22849166791065,0.437118187370671,0.59328244473051,FALSE,"ns","interaction_LRT_any",1.65510333760574,"","EF-hand_1;EF-hand_5;EF-hand_6;EF-hand_7",""
"Mycgr3G73635","","Indoleamine 2,3-dioxygenase",96.6829965974081,1.14486091722945,0.889439907445556,0.437393919061107,0.593569201390177,FALSE,"ns","interaction_LRT_any",1.65384214660543,"map00380;map01100;map05143","IDO","1.13.11.52"
"Mycgr3G93850","","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",241.08492542344,-0.202268290645972,0.32440116319998,0.437687038198569,0.593879465856877,FALSE,"ns","interaction_LRT_any",1.6525022973218,"","Sugar_tr",""
"Mycgr3G53066","","C-x8-c-x5-c-x3-h type zinc finger protein",42.8014092257862,-0.544302254139136,0.533200092411166,0.437901046523692,0.593994805926747,FALSE,"ns","interaction_LRT_any",1.65152463061702,"","",""
"Mycgr3G88451","","Necrosis inducing protein (NPP1)",627.983459941325,-0.293393292129027,0.414677160914809,0.437878964860102,0.593994805926747,FALSE,"ns","interaction_LRT_any",1.65162548545868,"","NPP1",""
"Mycgr3G33410","","TAFII55 protein conserved region",62.9381997616823,-0.514368595278904,0.454098469583153,0.43822131135325,0.594341687224165,FALSE,"ns","interaction_LRT_any",1.65006243830589,"map03022","TAFII55_N",""
"Mycgr3G107335","","Myo-inositol oxygenase",17.3667317069226,-0.807109862150885,0.94704885939847,0.438593652179066,0.594751576330159,FALSE,"ns","interaction_LRT_any",1.64836383203806,"map00053;map00562","MIOX","1.13.99.1"
"Mycgr3G44247","","Putative zinc finger in N-recognin (UBR box)",38.3530813710244,0.533655787709986,0.568527402121633,0.438652699145884,0.594751576330159,FALSE,"ns","interaction_LRT_any",1.64809459424953,"","zf-UBR","2.3.2.27"
"Mycgr3G100367","ARO8","Aminotransferase class I and II",1890.45106282474,-0.362625661077969,0.301703270813475,0.438833946771292,0.594909732933435,FALSE,"ns","interaction_LRT_any",1.64726838166234,"map00130;map00270;map00300;map00350;map00360;map00380;map00400;map00401;map00950;map00960;map01100;map01110;map01130;map01210;map01230","Aminotran_1_2","2.6.1.27;2.6.1.39;2.6.1.5;2.6.1.57"
"Mycgr3G94438","","",138.647131489427,0.308266891861334,0.432884064318496,0.438961953886302,0.594995677559458,FALSE,"ns","interaction_LRT_any",1.64668507013937,"","",""
"Mycgr3G10766","AFG3","FtsH Extracellular",512.756571327059,0.39633408442971,0.320870649825631,0.439032692255111,0.595003982778119,FALSE,"ns","interaction_LRT_any",1.64636279770059,"","AAA;FtsH_ext;Peptidase_M41",""
"Mycgr3G97330","","GPR1/FUN34/yaaH family",17.599130061669,1.57108139763411,1.2315860760902,0.439203296554738,0.595147610060709,FALSE,"ns","interaction_LRT_any",1.64558576599637,"","Grp1_Fun34_YaaH",""
"Mycgr3G92231","","Protein tyrosine kinase",10.2946818113309,0.707765195274973,1.34336701935444,0.439333587649366,0.595236576234075,FALSE,"ns","interaction_LRT_any",1.64499254743981,"","Pkinase",""
"Mycgr3G73850","","TUG ubiquitin-like domain",167.54378397646,0.244313476096187,0.247257649237214,0.43962083792077,0.595538143043891,FALSE,"ns","interaction_LRT_any",1.64368531114508,"map05202","TUG-UBL1;UBX",""
"Mycgr3G48129","","Fungal hydrophobin",6776.53087396713,0.461898362956502,0.654533718392185,0.439872976735261,0.595792063943964,FALSE,"ns","interaction_LRT_any",1.64253856597327,"","Hydrophobin_2",""
"Mycgr3G67099","QOR1","N-terminal domain of oxidoreductase",228.696552766255,-0.282966179093613,0.277902063650235,0.440329135004598,0.596322206508432,FALSE,"ns","interaction_LRT_any",1.64046559521307,"","ADH_N_2;ADH_zinc_N",""
"Mycgr3G30969","","Uncharacterized alpha/beta hydrolase domain (DUF2235)",19.1088210364013,-0.873309754274112,0.705637205548103,0.440756300793115,0.596812935451227,FALSE,"ns","interaction_LRT_any",1.63852632437903,"","DUF2235",""
"Mycgr3G106633",NA,NA,12.0959162234896,0.415441547259991,1.04502142451152,0.441263534322616,0.597411921137456,FALSE,"ns","interaction_LRT_any",1.63622599703842,NA,NA,NA
"Mycgr3G62030","","Spindle pole body component",224.608170163641,0.394540242288279,0.317572206613834,0.441519363540986,0.597670412883866,FALSE,"ns","interaction_LRT_any",1.6350668027398,"","Spc97_Spc98",""
"Mycgr3G106868","PXA1","ABC transporter transmembrane region 2",254.273834514097,0.134669503032843,0.255555676116424,0.441642462238101,0.597745937941014,FALSE,"ns","interaction_LRT_any",1.63450926642281,"map02010;map04146","ABC_membrane_2;ABC_tran",""
"Mycgr3G40143","YRB30","RanGTP-binding protein",18.4288910822017,1.2332229906244,1.0257133140602,0.441704974230492,0.597745937941014,FALSE,"ns","interaction_LRT_any",1.63422619776867,"","Ran-binding",""
"Mycgr3G47934","","Carboxylesterase family",85.849272950473,0.626305352455315,0.510068116047135,0.441991705091421,0.598046078781501,FALSE,"ns","interaction_LRT_any",1.63292832768406,"","Abhydrolase_3",""
"Mycgr3G74423","","MFS/sugar transport protein",306.948737874659,-0.252366720989233,0.245953581778644,0.442274003610591,0.598164385262144,FALSE,"ns","interaction_LRT_any",1.63165134260601,"","MFS_2",""
"Mycgr3G77474","","Transmembrane amino acid transporter protein",580.894174590175,-0.0872169680175992,0.202361269942007,0.44217702887719,0.598164385262144,FALSE,"ns","interaction_LRT_any",1.63208991853719,"","Aa_trans",""
"Mycgr3G80097","","Cytochrome c oxidase subunit VII",5300.7502301977,0.257491237941461,0.204050223843638,0.442221953737114,0.598164385262144,FALSE,"ns","interaction_LRT_any",1.63188673033437,"map00190;map01100","COX7a",""
"Mycgr3G27860","","Caleosin related protein",73.9809037617204,0.324623060218029,0.440544852865346,0.442864315436639,0.598874813635244,FALSE,"ns","interaction_LRT_any",1.62898368309624,"","Caleosin",""
"Mycgr3G111425",NA,NA,28.272815682684,0.741829861045698,0.762780891521812,0.443134880980694,0.599152711635767,FALSE,"ns","interaction_LRT_any",1.6277621670788,NA,NA,NA
"Mycgr3G97896",NA,NA,32.8067934167993,-0.751264274228717,0.849681152510317,0.443411343748629,0.599438500378908,FALSE,"ns","interaction_LRT_any",1.62651479714282,NA,NA,NA
"Mycgr3G27306","","zinc finger",37.5620129801159,-0.763512938011207,0.642057666389129,0.443720484437775,0.599455604035305,FALSE,"ns","interaction_LRT_any",1.62512090869541,"","",""
"Mycgr3G40213","DPH2","Required for the first step in the synthesis of diphthamide, a post-translational modification of histidine which occurs in translation elongation factor 2",26.8366061490841,0.0842086046031653,0.615466220833007,0.443604912578157,0.599455604035305,FALSE,"ns","interaction_LRT_any",1.62564189845028,"","Diphthamide_syn",""
"Mycgr3G52186","","Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)",31.8017708482553,-0.843851448117232,0.72048191922381,0.443650903622391,0.599455604035305,FALSE,"ns","interaction_LRT_any",1.62543455782344,"","HATPase_c;HisKA;PAS;PAS_3;PAS_4;PAS_8;PAS_9;Response_reg",""
"Mycgr3G84315","PRP40","Contains two conserved F residues",65.23798590763,0.786802246113039,0.656691299345324,0.443749468205959,0.599455604035305,FALSE,"ns","interaction_LRT_any",1.62499027320467,"map03040","FF;WW",""
"Mycgr3G99195","TFC7","Phosphoglycerate mutase family",264.589570664404,0.268640597758672,0.219235580442726,0.44367665970914,0.599455604035305,FALSE,"ns","interaction_LRT_any",1.62531845149329,"","His_Phos_1;TFIIIC_sub6",""
"Mycgr3G100718","","",47.2335856683425,-0.240803115905413,0.431649726686359,0.444136132901216,0.599889945422015,FALSE,"ns","interaction_LRT_any",1.62324831582089,"","",""
"Mycgr3G53366","RML2","Ribosomal Proteins L2, RNA binding domain",653.767507772969,0.177088449188409,0.199099210661589,0.444286146888282,0.600004564700717,FALSE,"ns","interaction_LRT_any",1.62257289832223,"","Ribosomal_L2;Ribosomal_L2_C",""
"Mycgr3G36551","","Thioesterase superfamily",31.503250738609,-0.361431453274951,0.645196567112515,0.444582227801813,0.600316383552331,FALSE,"ns","interaction_LRT_any",1.62124050341242,"","4HBT",""
"Mycgr3G107492","ORT1","Belongs to the mitochondrial carrier (TC 2.A.29) family",889.778011690866,0.0663355204805574,0.209976982375936,0.445060059988637,0.600783062772566,FALSE,"ns","interaction_LRT_any",1.61909207931285,"","Mito_carr",""
"Mycgr3G109986","GND1","Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH",3667.57629461129,0.0652869436868266,0.189874270688239,0.445123557096017,0.600783062772566,FALSE,"ns","interaction_LRT_any",1.61880675791951,"map00030;map00480;map01100;map01110;map01120;map01130;map01200","6PGD;NAD_binding_2","1.1.1.343;1.1.1.44"
"Mycgr3G29302","","Domain of unknown function (DUF3328)",89.3677781958104,-0.370781799019039,0.462600240531479,0.445077594105793,0.600783062772566,FALSE,"ns","interaction_LRT_any",1.6190132864786,"","DUF3328",""
"Mycgr3G111732",NA,NA,213.354469586462,-0.128873524760437,0.361142666871891,0.445312397382117,0.600900631208797,FALSE,"ns","interaction_LRT_any",1.61795845305051,NA,NA,NA
"Mycgr3G97048","","",12.1273846433863,1.31149911981415,1.03074899760162,0.445341167119127,0.600900631208797,FALSE,"ns","interaction_LRT_any",1.61782924574402,"","",""
"Mycgr3G91094","","",5.89525729676917,1.73981483663565,1.55999900488933,0.445629741431709,0.601201917498477,FALSE,"ns","interaction_LRT_any",1.61653369582245,"","SprT-like",""
"Mycgr3G107442","","",82.3624696977776,0.49867203083409,0.55294048052573,0.445825803499308,0.601378324948751,FALSE,"ns","interaction_LRT_any",1.61565395674012,"","DUF3435",""
"Mycgr3G105717",NA,NA,14.0786737648099,-0.876919464808851,0.854085483419911,0.445909624781166,0.601403300323632,FALSE,"ns","interaction_LRT_any",1.61527796503026,NA,NA,NA
"Mycgr3G44591","","",147.46135559111,-0.688235688061311,0.552762192420959,0.445976762114754,0.601405769851335,FALSE,"ns","interaction_LRT_any",1.61497686240239,"","",""
"Mycgr3G107190","","Belongs to the class-II DAHP synthase family",269.887982493177,-0.21176856666204,0.221335294184268,0.446346731609441,0.601640376374611,FALSE,"ns","interaction_LRT_any",1.61331840773437,"map00400;map01100;map01110;map01130;map01230;map02024","DAHP_synth_2","2.5.1.54"
"Mycgr3G27270","","Domain of unknown function (DUF3328)",181.704017510119,-0.689600305608598,0.584535680164368,0.446346202005093,0.601640376374611,FALSE,"ns","interaction_LRT_any",1.61332078079829,"","DUF3328",""
"Mycgr3G68169","XDJ1","DnaJ central domain",212.426155250549,0.506260840702655,0.409404690109835,0.446312478695562,0.601640376374611,FALSE,"ns","interaction_LRT_any",1.61347189481432,"map04141","DnaJ;DnaJ_C;DnaJ_CXXCXGXG",""
"Mycgr3G59773","SAM2","Catalyzes the formation of S-adenosylmethionine from methionine and ATP",2598.51567578652,0.365929352322559,0.288447319422707,0.446591321426854,0.601881966781779,FALSE,"ns","interaction_LRT_any",1.61222274461329,"map00270;map01100;map01110;map01230","S-AdoMet_synt_C;S-AdoMet_synt_M;S-AdoMet_synt_N","2.5.1.6"
"Mycgr3G88714","","",267.019274121218,0.418856184063253,0.754613997622935,0.446898205234078,0.60220742932406,FALSE,"ns","interaction_LRT_any",1.61084887817105,"","",""
"Mycgr3G72917","","Calcium-dependent channel, 7TM region, putative phosphate",95.1286740908992,0.494454264592408,0.398372188674773,0.447082366267346,0.60236744856708,FALSE,"ns","interaction_LRT_any",1.61002487352602,"","PHM7_cyt;PHM7_ext;RSN1_7TM;RSN1_TM",""
"Mycgr3G75537","","Belongs to the type-B carboxylesterase lipase family",218.576619639575,0.202029678646208,0.497190993617703,0.447278351643365,0.602512887722207,FALSE,"ns","interaction_LRT_any",1.60914833512163,"","COesterase",""
"Mycgr3G83270",NA,NA,12.9696212289679,0.587678324856219,1.10407733038321,0.447321165529018,0.602512887722207,FALSE,"ns","interaction_LRT_any",1.60895690248674,NA,NA,NA
"Mycgr3G106713",NA,NA,19.4622516621166,-0.706437982378308,0.877521173325527,0.447621540287413,0.602588193311706,FALSE,"ns","interaction_LRT_any",1.60761435947154,NA,NA,NA
"Mycgr3G107929","","",74.9665531317749,-0.0541942211703483,0.450953756470262,0.447515274651621,0.602588193311706,FALSE,"ns","interaction_LRT_any",1.60808921710009,"","",""
"Mycgr3G45446","","Belongs to the iron ascorbate-dependent oxidoreductase family",238.842983194743,-0.370050194312263,0.341076332917847,0.447638813165966,0.602588193311706,FALSE,"ns","interaction_LRT_any",1.60753718469891,"","2OG-FeII_Oxy;DIOX_N",""
"Mycgr3G50144","","USP8 dimerisation domain",42.7830747449689,0.604516388325372,0.653580589791268,0.44745243114981,0.602588193311706,FALSE,"ns","interaction_LRT_any",1.60837009204789,"map04144","JAB;USP8_dimer","3.4.19.12"
"Mycgr3G110299","","Major Facilitator Superfamily",442.264852376238,0.4085621827591,0.326552716618602,0.447813020496313,0.602734595988095,FALSE,"ns","interaction_LRT_any",1.60675899730347,"","MFS_1",""
"Mycgr3G38577","","regulation of kinetochore assembly",163.399248547037,0.41719799836169,0.419840562911302,0.447948429509044,0.602828742853833,FALSE,"ns","interaction_LRT_any",1.60615433179231,"","TPR_19",""
"Mycgr3G100940","VPS45","Belongs to the STXBP unc-18 SEC1 family",203.038338263443,0.292331920750564,0.24196319617255,0.448112046532344,0.602960817725943,FALSE,"ns","interaction_LRT_any",1.60542394794214,"map04138;map04144","Sec1",""
"Mycgr3G41440","","Fungal specific transcription factor domain",240.811042766149,-0.354877455739227,0.333543554838415,0.448334572466317,0.603172107792888,FALSE,"ns","interaction_LRT_any",1.60443102350547,"","Fungal_trans_2;Zn_clus",""
"Mycgr3G70812","","Peptidase dimerisation domain",233.012843842832,0.079903376172668,0.262394457074475,0.44856713834404,0.603396841514791,FALSE,"ns","interaction_LRT_any",1.60339382676415,"","M20_dimer;Peptidase_M20;Peptidase_M28",""
"Mycgr3G67998","","",140.977039636321,0.351184845536382,0.34935556926821,0.448653124169283,0.60342436402438,FALSE,"ns","interaction_LRT_any",1.60301048354688,"","",""
"Mycgr3G20207","","Glycosyltransferase family 1 protein",34.2568757494766,-0.257472616483732,0.843780781885984,0.448724024179919,0.60343159151181,FALSE,"ns","interaction_LRT_any",1.60269445138175,"","Glyco_transf_28;UDPGT",""
"Mycgr3G48009","","Repeated motif present between transmembrane helices in cystinosin, yeast ERS1p, mannose-P-dolichol utilization defect 1, and other hypothetical proteins.",79.7711799020042,-0.169887869590526,0.340485822314069,0.448798488234846,0.6034436090166,FALSE,"ns","interaction_LRT_any",1.60236258648001,"","PQ-loop",""
"Mycgr3G103805",NA,NA,35.1220913193721,0.830910667591142,0.725582225742976,0.448959455050063,0.603571915555625,FALSE,"ns","interaction_LRT_any",1.60164539174775,NA,NA,NA
"Mycgr3G110786","","",60.2912271711446,0.450314762512872,0.415849243807337,0.449432250955915,0.604119340104075,FALSE,"ns","interaction_LRT_any",1.59954031465793,"","",""
