rxn_id,enz,sub,bigg,mnx,Temp_C,Temp_K
r_0002_No1,Mycgr3G100120,ferricytochrome c,ficytc,MNXM5749,17.0,290.15
r_0002_No1,Mycgr3G100120,ferricytochrome c,ficytc,MNXM5749,21.0,294.15
r_0002_No1,Mycgr3G100120,ferricytochrome c,ficytc,MNXM5749,25.0,298.15
r_0002_No1,Mycgr3G100120,ferricytochrome c,ficytc,MNXM5749,29.0,302.15
r_0002_No1,Mycgr3G100120,ferricytochrome c,ficytc,MNXM5749,33.0,306.15
r_0002_No1,Mycgr3G100120,ferricytochrome c,ficytc,MNXM5749,37.0,310.15
r_0002_No1,Mycgr3G100120,ferricytochrome c,ficytc,MNXM5749,41.0,314.15
r_0002_No1,Mycgr3G100120,ferricytochrome c,ficytc,MNXM5749,45.0,318.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,5.0,278.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,9.0,282.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,13.0,286.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,17.0,290.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,21.0,294.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,25.0,298.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,29.0,302.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,33.0,306.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,37.0,310.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,41.0,314.15
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",btd_RR,MNXM2757,45.0,318.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,5.0,278.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,9.0,282.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,13.0,286.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,17.0,290.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,21.0,294.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,25.0,298.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,29.0,302.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,33.0,306.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,37.0,310.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,41.0,314.15
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,actn__R,MNXM664,45.0,318.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,5.0,278.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,9.0,282.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,13.0,286.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,17.0,290.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,21.0,294.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,25.0,298.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,29.0,302.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,33.0,306.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,37.0,310.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,41.0,314.15
r_0004_No1,Mycgr3G67892,ferricytochrome c,ficytc,MNXM5749,45.0,318.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,5.0,278.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,9.0,282.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,13.0,286.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,17.0,290.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,21.0,294.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,25.0,298.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,29.0,302.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,33.0,306.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,37.0,310.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,41.0,314.15
r_0005_No1,Mycgr3G101655,UDP-D-glucose,udpg,MNXM722710,45.0,318.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,5.0,278.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,9.0,282.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,13.0,286.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,17.0,290.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,21.0,294.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,25.0,298.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,29.0,302.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,33.0,306.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,37.0,310.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,41.0,314.15
r_0006_No1,Mycgr3G48347,UDP-D-glucose,udpg,MNXM722710,45.0,318.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,5.0,278.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,9.0,282.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,13.0,286.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,17.0,290.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,21.0,294.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,25.0,298.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,29.0,302.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,33.0,306.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,37.0,310.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,41.0,314.15
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,prfp,MNXM1397,45.0,318.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,5.0,278.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,9.0,282.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,13.0,286.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,17.0,290.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,21.0,294.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,25.0,298.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,29.0,302.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,33.0,306.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,37.0,310.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,41.0,314.15
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,1pyr5c,MNXM1617,45.0,318.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,5.0,278.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,9.0,282.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,13.0,286.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,17.0,290.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,21.0,294.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,25.0,298.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,29.0,302.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,33.0,306.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,37.0,310.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,41.0,314.15
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",dkmpp,MNXM162358,45.0,318.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,5.0,278.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,9.0,282.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,13.0,286.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,17.0,290.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,21.0,294.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,25.0,298.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,29.0,302.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,33.0,306.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,37.0,310.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,41.0,314.15
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25dthpp,MNXM1099,45.0,318.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,5.0,278.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,9.0,282.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,13.0,286.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,17.0,290.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,21.0,294.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,25.0,298.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,29.0,302.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,33.0,306.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,37.0,310.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,41.0,314.15
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25drapp,MNXM648,45.0,318.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,5.0,278.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,9.0,282.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,13.0,286.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,17.0,290.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,21.0,294.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,25.0,298.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,29.0,302.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,33.0,306.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,37.0,310.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,41.0,314.15
r_0016_No1,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,45.0,318.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,5.0,278.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,9.0,282.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,13.0,286.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,17.0,290.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,21.0,294.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,25.0,298.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,29.0,302.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,33.0,306.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,37.0,310.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,41.0,314.15
r_0016_No2,Mycgr3G84968,2-oxobutanoate,2obut,MNXM159,45.0,318.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,5.0,278.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,9.0,282.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,13.0,286.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,17.0,290.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,21.0,294.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,25.0,298.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,29.0,302.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,33.0,306.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,37.0,310.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,41.0,314.15
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",6hmhpt,MNXM937,45.0,318.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,5.0,278.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,9.0,282.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,13.0,286.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,17.0,290.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,21.0,294.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,25.0,298.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,29.0,302.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,33.0,306.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,37.0,310.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,41.0,314.15
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,2oxoadp,MNXM263,45.0,318.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,5.0,278.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,9.0,282.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,13.0,286.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,17.0,290.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,21.0,294.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,25.0,298.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,29.0,302.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,33.0,306.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,37.0,310.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,41.0,314.15
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,L2aadp,MNXM268,45.0,318.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,5.0,278.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,9.0,282.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,13.0,286.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,17.0,290.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,21.0,294.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,25.0,298.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,29.0,302.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,33.0,306.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,37.0,310.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,41.0,314.15
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,2oxoadp,MNXM263,45.0,318.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,5.0,278.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,9.0,282.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,13.0,286.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,17.0,290.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,21.0,294.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,25.0,298.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,29.0,302.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,33.0,306.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,37.0,310.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,41.0,314.15
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,L2aadp,MNXM268,45.0,318.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,5.0,278.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,9.0,282.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,13.0,286.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,17.0,290.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,21.0,294.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,25.0,298.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,29.0,302.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,33.0,306.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,37.0,310.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,41.0,314.15
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,2oxoadp,MNXM263,45.0,318.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,5.0,278.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,9.0,282.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,13.0,286.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,17.0,290.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,21.0,294.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,25.0,298.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,29.0,302.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,33.0,306.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,37.0,310.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,41.0,314.15
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,L2aadp,MNXM268,45.0,318.15
r_0019_No1,Mycgr3G106471,2-dehydropantoate,2dhp,MNXM959,5.0,278.15
r_0019_No1,Mycgr3G106471,2-dehydropantoate,2dhp,MNXM959,9.0,282.15
r_0019_No1,Mycgr3G106471,2-dehydropantoate,2dhp,MNXM959,13.0,286.15
r_0019_No1,Mycgr3G106471,2-dehydropantoate,2dhp,MNXM959,17.0,290.15
r_0019_No1,Mycgr3G106471,2-dehydropantoate,2dhp,MNXM959,21.0,294.15
r_0019_No1,Mycgr3G106471,2-dehydropantoate,2dhp,MNXM959,25.0,298.15
r_0019_No1,Mycgr3G106471,2-dehydropantoate,2dhp,MNXM959,29.0,302.15
