gene,enzyme_name,enzyme_id,rxn_id,EC,parameter,ident,identifiable_from_growth,refined,top_descriptor
msbA,Lipid A transport via ABC system (periplasm),P60752,LIPAabcppNo1,,dCp_i,0.0,False,False,CT_max_C
,Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),P37001,LIPAHTexNo1,,dCp_i,0.0,False,False,CT_max_C
msbA,Lipid (cold) A transport via ABC system (periplasm),P60752,LIPACabcppNo1,,dCp_i,0.0,False,False,CT_max_C
wzzE,Enterobacterial common antigen polymerase (periplasm),P0AG00,ECAP1ppNo1,,dCp_i,0.0,False,False,CT_max_C
,Undecaprenyl-diphosphatase (periplasm),P0A924,UDCPDPppNo1,,dCp_i,0.0,False,False,CT_max_C
,Undecaprenyl-diphosphatase (periplasm),P60932,UDCPDPppNo2,,dCp_i,0.0,False,False,CT_max_C
,Undecaprenyl-diphosphatase (periplasm),P75806,UDCPDPppNo3,,dCp_i,0.0,False,False,CT_max_C
puuC,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,P23883,GGGABADrNo1,,dCp_i,0.0,False,False,CT_max_C
wzzE,Enterobacterial common antigen polymerase (periplasm),P0AG00,ECAP2ppNo1,,dCp_i,0.0,False,False,CT_max_C
,Enterobacterial common antigen (x4) O-antigen ligase (periplasm),P27243,ECA4OALppNo1,,dCp_i,0.0,False,False,CT_max_C
fre,Fe(III) reduction,P0AEN1,FE3RiNo1,,dCp_i,0.0,False,False,CT_max_C
hmp,Nitric oxide dioxygenase,P24232,NODOyNo1,,dCp_i,0.0,False,False,CT_max_C
galM,Aldose-1-epimerase,P0A9C3,GALM2ppNo1,,dCp_i,0.0,False,False,CT_max_C
copA,Copper (Cu +1) ABC transporter (periplasm),Q59385,CU1abcppNo1,,dCp_i,0.0,False,False,CT_max_C
zntA,Mercury (Hg+2) ABC transporter (periplasm),P37617,HG2abcppNo1,,dCp_i,0.0,False,False,CT_max_C
rfaJ,Glucosyltransferase III (LPS core synthesis),P27129,GLCTR3No1,,dCp_i,0.0,False,False,CT_max_C
waaU,Heptosyltransferase IV (LPS core synthesis),P27242,HEPT4No1,,dCp_i,0.0,False,False,CT_max_C
,"4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))",P76473,LA4NTppNo1,,dCp_i,0.0,False,False,CT_max_C
hmp,Nitric oxide dioxygenase,P24232,NODOxNo1,,dCp_i,0.0,False,False,CT_max_C
,NADH:flavorubredoxin oxidoreductase,P37596,NHFRBONo1,,dCp_i,0.0,False,False,CT_max_C
,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",P46883,42A12BOOXppNo1,,dCp_i,0.0,False,False,CT_max_C
,Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (periplasm),P46883,TYROXDAppNo1,,dCp_i,0.0,False,False,CT_max_C
,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,P13016,AGM4PANo1,,dCp_i,0.0,False,False,CT_max_C
grxA;nrdE;nrdF,Ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),P37146,RNDR3bNo1,,dCp_i,0.0,False,False,CT_max_C
grxC;nrdE;nrdF,Ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),P37146,RNDR3bNo2,,dCp_i,0.0,False,False,CT_max_C
grxB;nrdE;nrdF,Ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),P37146,RNDR3bNo3,,dCp_i,0.0,False,False,CT_max_C
grxD;nrdE;nrdF,Ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),P37146,RNDR3bNo4,,dCp_i,0.0,False,False,CT_max_C
grxA;nrdE;nrdF,Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),P37146,RNDR4bNo1,,dCp_i,0.0,False,False,CT_max_C
grxC;nrdE;nrdF,Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),P37146,RNDR4bNo2,,dCp_i,0.0,False,False,CT_max_C
grxD;nrdE;nrdF,Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),P37146,RNDR4bNo3,,dCp_i,0.0,False,False,CT_max_C
grxB;nrdE;nrdF,Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),P37146,RNDR4bNo4,,dCp_i,0.0,False,False,CT_max_C
ushA,UDPgalactose pyrophosphohydrolase,P07024,UDPGALPppNo1,,dCp_i,0.0,False,False,CT_max_C
ushA,UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm),P07024,UACGAMPppNo1,,dCp_i,0.0,False,False,CT_max_C
ushA,UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm),P07024,UACGALPppNo1,,dCp_i,0.0,False,False,CT_max_C
ushA,UDP-D-glucuronate pyrophosphohydrolase (periplasm),P07024,UGLCURPppNo1,,dCp_i,0.0,False,False,CT_max_C
cueO,Ferroxidase,P36649,FEROppNo1,,dCp_i,0.0,False,False,CT_max_C
bfr,Ferroxidase,P0ABD3,FEROppNo2,,dCp_i,0.0,False,False,CT_max_C
tauA,Isethionate transport via ABC system (periplasm),Q47537,ISETACabcppNo1,,dCp_i,0.0,False,False,CT_max_C
,Isethionate transport via ABC system (periplasm),P0AAI1,ISETACabcppNo2,,dCp_i,0.0,False,False,CT_max_C
ldcA,"Anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",P76008,AM4PCPNo1,,dCp_i,0.0,False,False,CT_max_C
,Anhydrous-N-Acetylmuramyl-tripeptide amidase,P13016,AM3PANo1,,dCp_i,0.0,False,False,CT_max_C
ldcA,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase",P76008,UM4PCPNo1,,dCp_i,0.0,False,False,CT_max_C
btuR,Cob(I)alamin adenosyltransferase,P0A9H5,CBLATNo1,,dCp_i,0.0,False,False,CT_max_C
,"Nitrite Reductase (Menaquinole-8, periplasm)",P0AAK7,NTRIR4ppNo1,,dCp_i,0.0,False,False,CT_max_C
,"Nitrite Reductase (Ubiquinole-8, periplasm)",P0AAK7,NTRIR3ppNo1,,dCp_i,0.0,False,False,CT_max_C
,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase,P13016,AGM3PANo1,,dCp_i,0.0,False,False,CT_max_C
,Acetyl-CoA:anthranilate acetyltransferase,P77567,ACANTHATNo1,,dCp_i,0.0,False,False,CT_max_C
,Methanesulfonate transport via ABC system (periplasm),P0AAI1,MSO3abcppNo1,,dCp_i,0.0,False,False,CT_max_C
nudJ,Thiamin pyrophosphatase,P0AEI6,TDPNo1,,dCp_i,0.0,False,False,CT_max_C
msrA;trxC,L-methionine-S-oxide reductase,P0AGG4,METSOXR1No1,,dCp_i,0.0,False,False,CT_max_C
msrA;trxA,L-methionine-S-oxide reductase,P0AA25,METSOXR1No2,,dCp_i,0.0,False,False,CT_max_C
bisC;trxC,L-methionine-S-oxide reductase,P0AGG4,METSOXR1No3,,dCp_i,0.0,False,False,CT_max_C
bisC;trxA,L-methionine-S-oxide reductase,P0AA25,METSOXR1No4,,dCp_i,0.0,False,False,CT_max_C
msrB;trxC,L-methionine-R-sulfoxide reductase,P0AGG4,METSOXR2No1,,dCp_i,0.0,False,False,CT_max_C
msrB;trxA,L-methionine-R-sulfoxide reductase,P0AA25,METSOXR2No2,,dCp_i,0.0,False,False,CT_max_C
msrC;trxA,L-methionine-R-sulfoxide reductase,P0AA25,METSOXR2No3,,dCp_i,0.0,False,False,CT_max_C
msrC;trxC,L-methionine-R-sulfoxide reductase,P0AGG4,METSOXR2No4,,dCp_i,0.0,False,False,CT_max_C
,"2,3-diaminopropionate amonnia lyase",P66899,DAPALNo1,,dCp_i,0.0,False,False,CT_max_C
pepN,Alanyl aminopeptidase (cys-gly),P04825,AMPTASECGNo1,,dCp_i,0.0,False,False,CT_max_C
pepA,Alanyl aminopeptidase (cys-gly),P68767,AMPTASECGNo2,,dCp_i,0.0,False,False,CT_max_C
pepB,Alanyl aminopeptidase (cys-gly),P37095,AMPTASECGNo3,,dCp_i,0.0,False,False,CT_max_C
pepD,Alanyl aminopeptidase (cys-gly),P15288,AMPTASECGNo4,,dCp_i,0.0,False,False,CT_max_C
bglX,B-galactosidase,P33363,LACZppNo1,,dCp_i,0.0,False,False,CT_max_C
glpQ,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),P09394,GPDDA1ppNo1,,dCp_i,0.0,False,False,CT_max_C
glpQ,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),P09394,GPDDA5ppNo1,,dCp_i,0.0,False,False,CT_max_C
aphA,Phospho-L-threonine phosphatase (periplasmic),P0AE22,PTHRppNo1,,dCp_i,0.0,False,False,CT_max_C
phoA,Phospho-L-threonine phosphatase (periplasmic),P00634,PTHRppNo2,,dCp_i,0.0,False,False,CT_max_C
fre,Flavin reductase,P0AEN1,FLVRNo1,,dCp_i,0.0,False,False,CT_max_C
cysI;cysJ,Flavin reductase,P17846,FLVRNo2,,dCp_i,0.0,False,False,CT_max_C
,FMNH2-dependent monooxygenase (methanesulfonate),P80645,FDMO2No1,,dCp_i,0.0,False,False,CT_max_C
pepD,L-alanyl-gamma-L-glutamate peptidase,P15288,LALGPNo1,,dCp_i,0.0,False,False,CT_max_C
amiC,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm),P63883,AGM4PAppNo1,,dCp_i,0.0,False,False,CT_max_C
amiB,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm),P26365,AGM4PAppNo2,,dCp_i,0.0,False,False,CT_max_C
amiA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm),P36548,AGM4PAppNo3,,dCp_i,0.0,False,False,CT_max_C
,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm),P75820,AGM4PAppNo4,,dCp_i,0.0,False,False,CT_max_C
,L-fucose isomerase,P69922,ARABDINo1,,dCp_i,0.0,False,False,CT_max_C
znuA,Zinc (Zn+2) transport via ABC system (periplasm),P0A9X1,ZNabcppNo1,,dCp_i,0.0,False,False,CT_max_C
aphA,Ribose 5-phosphate phosphatase,P0AE22,R5PPppNo1,,dCp_i,0.0,False,False,CT_max_C
phoA,Ribose 5-phosphate phosphatase,P00634,R5PPppNo2,,dCp_i,0.0,False,False,CT_max_C
aphA,Phospho-L-serine phosphatase (periplasmic),P0AE22,PSP_LppNo1,,dCp_i,0.0,False,False,CT_max_C
phoA,Phospho-L-serine phosphatase (periplasmic),P00634,PSP_LppNo2,,dCp_i,0.0,False,False,CT_max_C
aphA,Phospho-L-tyrosine phosphatase (periplasmic),P0AE22,TYRPppNo1,,dCp_i,0.0,False,False,CT_max_C
cysH;grxC,Phosphoadenylyl-sulfate reductase (glutaredoxin),P17854,PAPSR2No1,,dCp_i,0.0,False,False,CT_max_C
cysH;grxA,Phosphoadenylyl-sulfate reductase (glutaredoxin),P17854,PAPSR2No2,,dCp_i,0.0,False,False,CT_max_C
cysH;grxB,Phosphoadenylyl-sulfate reductase (glutaredoxin),P17854,PAPSR2No3,,dCp_i,0.0,False,False,CT_max_C
cysH;grxD,Phosphoadenylyl-sulfate reductase (glutaredoxin),P17854,PAPSR2No4,,dCp_i,0.0,False,False,CT_max_C
grxB;nrdE;nrdF,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),P37146,RNDR1bNo1,,dCp_i,0.0,False,False,CT_max_C
grxC;nrdE;nrdF,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),P37146,RNDR1bNo2,,dCp_i,0.0,False,False,CT_max_C
grxA;nrdE;nrdF,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),P37146,RNDR1bNo3,,dCp_i,0.0,False,False,CT_max_C
grxD;nrdE;nrdF,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),P37146,RNDR1bNo4,,dCp_i,0.0,False,False,CT_max_C
,"Ribose-1,5-bisphosphokinase",P16690,R15BPKNo1,,dCp_i,0.000625,False,True,CT_max_C
,Potassium ABC transporter (periplasm),P03959,KabcppNo1,,dCp_i,0.0,False,False,CT_max_C
,Potassium ABC transporter (periplasm),P03959,KabcppNo2,,dCp_i,0.0,False,False,CT_max_C
grxA;nrdE;nrdF,Ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),P37146,RNDR2bNo1,,dCp_i,0.0,False,False,CT_max_C
grxB;nrdE;nrdF,Ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),P37146,RNDR2bNo2,,dCp_i,0.0,False,False,CT_max_C
grxD;nrdE;nrdF,Ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),P37146,RNDR2bNo3,,dCp_i,0.0,False,False,CT_max_C
grxC;nrdE;nrdF,Ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),P37146,RNDR2bNo4,,dCp_i,0.0,False,False,CT_max_C
tesB,Fatty-acid-CoA thioesterase (octadecenoate),P0AGG2,FACOAE181No1,,dCp_i,0.0,False,False,CT_max_C
tesB,Fatty-acid-CoA thioesterase (hexadecanoate),P0AGG2,FACOAE160No1,,dCp_i,0.000625,False,True,CT_max_C
tesB,Fatty-acid-CoA thioesterase (tetradecanoate),P0AGG2,FACOAE140No1,,dCp_i,0.0,False,False,CT_max_C
malE,Maltose transport via ABC system (periplasm),P02916,MALTabcppNo1,,dCp_i,0.0,False,False,CT_max_C
malE,Maltohexaose transport via ABC system (periplasm),P02916,MALTHXabcppNo1,,dCp_i,0.0,False,False,CT_max_C
malE,Maltopentaose transport via ABC system (periplasm),P02916,MALTPTabcppNo1,,dCp_i,0.0,False,False,CT_max_C
amyA,Alpha-amylase,P26612,AAMYLNo1,,dCp_i,0.0,False,False,CT_max_C
,Alpha-amylase (periplasm),P25718,AAMYLppNo1,,dCp_i,0.0,False,False,CT_max_C
malE,Maltotriose transport via ABC system (periplasm),P02916,MALTTRabcppNo1,,dCp_i,0.0,False,False,CT_max_C
malE,Maltotetraose transport via ABC system (periplasm),P02916,MALTTTRabcppNo1,,dCp_i,0.0,False,False,CT_max_C
fadD,Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),P69451,FACOAL80t2ppNo1,,dCp_i,0.0,False,False,CT_max_C
,Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),P38135,FACOAL80t2ppNo2,,dCp_i,0.0,False,False,CT_max_C
spoT,"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",P0AG24,PPGPPDPNo1,,dCp_i,0.0,False,False,CT_max_C
fhuC,Coprogen transport via ABC system (periplasm),P06972,CPGNabcppNo1,,dCp_i,0.0,False,False,CT_max_C
ptsH;ptsI,2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm),P08839,MANGLYCptsppNo1,,dCp_i,0.0,False,False,CT_max_C
,"Cobinamide transport via ABC system (uptake, periplasm)",P06609,CBIuabcppNo1,,dCp_i,0.0,False,False,CT_max_C
metI;metN;metQ,L-methionine transport via ABC system (periplasm),P28635,METabcppNo1,,dCp_i,0.0,False,False,CT_max_C
puuA,Gamma glutamyl putrescine synthase,P78061,GGPTRCSNo1,,dCp_i,0.0,False,False,CT_max_C
cpdB,"2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)",P08331,23PDE2ppNo1,,dCp_i,0.0,False,False,CT_max_C
cpdB,"2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)",P08331,23PDE4ppNo1,,dCp_i,0.0,False,False,CT_max_C
cpdB,"2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)",P08331,23PDE9ppNo1,,dCp_i,0.0,False,False,CT_max_C
mtlA;ptsH;ptsI,Mannitol transport via PEP:Pyr PTS (periplasm),P08839,MNLptsppNo1,,dCp_i,0.0,False,False,CT_max_C
ptsH;ptsI,Mannitol transport via PEP:Pyr PTS (periplasm),P08839,MNLptsppNo2,,dCp_i,0.0,False,False,CT_max_C
ptsH;ptsI,Mannitol transport via PEP:Pyr PTS (periplasm),P08839,MNLptsppNo3,,dCp_i,0.0,False,False,CT_max_C
solA,Sarcosine oxidase,P40874,SARCOXNo1,,dCp_i,0.0,False,False,CT_max_C
ybiV,Mannose 6-phosphate phosphatase,P75792,MN6PPNo1,,dCp_i,0.0,False,False,CT_max_C
hxpB,Mannose 6-phosphate phosphatase,P77247,MN6PPNo2,,dCp_i,0.0,False,False,CT_max_C
yidA,Mannose 6-phosphate phosphatase,P0A8Y5,MN6PPNo3,,dCp_i,0.0,False,False,CT_max_C
yigL,Mannose 6-phosphate phosphatase,P27848,MN6PPNo4,,dCp_i,0.0,False,False,CT_max_C
,3-keto-L-gulonate kinase,P37677,3KGKNo1,,dCp_i,0.0,False,False,CT_max_C
ybiV,D-fructose 6-phosphate phosphatase,P75792,F6PPNo1,,dCp_i,0.0,False,False,CT_max_C
yidA,D-fructose 6-phosphate phosphatase,P0A8Y5,F6PPNo2,,dCp_i,0.0,False,False,CT_max_C
yqaB,D-fructose 6-phosphate phosphatase,P77475,F6PPNo3,,dCp_i,0.0,False,False,CT_max_C
hxpA,D-fructose 6-phosphate phosphatase,P77625,F6PPNo4,,dCp_i,0.0,False,False,CT_max_C
yigL,D-fructose 6-phosphate phosphatase,P27848,F6PPNo5,,dCp_i,0.0,False,False,CT_max_C
argT;hisP,Ornithine transport via ABC system (periplasm),P07109,ORNabcppNo1,,dCp_i,0.0,False,False,CT_max_C
pstB;pstS,"Phosphate transport via ABC system (uptake, periplasm)",P07654,PIuabcppNo1,,dCp_i,0.0,False,False,CT_max_C
,Fructoselysine phosphate deglycase,P0AC00,FRULYSDGNo1,,dCp_i,0.0,False,False,CT_max_C
metI;metN;metQ,D-methionine transport via ABC system (periplasm),P28635,METDabcppNo1,,dCp_i,0.0,False,False,CT_max_C
,GDP-mannose mannosyl hydrolase,P32056,GDPMNHNo1,,dCp_i,0.0,False,False,CT_max_C
fadD,Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),P69451,FACOAL60t2ppNo1,,dCp_i,0.0,False,False,CT_max_C
,Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),P38135,FACOAL60t2ppNo2,,dCp_i,0.0,False,False,CT_max_C
proV;proX,L-proline transport via ABC system (periplasm),P0AFM2,PROabcppNo1,,dCp_i,0.0,False,False,CT_max_C
potF;potG,Putrescine transport via ABC system (periplasm),P0AFL1,PTRCabcppNo1,,dCp_i,0.0,False,False,CT_max_C
ydcS,Putrescine transport via ABC system (periplasm),P0AFR9,PTRCabcppNo2,,dCp_i,0.0,False,False,CT_max_C
potA;potD,Putrescine transport via ABC system (periplasm),P0AFK4,PTRCabcppNo3,,dCp_i,0.0,False,False,CT_max_C
relA,GDP diphosphokinase,P0AG20,GDPDPKNo1,,dCp_i,0.0,False,False,CT_max_C
spoT,GDP diphosphokinase,P0AG24,GDPDPKNo2,,dCp_i,0.0,False,False,CT_max_C
ansB,L-asparaginase,P00805,ASNNppNo1,,dCp_i,0.0,False,False,CT_max_C
ansB,Glutaminase,P00805,GLUNppNo1,,dCp_i,0.0,False,False,CT_max_C
surE,5'-nucleotidase (dIMP),P0A840,NTD12No1,,dCp_i,0.0,False,False,CT_max_C
yfbR,5'-nucleotidase (dIMP),P76491,NTD12No2,,dCp_i,0.0,False,False,CT_max_C
,5'-nucleotidase (dIMP),P64636,NTD12No3,,dCp_i,0.0,False,False,CT_max_C
,5'-nucleotidase (dIMP),P76514,NTD12No4,,dCp_i,0.0,False,False,CT_max_C
modA;modC,Tungstate transport via ABC system (periplasm),P09833,TUNGSabcppNo1,,dCp_i,0.0,False,False,CT_max_C
modA;modC,Molybdate transport via ABC system (periplasm),P09833,MOBDabcppNo1,,dCp_i,0.0,False,False,CT_max_C
cysA;sbp,Molybdate transport via ABC system (periplasm),P0AEB0,MOBDabcppNo2,,dCp_i,0.0,False,False,CT_max_C
cysA;cysP,Molybdate transport via ABC system (periplasm),P0AEB0,MOBDabcppNo3,,dCp_i,0.0,False,False,CT_max_C
nikA,"Nickel transport via ABC system (uptake, periplasm)",P0AFA9,NI2uabcppNo1,,dCp_i,0.0,False,False,CT_max_C
mgtA,"Nickel transport via ABC system (uptake, periplasm)",P0ABB8,NI2uabcppNo2,,dCp_i,0.0,False,False,CT_max_C
,Adenosylcobalamin transport via ABC system (periplasm),P06609,ADOCBLabcppNo1,,dCp_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (XMP),P0AE22,NTD10ppNo1,,dCp_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (XMP),P07024,NTD10ppNo2,,dCp_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (dUMP),P07024,NTD1ppNo1,,dCp_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (dUMP),P0AE22,NTD1ppNo2,,dCp_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (UMP),P0AE22,NTD2ppNo1,,dCp_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (UMP),P07024,NTD2ppNo2,,dCp_i,0.0,False,False,CT_max_C
phoA,5'-nucleotidase (UMP),P00634,NTD2ppNo3,,dCp_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (dCMP),P07024,NTD3ppNo1,,dCp_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (dCMP),P0AE22,NTD3ppNo2,,dCp_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (CMP),P07024,NTD4ppNo1,,dCp_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (CMP),P0AE22,NTD4ppNo2,,dCp_i,0.0,False,False,CT_max_C
phoA,5'-nucleotidase (CMP),P00634,NTD4ppNo3,,dCp_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (dTMP),P0AE22,NTD5ppNo1,,dCp_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (dTMP),P07024,NTD5ppNo2,,dCp_i,0.0,False,False,CT_max_C
proV;proX,L-carnitine transport via ABC system (periplasm),P0AFM2,CRNabcppNo1,,dCp_i,0.0,False,False,CT_max_C
proV;proX,D-carnitine transport via ABC system (periplasm),P0AFM2,CRNDabcppNo1,,dCp_i,0.0,False,False,CT_max_C
,Dihydroneopterin triphosphate pyrophosphatase,P0AFC0,DNTPPANo1,,dCp_i,5.998918884876026e-06,False,False,CT_max_C
,Dihydroneopterin triphosphate pyrophosphatase,P08337,DNTPPANo2,,dCp_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (dAMP),P07024,NTD6ppNo1,,dCp_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (dAMP),P0AE22,NTD6ppNo2,,dCp_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (AMP),P07024,NTD7ppNo1,,dCp_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (AMP),P0AE22,NTD7ppNo2,,dCp_i,0.0,False,False,CT_max_C
phoA,5'-nucleotidase (AMP),P00634,NTD7ppNo3,,dCp_i,0.0,False,False,CT_max_C
proV;proX,Crotonobetaine transport via ABC system (periplasm),P0AFM2,CTBTabcppNo1,,dCp_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (GMP),P07024,NTD9ppNo1,,dCp_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (GMP),P0AE22,NTD9ppNo2,,dCp_i,0.0,False,False,CT_max_C
phoA,5'-nucleotidase (GMP),P00634,NTD9ppNo3,,dCp_i,0.0,False,False,CT_max_C
,Phenethylamine oxidase,P46883,PEAMNOppNo1,,dCp_i,0.0,False,False,CT_max_C
agp,D-galactose 1-phosphatase,P19926,GAL1PPppNo1,,dCp_i,0.0,False,False,CT_max_C
rdgB,Nucleoside triphosphate pyrophosphorylase (itp),P52061,NTPP9No1,,dCp_i,0.0,False,False,CT_max_C
rdgB,Nucleoside triphosphate pyrophosphorylase (ditp),P52061,NTPP10No1,,dCp_i,0.0,False,False,CT_max_C
rdgB,Nucleoside triphosphate pyrophosphorylase (xtp),P52061,NTPP11No1,,dCp_i,0.0,False,False,CT_max_C
speA,Arginine decarboxylase,P21170,ARGDCppNo1,,dCp_i,0.0,False,False,CT_max_C
,Uridine hydrolase,P33022,URIHNo1,,dCp_i,0.0,False,False,CT_max_C
rihA,Uridine hydrolase,P41409,URIHNo2,,dCp_i,0.0,False,False,CT_max_C
rihC,Uridine hydrolase,P22564,URIHNo3,,dCp_i,0.0,False,False,CT_max_C
,Allose 6-phosphate isomerase,P37351,ALLPINo1,,dCp_i,0.0,False,False,CT_max_C
,Allose kinase,P32718,ALLKNo1,,dCp_i,0.0,False,False,CT_max_C
,Allulose 6-phosphate epimerase,P32719,ALLULPENo1,,dCp_i,0.0,False,False,CT_max_C
glgB,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",P07762,GLBRAN2No1,,dCp_i,0.0,False,False,CT_max_C
grxB,Arsenate reductase,P0AC59,ASRNo1,,dCp_i,0.0,False,False,CT_max_C
rihC,Xanthosine hydrolase,P22564,XTSNHNo1,,dCp_i,0.0,False,False,CT_max_C
rihC,Inosine hydrolase,P22564,INSHNo1,,dCp_i,0.0,False,False,CT_max_C
fadD,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),P69451,FACOAL100t2ppNo1,,dCp_i,0.0,False,False,CT_max_C
,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),P38135,FACOAL100t2ppNo2,,dCp_i,0.0,False,False,CT_max_C
ytfQ,D-ribose transport via ABC system (periplasm),P37772,RIBabcppNo1,,dCp_i,0.0,False,False,CT_max_C
rbsA;rbsB;rbsD,D-ribose transport via ABC system (periplasm),P02925,RIBabcppNo2,,dCp_i,0.0,False,False,CT_max_C
alsB,D-ribose transport via ABC system (periplasm),P32720,RIBabcppNo3,,dCp_i,0.0,False,False,CT_max_C
wbbJ,Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis),P37750,O16ATNo1,,dCp_i,0.0,False,False,CT_max_C
wbbI,Galactofuranosyltransferase (LPS O16 antigen biosynthesis),P37749,O16GALFTNo1,,dCp_i,0.0,False,False,CT_max_C
wzzB,O16 antigen polymerase (periplasm),P37748,O16AP1ppNo1,,dCp_i,0.0,False,False,CT_max_C
glpQ,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),P09394,GPDDA3ppNo1,,dCp_i,0.0,False,False,CT_max_C
glpQ,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),P09394,GPDDA4ppNo1,,dCp_i,0.0,False,False,CT_max_C
glpQ,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),P09394,GPDDA2ppNo1,,dCp_i,0.0,False,False,CT_max_C
,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),P38135,FACOAL120t2ppNo1,,dCp_i,0.0,False,False,CT_max_C
fadD,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),P69451,FACOAL120t2ppNo2,,dCp_i,0.0,False,False,CT_max_C
,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),P38135,FACOAL140t2ppNo1,,dCp_i,0.0,False,False,CT_max_C
fadD,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),P69451,FACOAL140t2ppNo2,,dCp_i,0.0,False,False,CT_max_C
ldcA,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",P76008,AGM4PCPNo1,,dCp_i,0.0,False,False,CT_max_C
