T,scaling_slope,n_points
15,-0.0753401896616477,7
18,-0.03788327721518909,7
21,0.7973080579790508,7
24,0.1791008293692576,6
26,-0.3380903627394274,7
27,-0.4435975526114792,7
28,1.435167992791992,4
