cond,score,growth_med,growth_lo,growth_hi
15_0,12.373623501955146,0.04149838773657287,0.037361077876569566,0.04904621402693498
21_0,12.536543506989599,0.05271139097695979,0.04668238001512912,0.05648823390232597
27_0,11.766881422509675,0.04129430494285105,0.0389828005163868,0.04397224271202566
15_2,11.087447400756835,0.01554042632965099,0.010773948177053384,0.01868378725264396
21_2,11.28844053641505,0.026558196062026376,0.025474574729823694,0.02722507726037106
27_2,11.346192530766015,0.033095501296633856,0.023543885500371235,0.042767151445185225
