temperature,pEC50_report,EC50_mg_L_report,pEC50_mean,pEC50_sd,pEC50_median,pEC50_lower,pEC50_upper,EC50_mg_L_median,EC50_mg_L_lower,EC50_mg_L_upper
15,5.49 ± 0.10,"1.12 [0.69, 1.70]",5.490111679917794,0.09892680089120795,5.487040863502074,5.306125472790918,5.6975076645361185,1.1216198870402723,0.6908422658478801,1.7012224093747697
18,5.00 ± 0.15,"3.42 [1.79, 7.12]",4.998680631922818,0.15046130143238415,5.002877797828457,4.684279252994267,5.282930581374368,3.419863463170839,1.794551756832968,7.1220876109416515
21,5.22 ± 0.11,"2.04 [1.28, 3.61]",5.221761955080094,0.11329522157052399,5.226634761835829,4.979305493017597,5.428078271279466,2.042922082464762,1.2847194415949346,3.610614081157999
24,5.39 ± 0.08,"1.40 [0.99, 2.02]",5.388325682771088,0.07985492943406643,5.389629071365688,5.232170698995056,5.543058535735721,1.40364567911142,0.9858890186571266,2.017046292687974
26,5.27 ± 0.12,"1.85 [1.13, 3.36]",5.265164519143536,0.1190993552387299,5.270167315704481,5.0102568648767205,5.4833579083183555,1.8480735387139289,1.1311720264417817,3.3622476881686323
27,4.82 ± 0.14,"5.00 [3.20, 11.17]",4.817826366732189,0.1366293570906632,4.838145912637959,4.488938139413239,5.031835319202137,4.997360186623364,3.1992725977371625,11.167306540427406
28,5.11 ± 0.11,"2.66 [1.64, 4.59]",5.108532666059574,0.11362195895814944,5.112130874717559,4.875124522801059,5.320921638728278,2.6592287266384917,1.6442390303458316,4.589464782410243
