temperature,EC50,EC50_lower,EC50_upper,n,n_lower,n_upper,r0,r0_lower,r0_upper
15,1.1216198870402723,0.6908422658478801,1.7012224093747697,0.4771150288028559,0.2990549050081115,0.6901249674592105,0.03687588879466876,0.03243255481001587,0.04036521831171427
18,3.419863463170839,1.7945517568329683,7.1220876109416515,0.7740713794646945,0.4998834412038319,1.7122852861397184,0.04602212192482381,0.03981397196681427,0.05326593229931426
21,2.042922082464762,1.2847194415949346,3.610614081157999,0.7415031039369178,0.5166932972618091,1.1865938043265527,0.0522811542244703,0.04600837545732823,0.05901997680054244
24,1.40364567911142,0.9858890186571266,2.017046292687974,0.9323302099995747,0.6776964538207816,1.3310076563170503,0.06287865039246593,0.05686398278036624,0.06960902244678932
26,1.8480735387139289,1.131172026441782,3.3622476881686323,0.6792113869082026,0.4761273400279276,1.0506821618882218,0.05013136051287227,0.04351377714061479,0.05692844517211516
27,4.997360186623364,3.1992725977371625,11.167306540427406,1.9720541177792974,0.6719778982955699,3.793803367099185,0.03916422227441278,0.035599352484128814,0.04428986594079423
28,2.6592287266384917,1.6442390303458323,4.589464782410243,1.22931385099804,0.6407891578251561,2.4783033573107263,0.039601428755438026,0.035492324455758624,0.045352244566635946
