"T","med","q2.5","q97.5","P_gt_4"
"15",1.12161988704027,0.69084226584788,1.70122240937477,0
"18",3.41986346317084,1.79455175683297,7.12208761094165,0.32
"21",2.04292208246476,1.28471944159493,3.610614081158,0.010875
"24",1.40364567911142,0.985889018657127,2.01704629268797,0
"26",1.84807353871393,1.13117202644178,3.36224768816863,0.006
"27",4.99736018662336,3.19927259773716,11.1673065404274,0.835375
"28",2.65922872663849,1.64423903034583,4.58946478241024,0.063625
