descriptor,phi_envelope,phi_magnitude,S_envelope,S_magnitude,S_interaction
Topt_C,0.9988530101185361,0.001146989881463799,0.9977977794275894,9.175919051709429e-05,0.0021104613818934094
rmax,0.07713673249580194,0.922863267504198,0.0765246897345629,0.922251224742959,0.001224085522478067
CTmax_C,0.9937643920797021,0.00623560792029784,0.9933611567232122,0.005832372563807982,0.0008064707129797163
niche_width_C,0.9903287191635669,0.009671280836432906,0.9901129487838118,0.009455510456677838,0.0004315407595101367
Ea_eV,0.9705759868327174,0.029424013167282506,0.96461528424766,0.023463310582225026,0.011921405170114963
