gene,contrib,d,h27,drug21_lfc,heat27_lfc,name,desc,KEGG
Mycgr3G96649,0.015231368316841541,0.017033922170969367,0.894178578718653,1.81624231785358,0.894178578718653,,,
Mycgr3G102228,0.015224278848726023,0.021841668645965148,0.697029109611478,3.01349224048127,0.697029109611478,nmt1,NMT1/THI5 like,map00730;map01100
Mycgr3G90119,0.015221540004938474,0.010848140251572817,1.40314741992127,0.818401169767459,1.40314741992127,,,
Mycgr3G108219,0.015219311893718656,0.01726584497303405,0.881469277494864,1.7679935286086,0.881469277494864,,Peroxisomal membrane protein (Pex16),map04146
Mycgr3G93429,0.01514759018601453,0.010987681509690038,1.37859749326151,0.700389691543465,1.37859749326151,,Fungal trichothecene efflux pump (TRI12),
Mycgr3G33257,0.015129593491888728,0.012111216023702964,1.24922166876377,1.5000845146844,1.24922166876377,,Pyridoxal-phosphate dependent enzyme,map00260;map00290;map01100;map01110;map01130;map01200;map01230
Mycgr3G40731,0.015108350070134034,0.01924258949469517,0.785151607287529,1.75322111208534,0.785151607287529,,Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate,map00290;map00660;map01100;map01110;map01210;map01230
Mycgr3G95126,0.015103096256988689,0.011997367329290532,1.25886753672331,0.99890021934145,1.25886753672331,,,
Mycgr3G76681,0.015101580251454298,0.008430550863564378,1.79129222939881,1.14837323182244,1.79129222939881,,Belongs to the cytochrome P450 family,
Mycgr3G64493,0.015084704744830965,0.010307051435040522,1.46353249907612,0.840155914493578,1.46353249907612,,NAD(P)H-binding,
Mycgr3G81123,0.015080752259595766,-0.01983729848520308,-0.76022207715656,-1.64818604623571,-0.76022207715656,RPL28,Belongs to the universal ribosomal protein uL15 family,map03010
Mycgr3G99182,0.01505953800089648,-0.03859307684893497,-0.390213458746606,-2.41937245455627,-0.390213458746606,,,
Mycgr3G77213,0.015015548053870741,-0.01931255539296539,-0.777501876284076,-1.22071105036051,-0.777501876284076,,Belongs to the AAA ATPase family,
Mycgr3G106096,0.015000437063257554,0.012195486135933681,1.2299991075435,1.50804642419087,1.2299991075435,,,
Mycgr3G43455,0.014965248845032827,0.010896859763571673,1.37335426625034,0.94201293232481,1.37335426625034,,Protein of unknown function (DUF3176),
Mycgr3G102841,0.01495907814557743,0.01801957496756615,0.830157102623265,1.96844828261831,0.830157102623265,,Alcohol dehydrogenase GroES-like domain,map00010;map00071;map00350;map00625;map00626;map00830;map00980;map00982;map01100;map01110;map01120;map01130;map01220
Mycgr3G101885,0.014931973493971103,-0.012796052805130284,-1.16692027778945,-0.637175778616194,-1.16692027778945,,Belongs to the cytochrome P450 family,
Mycgr3G106091,0.014931052185660914,0.013212464823283455,1.13007318357048,1.64594064455015,1.13007318357048,,,
Mycgr3G12562,0.01491572378139874,0.02112030040667377,0.706226876237307,2.16858312682211,0.706226876237307,,Sugar (and other) transporter,
Mycgr3G26892,0.014915569665178527,-0.023015909695073326,-0.648054752681415,-2.16028601010298,-0.648054752681415,,cfem domain-containing protein,
Mycgr3G36765,0.014893621524799186,0.011671409014648068,1.27607742185259,1.46968550682932,1.27607742185259,,protein serine/threonine kinase activity,map03008;map04064;map04137;map04139;map04310;map04520;map04712;map05162;map05168;map05169
Mycgr3G110798,0.014887380702473793,-0.016227579163391515,-0.917412298690791,-1.24886235970157,-0.917412298690791,URA2,"Carbamoyl-phosphate synthase small chain, CPSase domain",map00240;map00250;map01100
Mycgr3G60172,0.014884085555090635,-0.01872472300707738,-0.794889491794613,-1.48716149067664,-0.794889491794613,RPL30,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,map03010
Mycgr3G86361,0.014862604320496041,0.011924613944539414,1.24638033479499,0.212775131754534,1.24638033479499,,AMP-binding enzyme C-terminal domain,
Mycgr3G85924,0.014860916029262615,-0.017693628126507332,-0.839902134429911,-0.935750954915169,-0.839902134429911,kri1,KRI1-like family,
Mycgr3G104645,0.01485134900849264,0.015028369893761839,0.988220885796624,0.779879767596943,0.988220885796624,,,
Mycgr3G85549,0.014846636074375157,0.01489496861746189,0.996755109438091,1.56791056198749,0.996755109438091,,Enoyl-CoA hydratase/isomerase,
Mycgr3G88390,0.01482506019594123,-0.014486852817334602,-1.02334581450306,-1.30129799903057,-1.02334581450306,,Pfam:RRM_6,
Mycgr3G110435,0.014806256394332003,0.010891864151657391,1.35938680359679,0.978422244730936,1.35938680359679,,WD40-like Beta Propeller Repeat,
Mycgr3G108619,0.014802070249362505,0.023907859975416237,0.619129870451937,2.83639440652549,0.619129870451937,,F-box domain protein,
Mycgr3G88714,0.01479805976379665,-0.00943491665590774,-1.56843566334322,-1.04226889145824,-1.56843566334322,,,
Mycgr3G70331,0.014790172271476151,0.011178087603291123,1.32313977098565,1.08486300196182,1.32313977098565,,Phosphotransferase enzyme family,
Mycgr3G109581,0.014784160912630883,-0.011080709967861603,-1.33422505918039,-0.920052561207182,-1.33422505918039,,Chromosome segregation protein Csm1/Pcs1,
Mycgr3G96640,0.014780829842991009,-0.014057298768211301,-1.05147013567186,-0.833145587313253,-1.05147013567186,PSE1,HEAT-like repeat,
Mycgr3G99841,0.014769860132169818,0.014502835864299082,1.01841186581502,1.44865515189496,1.01841186581502,,Isocitrate lyase family,
Mycgr3G103912,0.014766284715236857,0.021983302716198496,0.671704561678817,2.11639821277307,0.671704561678817,,Isochorismatase family,
Mycgr3G71536,0.014743786814263228,-0.013181807019585925,-1.11849511924704,-0.968232789774862,-1.11849511924704,brr2,Sec63 Brl domain,map03040
Mycgr3G102365,0.014730922612956833,-0.019375337130159976,-0.760292453958204,-1.69201625526259,-0.760292453958204,RPL5,"Ribosomal large subunit proteins 60S L5, and 50S L18",map03010
Mycgr3G43980,0.014720939980168121,-0.016145923373400956,-0.911743456210106,-0.961023613093123,-0.911743456210106,RPB5,"RNA polymerase Rpb5, C-terminal domain",map00230;map00240;map01100;map03020;map04623;map05016;map05169
Mycgr3G89647,0.014695978211602104,-0.017971559700141422,-0.817735269325926,-1.13681406066257,-0.817735269325926,,,
Mycgr3G73745,0.014681312487349614,-0.014491290216276792,-1.01311286077615,-1.12591469671153,-1.01311286077615,RSA4,"WD domain, G-beta repeat",
Mycgr3G60583,0.014677580351817352,-0.019535876557651932,-0.751314142905369,-1.58299223915987,-0.751314142905369,RPL38,Belongs to the eukaryotic ribosomal protein eL38 family,map03010
Mycgr3G75982,0.014677206954559697,0.01510085506026657,0.971945422691886,1.70072578518969,0.971945422691886,,NAD dependent epimerase dehydratase family protein,
Mycgr3G49575,0.01466448128431242,0.017205764663522177,0.852300468540203,1.14467772909982,0.852300468540203,,Protein of unknown function (DUF1275),
Mycgr3G70094,0.014620085343341152,0.02162987531303832,0.675920925652691,2.15814527939553,0.675920925652691,,Protein tyrosine kinase,
Mycgr3G72023,0.014613926333572485,-0.016005562566590272,-0.913052963478918,-1.23219352637958,-0.913052963478918,,Possible catecholamine-binding domain present in a variety of eukaryotic proteins.,
Mycgr3G108254,0.014553099099121648,-0.01484431184032435,-0.980382199974294,-1.07585851267516,-0.980382199974294,,RNA polymerase III RPC4,map00230;map00240;map01100;map03020;map04623;map05169
Mycgr3G99257,0.014529413266991337,-0.008268446339354944,-1.75721201670456,-1.34931115059296,-1.75721201670456,,Pfam:DUF1237,
