,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
dTopt,0.7685453748848096,-0.5717938208809733,0.6808854462293094,0.7766148803220856,-0.6135912216126119,-0.7186957427599138,0.2540507111935683,0.2540507111935683,-0.43553024515591354
topt_scale,0.4558875774385136,-0.29105047567444364,0.44070434188318497,0.4439436345939035,-0.3891103548857559,-0.44784360025001735,0.19360544217687073,0.19360544217687073,-0.24132925897631774
dCp_scale,0.2399702921539717,-0.17557390607809042,0.4735840660602309,-0.08154789602180147,-0.46885894853809285,-0.3256615042711299,0.6476190476190475,0.6476190476190475,0.08866587957497048
budget_scale,-0.25886014273529756,0.12567933317056273,-0.0583038388777669,0.28729972429142253,0.08672824501701507,0.2515244114174595,0.32408163265306117,0.32408163265306117,0.13800263907215776
