Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
32.0,0.32360798959265225,12.690851541740683,46.83887193543735,34.14802039369667,16.503998311226113,1.039998629388219,100.34426775652231,-0.43938520089336014
32.0,0.3236079895926522,18.134937803688842,46.843320468781094,28.708382665092252,15.43613091702888,1.4817449266351175,142.9661592463893,-0.3406279716504497
30.0,0.3236079895926523,12.506206350979879,46.86392733658311,34.35772098560323,18.179886715974302,1.1265941794073149,108.69943940011477,-0.37259152579800026
42.0,0.3236079895926522,12.227110915652277,46.94959598631105,34.72248507065878,13.858088580041944,0.8500142888334833,82.01362865809864,-0.6272945388952266
31.0,0.3236079895926522,17.03246445226621,46.82726896210316,29.79480450983695,16.08693506322016,1.4347431270189523,138.4311906104236,-0.335571170336649
35.0,0.3236079895926524,17.82411613355043,46.781403542568015,28.957287409017585,13.109524407462672,1.224464461784963,118.14245359532215,-0.4510710433797234
46.0,0.05072072305802848,43.04254062903147,49.779122027261785,6.736581398230314,2.7006780337372334,,,-5.077421992268927
32.0,0.3236079895926522,11.942001843042013,46.830391540749126,34.88838969770711,18.95816419551095,1.2052032200401488,116.28403268557375,-0.34004147862178113
44.0,0.2897865697189369,39.2811867364764,48.595695106048716,9.314508369572316,2.8927179496895548,6.200604567135189,598.2653316600387,-0.14532698810018793
32.0,0.3236079895926522,7.717654998238325,46.8233695963762,39.10571459813788,17.846480425282152,0.7969665226096095,76.89531493398817,-0.49070143069480915
41.0,0.3236079895926522,15.246358747086553,46.83339177521928,31.58703302813273,12.508118631961338,0.9377252331134627,90.47641911695244,-0.5670808622994152
38.0,0.3236079895926522,19.158217891680202,46.75107953788361,27.59286164620341,11.510417835513785,1.197012335827109,115.4937352222786,-0.479830317828757
30.0,0.3236079895926522,5.0,46.84984414844109,41.84984414844109,29.43317458922172,0.5663328200738807,54.64262214482839,-0.1545803113411515
36.0,0.3236079895926522,16.52738538342703,46.96733766324368,30.43995227981665,12.940295445752,1.1046871133820133,106.58573613466355,-0.571841848419139
44.0,0.28249926768920397,40.40016333735,48.773464538094316,8.373301200744315,2.7960341653360246,,,-0.14002507800075661
40.0,0.32360798959265213,29.051343963328748,46.88842070103189,17.837076737703143,8.317831480139247,2.51098190017024,242.27208863792558,-0.949088339776313
46.0,0.15923737935031126,42.35855310902973,48.97827637913005,6.619723270100323,2.5133855746127196,,,-0.0871127431982053
30.0,0.3236079895926522,7.006330826883837,46.74982163183374,39.7434908049499,21.063015282697794,0.9503387990246848,91.69343902389672,-0.3498772024908433
