temp_C,growth
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0035335276017911753
9.0,0.007991625327313687
10.0,0.013047873958428182
11.0,0.01906549932065382
12.0,0.02601589311201692
13.0,0.03397331246663317
14.0,0.04300319321006723
15.0,0.05316070947315742
16.0,0.06448716639240053
17.0,0.07700703969448679
18.0,0.09079451718701832
19.0,0.10586769414732315
20.0,0.12212115890833806
21.0,0.1394903042470816
22.0,0.15788304501966713
23.0,0.17720407317099224
24.0,0.1973332848514541
25.0,0.21806123416271497
26.0,0.2391914298198419
27.0,0.2605064693790354
28.0,0.2817718249407373
29.0,0.3027403199651685
30.0,0.3231714855354635
31.0,0.32360798959265236
32.0,0.32360798959265213
33.0,0.3236079895926521
34.0,0.3236079895926522
35.0,0.3236079895926521
36.0,0.32360798959265213
37.0,0.32360798959265213
38.0,0.32360798959265213
39.0,0.3236079895926521
40.0,0.32360798959265213
41.0,0.3236079895926521
42.0,0.32360798959265213
43.0,0.32360798959265213
44.0,0.3236079895926522
45.0,0.28995977409240176
46.0,0.07955642550573339
47.0,0.007612283516805662
48.0,0.0007621196933321088
49.0,6.013287910161775e-05
50.0,1.0281912403676103e-05
51.0,1.0224138334984024e-05
52.0,9.768531815855433e-06
53.0,8.709519241729663e-06
54.0,6.14086896906843e-06
55.0,5.083803008691614e-06
56.0,4.7960920274428065e-06
57.0,2.7048090909728513e-06
58.0,2.4144737745287814e-06
59.0,2.176848755930215e-06
60.0,1.886872632792084e-06
