stat,value
pearson_r,0.33324257218753023
pearson_p,0.4651517727387451
spearman_rho,0.1785714285714286
spearman_p,0.7016579425162727
wls_slope,6.0828901473822645
mean_resid_suboptimal,0.018693385368846016
mean_resid_supraoptimal,-0.14453534104374377
