temperature,n,median_absLFC,mean_absLFC,q90_absLFC,L2_norm,frac_absLFC_gt0.5,frac_absLFC_gt1,relative_L2_vs_15C,relative_median_vs_15C
15,9209,0.473223650144003,0.6482148171904685,1.4238595708758945,86.08792397310668,0.4781192311868824,0.20903464002606145,1.0,1.0
21,9209,0.518103028361184,0.7385748961385145,1.607755253774141,101.7107541784046,0.5140623303290259,0.24085134107937886,1.1814752811344178,1.0948375640218406
27,9209,0.149969392128318,0.23147800442320424,0.4803066770633316,38.85964974640072,0.09175806276468672,0.020306222173960255,0.45139489899350144,0.31691017995969134
