cond,Ribosome (map03010),Ribosome biogenesis (map03008),OXPHOS (map00190),TCA (map00020),AOX,ABC transporters,Glutathione,Xenobiotic P450 (map00980),FA degradation (map00071),Ergosterol (map00100)
15_0,0.8072223923010629,0.822349748631171,0.15444277417555657,0.3364262581017608,-1.0338510705858426,0.13429631248964324,-0.3293705522510091,-0.5471192600205327,-0.557116549623671,0.10280439269833894
15_2,-0.9375994823348828,-0.5484612792980912,-0.7684353751240872,-0.6424356048749644,0.4657527099488689,-0.02310742066150347,-0.0006553064201031411,0.38301546667515357,0.5286448663898795,0.2226772228364934
21_0,1.0904508273091804,0.46144869259178556,0.8416865699212083,0.6312214037222191,-1.1172220468529255,-0.24604261458932855,-0.3080724439971175,-0.5293997826682398,-0.4695265157358416,0.29336996645629876
21_2,-0.632007628054507,-0.4009907554912938,-0.253360432301786,-0.2857673468864233,0.8380718145859294,0.08020746497193597,0.15852202656883077,0.41036655519323567,0.29419956085280624,-0.14018680567119798
27_0,0.04952941177406855,-0.04314530163620344,0.15636223595515014,0.1104014686342949,0.06684999274421537,-0.020067238400171935,0.3303560528015068,0.11665565341217797,-0.0075961385366150385,-0.2521956238783766
27_2,-0.51474891203426,-0.39624927078663197,-0.16322348247928448,-0.1963050439753166,1.0211586583726011,0.09397831372674222,0.2403771236790682,0.26555330683871625,0.28253737650624683,-0.3148765212974273
