"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","description"
"Mycgr3G38910",203.303029178181,-6.19056221861996,0.642342829846088,-9.63747383948114,5.55378495976779e-22,3.93421582265397e-19,"","serine-type peptidase activity"
"Mycgr3G30802",3373.96632929175,-5.4524341528663,0.574096415205073,-9.49741891511137,2.15157003743687e-21,1.41527203391115e-18,"","Ricin b lectin"
"Mycgr3G79161",10057.6904902349,-2.98244906894857,0.314604076391956,-9.48000770731536,2.54264291749862e-21,1.56101324181632e-18,NA,NA
"Mycgr3G74970",2527.40427923933,-2.28203818359581,0.244799424079152,-9.32207333485372,1.14088711034846e-20,6.56651837449933e-18,"SNQ2","Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily"
"Mycgr3G70022",3370.59978447014,-5.57569591573699,0.606488167321409,-9.19341252833074,3.80572219484977e-20,2.06158209955127e-17,"",""
"Mycgr3G67909",1253.72916845955,-1.56243403418114,0.173041832403793,-9.02922728265613,1.72888249986464e-19,8.84515496736306e-17,"","Methyltransferase domain"
"Mycgr3G105021",549.087278446495,-2.39940902857599,0.268017058696859,-8.95244892337188,3.47681770515312e-19,1.68515864456606e-16,"","Aldo/keto reductase family"
"Mycgr3G81079",1063.6366903835,4.01073765854385,0.454106643717583,8.83214926280224,1.02683293094942e-18,4.72805223055662e-16,"",""
"Mycgr3G109275",148.704476165744,-6.90607795237707,0.783292996440008,-8.8167237339853,1.17857564594453e-18,5.16833482071581e-16,"","GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain"
"Mycgr3G102617",3584.56451387354,6.01158270515922,0.692021856156336,8.68698387439534,3.72188935188273e-18,1.55794904734037e-15,NA,NA
"Mycgr3G106502",7573.14868515821,-3.82216120324993,0.44095621811787,-8.66789274355634,4.40191085997545e-18,1.68904987956308e-15,NA,NA
"Mycgr3G111027",898.166788380603,-5.37880507777669,0.620309983816369,-8.67115670891569,4.2775252404165e-18,1.68904987956308e-15,"","Alternaria alternata allergen 1"
"Mycgr3G105469",220.288079582874,-3.18239182524872,0.368875154624744,-8.62728699764603,6.28243890793514e-18,2.31419919612699e-15,"","methyltransferase activity"
"Mycgr3G91409",589.415661600933,-5.47724281264465,0.635423288570414,-8.61983328462424,6.70516637974575e-18,2.37491835350302e-15,NA,NA
"Mycgr3G41244",278.791455980616,-3.22870584177955,0.376143124072496,-8.58371623764485,9.18563933151072e-18,3.13298342977342e-15,"","Sugar (and other) transporter"
"Mycgr3G89177",697.63337860859,-3.19231797720355,0.377045235218603,-8.4666710490393,2.52505912811849e-17,8.30473911101541e-15,NA,NA
"Mycgr3G105598",584.125991621631,-1.90128930067846,0.225522108565689,-8.4306115829201,3.43863324343809e-17,1.09194391513177e-14,NA,NA
"Mycgr3G111197",440.287415102218,3.34104163494865,0.398348111188514,8.38724106154363,4.97683807003449e-17,1.52772339289825e-14,"","FMN-dependent dehydrogenase"
"Mycgr3G96423",469.444077359419,-3.18062680122642,0.383360156791205,-8.29670675181493,1.07037159067551e-16,3.17969418662283e-14,NA,NA
"Mycgr3G44439",454.11038635975,-1.52067976327791,0.184161978530159,-8.25729488472499,1.49010966521985e-16,4.28825622094051e-14,"ARE2","MBOAT, membrane-bound O-acyltransferase family"
"Mycgr3G82218",1701.30433107567,-1.27004437569143,0.154023859782088,-8.24576385430339,1.64108477922116e-16,4.57962113086292e-14,"",""
"Mycgr3G110931",1011.09386432464,-2.42684064258558,0.296066736481225,-8.19693786417466,2.46587823633118e-16,6.67890372893348e-14,"","RING-like zinc finger"
"Mycgr3G41822",125.406867590923,-3.33025048973928,0.407779202791633,-8.16679827450879,3.16681784309963e-16,8.33235014774415e-14,"","Serine carboxypeptidase"
"Mycgr3G78052",109.239366590321,2.05018429433809,0.254032909338916,8.07054605512882,6.99844587954366e-16,1.79024133624216e-13,NA,NA
"Mycgr3G50095",231.348710138296,-2.82111666166007,0.350114088042623,-8.05770678190083,7.77390179882844e-16,1.93486112609219e-13,"","Male sterility protein"
"Mycgr3G53676",313.099020207116,-1.40565347846784,0.174706531129718,-8.04579811286021,8.568514771782e-16,2.07651190877212e-13,"DPS1","Uncharacterised conserved protein (DUF2156)"
"Mycgr3G89270",684.633321887795,-3.7433971812975,0.467670262041887,-8.00435153809762,1.20097849911351e-15,2.8358489739324e-13,"","Cupin domain"
"Mycgr3G71140",178.254416871385,-5.0911301081635,0.639871780295743,-7.95648482233492,1.76995834863343e-15,4.07488660814132e-13,"","KR domain"
"Mycgr3G56432",337.587824931315,4.71133513922725,0.594540971682831,7.92432374490854,2.29391267335796e-15,5.15235166072034e-13,"","Four repeated domains in the Fasciclin I family of proteins, present in many other contexts."
"Mycgr3G92680",1084.84004430455,-4.85961907252138,0.613689361916123,-7.91869531084617,2.40015697885056e-15,5.26262990910351e-13,NA,NA
"Mycgr3G39501",436.587660910911,-2.07554998660533,0.262312419708374,-7.9125113058422,2.52247954468362e-15,5.40221258767243e-13,"","Belongs to the cytochrome P450 family"
"Mycgr3G31703",647.264171472651,-1.27173189302974,0.161425359540465,-7.87814192670852,3.32285167375641e-15,6.95457751445971e-13,"CGR1","SMP-30/Gluconolaconase/LRE-like region"
"Mycgr3G78241",7961.82035730165,-1.07302546961391,0.136654221027793,-7.85212093372274,4.09059757670697e-15,8.37118068530988e-13,NA,NA
"Mycgr3G89123",270.75696444171,-1.27596246581794,0.162794915335932,-7.83785208023827,4.58318454702052e-15,9.17533619424173e-13,"","WD domain, G-beta repeat"
"Mycgr3G35698",34.6658248044744,3.61835692929554,0.464531089382692,7.78926752589138,6.73987663288395e-15,1.32058561515379e-12,"","Glutathione S-transferase, C-terminal domain"
"Mycgr3G88011",535.360898060228,-1.43882572448598,0.185676737619462,-7.74908985871347,9.25535087897611e-15,1.77567763009356e-12,"","Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily"
"Mycgr3G48129",6776.53087396712,3.67882252916095,0.477608253321298,7.70259413144212,1.33331331244948e-14,2.50581271313208e-12,"","Fungal hydrophobin"
"Mycgr3G105351",513.79653334944,1.96411052670407,0.256362772474818,7.66144985772845,1.83845656739528e-14,3.38606930582863e-12,NA,NA
"Mycgr3G94308",1143.12071457417,-2.70415229235587,0.355023330169428,-7.61682983218419,2.59981709287707e-14,4.6944540408441e-12,"","Common central domain of tyrosinase"
"Mycgr3G66023",512.603459022171,2.67736497118064,0.352301390773794,7.5996434907625,2.96947660697561e-14,5.1596056742714e-12,"SUN4","Beta-glucosidase (SUN family)"
"Mycgr3G93000",231.153810516619,-2.69936595682538,0.355117552463827,-7.60133070893571,2.9310101841464e-14,5.1596056742714e-12,NA,NA
"Mycgr3G66678",75.6971681412749,-4.22258408932436,0.556616682460923,-7.58616157650073,3.29521468584131e-14,5.61956148924309e-12,"",""
"Mycgr3G89704",131.693776042141,2.18230022218325,0.287762364234623,7.58368881207807,3.35866175327963e-14,5.62362110653675e-12,NA,NA
"Mycgr3G103126",1962.85052960057,-4.10230862765287,0.544283015087524,-7.53708734966348,4.80584436204537e-14,7.90303941608496e-12,NA,NA
"Mycgr3G41619",474.573191343236,1.16919093971859,0.155429464439109,7.52232495902756,5.38106346877825e-14,8.69372166385594e-12,"dus2","Dihydrouridine synthase (Dus)"
"Mycgr3G107854",312.540768006609,-5.32615166021569,0.709563855122143,-7.50623304973568,6.08530434109984e-14,9.66199442710146e-12,"","Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37"
"Mycgr3G32934",78.2699649112497,-5.94165784726167,0.801414205290848,-7.41396622125676,1.22577152666293e-13,1.91324237102354e-11,"","Zinc-binding dehydrogenase"
"Mycgr3G91982",130.907663910954,3.17309595688738,0.429647259904944,7.38535131723965,1.52051365342947e-13,2.333735039072e-11,"",""
"Mycgr3G94167",324.428458409559,-3.13675336180132,0.425208988802658,-7.37696860697624,1.61934170917021e-13,2.44467504913909e-11,"","Methyltransferase domain"
"Mycgr3G35016",2417.51315763975,-2.7550980407971,0.373891418075917,-7.36871163017089,1.72284870869384e-13,2.55898609005831e-11,"","Serine aminopeptidase, S33"
"Mycgr3G37086",467.973487182429,1.27135788495004,0.172720563631268,7.36077892649886,1.82840156739388e-13,2.67265873557623e-11,"","GMC oxidoreductase"
"Mycgr3G100846",2637.28475662912,-3.87658723808489,0.534709074541843,-7.24989984770032,4.17079919872794e-13,6.00138903454462e-11,NA,NA
"Mycgr3G77175",454.076629291405,-0.988098261647706,0.13639137674068,-7.24458015792572,4.33780804230077e-13,6.14567296331504e-11,"hulA","E3 ubiquitin-protein ligase"
"Mycgr3G82939",11864.4688969634,-1.12080032702822,0.155711735882161,-7.19791813172271,6.11388326269709e-13,8.53071984336022e-11,NA,NA
"Mycgr3G92019",682.512205081148,-3.46244203173585,0.483080927908912,-7.16741612367839,7.64264620968956e-13,1.05046461111987e-10,NA,NA
"Mycgr3G110972",1207.06738311999,0.969170759262185,0.135318309984406,7.16215536074808,7.94183404638433e-13,1.07553455489931e-10,"RNR2","Ribonucleotide reductase, small chain"
"Mycgr3G102276",2524.45507233632,-1.01187824570024,0.141960060409356,-7.12790796779309,1.01905873222151e-12,1.34393045692309e-10,"","Alcohol dehydrogenase GroES-like domain"
"Mycgr3G105631",2034.36617654935,-2.26188513121465,0.317343055196525,-7.12757091789485,1.02155643375628e-12,1.34393045692309e-10,NA,NA
"Mycgr3G79179",6291.58273973578,-1.00482513718915,0.141571385392897,-7.09765701875772,1.26889606832312e-12,1.64581181594191e-10,NA,NA
"Mycgr3G99676",485.862041364451,3.85346089607883,0.54494670998937,7.0712618783477,1.53531082321921e-12,1.96370519042024e-10,"",""
"Mycgr3G108994",2030.51122226764,1.65796301877515,0.234763765851702,7.06226113199457,1.63814763401627e-12,2.0665344605008e-10,"","Belongs to the tannase family"
"Mycgr3G105826",2646.23764469347,-2.61154472590098,0.370218938907202,-7.05405491574698,1.73777743616752e-12,2.16259356887388e-10,NA,NA
"Mycgr3G102016",2480.2111621235,1.83260113909064,0.260486097443918,7.03531265995948,1.98814677576033e-12,2.44117915439691e-10,"","Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family"
"Mycgr3G104715",432.562780659471,1.42863665792151,0.203312942274271,7.02678659774779,2.11344223708817e-12,2.52762202095388e-10,"","POT family"
"Mycgr3G71681",974.181282429058,-3.45466724860453,0.491560467626704,-7.02795988718125,2.09575122923399e-12,2.52762202095388e-10,"","Belongs to the glycosyl hydrolase 5 (cellulase A) family"
"Mycgr3G105971",9017.81247152292,0.847633537370479,0.12201367603501,6.94703712661904,3.73037557473395e-12,4.40423444458012e-10,"MDH1","lactate/malate dehydrogenase, alpha/beta C-terminal domain"
"Mycgr3G111708",119.912526233213,2.20347238630999,0.317953608819737,6.93016944984338,4.20336827832051e-12,4.8998504398802e-10,NA,NA
"Mycgr3G38105",57.2130854954528,3.02105375976187,0.438482417997606,6.88979451800587,5.58730345007693e-12,6.43168468396981e-10,"","ribonuclease"
"Mycgr3G67531",1150.40213218748,-1.1174954961395,0.163513841929605,-6.83425624982013,8.24315640555768e-12,9.25746674863179e-10,"","Aldo/keto reductase family"
"Mycgr3G96438",130.424649770906,-3.57673206936402,0.523261715331099,-6.83545530767678,8.17449811622202e-12,9.25746674863179e-10,NA,NA
"Mycgr3G96869",103.498912432723,-2.55177213336409,0.374699942072626,-6.81017488086373,9.74801737710873e-12,1.08156014488909e-09,NA,NA
"Mycgr3G45613",668.367851236688,-2.18845454394969,0.321996280608909,-6.79652118903744,1.07175549250495e-11,1.17497575362835e-09,"","Clock-controlled protein 6"
"Mycgr3G68239",880.82674285672,-1.62067311642525,0.239373412917767,-6.77048088453336,1.28355043154176e-11,1.39061363812566e-09,"","Fungal specific transcription factor domain"
"Mycgr3G74641",299.521856900991,1.60805782420107,0.238123768087082,6.75303367286294,1.447853207579e-11,1.55038141727849e-09,"","Major Facilitator Superfamily"
"Mycgr3G105184",520.088675067341,-1.13359879015882,0.168170208231491,-6.74078246129297,1.57535924062076e-11,1.66752680998581e-09,"","Insulin-induced protein (INSIG)"
"Mycgr3G70886",579.433474502639,-1.54086845215806,0.2286900501554,-6.73780276453219,1.60799635694524e-11,1.68273164217144e-09,"","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"
"Mycgr3G72460",6391.96989429787,-1.09530358881129,0.16274014445778,-6.73038353542476,1.69216447999726e-11,1.75091490969604e-09,"SNF3","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"
"Mycgr3G111251",2333.86667124531,-1.47543317237996,0.219416598794391,-6.72434620027331,1.76382611774842e-11,1.80478607981613e-09,"FCR1","GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain"
"Mycgr3G84703",91.1695996367601,3.07880679513516,0.458100613833916,6.72080914576417,1.80718175536206e-11,1.82882821814607e-09,"","Common central domain of tyrosinase"
"Mycgr3G39086",289.669090357556,-2.33408020918513,0.348769149947074,-6.69233563100214,2.19636392475877e-11,2.19851254164169e-09,"",""
"Mycgr3G23705",1035.66055491801,0.93991987919522,0.140496159973308,6.6900040497462,2.23164421143025e-11,2.20980769280227e-09,"HER2","Amidase"
"Mycgr3G41275",1859.91302312734,-1.78838682150427,0.267740030653549,-6.67956456544378,2.39653240083986e-11,2.34783690205683e-09,"LAP3","Peptidase C1-like family"
"Mycgr3G107460",2068.55478737102,-1.9239466308616,0.288901513790294,-6.65952422893201,2.74715415698628e-11,2.66300448754596e-09,"","RNA polymerase I-specific transcription-initiation factor"
"Mycgr3G88310",307.963368748149,-1.77184903766632,0.266374005642134,-6.65173402860771,2.89659807260751e-11,2.77862204694193e-09,"","KR domain"
"Mycgr3G28586",217.999074775384,-1.58062065954581,0.238352953298245,-6.63142888591785,3.32452703625969e-11,3.15624427597066e-09,"","cupin domain protein"
"Mycgr3G72330",256.958924514811,-1.6635377188196,0.251264911932703,-6.62065270484386,3.57616268138486e-11,3.36049817682380e-09,"",""
"Mycgr3G92048",99.140205996753,5.06542526290457,0.765335780572955,6.61856585237977,3.62700331311717e-11,3.37384580914102e-09,"",""
"Mycgr3G104434",7378.15603554352,-1.37457708982781,0.208664446736145,-6.58750022501896,4.47293307327595e-11,4.11912406717983e-09,"",""
"Mycgr3G41169",295.754459365755,-1.30844714351404,0.198827796827896,-6.58080592547441,4.67905012901255e-11,4.26627451862144e-09,"ARE2","MBOAT, membrane-bound O-acyltransferase family"
"Mycgr3G104090",1586.12807048942,1.46302362184854,0.223466559840211,6.54694654490887,5.87253712407006e-11,5.30197984074129e-09,"slp1","Anaphase-promoting complex subunit 4 WD40 domain"
"Mycgr3G104294",1743.10418724984,1.26773837898664,0.193694693815173,6.54503411537093,5.94818056925119e-11,5.31813542351788e-09,"PST2","Flavodoxin-like fold"
"Mycgr3G77793",10986.8878182227,-4.04523983348549,0.618564342544042,-6.53972360716455,6.16326286943888e-11,5.45745074660218e-09,"GP1","Peroxidase"
"Mycgr3G69447",268.320461635507,-2.15374312915811,0.331281687195247,-6.50124414480164,7.96584275527274e-11,6.98642342221968e-09,"","Belongs to the glycosyl hydrolase 47 family"
"Mycgr3G67847",80.5510106533838,2.31329316023071,0.356097531069378,6.49623476266117,8.23551117288858e-11,7.15479456520103e-09,"","Xylose isomerase-like TIM barrel"
"Mycgr3G107175",4218.80877847753,-1.25691499853906,0.193759669507219,-6.48697947171216,8.7574265205653e-11,7.53711596522298e-09,"",""
"Mycgr3G70079",728.017582920672,-2.56993883695133,0.397305794315411,-6.46841519484895,9.903607188766e-11,8.44465912975427e-09,"","Serine carboxypeptidase"
"Mycgr3G68710",446.246148282832,2.64672923170619,0.410895062166017,6.44137512325911,1.18395841123693e-10,1.00028192743862e-08,"","KR domain"
"Mycgr3G105946",1593.63687388319,-1.32372495024656,0.205987037938984,-6.42625362979714,1.30787117748308e-10,1.09492597031288e-08,"","peptidase inhibitor i9"
"Mycgr3G104351",152.093836641067,-2.19857178589682,0.342369234077127,-6.42163946717693,1.34814416959119e-10,1.11847384304191e-08,"mug86","GPR1/FUN34/yaaH family"
"Mycgr3G104836",2700.15943986854,-0.839144553799141,0.130966074516984,-6.40734294659123,1.48077491442866e-10,1.2024961281751e-08,"","Src homology 3 domains"
"Mycgr3G105844",1495.34067602902,-1.81555978507276,0.283391637515369,-6.40653973063793,1.48859331753677e-10,1.2024961281751e-08,"","Aldo/keto reductase family"
"Mycgr3G96804",331.393045694014,1.99853059876616,0.311821446536706,6.40921469951204,1.46271089520437e-10,1.2024961281751e-08,"","Belongs to the peptidase A1 family"
"Mycgr3G90212",90.9258138704338,-6.10253172161019,0.953452425809534,-6.40045749155108,1.54912076309525e-10,1.24050896585601e-08,NA,NA
"Mycgr3G43017",207.415411374293,-3.89857890765262,0.610128963071356,-6.38976207264017,1.66144062170732e-10,1.31898333493989e-08,"","Peptidase family M3"
"Mycgr3G108228",884.764223942128,-0.684256719389432,0.10716924326651,-6.38482365400132,1.71595094616028e-10,1.35061472334957e-08,"LEM3","LEM3 (ligand-effect modulator 3) family / CDC50 family"
"Mycgr3G70294",885.974875858326,1.20251816413206,0.189486093012901,6.34620802514614,2.20686779577398e-10,1.72229199417649e-08,"","GMC oxidoreductase"
"Mycgr3G105957",2570.4535957466,0.882577166690768,0.139821690143309,6.31216205287018,2.7516386614667e-10,2.12939835575183e-08,"LAT1","acetyltransferase component of pyruvate dehydrogenase complex"
"Mycgr3G102345",1475.25597714537,-1.38378550069409,0.21998870925548,-6.29025691989971,3.16940980252951e-10,2.41394892984038e-08,"","Cell wall proline rich protein"
"Mycgr3G98933",632.341122433903,-2.83610471538175,0.450880900121156,-6.29014161970414,3.17176480085444e-10,2.41394892984038e-08,"","L-lysine 6-monooxygenase (NADPH-requiring)"
"Mycgr3G44905",374.540009065579,1.61850829657301,0.258513556454591,6.26082561692391,3.82944565151003e-10,2.89060368891442e-08,"","Belongs to the iron ascorbate-dependent oxidoreductase family"
"Mycgr3G49829",70.0950968162206,-5.39572110355789,0.862056100916768,-6.25912988472528,3.87131349422769e-10,2.89844926571893e-08,"","STAS domain"
"Mycgr3G68107",85.7069011122755,-1.92852566580694,0.309951635698113,-6.22202125652045,4.90790521857305e-10,3.64491122240639e-08,"","Nitronate monooxygenase"
"Mycgr3G106153",3414.20611835195,-0.90509801696278,0.145786330342705,-6.20838740391594,5.35310557687427e-10,3.94373994059481e-08,"wsc1","WSC domain"
"Mycgr3G11143",245.774058322251,-1.85012972265191,0.298588163774831,-6.19625942054125,5.7820797875005e-10,4.19269076874741e-08,"","Peptidase family M3"
"Mycgr3G82650",8002.02219815126,-0.966831608831204,0.156030759597345,-6.19641672786972,5.7763067234545e-10,4.19269076874741e-08,NA,NA
"Mycgr3G104779",67.3429310602273,-2.58863212986873,0.418224208409192,-6.18957984215013,6.03247915305861e-10,4.34008597816537e-08,NA,NA
"Mycgr3G68358",324.154010087951,-1.18147910657328,0.190968241471343,-6.18678319217058,6.14043245574016e-10,4.38350716937296e-08,"","Arrestin (or S-antigen), C-terminal domain"
"Mycgr3G23748",142.270962859028,-2.4742013474137,0.400083006542609,-6.18422004172325,6.24102637344457e-10,4.42104706715777e-08,"","Belongs to the aldehyde dehydrogenase family"
"Mycgr3G44796",514.490209944955,-0.735235722715281,0.119338423118967,-6.16093043212357,7.23187590888532e-10,5.08384314846755e-08,"IRE1","domain in protein kinases, N-glycanases and other nuclear proteins"
"Mycgr3G94290",69.5434451813012,-6.16615986105318,1.004936741781,-6.13586866186742,8.46951093778412e-10,5.90876713833742e-08,NA,NA
"Mycgr3G99706",255.160476108113,-1.09880034270314,0.179408687824293,-6.12456596181827,9.09311382953587e-10,6.29612671099217e-08,"DRS2","Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily"
"Mycgr3G86219",154.934806454203,1.30168265767285,0.212649741828077,6.12125200097931,9.28429340648684e-10,6.38052671495055e-08,"cdc16","Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
"Mycgr3G89984",193.066309339008,-2.13992645285535,0.350500985292146,-6.10533648306779,1.02584331686375e-09,6.94631698896935e-08,"",""
"Mycgr3G98361",336.346304701141,-1.24569534576389,0.204017929585561,-6.10581309345888,1.02278642958793e-09,6.94631698896935e-08,"","Fungal specific transcription factor domain"
"Mycgr3G107454",265.210500181193,-3.07438003872241,0.503701460505204,-6.10357578800517,1.0372135119569e-09,6.97204323475264e-08,"","aspartic-type endopeptidase activity"
"Mycgr3G101876",269.550272818472,-1.36334901196236,0.223822695343833,-6.09120093861798,1.12066779930297e-09,7.47842736505874e-08,"","Sugar (and other) transporter"
"Mycgr3G65348",1408.20530286386,-0.656898887701382,0.108507599555792,-6.05394359833406,1.41342115938236e-09,9.36416939334686e-08,"PIN3","Src homology 3 domains"
"Mycgr3G78859",2155.64585020502,-1.46519917441433,0.242908790336883,-6.03189029257562,1.62052783493845e-09,1.06596005942487e-07,"","Cysteine-rich TM module stress tolerance"
"Mycgr3G70478",238.516275361745,-2.47132663407897,0.409797585147712,-6.03060321399449,1.63348803607926e-09,1.06686463292581e-07,"","Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family"
"Mycgr3G107339",643.139933768709,-0.844717474689467,0.140304513600396,-6.02060085604462,1.73770788321615e-09,1.12694027440405e-07,"UTP5","Dip2/Utp12 Family"
"Mycgr3G66563",269.669399017352,1.32899025899822,0.221330081455464,6.00456228208474,1.91848761477252e-09,1.23547919191889e-07,"","integral membrane protein"
"Mycgr3G72020",582.715521940851,-0.931133438380115,0.155364173509528,-5.99323136954101,2.05711847111955e-09,1.31555583337083e-07,"","Iron-containing alcohol dehydrogenase"
"Mycgr3G99460",622.265694052258,-0.991584802088764,0.165606113419012,-5.98760988720196,2.12947069247882e-09,1.35243417979569e-07,"","Carboxyl transferase domain"
"Mycgr3G94102",58.0535850157064,-1.86195496794667,0.31188020694464,-5.97009661558028,2.37113131701851e-09,1.49559919852215e-07,"",""
"Mycgr3G47776",66.0913885080751,-7.24796763552351,1.21506836532883,-5.9650698202171,2.44529457638403e-09,1.52153498337301e-07,"","GPR1/FUN34/yaaH family"
"Mycgr3G62567",2476.94863909518,1.36913086874395,0.229493467312933,5.96588166440934,2.43316583230275e-09,1.52153498337301e-07,"acl1","Citrate synthase, C-terminal domain"
"Mycgr3G81715",14016.4567763105,-0.777635878603043,0.130942347606121,-5.93876536368658,2.87176525040372e-09,1.77490511348777e-07,NA,NA
"Mycgr3G105116",2641.06336000119,-1.05197943495953,0.177235106968411,-5.93550258159083,2.92946714492301e-09,1.78658694950967e-07,"","C2H2-type zinc finger"
"Mycgr3G95665",377.300167904735,-4.00176141134637,0.674187203383281,-5.93568283596053,2.92625011719408e-09,1.78658694950967e-07,NA,NA
"Mycgr3G96297",540.716283982939,-0.959748282728828,0.161770678511766,-5.93277033612134,2.9786537414334e-09,1.80463304637238e-07,"","Origin recognition complex (ORC) subunit 5 C-terminus"
"Mycgr3G70271",215.248945996392,2.34369148456433,0.39535435266712,5.92807811208712,3.06500701976736e-09,1.84481370229004e-07,"","Amidase"
"Mycgr3G108567",124.793371832086,-1.54574818564175,0.26081963564885,-5.92650235783185,3.09454944284595e-09,1.85050037786808e-07,"GUT1","Belongs to the FGGY kinase family"
"Mycgr3G102189",447.460293654603,0.666518439702174,0.112526881120667,5.92319304564604,3.15749815303679e-09,1.87596132202037e-07,"GUF1","Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner"
"Mycgr3G12051",11400.0546803111,-2.51225085155212,0.424670705345785,-5.91576207147733,3.30342456729063e-09,1.95007928462689e-07,"","Domain of unknown function (DUF1929)"
"Mycgr3G45762",797.592919192203,-1.62600135865932,0.275718163126681,-5.89733131912763,3.69427608079722e-09,2.16691646038609e-07,"","Phosphoinositide phospholipase C, Ca2+-dependent"
"Mycgr3G103773",5360.65052108481,0.779434073422866,0.132238666240006,5.8941465123993,3.76622897630599e-09,2.19513940777227e-07,"","Pfam:RRM_6"
"Mycgr3G42222",63.6821345966746,-3.70321784734536,0.62852475013757,-5.89192047971827,3.81732877150791e-09,2.21092960105763e-07,"","Multicopper oxidase"
"Mycgr3G98717",164.538751897506,-2.04321617096173,0.346961127290904,-5.88889074379974,3.88796362491023e-09,2.2377660638624e-07,NA,NA
"Mycgr3G108399",1078.82103604692,-1.33185068286169,0.22650548647857,-5.8799930349047,4.10283746115678e-09,2.33228581356746e-07,"","Domain with 2 conserved Trp (W) residues"
"Mycgr3G76425",145.859187338774,-1.79371551556913,0.305036205993589,-5.88033643326535,4.09433426683998e-09,2.33228581356746e-07,"dak1","Dak2"
"Mycgr3G39191",339.061426564962,-1.36599631815346,0.232432576161953,-5.8769572695424,4.17876017376694e-09,2.33922367190843e-07,"GPI18","Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis"
"Mycgr3G65177",181.116077543161,-1.43554922660672,0.244229980263842,-5.87785834096164,4.15608334584784e-09,2.33922367190843e-07,"","Platelet-activating factor acetylhydrolase, isoform II"
"Mycgr3G92221",224.470838086105,-3.20401318585545,0.545228159754231,-5.87646314397939,4.19124667026703e-09,2.33922367190843e-07,NA,NA
"Mycgr3G108657",1136.74420380663,-0.999137788666678,0.170531985309259,-5.85894655981838,4.65812552591107e-09,2.58413722699488e-07,"SHO1","Plasma membrane osmosensor that activates the high osmolarity glycerol (HOG) MAPK signaling pathway in response to high osmolarity"
"Mycgr3G111601",80.9729616649737,-2.40655039047566,0.412023703720994,-5.84080568361009,5.19489697301825e-09,2.86465905536078e-07,"",""
