,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
budget_scale,-0.10756837471991601,0.12142467145841222,-0.129933660092201,-0.10723041343694556,0.13662754357941523,0.11941107021320924,-0.054221002059025386,-0.054221002059025386,0.10867421348704769
thermal_Z,0.776861698608303,-0.6998924363942659,0.8821829941999468,0.9049788525730612,-0.8064101673727341,-0.8561358427668587,0.6919668168661036,0.6919668168661036,-0.796666435169109
