EFMGRG_id_original,Mycgr3G_id,match_confidence
Mycgr3G66956,Mycgr3G66956,unique
Mycgr3G66970,Mycgr3G66970,unique
Mycgr3G66977,Mycgr3G66977,unique
Mycgr3G66981,Mycgr3G66981,unique
Mycgr3G66984,Mycgr3G66984,unique
Mycgr3G66999,Mycgr3G66999,unique
Mycgr3G67005,Mycgr3G67005,unique
Mycgr3G67008,Mycgr3G67008,unique
Mycgr3G67015,Mycgr3G67015,unique
Mycgr3G67035,Mycgr3G67035,unique
Mycgr3G67037,Mycgr3G67037,unique
Mycgr3G67041,Mycgr3G67041,unique
Mycgr3G67048,Mycgr3G67048,unique
Mycgr3G67054,Mycgr3G67054,unique
Mycgr3G67060,Mycgr3G67060,unique
Mycgr3G67069,Mycgr3G67069,unique
Mycgr3G67073,Mycgr3G67073,unique
Mycgr3G67076,Mycgr3G67076,unique
Mycgr3G67079,Mycgr3G67079,unique
Mycgr3G67089,Mycgr3G67089,unique
Mycgr3G67094,Mycgr3G67094,unique
Mycgr3G67096,Mycgr3G67096,unique
Mycgr3G67099,Mycgr3G67099,unique
Mycgr3G67102,Mycgr3G67102,unique
Mycgr3G67108,Mycgr3G67108,unique
Mycgr3G67112,Mycgr3G67112,unique
Mycgr3G67117,Mycgr3G67117,unique
Mycgr3G67122,Mycgr3G67122,unique
Mycgr3G67131,Mycgr3G67131,unique
Mycgr3G67138,Mycgr3G67138,unique
Mycgr3G67144,Mycgr3G67144,unique
Mycgr3G67149,Mycgr3G67149,unique
Mycgr3G67183,Mycgr3G67183,unique
Mycgr3G67202,Mycgr3G67202,unique
Mycgr3G67205,Mycgr3G67205,unique
Mycgr3G67212,Mycgr3G67212,unique
Mycgr3G67218,Mycgr3G67218,unique
Mycgr3G67228,Mycgr3G67228,unique
Mycgr3G67233,Mycgr3G67233,unique
Mycgr3G67239,Mycgr3G67239,unique
Mycgr3G67250,Mycgr3G67250,unique
Mycgr3G67267,Mycgr3G67267,unique
Mycgr3G67286,Mycgr3G67286,unique
Mycgr3G67314,Mycgr3G67314,unique
Mycgr3G67317,Mycgr3G67317,unique
Mycgr3G67324,Mycgr3G67324,unique
Mycgr3G67327,Mycgr3G67327,unique
Mycgr3G67329,Mycgr3G67329,unique
Mycgr3G67335,Mycgr3G67335,unique
Mycgr3G67338,Mycgr3G67338,unique
Mycgr3G67342,Mycgr3G67342,unique
Mycgr3G67344,Mycgr3G67344,unique
Mycgr3G67350,Mycgr3G67350,unique
Mycgr3G67374,Mycgr3G67374,unique
Mycgr3G67376,Mycgr3G67376,unique
Mycgr3G67377,Mycgr3G67377,unique
Mycgr3G67381,Mycgr3G67381,unique
Mycgr3G67389,Mycgr3G67389,unique
Mycgr3G67398,Mycgr3G67398,unique
Mycgr3G67403,Mycgr3G67403,unique
Mycgr3G67412,Mycgr3G67412,unique
Mycgr3G67423,Mycgr3G67423,unique
Mycgr3G67427,Mycgr3G67427,unique
Mycgr3G67431,Mycgr3G67431,unique
Mycgr3G67442,Mycgr3G67442,unique
Mycgr3G67443,Mycgr3G67443,unique
Mycgr3G67446,Mycgr3G67446,unique
Mycgr3G67455,Mycgr3G67455,unique
Mycgr3G67458,Mycgr3G67458,unique
Mycgr3G67467,Mycgr3G67467,unique
Mycgr3G67469,Mycgr3G67469,unique
Mycgr3G67477,Mycgr3G67477,unique
Mycgr3G67482,Mycgr3G67482,unique
Mycgr3G67486,Mycgr3G67486,unique
Mycgr3G67501,Mycgr3G67501,unique
Mycgr3G67504,Mycgr3G67504,unique
Mycgr3G67509,Mycgr3G67509,unique
Mycgr3G67515,Mycgr3G67515,unique
Mycgr3G67531,Mycgr3G67531,unique
Mycgr3G67546,Mycgr3G67546,unique
Mycgr3G67551,Mycgr3G67551,unique
Mycgr3G67552,Mycgr3G67552,unique
Mycgr3G67558,Mycgr3G67558,unique
Mycgr3G67567,Mycgr3G67567,unique
Mycgr3G67576,Mycgr3G67576,unique
Mycgr3G67581,Mycgr3G67581,unique
Mycgr3G67588,Mycgr3G67588,unique
Mycgr3G67605,Mycgr3G67605,unique
Mycgr3G67618,Mycgr3G67618,unique
Mycgr3G67622,Mycgr3G67622,unique
Mycgr3G67635,Mycgr3G67635,unique
Mycgr3G67639,Mycgr3G67639,unique
Mycgr3G67645,Mycgr3G67645,unique
Mycgr3G67654,Mycgr3G67654,unique
Mycgr3G67658,Mycgr3G67658,unique
Mycgr3G67666,Mycgr3G67666,unique
Mycgr3G67669,Mycgr3G67669,unique
Mycgr3G67679,Mycgr3G67679,unique
Mycgr3G67680,Mycgr3G67680,unique
Mycgr3G67686,Mycgr3G67686,unique
Mycgr3G67691,Mycgr3G67691,unique
Mycgr3G67700,Mycgr3G67700,unique
Mycgr3G67705,Mycgr3G67705,unique
Mycgr3G67708,Mycgr3G67708,unique
Mycgr3G67718,Mycgr3G67718,unique
Mycgr3G67720,Mycgr3G67720,unique
Mycgr3G67750,Mycgr3G67750,unique
Mycgr3G67759,Mycgr3G67759,unique
Mycgr3G67763,Mycgr3G67763,unique
Mycgr3G67764,Mycgr3G67764,unique
Mycgr3G67775,Mycgr3G67775,unique
Mycgr3G67785,Mycgr3G67785,unique
Mycgr3G67791,Mycgr3G67791,unique
Mycgr3G67795,Mycgr3G67795,unique
Mycgr3G67799,Mycgr3G67799,unique
Mycgr3G67800,Mycgr3G67800,unique
Mycgr3G67803,Mycgr3G67803,unique
Mycgr3G67804,Mycgr3G67804,unique
Mycgr3G67807,Mycgr3G67807,unique
Mycgr3G67812,Mycgr3G67812,unique
Mycgr3G67821,Mycgr3G67821,unique
Mycgr3G67825,Mycgr3G67825,unique
Mycgr3G67842,Mycgr3G67842,unique
Mycgr3G67844,Mycgr3G67844,unique
Mycgr3G67847,Mycgr3G67847,unique
Mycgr3G67851,Mycgr3G67851,unique
Mycgr3G67859,Mycgr3G67859,unique
Mycgr3G67865,Mycgr3G67865,unique
Mycgr3G67867,Mycgr3G67867,unique
Mycgr3G67873,Mycgr3G67873,unique
Mycgr3G67878,Mycgr3G67878,unique
Mycgr3G67881,Mycgr3G67881,unique
Mycgr3G67888,Mycgr3G67888,unique
Mycgr3G67892,Mycgr3G67892,unique
Mycgr3G67898,Mycgr3G67898,unique
Mycgr3G67907,Mycgr3G67907,unique
Mycgr3G67909,Mycgr3G67909,unique
Mycgr3G67912,Mycgr3G67912,unique
Mycgr3G67916,Mycgr3G67916,unique
Mycgr3G67921,Mycgr3G67921,unique
Mycgr3G67922,Mycgr3G67922,unique
Mycgr3G67924,Mycgr3G67924,unique
Mycgr3G67933,Mycgr3G67933,unique
Mycgr3G67942,Mycgr3G67942,unique
Mycgr3G67943,Mycgr3G67943,unique
Mycgr3G67944,Mycgr3G67944,unique
Mycgr3G67951,Mycgr3G67951,unique
Mycgr3G67965,Mycgr3G67965,unique
Mycgr3G67969,Mycgr3G67969,unique
Mycgr3G67977,Mycgr3G67977,unique
Mycgr3G67987,Mycgr3G67987,unique
Mycgr3G67998,Mycgr3G67998,unique
Mycgr3G68009,Mycgr3G68009,unique
Mycgr3G68012,Mycgr3G68012,unique
Mycgr3G68017,Mycgr3G68017,unique
Mycgr3G68020,Mycgr3G68020,unique
Mycgr3G68026,Mycgr3G68026,unique
Mycgr3G68030,Mycgr3G68030,unique
Mycgr3G68036,Mycgr3G68036,unique
Mycgr3G68053,Mycgr3G68053,unique
Mycgr3G68054,Mycgr3G68054,unique
Mycgr3G68059,Mycgr3G68059,unique
Mycgr3G68064,Mycgr3G68064,unique
Mycgr3G68068,Mycgr3G68068,unique
Mycgr3G68073,Mycgr3G68073,unique
Mycgr3G68078,Mycgr3G68078,unique
Mycgr3G68089,Mycgr3G68089,unique
Mycgr3G68091,Mycgr3G68091,unique
Mycgr3G68104,Mycgr3G68104,unique
Mycgr3G68107,Mycgr3G68107,unique
Mycgr3G68113,Mycgr3G68113,unique
Mycgr3G68116,Mycgr3G68116,unique
Mycgr3G68128,Mycgr3G68128,unique
Mycgr3G68129,Mycgr3G68129,unique
Mycgr3G68137,Mycgr3G68137,unique
Mycgr3G68144,Mycgr3G68144,unique
Mycgr3G68153,Mycgr3G68153,unique
Mycgr3G68159,Mycgr3G68159,unique
Mycgr3G68164,Mycgr3G68164,unique
Mycgr3G68166,Mycgr3G68166,unique
Mycgr3G68169,Mycgr3G68169,unique
Mycgr3G68176,Mycgr3G68176,unique
Mycgr3G68179,Mycgr3G68179,unique
Mycgr3G68180,Mycgr3G68180,unique
Mycgr3G68201,Mycgr3G68201,unique
Mycgr3G68213,Mycgr3G68213,unique
Mycgr3G68217,Mycgr3G68217,unique
Mycgr3G68224,Mycgr3G68224,unique
Mycgr3G68232,Mycgr3G68232,unique
Mycgr3G68234,Mycgr3G68234,unique
Mycgr3G68239,Mycgr3G68239,unique
Mycgr3G68240,Mycgr3G68240,unique
Mycgr3G68243,Mycgr3G68243,unique
Mycgr3G68247,Mycgr3G68247,unique
Mycgr3G68253,Mycgr3G68253,unique
Mycgr3G68263,Mycgr3G68263,unique
Mycgr3G68275,Mycgr3G68275,unique
Mycgr3G68282,Mycgr3G68282,unique
Mycgr3G68285,Mycgr3G68285,unique
Mycgr3G68287,Mycgr3G68287,unique
Mycgr3G68294,Mycgr3G68294,unique
Mycgr3G68298,Mycgr3G68298,unique
Mycgr3G68302,Mycgr3G68302,unique
Mycgr3G68312,Mycgr3G68312,unique
Mycgr3G68318,Mycgr3G68318,unique
Mycgr3G68319,Mycgr3G68319,unique
Mycgr3G68326,Mycgr3G68326,unique
Mycgr3G68338,Mycgr3G68338,unique
Mycgr3G68344,Mycgr3G68344,unique
Mycgr3G68348,Mycgr3G68348,unique
Mycgr3G68349,Mycgr3G68349,unique
Mycgr3G68352,Mycgr3G68352,unique
Mycgr3G68358,Mycgr3G68358,unique
Mycgr3G68361,Mycgr3G68361,unique
Mycgr3G68371,Mycgr3G68371,unique
Mycgr3G68377,Mycgr3G68377,unique
Mycgr3G68390,Mycgr3G68390,unique
Mycgr3G68403,Mycgr3G68403,unique
Mycgr3G68415,Mycgr3G68415,unique
Mycgr3G68418,Mycgr3G68418,unique
Mycgr3G68421,Mycgr3G68421,unique
Mycgr3G68429,Mycgr3G68429,unique
Mycgr3G68433,Mycgr3G68433,unique
Mycgr3G68456,Mycgr3G68456,unique
Mycgr3G68458,Mycgr3G68458,unique
Mycgr3G68477,Mycgr3G68477,unique
Mycgr3G68480,Mycgr3G68480,unique
Mycgr3G68483,Mycgr3G68483,unique
Mycgr3G68497,Mycgr3G68497,unique
Mycgr3G68502,Mycgr3G68502,unique
Mycgr3G68510,Mycgr3G68510,unique
Mycgr3G68512,Mycgr3G68512,unique
Mycgr3G68519,Mycgr3G68519,unique
Mycgr3G68526,Mycgr3G68526,unique
Mycgr3G68530,Mycgr3G68530,unique
Mycgr3G68535,Mycgr3G68535,unique
Mycgr3G68553,Mycgr3G68553,unique
Mycgr3G68555,Mycgr3G68555,unique
Mycgr3G68560,Mycgr3G68560,unique
Mycgr3G68561,Mycgr3G68561,unique
Mycgr3G68568,Mycgr3G68568,unique
Mycgr3G68570,Mycgr3G68570,unique
Mycgr3G68581,Mycgr3G68581,unique
Mycgr3G68586,Mycgr3G68586,unique
Mycgr3G68633,Mycgr3G68633,unique
Mycgr3G68638,Mycgr3G68638,unique
Mycgr3G68643,Mycgr3G68643,unique
Mycgr3G68653,Mycgr3G68653,unique
Mycgr3G68660,Mycgr3G68660,unique
Mycgr3G68667,Mycgr3G68667,unique
Mycgr3G68686,Mycgr3G68686,unique
Mycgr3G68689,Mycgr3G68689,unique
Mycgr3G68702,Mycgr3G68702,unique
Mycgr3G68707,Mycgr3G68707,unique
Mycgr3G68710,Mycgr3G68710,unique
Mycgr3G68720,Mycgr3G68720,unique
Mycgr3G68731,Mycgr3G68731,unique
Mycgr3G68734,Mycgr3G68734,unique
Mycgr3G68741,Mycgr3G68741,unique
Mycgr3G68749,Mycgr3G68749,unique
Mycgr3G68751,Mycgr3G68751,unique
Mycgr3G68754,Mycgr3G68754,unique
Mycgr3G68767,Mycgr3G68767,unique
Mycgr3G68771,Mycgr3G68771,unique
Mycgr3G68779,Mycgr3G68779,unique
Mycgr3G68784,Mycgr3G68784,unique
Mycgr3G68786,Mycgr3G68786,unique
Mycgr3G68789,Mycgr3G68789,unique
Mycgr3G68790,Mycgr3G68790,unique
Mycgr3G68796,Mycgr3G68796,unique
Mycgr3G68817,Mycgr3G68817,unique
Mycgr3G68823,Mycgr3G68823,unique
Mycgr3G68826,Mycgr3G68826,unique
Mycgr3G68837,Mycgr3G68837,unique
Mycgr3G68847,Mycgr3G68847,unique
Mycgr3G68850,Mycgr3G68850,unique
Mycgr3G68855,Mycgr3G68855,unique
Mycgr3G68859,Mycgr3G68859,unique
Mycgr3G68863,Mycgr3G68863,unique
Mycgr3G68870,Mycgr3G68870,unique
Mycgr3G68874,Mycgr3G68874,unique
Mycgr3G68879,Mycgr3G68879,unique
Mycgr3G68887,Mycgr3G68887,unique
Mycgr3G68892,Mycgr3G68892,unique
Mycgr3G68899,Mycgr3G68899,unique
Mycgr3G68900,Mycgr3G68900,unique
Mycgr3G68912,Mycgr3G68912,unique
Mycgr3G68916,Mycgr3G68916,unique
Mycgr3G68922,Mycgr3G68922,unique
Mycgr3G68931,Mycgr3G68931,unique
Mycgr3G68937,Mycgr3G68937,unique
Mycgr3G68948,Mycgr3G68948,unique
Mycgr3G68955,Mycgr3G68955,unique
Mycgr3G68962,Mycgr3G68962,unique
Mycgr3G68972,Mycgr3G68972,unique
Mycgr3G68977,Mycgr3G68977,unique
Mycgr3G68980,Mycgr3G68980,unique
Mycgr3G68986,Mycgr3G68986,unique
Mycgr3G68989,Mycgr3G68989,unique
Mycgr3G68994,Mycgr3G68994,unique
Mycgr3G69002,Mycgr3G69002,unique
Mycgr3G69014,Mycgr3G69014,unique
Mycgr3G69016,Mycgr3G69016,unique
Mycgr3G69021,Mycgr3G69021,unique
Mycgr3G69026,Mycgr3G69026,unique
Mycgr3G69029,Mycgr3G69029,unique
Mycgr3G69031,Mycgr3G69031,unique
Mycgr3G69051,Mycgr3G69051,unique
Mycgr3G69055,Mycgr3G69055,unique
Mycgr3G69058,Mycgr3G69058,unique
Mycgr3G69060,Mycgr3G69060,unique
Mycgr3G69066,Mycgr3G69066,unique
Mycgr3G69070,Mycgr3G69070,unique
Mycgr3G69084,Mycgr3G69084,unique
Mycgr3G69093,Mycgr3G69093,unique
Mycgr3G69100,Mycgr3G69100,unique
Mycgr3G69103,Mycgr3G69103,unique
Mycgr3G69117,Mycgr3G69117,unique
Mycgr3G69118,Mycgr3G69118,unique
Mycgr3G69123,Mycgr3G69123,unique
Mycgr3G69129,Mycgr3G69129,unique
Mycgr3G69132,Mycgr3G69132,unique
Mycgr3G69140,Mycgr3G69140,unique
Mycgr3G69142,Mycgr3G69142,unique
Mycgr3G69151,Mycgr3G69151,unique
Mycgr3G69157,Mycgr3G69157,unique
Mycgr3G69159,Mycgr3G69159,unique
Mycgr3G69164,Mycgr3G69164,unique
Mycgr3G69167,Mycgr3G69167,unique
Mycgr3G69170,Mycgr3G69170,unique
Mycgr3G69185,Mycgr3G69185,unique
Mycgr3G69186,Mycgr3G69186,unique
Mycgr3G69205,Mycgr3G69205,unique
Mycgr3G69215,Mycgr3G69215,unique
Mycgr3G69219,Mycgr3G69219,unique
Mycgr3G69221,Mycgr3G69221,unique
Mycgr3G69227,Mycgr3G69227,unique
Mycgr3G69232,Mycgr3G69232,unique
Mycgr3G69233,Mycgr3G69233,unique
Mycgr3G69244,Mycgr3G69244,unique
Mycgr3G69248,Mycgr3G69248,unique
Mycgr3G69260,Mycgr3G69260,unique
Mycgr3G69263,Mycgr3G69263,unique
Mycgr3G69270,Mycgr3G69270,unique
Mycgr3G69273,Mycgr3G69273,unique
Mycgr3G69277,Mycgr3G69277,unique
Mycgr3G69281,Mycgr3G69281,unique
Mycgr3G69287,Mycgr3G69287,unique
Mycgr3G69290,Mycgr3G69290,unique
Mycgr3G69294,Mycgr3G69294,unique
Mycgr3G69303,Mycgr3G69303,unique
Mycgr3G69317,Mycgr3G69317,unique
Mycgr3G69322,Mycgr3G69322,unique
Mycgr3G69324,Mycgr3G69324,unique
Mycgr3G69329,Mycgr3G69329,unique
Mycgr3G69330,Mycgr3G69330,unique
Mycgr3G69333,Mycgr3G69333,unique
Mycgr3G69338,Mycgr3G69338,unique
Mycgr3G69353,Mycgr3G69353,unique
Mycgr3G69357,Mycgr3G69357,unique
Mycgr3G69366,Mycgr3G69366,unique
Mycgr3G69382,Mycgr3G69382,unique
Mycgr3G69388,Mycgr3G69388,unique
Mycgr3G69392,Mycgr3G69392,unique
Mycgr3G69399,Mycgr3G69399,unique
Mycgr3G69411,Mycgr3G69411,unique
Mycgr3G69430,Mycgr3G69430,unique
Mycgr3G69447,Mycgr3G69447,unique
Mycgr3G69448,Mycgr3G69448,unique
Mycgr3G69451,Mycgr3G69451,unique
Mycgr3G69454,Mycgr3G69454,unique
Mycgr3G69467,Mycgr3G69467,unique
Mycgr3G69474,Mycgr3G69474,unique
Mycgr3G69500,Mycgr3G69500,unique
Mycgr3G69507,Mycgr3G69507,unique
Mycgr3G69513,Mycgr3G69513,unique
Mycgr3G69516,Mycgr3G69516,unique
Mycgr3G69521,Mycgr3G69521,unique
Mycgr3G69522,Mycgr3G69522,unique
Mycgr3G69529,Mycgr3G69529,unique
Mycgr3G69535,Mycgr3G69535,unique
Mycgr3G69542,Mycgr3G69542,unique
Mycgr3G69545,Mycgr3G69545,unique
Mycgr3G69561,Mycgr3G69561,unique
Mycgr3G69570,Mycgr3G69570,unique
Mycgr3G69582,Mycgr3G69582,unique
Mycgr3G69588,Mycgr3G69588,unique
Mycgr3G69592,Mycgr3G69592,unique
Mycgr3G69603,Mycgr3G69603,unique
Mycgr3G69615,Mycgr3G69615,unique
Mycgr3G69638,Mycgr3G69638,unique
Mycgr3G69648,Mycgr3G69648,unique
Mycgr3G69651,Mycgr3G69651,unique
Mycgr3G69654,Mycgr3G69654,unique
Mycgr3G69657,Mycgr3G69657,unique
Mycgr3G69661,Mycgr3G69661,unique
Mycgr3G69673,Mycgr3G69673,unique
Mycgr3G69677,Mycgr3G69677,unique
Mycgr3G69679,Mycgr3G69679,unique
Mycgr3G69686,Mycgr3G69686,unique
Mycgr3G69689,Mycgr3G69689,unique
Mycgr3G69693,Mycgr3G69693,unique
Mycgr3G69696,Mycgr3G69696,unique
Mycgr3G69702,Mycgr3G69702,unique
Mycgr3G69710,Mycgr3G69710,unique
Mycgr3G69716,Mycgr3G69716,unique
Mycgr3G69737,Mycgr3G69737,unique
Mycgr3G69748,Mycgr3G69748,unique
Mycgr3G69755,Mycgr3G69755,unique
Mycgr3G69761,Mycgr3G69761,unique
Mycgr3G69768,Mycgr3G69768,unique
Mycgr3G69770,Mycgr3G69770,unique
Mycgr3G69782,Mycgr3G69782,unique
Mycgr3G69784,Mycgr3G69784,unique
Mycgr3G69789,Mycgr3G69789,unique
Mycgr3G69797,Mycgr3G69797,unique
Mycgr3G69821,Mycgr3G69821,unique
Mycgr3G69836,Mycgr3G69836,unique
Mycgr3G69847,Mycgr3G69847,unique
Mycgr3G69850,Mycgr3G69850,unique
Mycgr3G69852,Mycgr3G69852,unique
Mycgr3G69859,Mycgr3G69859,unique
Mycgr3G69862,Mycgr3G69862,unique
Mycgr3G69865,Mycgr3G69865,unique
Mycgr3G69875,Mycgr3G69875,unique
Mycgr3G69881,Mycgr3G69881,unique
Mycgr3G69890,Mycgr3G69890,unique
Mycgr3G69894,Mycgr3G69894,unique
Mycgr3G69901,Mycgr3G69901,unique
Mycgr3G69907,Mycgr3G69907,unique
Mycgr3G69914,Mycgr3G69914,unique
Mycgr3G69921,Mycgr3G69921,unique
Mycgr3G69926,Mycgr3G69926,unique
Mycgr3G69939,Mycgr3G69939,unique
Mycgr3G69942,Mycgr3G69942,unique
Mycgr3G69951,Mycgr3G69951,unique
Mycgr3G69954,Mycgr3G69954,unique
Mycgr3G69961,Mycgr3G69961,unique
Mycgr3G69965,Mycgr3G69965,unique
Mycgr3G69971,Mycgr3G69971,unique
Mycgr3G69973,Mycgr3G69973,unique
Mycgr3G69980,Mycgr3G69980,unique
Mycgr3G69983,Mycgr3G69983,unique
Mycgr3G69990,Mycgr3G69990,unique
Mycgr3G69992,Mycgr3G69992,unique
Mycgr3G70000,Mycgr3G70000,unique
Mycgr3G70002,Mycgr3G70002,unique
Mycgr3G70015,Mycgr3G70015,unique
Mycgr3G70017,Mycgr3G70017,unique
Mycgr3G70022,Mycgr3G70022,unique
Mycgr3G70026,Mycgr3G70026,unique
Mycgr3G70030,Mycgr3G70030,unique
Mycgr3G70031,Mycgr3G70031,unique
Mycgr3G70038,Mycgr3G70038,unique
Mycgr3G70045,Mycgr3G70045,unique
Mycgr3G70050,Mycgr3G70050,unique
Mycgr3G70055,Mycgr3G70055,unique
Mycgr3G70061,Mycgr3G70061,unique
Mycgr3G70063,Mycgr3G70063,unique
Mycgr3G70066,Mycgr3G70066,unique
Mycgr3G70069,Mycgr3G70069,unique
Mycgr3G70073,Mycgr3G70073,unique
Mycgr3G70079,Mycgr3G70079,unique
Mycgr3G70082,Mycgr3G70082,unique
Mycgr3G70086,Mycgr3G70086,unique
Mycgr3G70094,Mycgr3G70094,unique
Mycgr3G70110,Mycgr3G70110,unique
Mycgr3G70113,Mycgr3G70113,unique
Mycgr3G70127,Mycgr3G70127,unique
Mycgr3G70129,Mycgr3G70129,unique
Mycgr3G70132,Mycgr3G70132,unique
Mycgr3G70157,Mycgr3G70157,unique
Mycgr3G70159,Mycgr3G70159,unique
Mycgr3G70164,Mycgr3G70164,unique
Mycgr3G70165,Mycgr3G70165,unique
Mycgr3G70166,Mycgr3G70166,unique
Mycgr3G70171,Mycgr3G70171,unique
Mycgr3G70181,Mycgr3G70181,unique
Mycgr3G70186,Mycgr3G70186,unique
Mycgr3G70190,Mycgr3G70190,unique
Mycgr3G70194,Mycgr3G70194,unique
Mycgr3G70199,Mycgr3G70199,unique
Mycgr3G70203,Mycgr3G70203,unique
Mycgr3G70208,Mycgr3G70208,unique
Mycgr3G70210,Mycgr3G70210,unique
Mycgr3G70215,Mycgr3G70215,unique
Mycgr3G70216,Mycgr3G70216,unique
Mycgr3G70219,Mycgr3G70219,unique
Mycgr3G70233,Mycgr3G70233,unique
Mycgr3G70243,Mycgr3G70243,unique
Mycgr3G70246,Mycgr3G70246,unique
Mycgr3G70252,Mycgr3G70252,unique
Mycgr3G70260,Mycgr3G70260,unique
Mycgr3G70263,Mycgr3G70263,unique
Mycgr3G70266,Mycgr3G70266,unique
Mycgr3G70268,Mycgr3G70268,unique
Mycgr3G70271,Mycgr3G70271,unique
Mycgr3G70283,Mycgr3G70283,unique
Mycgr3G70288,Mycgr3G70288,unique
Mycgr3G70294,Mycgr3G70294,unique
Mycgr3G70297,Mycgr3G70297,unique
Mycgr3G70308,Mycgr3G70308,unique
Mycgr3G70309,Mycgr3G70309,unique
Mycgr3G70312,Mycgr3G70312,unique
Mycgr3G70316,Mycgr3G70316,unique
Mycgr3G70324,Mycgr3G70324,unique
Mycgr3G70331,Mycgr3G70331,unique
Mycgr3G70334,Mycgr3G70334,unique
Mycgr3G70343,Mycgr3G70343,unique
Mycgr3G70356,Mycgr3G70356,unique
Mycgr3G70376,Mycgr3G70376,unique
Mycgr3G70384,Mycgr3G70384,unique
Mycgr3G70391,Mycgr3G70391,unique
Mycgr3G70396,Mycgr3G70396,unique
Mycgr3G70401,Mycgr3G70401,unique
Mycgr3G70402,Mycgr3G70402,unique
Mycgr3G70410,Mycgr3G70410,unique
Mycgr3G70413,Mycgr3G70413,unique
Mycgr3G70420,Mycgr3G70420,unique
Mycgr3G70421,Mycgr3G70421,unique
Mycgr3G70424,Mycgr3G70424,unique
Mycgr3G70427,Mycgr3G70427,unique
Mycgr3G70433,Mycgr3G70433,unique
Mycgr3G70436,Mycgr3G70436,unique
Mycgr3G70442,Mycgr3G70442,unique
Mycgr3G70454,Mycgr3G70454,unique
Mycgr3G70456,Mycgr3G70456,unique
Mycgr3G70464,Mycgr3G70464,unique
Mycgr3G70471,Mycgr3G70471,unique
Mycgr3G70475,Mycgr3G70475,unique
Mycgr3G70478,Mycgr3G70478,unique
Mycgr3G70482,Mycgr3G70482,unique
Mycgr3G70491,Mycgr3G70491,unique
Mycgr3G70496,Mycgr3G70496,unique
Mycgr3G70497,Mycgr3G70497,unique
Mycgr3G70510,Mycgr3G70510,unique
Mycgr3G70513,Mycgr3G70513,unique
Mycgr3G70521,Mycgr3G70521,unique
Mycgr3G70525,Mycgr3G70525,unique
Mycgr3G70532,Mycgr3G70532,unique
Mycgr3G70537,Mycgr3G70537,unique
Mycgr3G70541,Mycgr3G70541,unique
Mycgr3G70544,Mycgr3G70544,unique
Mycgr3G70547,Mycgr3G70547,unique
Mycgr3G70550,Mycgr3G70550,unique
Mycgr3G70555,Mycgr3G70555,unique
Mycgr3G70560,Mycgr3G70560,unique
Mycgr3G70572,Mycgr3G70572,unique
Mycgr3G70577,Mycgr3G70577,unique
Mycgr3G70588,Mycgr3G70588,unique
Mycgr3G70606,Mycgr3G70606,unique
Mycgr3G70608,Mycgr3G70608,unique
Mycgr3G70620,Mycgr3G70620,unique
Mycgr3G70635,Mycgr3G70635,unique
Mycgr3G70643,Mycgr3G70643,unique
Mycgr3G70646,Mycgr3G70646,unique
Mycgr3G70653,Mycgr3G70653,unique
Mycgr3G70658,Mycgr3G70658,unique
Mycgr3G70665,Mycgr3G70665,unique
Mycgr3G70670,Mycgr3G70670,unique
Mycgr3G70672,Mycgr3G70672,unique
Mycgr3G70677,Mycgr3G70677,unique
Mycgr3G70685,Mycgr3G70685,unique
Mycgr3G70688,Mycgr3G70688,unique
Mycgr3G70695,Mycgr3G70695,unique
Mycgr3G70699,Mycgr3G70699,unique
Mycgr3G70703,Mycgr3G70703,unique
Mycgr3G70710,Mycgr3G70710,unique
Mycgr3G70713,Mycgr3G70713,unique
Mycgr3G70724,Mycgr3G70724,unique
Mycgr3G70729,Mycgr3G70729,unique
Mycgr3G70735,Mycgr3G70735,unique
Mycgr3G70742,Mycgr3G70742,unique
Mycgr3G70745,Mycgr3G70745,unique
Mycgr3G70756,Mycgr3G70756,unique
Mycgr3G70762,Mycgr3G70762,unique
Mycgr3G70772,Mycgr3G70772,unique
Mycgr3G70785,Mycgr3G70785,unique
Mycgr3G70812,Mycgr3G70812,unique
Mycgr3G70822,Mycgr3G70822,unique
Mycgr3G70825,Mycgr3G70825,unique
Mycgr3G70836,Mycgr3G70836,unique
Mycgr3G70871,Mycgr3G70871,unique
Mycgr3G70873,Mycgr3G70873,unique
Mycgr3G70886,Mycgr3G70886,unique
Mycgr3G70899,Mycgr3G70899,unique
Mycgr3G70912,Mycgr3G70912,unique
Mycgr3G70915,Mycgr3G70915,unique
Mycgr3G70921,Mycgr3G70921,unique
Mycgr3G70925,Mycgr3G70925,unique
Mycgr3G70929,Mycgr3G70929,unique
Mycgr3G70938,Mycgr3G70938,unique
Mycgr3G70943,Mycgr3G70943,unique
Mycgr3G70944,Mycgr3G70944,unique
Mycgr3G70947,Mycgr3G70947,unique
Mycgr3G70961,Mycgr3G70961,unique
Mycgr3G70969,Mycgr3G70969,unique
Mycgr3G70971,Mycgr3G70971,unique
Mycgr3G70973,Mycgr3G70973,unique
Mycgr3G70976,Mycgr3G70976,unique
Mycgr3G70980,Mycgr3G70980,unique
Mycgr3G70984,Mycgr3G70984,unique
Mycgr3G70987,Mycgr3G70987,unique
Mycgr3G70993,Mycgr3G70993,unique
Mycgr3G70997,Mycgr3G70997,unique
Mycgr3G71002,Mycgr3G71002,unique
Mycgr3G71005,Mycgr3G71005,unique
