EFMGRG_id_original,Mycgr3G_id,match_confidence
Mycgr3G108544,Mycgr3G108544,unique
Mycgr3G108560,Mycgr3G108560,unique
Mycgr3G108566,Mycgr3G108566,unique
Mycgr3G108567,Mycgr3G108567,unique
Mycgr3G108571,Mycgr3G108571,unique
Mycgr3G108572,Mycgr3G108572,unique
Mycgr3G108577,Mycgr3G108577,unique
Mycgr3G108578,Mycgr3G108578,unique
Mycgr3G108584,Mycgr3G108584,unique
Mycgr3G108587,Mycgr3G108587,unique
Mycgr3G108594,Mycgr3G108594,unique
Mycgr3G108597,Mycgr3G108597,unique
Mycgr3G108599,Mycgr3G108599,unique
Mycgr3G108602,Mycgr3G108602,unique
Mycgr3G108605,Mycgr3G108605,unique
Mycgr3G108606,Mycgr3G108606,unique
Mycgr3G108612,Mycgr3G108612,unique
Mycgr3G108615,Mycgr3G108615,unique
Mycgr3G108617,Mycgr3G108617,unique
Mycgr3G108619,Mycgr3G108619,unique
Mycgr3G108627,Mycgr3G108627,unique
Mycgr3G108629,Mycgr3G108629,unique
Mycgr3G108635,Mycgr3G108635,unique
Mycgr3G108640,Mycgr3G108640,unique
Mycgr3G108644,Mycgr3G108644,unique
Mycgr3G108649,Mycgr3G108649,unique
Mycgr3G108651,Mycgr3G108651,unique
Mycgr3G108657,Mycgr3G108657,unique
Mycgr3G108659,Mycgr3G108659,unique
Mycgr3G108665,Mycgr3G108665,unique
Mycgr3G108675,Mycgr3G108675,unique
Mycgr3G108679,Mycgr3G108679,unique
Mycgr3G108694,Mycgr3G108694,unique
Mycgr3G108699,Mycgr3G108699,unique
Mycgr3G108706,Mycgr3G108706,unique
Mycgr3G108713,Mycgr3G108713,unique
Mycgr3G108717,Mycgr3G108717,unique
Mycgr3G108724,Mycgr3G108724,unique
Mycgr3G108731,Mycgr3G108731,unique
Mycgr3G108732,Mycgr3G108732,unique
Mycgr3G108734,Mycgr3G108734,unique
Mycgr3G108738,Mycgr3G108738,unique
Mycgr3G108739,Mycgr3G108739,unique
Mycgr3G108740,Mycgr3G108740,unique
Mycgr3G108742,Mycgr3G108742,unique
Mycgr3G108745,Mycgr3G108745,unique
Mycgr3G108753,Mycgr3G108753,unique
Mycgr3G108755,Mycgr3G108755,unique
Mycgr3G108762,Mycgr3G108762,unique
Mycgr3G108767,Mycgr3G108767,unique
Mycgr3G108769,Mycgr3G108769,unique
Mycgr3G108770,Mycgr3G108770,unique
Mycgr3G108773,Mycgr3G108773,unique
Mycgr3G108774,Mycgr3G108774,unique
Mycgr3G108775,Mycgr3G108775,unique
Mycgr3G108776,Mycgr3G108776,unique
Mycgr3G108780,Mycgr3G108780,unique
Mycgr3G108793,Mycgr3G108793,unique
Mycgr3G108794,Mycgr3G108794,unique
Mycgr3G108796,Mycgr3G108796,unique
Mycgr3G108803,Mycgr3G108803,unique
Mycgr3G108813,Mycgr3G108813,unique
Mycgr3G108814,Mycgr3G108814,unique
Mycgr3G108816,Mycgr3G108816,unique
Mycgr3G108817,Mycgr3G108817,unique
Mycgr3G108818,Mycgr3G108818,unique
Mycgr3G108826,Mycgr3G108826,unique
Mycgr3G108829,Mycgr3G108829,unique
Mycgr3G108832,Mycgr3G108832,unique
Mycgr3G108833,Mycgr3G108833,unique
Mycgr3G108836,Mycgr3G108836,unique
Mycgr3G108842,Mycgr3G108842,unique
Mycgr3G108844,Mycgr3G108844,unique
Mycgr3G108849,Mycgr3G108849,unique
Mycgr3G108857,Mycgr3G108857,unique
Mycgr3G108865,Mycgr3G108865,unique
Mycgr3G108866,Mycgr3G108866,unique
Mycgr3G108869,Mycgr3G108869,unique
Mycgr3G108872,Mycgr3G108872,unique
Mycgr3G108877,Mycgr3G108877,unique
Mycgr3G108882,Mycgr3G108882,unique
Mycgr3G108883,Mycgr3G108883,unique
Mycgr3G108886,Mycgr3G108886,unique
Mycgr3G108890,Mycgr3G108890,unique
Mycgr3G108892,Mycgr3G108892,unique
Mycgr3G108906,Mycgr3G108906,unique
Mycgr3G108908,Mycgr3G108908,unique
Mycgr3G108910,Mycgr3G108910,unique
Mycgr3G108912,Mycgr3G108912,unique
Mycgr3G108919,Mycgr3G108919,unique
Mycgr3G108921,Mycgr3G108921,unique
Mycgr3G108925,Mycgr3G108925,unique
Mycgr3G108927,Mycgr3G108927,unique
Mycgr3G108931,Mycgr3G108931,unique
Mycgr3G108932,Mycgr3G108932,unique
Mycgr3G108936,Mycgr3G108936,unique
Mycgr3G108940,Mycgr3G108940,unique
Mycgr3G108951,Mycgr3G108951,unique
Mycgr3G108963,Mycgr3G108963,unique
Mycgr3G108964,Mycgr3G108964,unique
Mycgr3G108969,Mycgr3G108969,unique
Mycgr3G108974,Mycgr3G108974,unique
Mycgr3G108975,Mycgr3G108975,unique
Mycgr3G108976,Mycgr3G108976,unique
Mycgr3G108979,Mycgr3G108979,unique
Mycgr3G108982,Mycgr3G108982,unique
Mycgr3G108985,Mycgr3G108985,unique
Mycgr3G108989,Mycgr3G108989,unique
Mycgr3G108994,Mycgr3G108994,unique
Mycgr3G108995,Mycgr3G108995,unique
Mycgr3G108999,Mycgr3G108999,unique
Mycgr3G109000,Mycgr3G109000,unique
Mycgr3G109001,Mycgr3G109001,unique
Mycgr3G109003,Mycgr3G109003,unique
Mycgr3G109004,Mycgr3G109004,unique
Mycgr3G109009,Mycgr3G109009,unique
Mycgr3G109011,Mycgr3G109011,unique
Mycgr3G109018,Mycgr3G109018,unique
Mycgr3G109019,Mycgr3G109019,unique
Mycgr3G109020,Mycgr3G109020,unique
Mycgr3G109022,Mycgr3G109022,unique
Mycgr3G109027,Mycgr3G109027,unique
Mycgr3G109031,Mycgr3G109031,unique
Mycgr3G109040,Mycgr3G109040,unique
Mycgr3G109048,Mycgr3G109048,unique
Mycgr3G109049,Mycgr3G109049,unique
Mycgr3G109051,Mycgr3G109051,unique
Mycgr3G109052,Mycgr3G109052,unique
Mycgr3G109057,Mycgr3G109057,unique
Mycgr3G109061,Mycgr3G109061,unique
Mycgr3G109073,Mycgr3G109073,unique
Mycgr3G109076,Mycgr3G109076,unique
Mycgr3G109078,Mycgr3G109078,unique
Mycgr3G109091,Mycgr3G109091,unique
Mycgr3G109095,Mycgr3G109095,unique
Mycgr3G109098,Mycgr3G109098,unique
Mycgr3G109100,Mycgr3G109100,unique
Mycgr3G109102,Mycgr3G109102,unique
Mycgr3G37119,Mycgr3G109107,ambiguous
Mycgr3G109111,Mycgr3G109111,unique
Mycgr3G109112,Mycgr3G109112,unique
Mycgr3G109115,Mycgr3G109115,unique
Mycgr3G109122,Mycgr3G109122,unique
Mycgr3G109128,Mycgr3G109128,unique
Mycgr3G109129,Mycgr3G109129,unique
Mycgr3G109136,Mycgr3G109136,unique
Mycgr3G109137,Mycgr3G109137,unique
Mycgr3G109139,Mycgr3G109139,unique
Mycgr3G109145,Mycgr3G109145,unique
Mycgr3G109152,Mycgr3G109152,unique
Mycgr3G109154,Mycgr3G109154,unique
Mycgr3G109156,Mycgr3G109156,unique
Mycgr3G109158,Mycgr3G109158,unique
Mycgr3G109163,Mycgr3G109163,unique
Mycgr3G109168,Mycgr3G109168,unique
Mycgr3G109172,Mycgr3G109172,unique
Mycgr3G109181,Mycgr3G109181,unique
Mycgr3G109184,Mycgr3G109184,unique
Mycgr3G109185,Mycgr3G109185,unique
Mycgr3G109186,Mycgr3G109186,unique
Mycgr3G109190,Mycgr3G109190,unique
Mycgr3G109196,Mycgr3G109196,unique
Mycgr3G109208,Mycgr3G109208,unique
Mycgr3G109211,Mycgr3G109211,unique
Mycgr3G109215,Mycgr3G109215,unique
Mycgr3G109219,Mycgr3G109219,unique
Mycgr3G109224,Mycgr3G109224,unique
Mycgr3G109235,Mycgr3G109235,unique
Mycgr3G109237,Mycgr3G109237,unique
Mycgr3G109240,Mycgr3G109240,unique
Mycgr3G109241,Mycgr3G109241,unique
Mycgr3G109248,Mycgr3G109248,unique
Mycgr3G109253,Mycgr3G109253,unique
Mycgr3G109254,Mycgr3G109254,unique
Mycgr3G109261,Mycgr3G109261,unique
Mycgr3G109266,Mycgr3G109266,unique
Mycgr3G109268,Mycgr3G109268,unique
Mycgr3G109269,Mycgr3G109269,unique
Mycgr3G109272,Mycgr3G109272,unique
Mycgr3G109275,Mycgr3G109275,unique
Mycgr3G109278,Mycgr3G109278,unique
Mycgr3G109282,Mycgr3G109282,unique
Mycgr3G109284,Mycgr3G109284,unique
Mycgr3G109288,Mycgr3G109288,unique
Mycgr3G109292,Mycgr3G109292,unique
Mycgr3G109293,Mycgr3G109293,unique
Mycgr3G109294,Mycgr3G109294,unique
Mycgr3G109295,Mycgr3G109295,unique
Mycgr3G109296,Mycgr3G109296,unique
Mycgr3G109299,Mycgr3G109299,unique
Mycgr3G109300,Mycgr3G109300,unique
Mycgr3G109310,Mycgr3G109310,unique
Mycgr3G109313,Mycgr3G109313,unique
Mycgr3G109314,Mycgr3G109314,unique
Mycgr3G109316,Mycgr3G109316,unique
Mycgr3G109321,Mycgr3G109321,unique
Mycgr3G109328,Mycgr3G109328,unique
Mycgr3G109332,Mycgr3G109332,unique
Mycgr3G109336,Mycgr3G109336,unique
Mycgr3G10934,Mycgr3G10934,unique
Mycgr3G109341,Mycgr3G109341,unique
Mycgr3G109342,Mycgr3G109342,unique
Mycgr3G109344,Mycgr3G109344,unique
Mycgr3G109345,Mycgr3G109345,unique
Mycgr3G109348,Mycgr3G109348,unique
Mycgr3G109356,Mycgr3G109356,unique
Mycgr3G109370,Mycgr3G109370,unique
Mycgr3G109371,Mycgr3G109371,unique
Mycgr3G109373,Mycgr3G109373,unique
Mycgr3G109375,Mycgr3G109375,unique
Mycgr3G109386,Mycgr3G109386,unique
Mycgr3G109387,Mycgr3G109387,unique
Mycgr3G109391,Mycgr3G109391,unique
Mycgr3G109392,Mycgr3G109392,unique
Mycgr3G109393,Mycgr3G109393,unique
Mycgr3G109402,Mycgr3G109402,unique
Mycgr3G109408,Mycgr3G109408,unique
Mycgr3G109415,Mycgr3G109415,unique
Mycgr3G109418,Mycgr3G109418,unique
Mycgr3G109419,Mycgr3G109419,unique
Mycgr3G10942,Mycgr3G10942,unique
Mycgr3G109426,Mycgr3G109426,unique
Mycgr3G109427,Mycgr3G109427,unique
Mycgr3G109428,Mycgr3G109428,unique
Mycgr3G109435,Mycgr3G109435,unique
Mycgr3G109438,Mycgr3G109438,unique
Mycgr3G109439,Mycgr3G109439,unique
Mycgr3G109442,Mycgr3G109442,unique
Mycgr3G109444,Mycgr3G109444,unique
Mycgr3G109450,Mycgr3G109450,unique
Mycgr3G109451,Mycgr3G109451,unique
Mycgr3G109455,Mycgr3G109455,unique
Mycgr3G109456,Mycgr3G109456,unique
Mycgr3G109462,Mycgr3G109462,unique
Mycgr3G109465,Mycgr3G109465,unique
Mycgr3G109480,Mycgr3G109480,unique
Mycgr3G109481,Mycgr3G109481,unique
Mycgr3G109489,Mycgr3G109489,unique
Mycgr3G109491,Mycgr3G109491,unique
Mycgr3G109501,Mycgr3G109501,unique
Mycgr3G109512,Mycgr3G109512,unique
Mycgr3G109515,Mycgr3G109515,unique
Mycgr3G109516,Mycgr3G109516,unique
Mycgr3G109517,Mycgr3G109517,unique
Mycgr3G109520,Mycgr3G109520,unique
Mycgr3G109523,Mycgr3G109523,unique
Mycgr3G109524,Mycgr3G109524,unique
Mycgr3G109529,Mycgr3G109529,unique
Mycgr3G109530,Mycgr3G109530,unique
Mycgr3G109531,Mycgr3G109531,unique
Mycgr3G109538,Mycgr3G109538,unique
Mycgr3G109542,Mycgr3G109542,unique
Mycgr3G109550,Mycgr3G109550,unique
Mycgr3G109553,Mycgr3G109553,unique
Mycgr3G109560,Mycgr3G109560,unique
Mycgr3G109561,Mycgr3G109561,unique
Mycgr3G109571,Mycgr3G109571,unique
Mycgr3G109573,Mycgr3G109573,unique
Mycgr3G109574,Mycgr3G109574,unique
Mycgr3G109580,Mycgr3G109580,unique
Mycgr3G109581,Mycgr3G109581,unique
Mycgr3G109582,Mycgr3G109582,unique
Mycgr3G109583,Mycgr3G109583,unique
Mycgr3G109593,Mycgr3G109593,unique
Mycgr3G109611,Mycgr3G109611,unique
Mycgr3G109619,Mycgr3G109619,unique
Mycgr3G109621,Mycgr3G109621,unique
Mycgr3G109622,Mycgr3G109622,unique
Mycgr3G109625,Mycgr3G109625,unique
Mycgr3G109626,Mycgr3G109626,unique
Mycgr3G109629,Mycgr3G109629,unique
Mycgr3G109632,Mycgr3G109632,unique
Mycgr3G109644,Mycgr3G109644,unique
Mycgr3G109648,Mycgr3G109648,unique
Mycgr3G109649,Mycgr3G109649,unique
Mycgr3G109652,Mycgr3G109652,unique
Mycgr3G109656,Mycgr3G109656,unique
Mycgr3G109660,Mycgr3G109660,unique
Mycgr3G109666,Mycgr3G109666,unique
Mycgr3G109668,Mycgr3G109668,unique
Mycgr3G109679,Mycgr3G109679,unique
Mycgr3G109694,Mycgr3G109694,unique
Mycgr3G109697,Mycgr3G109697,unique
Mycgr3G109703,Mycgr3G109703,unique
Mycgr3G109704,Mycgr3G109704,unique
Mycgr3G109706,Mycgr3G109706,unique
Mycgr3G109708,Mycgr3G109708,unique
Mycgr3G109710,Mycgr3G109710,unique
Mycgr3G109711,Mycgr3G109711,unique
Mycgr3G109714,Mycgr3G109714,unique
Mycgr3G109716,Mycgr3G109716,unique
Mycgr3G109721,Mycgr3G109721,unique
Mycgr3G109725,Mycgr3G109725,unique
Mycgr3G109731,Mycgr3G109731,unique
Mycgr3G109733,Mycgr3G109733,unique
Mycgr3G109735,Mycgr3G109735,unique
Mycgr3G98127,Mycgr3G109741,ambiguous
Mycgr3G109742,Mycgr3G109742,unique
Mycgr3G109759,Mycgr3G109759,unique
Mycgr3G109761,Mycgr3G109761,unique
Mycgr3G109763,Mycgr3G109763,unique
Mycgr3G109766,Mycgr3G109766,unique
Mycgr3G109769,Mycgr3G109769,unique
Mycgr3G109771,Mycgr3G109771,unique
Mycgr3G109777,Mycgr3G109777,unique
Mycgr3G109786,Mycgr3G109786,unique
Mycgr3G109795,Mycgr3G109795,unique
Mycgr3G109805,Mycgr3G109805,unique
Mycgr3G109813,Mycgr3G109813,unique
Mycgr3G109818,Mycgr3G109818,unique
Mycgr3G109829,Mycgr3G109829,unique
Mycgr3G109842,Mycgr3G109842,unique
Mycgr3G109847,Mycgr3G109847,unique
Mycgr3G109848,Mycgr3G109848,unique
Mycgr3G109856,Mycgr3G109856,unique
Mycgr3G109857,Mycgr3G109857,unique
Mycgr3G109863,Mycgr3G109863,unique
Mycgr3G109866,Mycgr3G109866,unique
Mycgr3G109870,Mycgr3G109870,unique
Mycgr3G109873,Mycgr3G109873,unique
Mycgr3G109874,Mycgr3G109874,unique
Mycgr3G109887,Mycgr3G109887,unique
Mycgr3G109897,Mycgr3G109897,unique
Mycgr3G109901,Mycgr3G109901,unique
Mycgr3G109902,Mycgr3G109902,unique
Mycgr3G109907,Mycgr3G109907,unique
Mycgr3G109911,Mycgr3G109911,unique
Mycgr3G109914,Mycgr3G109914,unique
Mycgr3G109919,Mycgr3G109919,unique
Mycgr3G109922,Mycgr3G109922,unique
Mycgr3G109924,Mycgr3G109924,unique
Mycgr3G109934,Mycgr3G109934,unique
Mycgr3G109942,Mycgr3G109942,unique
Mycgr3G109944,Mycgr3G109944,unique
Mycgr3G109945,Mycgr3G109945,unique
Mycgr3G109947,Mycgr3G109947,unique
Mycgr3G10995,Mycgr3G10995,unique
Mycgr3G109954,Mycgr3G109954,unique
Mycgr3G109961,Mycgr3G109961,unique
Mycgr3G109965,Mycgr3G109965,unique
Mycgr3G109968,Mycgr3G109968,unique
Mycgr3G109969,Mycgr3G109969,unique
Mycgr3G109970,Mycgr3G109970,unique
Mycgr3G109971,Mycgr3G109971,unique
Mycgr3G109977,Mycgr3G109977,unique
Mycgr3G109984,Mycgr3G109984,unique
Mycgr3G109986,Mycgr3G109986,unique
Mycgr3G109989,Mycgr3G109989,unique
Mycgr3G109990,Mycgr3G109990,unique
Mycgr3G109991,Mycgr3G109991,unique
Mycgr3G109992,Mycgr3G109992,unique
Mycgr3G109995,Mycgr3G109995,unique
Mycgr3G109999,Mycgr3G109999,unique
Mycgr3G110002,Mycgr3G110002,unique
Mycgr3G110004,Mycgr3G110004,unique
Mycgr3G110009,Mycgr3G110009,unique
Mycgr3G110011,Mycgr3G110011,unique
Mycgr3G110012,Mycgr3G110012,unique
Mycgr3G110017,Mycgr3G110017,unique
Mycgr3G110020,Mycgr3G110020,unique
Mycgr3G110027,Mycgr3G110027,unique
Mycgr3G110040,Mycgr3G110040,unique
Mycgr3G110044,Mycgr3G110044,unique
Mycgr3G110047,Mycgr3G110047,unique
Mycgr3G110048,Mycgr3G110048,unique
Mycgr3G110052,Mycgr3G110052,unique
Mycgr3G110058,Mycgr3G110058,unique
Mycgr3G110059,Mycgr3G110059,unique
Mycgr3G110066,Mycgr3G110066,unique
Mycgr3G110071,Mycgr3G110071,unique
Mycgr3G110075,Mycgr3G110075,unique
Mycgr3G110076,Mycgr3G110076,unique
Mycgr3G110078,Mycgr3G110078,unique
Mycgr3G110080,Mycgr3G110080,unique
Mycgr3G110081,Mycgr3G110081,unique
Mycgr3G110086,Mycgr3G110086,unique
Mycgr3G110088,Mycgr3G110088,unique
Mycgr3G110091,Mycgr3G110091,unique
Mycgr3G110093,Mycgr3G110093,unique
Mycgr3G110096,Mycgr3G110096,unique
Mycgr3G110099,Mycgr3G110099,unique
Mycgr3G110106,Mycgr3G110106,unique
Mycgr3G11011,Mycgr3G11011,unique
Mycgr3G110110,Mycgr3G110110,unique
Mycgr3G110121,Mycgr3G110121,unique
Mycgr3G110138,Mycgr3G110138,unique
Mycgr3G110139,Mycgr3G110139,unique
Mycgr3G110144,Mycgr3G110144,unique
Mycgr3G110145,Mycgr3G110145,unique
Mycgr3G110147,Mycgr3G110147,unique
Mycgr3G110148,Mycgr3G110148,unique
Mycgr3G110152,Mycgr3G110152,unique
Mycgr3G110156,Mycgr3G110156,unique
Mycgr3G110159,Mycgr3G110159,unique
Mycgr3G110160,Mycgr3G110160,unique
Mycgr3G110162,Mycgr3G110162,unique
Mycgr3G110178,Mycgr3G110178,unique
Mycgr3G110179,Mycgr3G110179,unique
Mycgr3G110181,Mycgr3G110181,unique
Mycgr3G110184,Mycgr3G110184,unique
Mycgr3G110187,Mycgr3G110187,unique
Mycgr3G110190,Mycgr3G110190,unique
Mycgr3G110207,Mycgr3G110207,unique
Mycgr3G110208,Mycgr3G110208,unique
Mycgr3G110210,Mycgr3G110210,unique
Mycgr3G110212,Mycgr3G110212,unique
Mycgr3G110217,Mycgr3G110217,unique
Mycgr3G110220,Mycgr3G110220,unique
Mycgr3G110230,Mycgr3G110230,unique
Mycgr3G110231,Mycgr3G110231,unique
Mycgr3G110233,Mycgr3G110233,unique
Mycgr3G110255,Mycgr3G110255,unique
Mycgr3G110262,Mycgr3G110262,unique
Mycgr3G110267,Mycgr3G110267,unique
Mycgr3G110269,Mycgr3G110269,unique
Mycgr3G11027,Mycgr3G11027,unique
Mycgr3G110270,Mycgr3G110270,unique
Mycgr3G110271,Mycgr3G110271,unique
Mycgr3G110274,Mycgr3G110274,unique
Mycgr3G110276,Mycgr3G110276,unique
Mycgr3G110279,Mycgr3G110279,unique
Mycgr3G110280,Mycgr3G110280,unique
Mycgr3G110283,Mycgr3G110283,unique
Mycgr3G110284,Mycgr3G110284,unique
Mycgr3G110285,Mycgr3G110285,unique
Mycgr3G110289,Mycgr3G110289,unique
Mycgr3G110296,Mycgr3G110296,unique
Mycgr3G110299,Mycgr3G110299,unique
Mycgr3G110300,Mycgr3G110300,unique
Mycgr3G110301,Mycgr3G110301,unique
Mycgr3G110308,Mycgr3G110308,unique
Mycgr3G110313,Mycgr3G110313,unique
Mycgr3G110319,Mycgr3G110319,unique
Mycgr3G11032,Mycgr3G11032,unique
Mycgr3G110320,Mycgr3G110320,unique
Mycgr3G110326,Mycgr3G110326,unique
Mycgr3G110329,Mycgr3G110329,unique
Mycgr3G110333,Mycgr3G110333,unique
Mycgr3G110344,Mycgr3G110344,unique
Mycgr3G110348,Mycgr3G110348,unique
Mycgr3G110349,Mycgr3G110349,unique
Mycgr3G110360,Mycgr3G110360,unique
Mycgr3G110366,Mycgr3G110366,unique
Mycgr3G110369,Mycgr3G110369,unique
Mycgr3G110384,Mycgr3G110384,unique
Mycgr3G110385,Mycgr3G110385,unique
Mycgr3G110386,Mycgr3G110386,unique
Mycgr3G110387,Mycgr3G110387,unique
Mycgr3G110389,Mycgr3G110389,unique
Mycgr3G110390,Mycgr3G110390,unique
Mycgr3G110395,Mycgr3G110395,unique
Mycgr3G110399,Mycgr3G110399,unique
Mycgr3G110400,Mycgr3G110400,unique
Mycgr3G110403,Mycgr3G110403,unique
Mycgr3G110409,Mycgr3G110409,unique
Mycgr3G110410,Mycgr3G110410,unique
Mycgr3G110412,Mycgr3G110412,unique
Mycgr3G110417,Mycgr3G110417,unique
Mycgr3G110421,Mycgr3G110421,unique
Mycgr3G110427,Mycgr3G110427,unique
Mycgr3G110431,Mycgr3G110431,unique
Mycgr3G110435,Mycgr3G110435,unique
Mycgr3G110436,Mycgr3G110436,unique
Mycgr3G110438,Mycgr3G110438,unique
Mycgr3G110440,Mycgr3G110440,unique
Mycgr3G110449,Mycgr3G110449,unique
Mycgr3G110450,Mycgr3G110450,unique
Mycgr3G110455,Mycgr3G110455,unique
Mycgr3G110457,Mycgr3G110457,unique
Mycgr3G110461,Mycgr3G110461,unique
Mycgr3G110462,Mycgr3G110462,unique
Mycgr3G110463,Mycgr3G110463,unique
Mycgr3G110466,Mycgr3G110466,unique
Mycgr3G110474,Mycgr3G110474,unique
Mycgr3G110481,Mycgr3G110481,unique
Mycgr3G110482,Mycgr3G110482,unique
Mycgr3G110483,Mycgr3G110483,unique
Mycgr3G110490,Mycgr3G110490,unique
Mycgr3G110492,Mycgr3G110492,unique
Mycgr3G110502,Mycgr3G110502,unique
Mycgr3G110503,Mycgr3G110503,unique
Mycgr3G110504,Mycgr3G110504,unique
Mycgr3G110505,Mycgr3G110505,unique
Mycgr3G110506,Mycgr3G110506,unique
Mycgr3G110511,Mycgr3G110511,unique
Mycgr3G110515,Mycgr3G110515,unique
Mycgr3G110516,Mycgr3G110516,unique
Mycgr3G110524,Mycgr3G110524,unique
Mycgr3G110529,Mycgr3G110529,unique
Mycgr3G110531,Mycgr3G110531,unique
Mycgr3G110539,Mycgr3G110539,unique
Mycgr3G110557,Mycgr3G110557,unique
Mycgr3G110573,Mycgr3G110573,unique
Mycgr3G110574,Mycgr3G110574,unique
Mycgr3G110575,Mycgr3G110575,unique
Mycgr3G110580,Mycgr3G110580,unique
Mycgr3G110581,Mycgr3G110581,unique
Mycgr3G110582,Mycgr3G110582,unique
Mycgr3G110592,Mycgr3G110592,unique
Mycgr3G110595,Mycgr3G110595,unique
Mycgr3G110597,Mycgr3G110597,unique
Mycgr3G110605,Mycgr3G110605,unique
Mycgr3G110613,Mycgr3G110613,unique
Mycgr3G110616,Mycgr3G110616,unique
Mycgr3G110625,Mycgr3G110625,unique
Mycgr3G110629,Mycgr3G110629,unique
Mycgr3G110632,Mycgr3G110632,unique
Mycgr3G110633,Mycgr3G110633,unique
Mycgr3G110635,Mycgr3G110635,unique
Mycgr3G110636,Mycgr3G110636,unique
Mycgr3G110638,Mycgr3G110638,unique
Mycgr3G110642,Mycgr3G110642,unique
Mycgr3G110645,Mycgr3G110645,unique
Mycgr3G110650,Mycgr3G110650,unique
Mycgr3G110654,Mycgr3G110654,unique
Mycgr3G110666,Mycgr3G110666,unique
Mycgr3G110667,Mycgr3G110667,unique
Mycgr3G110672,Mycgr3G110672,unique
Mycgr3G110683,Mycgr3G110683,unique
Mycgr3G110699,Mycgr3G110699,unique
Mycgr3G110701,Mycgr3G110701,unique
Mycgr3G110702,Mycgr3G110702,unique
Mycgr3G110705,Mycgr3G110705,unique
Mycgr3G110715,Mycgr3G110715,unique
Mycgr3G110722,Mycgr3G110722,unique
Mycgr3G110727,Mycgr3G110727,unique
Mycgr3G110734,Mycgr3G110734,unique
Mycgr3G110743,Mycgr3G110743,unique
Mycgr3G110754,Mycgr3G110754,unique
Mycgr3G110756,Mycgr3G110756,unique
Mycgr3G110759,Mycgr3G110759,unique
Mycgr3G11076,Mycgr3G11076,unique
Mycgr3G110760,Mycgr3G110760,unique
Mycgr3G110764,Mycgr3G110764,unique
Mycgr3G110767,Mycgr3G110767,unique
Mycgr3G110773,Mycgr3G110773,unique
Mycgr3G110775,Mycgr3G110775,unique
Mycgr3G110776,Mycgr3G110776,unique
Mycgr3G110783,Mycgr3G110783,unique
Mycgr3G110785,Mycgr3G110785,unique
Mycgr3G110786,Mycgr3G110786,unique
Mycgr3G110790,Mycgr3G110790,unique
Mycgr3G110793,Mycgr3G110793,unique
Mycgr3G110798,Mycgr3G110798,unique
Mycgr3G110804,Mycgr3G110804,unique
Mycgr3G110807,Mycgr3G110807,unique
Mycgr3G110810,Mycgr3G110810,unique
Mycgr3G110811,Mycgr3G110811,unique
Mycgr3G110820,Mycgr3G110820,unique
Mycgr3G110826,Mycgr3G110826,unique
Mycgr3G110828,Mycgr3G110828,unique
Mycgr3G110829,Mycgr3G110829,unique
Mycgr3G110840,Mycgr3G110840,unique
Mycgr3G110841,Mycgr3G110841,unique
Mycgr3G110849,Mycgr3G110849,unique
Mycgr3G110850,Mycgr3G110850,unique
Mycgr3G110851,Mycgr3G110851,unique
Mycgr3G110861,Mycgr3G110861,unique
Mycgr3G110869,Mycgr3G110869,unique
Mycgr3G110870,Mycgr3G110870,unique
Mycgr3G110873,Mycgr3G110873,unique
Mycgr3G110875,Mycgr3G110875,unique
Mycgr3G110884,Mycgr3G110884,unique
Mycgr3G110885,Mycgr3G110885,unique
Mycgr3G110886,Mycgr3G110886,unique
Mycgr3G110887,Mycgr3G110887,unique
Mycgr3G110888,Mycgr3G110888,unique
Mycgr3G110909,Mycgr3G110909,unique
Mycgr3G110914,Mycgr3G110914,unique
Mycgr3G110918,Mycgr3G110918,unique
Mycgr3G110919,Mycgr3G110919,unique
Mycgr3G110922,Mycgr3G110922,unique
Mycgr3G110931,Mycgr3G110931,unique
Mycgr3G110933,Mycgr3G110933,unique
Mycgr3G110937,Mycgr3G110937,unique
Mycgr3G110944,Mycgr3G110944,unique
Mycgr3G110945,Mycgr3G110945,unique
Mycgr3G110965,Mycgr3G110965,unique
Mycgr3G110972,Mycgr3G110972,unique
Mycgr3G110974,Mycgr3G110974,unique
Mycgr3G11098,Mycgr3G11098,unique
Mycgr3G110980,Mycgr3G110980,unique
Mycgr3G110982,Mycgr3G110982,unique
Mycgr3G110986,Mycgr3G110986,unique
Mycgr3G110991,Mycgr3G110991,unique
Mycgr3G110994,Mycgr3G110994,unique
Mycgr3G111001,Mycgr3G111001,unique
Mycgr3G111003,Mycgr3G111003,unique
Mycgr3G111008,Mycgr3G111008,unique
Mycgr3G111009,Mycgr3G111009,unique
Mycgr3G111010,Mycgr3G111010,unique
Mycgr3G111014,Mycgr3G111014,unique
Mycgr3G111025,Mycgr3G111025,unique
Mycgr3G111027,Mycgr3G111027,unique
Mycgr3G111030,Mycgr3G111030,unique
Mycgr3G111032,Mycgr3G111032,unique
Mycgr3G111035,Mycgr3G111035,unique
Mycgr3G111039,Mycgr3G111039,unique
Mycgr3G111040,Mycgr3G111040,unique
Mycgr3G111045,Mycgr3G111045,unique
Mycgr3G111048,Mycgr3G111048,unique
Mycgr3G111049,Mycgr3G111049,unique
Mycgr3G111052,Mycgr3G111052,unique
Mycgr3G111056,Mycgr3G111056,unique
Mycgr3G111058,Mycgr3G111058,unique
Mycgr3G111064,Mycgr3G111064,unique
Mycgr3G111065,Mycgr3G111065,unique
