gene_id,15C_0ug_rep1 (12129_15_0_R1_S9),15C_0ug_rep2 (12129_15_0_R2_S10),15C_0ug_rep3 (12129_15_0_R3_S11),15C_0ug_rep4 (12129_15_0_R4_S12),15C_0ug_rep5 (12129_15_0_R5_S13),15C_0ug_rep6 (12129_15_0_R6_S14),15C_0ug_rep7 (12129_15_0_R7_S15),15C_0ug_rep8 (12129_15_0_R8_S16),15C_2ug_rep1 (12129_15_2_R1_S17),15C_2ug_rep2 (12129_15_2_R2_S18),15C_2ug_rep3 (12129_15_2_R3_S19),15C_2ug_rep4 (12129_15_2_R4_S20),15C_2ug_rep5 (12129_15_2_R5_S21),15C_2ug_rep6 (12129_15_2_R6_S22),15C_2ug_rep7 (12129_15_2_R7_S23),15C_2ug_rep8 (12129_15_2_R8_S24),21C_0ug_rep1 (12129_21_0_R1_S25),21C_0ug_rep2 (12129_21_0_R2_S26),21C_0ug_rep3 (12129_21_0_R3_S27),21C_0ug_rep4 (12129_21_0_R4_S28),21C_0ug_rep5 (12129_21_0_R5_S29),21C_0ug_rep6 (12129_21_0_R6_S30),21C_0ug_rep7 (12129_21_0_R7_S31),21C_0ug_rep8 (12129_21_0_R8_S32),21C_2ug_rep1 (12129_21_2_R1_S33),21C_2ug_rep3 (12129_21_2_R3_S34),21C_2ug_rep4 (12129_21_2_R4_S35),21C_2ug_rep5 (12129_21_2_R5_S36),21C_2ug_rep6 (12129_21_2_R6_S37),21C_2ug_rep7 (12129_21_2_R7_S38),21C_2ug_rep8 (12129_21_2_R8_S39),27C_0ug_rep1 (12129_27_0_R1_S40),27C_0ug_rep2 (12129_27_0_R2_S41),27C_0ug_rep4 (12129_27_0_R4_S42),27C_0ug_rep5 (12129_27_0_R5_S43),27C_0ug_rep6 (12129_27_0_R6_S44),27C_0ug_rep7 (12129_27_0_R7_S45),27C_0ug_rep8 (12129_27_0_R8_S46),27C_2ug_rep1 (12129_27_2_R1_S47),27C_2ug_rep2 (12129_27_2_R2_S48),27C_2ug_rep3 (12129_27_2_R3_S49),27C_2ug_rep4 (12129_27_2_R4_S50),27C_2ug_rep6 (12129_27_2_R6_S51),27C_2ug_rep7 (12129_27_2_R7_S52),27C_2ug_rep8 (12129_27_2_R8_S53)
EFMGRG00000000007,0.46,0.0,0.0,0.686,0.7084,0.0,2.4386,1.4648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6022,0.0,2.1562,0.0,0.0,0.0,0.0,0.3773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6377,0.0,0.0,0.0,0.0,0.9949,2.42,0.0,0.0,1.3499,0.0,0.0,8.5643
EFMGRG00000000011,6.9006,3.297,5.0269,4.8021,8.5009,3.5403,0.0,10.7421,8.1069,0.0,0.0,0.0,0.0,0.0,0.0,0.9694,3.6135,9.7896,4.8515,4.6044,10.1245,2.6661,3.318,3.7729,0.8611,0.0,0.0,0.0,0.0,3.732,0.0,1.283,5.1017,0.0,0.0,0.0,0.0,1.9898,7.2601,0.0,0.0,0.0,0.0,3.7972,6.4232
EFMGRG00000000015,4.6004,1.3188,2.1544,8.2322,5.6673,1.1801,6.0965,2.4414,5.4046,1.7038,0.0,4.942,0.0,15.1162,2.2908,2.9083,0.6022,0.0,2.1562,0.7674,2.8124,2.1329,1.659,2.2637,2.5833,2.2955,3.1636,0.0,4.917,2.488,0.0,1.283,0.6377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0248,3.6655,3.7972,4.2821
EFMGRG00000000058,0.9201,5.2752,0.0,0.686,1.4168,0.0,6.0965,1.9531,0.0,0.0,0.0,0.0,0.0,10.7973,0.0,15.5112,1.2045,0.0,1.6172,0.0,0.0,0.5332,0.553,0.0,3.4444,0.0,7.909,0.0,0.0,2.488,0.0,0.6415,3.8262,2.8007,0.0,4.4239,2.6943,2.9846,0.0,0.0,0.0,6.0745,0.0,6.645,0.0
EFMGRG00000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFMGRG00000000095,2.3002,0.0,0.0,2.0581,0.0,0.0,0.0,0.4883,0.0,0.0,0.0,0.0,3.9325,0.0,0.0,0.9694,3.6135,0.0,1.6172,0.7674,0.0,0.0,1.659,0.7546,0.0,2.2955,0.0,0.0,3.6877,2.488,0.0,0.6415,4.4639,0.0,0.0,0.0,0.0,8.9539,0.0,0.0,21.38,0.0,1.2218,3.7972,0.0
EFMGRG00000000101,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFMGRG00000000110,83.7267,77.1504,64.6315,114.5652,102.7197,41.3033,18.2895,141.5998,90.527,66.4498,89.7377,72.1532,50.1393,17.2757,76.7416,107.6087,73.4737,68.5272,65.7649,77.507,103.4953,86.382,72.995,77.3434,70.6093,21.425,37.9633,8.3338,116.7781,129.3768,20.9121,63.5097,44.6395,36.4096,23.2378,8.8478,33.6787,75.6111,91.9615,20.9145,23.7556,12.1489,29.3242,35.1238,110.2652
EFMGRG00000000116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1619,0.0,0.0,0.0,0.0,0.0
EFMGRG00000000133,8.2807,11.2099,7.8994,13.7204,13.4598,1.1801,0.0,10.7421,0.0,0.0,0.0,0.9884,0.0,0.0,3.4362,6.7861,0.0,26.9214,11.3202,3.0696,7.8746,9.598,4.4239,2.2637,5.1665,0.7652,1.5818,0.0,0.0,11.1961,2.3236,0.0,5.7394,0.0,0.0,0.0,0.0,10.9437,0.0,8.1334,42.7601,6.0745,8.5529,8.5436,3.2116
EFMGRG00000000140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mycgr3G100000,2.3002,4.6158,7.1813,0.0,2.1252,1.7701,12.193,2.4414,2.7023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6022,0.0,0.0,3.837,3.3748,1.0664,3.318,0.7546,0.0,0.0,0.0,0.0,9.8339,2.488,0.0,1.283,3.8262,0.0,0.0,4.4239,0.0,0.0,0.0,0.0,0.0,4.7246,0.0,4.7465,0.0
Mycgr3G100022,240.1394,257.8273,237.7004,222.2701,175.6862,306.8246,345.0625,256.8327,359.4056,386.7719,538.4259,326.1722,370.6377,488.0375,328.7289,260.7814,260.1691,225.1609,305.6453,345.3283,270.5503,304.47,317.9705,284.473,263.4933,274.6991,298.9614,402.1067,280.2675,363.2503,471.685,311.7749,327.7811,442.5171,345.9857,432.0693,537.5118,331.296,290.4046,419.4514,346.8316,397.5404,303.0169,240.1707,514.9278
Mycgr3G100024,727.7787,753.6997,380.6079,579.0,651.0307,418.3436,302.3869,642.57,222.9396,287.9492,331.339,199.6569,225.1354,250.4971,121.4121,232.6674,592.0051,611.8502,434.4799,447.392,383.0452,472.9683,445.1587,556.8728,213.5501,164.5134,96.4902,62.5036,243.3902,205.2613,189.3711,311.1334,234.0383,315.0833,294.346,213.8227,208.8079,223.8486,192.393,213.7924,121.1535,201.1325,85.529,133.85,143.4518
Mycgr3G100032,29.4424,23.0792,17.9532,13.7204,26.2112,31.2725,42.6756,25.8786,82.4201,63.0421,0.0,53.3736,81.5993,43.1892,29.7803,28.114,10.2381,9.7896,10.2421,6.9066,9.5621,4.2658,9.9539,5.282,37.8879,38.2589,74.3449,58.3367,99.5687,98.2766,77.8396,11.5472,10.841,21.0056,67.1315,12.5344,60.6216,15.9181,50.8208,56.9338,85.5201,42.5213,23.215,8.5436,59.95
Mycgr3G100038,110.4089,112.7582,127.1087,118.6813,106.2618,116.8294,147.5356,105.4674,95.9316,90.3036,0.0,152.2137,73.7343,58.3054,104.2311,104.7003,109.6083,63.6324,114.8191,95.1571,87.1836,92.2475,126.0822,89.7939,61.1373,112.4812,110.7264,181.2605,105.7149,75.8845,154.5175,83.3966,156.8758,112.0296,109.7343,146.7266,110.4661,153.212,49.6108,124.3249,78.3934,80.318,96.5256,139.5458,105.9831
Mycgr3G100052,66.7054,87.0414,53.8596,70.6599,55.9646,60.1848,58.5265,51.2689,40.5345,129.4919,6.9029,37.5592,54.0718,45.3486,48.1067,71.7391,46.975,0.0,56.0619,47.5786,52.3101,37.3256,60.8291,49.4243,64.5817,35.9634,41.127,100.0058,57.7744,78.3725,52.2804,86.6041,39.5378,77.0204,51.6397,22.1196,88.9117,18.9028,91.9615,42.9909,54.6378,52.6454,64.7576,61.7039,26.7634
Mycgr3G100057,176.6542,155.6195,181.6864,166.0166,150.1834,180.5545,70.7195,141.5998,158.0844,245.3531,283.0188,201.6337,217.2704,231.062,188.9905,194.859,239.0905,159.0811,179.506,198.7556,205.8657,186.6279,194.1003,159.5916,205.8003,186.7036,80.6721,150.0087,272.8921,199.0413,178.915,204.6424,156.2381,312.2826,187.1937,145.9893,115.8547,220.864,170.6127,163.83,185.2936,286.1751,303.0169,268.6494,213.0366
Mycgr3G100058,169.2936,169.467,107.0011,78.8922,95.6356,120.3697,84.1318,127.9281,86.4735,148.2342,324.4361,92.9097,84.5487,267.7728,153.4832,64.953,75.2804,115.0278,113.741,73.67,56.2475,88.5149,88.4788,85.6437,138.6354,87.2304,98.072,133.3411,74.9839,69.6644,115.0168,32.7171,50.3788,96.6256,83.9144,77.4186,72.746,51.7339,68.9711,66.2292,14.2534,64.7944,107.5221,218.337,49.2447
Mycgr3G10006,24.842,22.4198,12.2082,8.9182,34.7122,20.6517,18.2895,33.691,31.0764,0.0,0.0,9.884,8.8481,19.4351,60.706,24.2362,11.4426,7.3422,5.9296,10.7435,10.1245,5.8654,12.7188,14.3368,12.0552,18.3643,0.0,0.0,7.3755,0.0,0.0,3.2076,0.6377,7.0019,12.9099,8.1105,1.3471,6.9642,9.6802,22.0764,0.0,10.7991,1.2218,5.6957,0.0
Mycgr3G100061,748.9404,756.9968,497.6628,736.0983,804.0477,647.872,435.2909,791.9822,204.0235,252.1685,110.4463,339.0214,345.0765,282.889,308.1117,320.8872,790.1431,655.9034,701.3131,570.1754,789.7144,815.2971,667.4616,790.7895,432.2667,312.958,360.6518,466.6938,233.5563,320.9541,512.3475,742.2295,884.4989,518.1371,481.5397,546.3539,515.9575,399.9429,452.5471,335.7935,361.0849,433.9872,447.1943,372.1221,609.1349
Mycgr3G100062,209.7769,181.9957,200.3577,139.2618,150.1834,139.8412,301.1676,256.8327,75.6643,155.0495,213.9898,149.2485,130.7555,475.0807,115.6851,102.7614,187.8999,115.0278,194.0605,135.0617,158.0554,147.7026,200.1832,139.5955,171.3567,221.9018,183.4895,406.2736,133.9875,160.477,228.8718,173.2083,285.0548,347.2919,364.0595,284.6054,266.7352,413.8713,187.553,297.4503,280.3159,155.2365,377.5493,236.3735,338.2893
Mycgr3G100063,1988.2802,1934.0344,1744.3331,2145.8672,1943.8826,2213.8578,1110.7843,1705.5449,1815.944,1625.4644,1007.8229,1616.0351,1892.5134,1332.3855,1497.0335,1652.9081,2934.731,3108.1992,1965.4017,2543.9183,2457.4516,2569.0657,1912.8001,3082.7964,1044.5011,1398.7464,797.2303,233.3469,1119.8409,1047.4547,566.9514,3015.7484,2513.2012,1305.1452,2532.9249,1083.1226,1201.6556,1658.4697,2541.0401,1889.274,615.2697,2111.8912,1423.4464,2164.3838,584.5126
Mycgr3G100065,873.1504,834.8065,886.8882,961.1125,788.4626,1016.0616,854.7308,860.829,891.7582,1175.6504,835.2505,1101.0783,875.9634,1092.6857,954.1155,974.2948,725.703,1000.987,685.1414,732.8634,740.2166,784.9034,746.5395,800.599,324.6306,570.8232,529.9051,772.9616,658.8745,671.7643,627.3643,621.6252,676.6066,509.7348,660.9875,476.3085,616.9936,403.9224,578.3891,414.8037,513.1207,478.5334,398.3206,416.7388,502.0813
Mycgr3G100069,235.999,249.255,127.8268,146.122,203.3143,80.8365,191.4304,162.5956,48.6414,32.373,6.9029,2.9652,7.865,0.0,33.2165,8.725,124.6643,73.422,94.335,118.9464,78.184,104.5116,65.2531,107.5262,22.3883,32.9027,31.6361,18.7511,15.9802,22.3921,58.0893,99.4344,51.0165,44.8119,67.1315,58.2483,48.4973,40.7902,75.0212,20.9145,52.2623,29.0225,43.9863,34.1745,31.0455
Mycgr3G100072,139.3912,130.5622,139.3168,151.6102,97.0524,113.8791,139.0004,104.4909,68.9086,88.5997,75.9319,162.0977,111.093,45.3486,65.2876,107.6087,114.4262,107.6856,76.5461,62.1591,89.9959,83.1827,94.0087,81.8709,101.6085,154.5661,208.7984,29.1684,110.6319,80.8605,238.1661,199.5103,135.8315,106.4282,54.2216,115.7592,173.782,102.4729,108.9017,91.7913,125.9046,117.4398,273.6927,103.4727,119.9
Mycgr3G100073,380.9107,267.7184,222.6197,268.2334,228.8171,272.0118,206.0621,233.8838,216.1838,182.311,75.9319,239.193,252.6628,330.397,155.774,212.309,302.3261,347.5309,369.254,293.9127,452.7921,395.1178,341.7492,361.4391,161.8848,183.6428,158.1806,241.6807,71.2961,119.4248,268.3725,136.6421,153.6873,317.8841,211.7226,179.906,171.0877,262.6491,186.3429,141.7536,285.067,208.5569,259.0306,159.4809,216.2482
Mycgr3G100074,291.2035,316.5143,339.6746,351.2417,296.1162,427.7844,252.3955,310.0547,426.963,437.8872,365.8535,487.2815,464.0345,256.9755,358.5092,317.0094,415.5478,259.4245,337.4497,352.2348,443.23,413.2474,314.6526,345.2159,363.3796,382.5893,363.8154,231.2634,379.8363,395.5945,196.3418,241.2086,207.8923,168.0445,136.8451,253.638,199.3778,200.9663,446.497,339.2792,213.8003,475.8336,277.3582,343.6434,177.709
Mycgr3G100080,29.4424,38.9049,81.8666,32.2429,31.8785,38.3531,223.1323,24.902,191.8631,155.0495,490.1056,213.4945,90.4474,129.5675,279.4768,107.6087,19.874,61.185,35.5778,29.9285,22.499,23.995,45.3454,16.6005,123.1357,164.5134,317.943,587.5342,185.6158,190.3332,376.4186,59.6606,54.205,205.8545,224.6325,228.5691,373.1599,173.1096,359.3757,163.83,655.6542,227.4552,344.5596,152.8359,556.6787
Mycgr3G100083,259.9209,218.263,228.3647,196.8874,201.189,218.3175,85.3512,226.0714,266.1763,221.4993,317.5332,230.2973,371.6208,278.5701,305.8209,230.7285,162.6057,264.3193,233.4117,181.1055,164.8051,165.299,190.7823,210.5251,171.3567,153.0357,170.8351,347.9369,165.9479,169.1851,163.8118,102.0004,95.0183,190.4504,126.5171,193.9151,237.098,182.0636,249.2639,275.3739,142.5335,186.9587,206.4914,184.1625,219.4599
Mycgr3G100089,1.3801,0.0,0.0,1.372,1.4168,1.1801,0.0,0.4883,0.0,0.0,0.0,0.0,4.9156,0.0,0.0,0.9694,0.6022,0.0,0.0,7.674,0.0,0.0,1.106,0.3773,0.0,0.0,0.0,2.0835,3.6877,1.244,0.0,0.0,0.0,1.4004,2.582,0.0,4.0414,1.9898,0.0,13.943,0.0,0.0,0.0,0.0,1.0705
Mycgr3G100094,7.8206,9.8911,3.5906,7.5462,2.1252,8.2607,7.3158,4.3945,0.0,0.0,0.0,5.9304,11.7975,23.754,0.0,6.7861,7.2269,17.1318,5.3906,5.3718,5.0623,10.1312,17.1428,7.923,8.6109,16.0687,18.9817,147.9253,4.917,8.7081,5.8089,7.0566,5.1017,33.6089,5.164,33.1794,1.3471,16.913,13.3102,19.7526,7.1267,19.5733,14.6621,11.3915,23.5518
Mycgr3G100095,709.3772,866.458,495.5084,576.2559,719.7466,518.6517,396.2732,707.0223,254.016,143.1227,490.1056,203.6105,225.1354,323.9187,287.4946,222.9729,674.5124,457.664,602.1266,435.1136,444.355,625.4699,565.1581,602.5243,217.8556,358.1036,196.144,272.9325,265.5166,159.233,206.7979,473.4359,386.4501,406.1074,411.8262,404.0512,339.4812,321.3472,352.1156,282.3454,244.6825,249.7283,263.918,266.7508,243.0116
Mycgr3G100108,787.5835,685.1216,663.5504,541.2689,610.6512,496.2299,610.8704,614.7383,537.7572,535.0061,883.5707,621.704,452.237,915.6101,509.7015,492.4794,423.9792,616.745,606.9781,542.5491,468.5414,468.1693,523.6836,559.1365,501.1539,467.5241,302.125,581.2838,299.9354,303.5379,432.1843,313.6994,249.9809,516.7367,348.5676,517.5984,615.6464,398.948,419.8766,402.0226,377.7138,324.6468,394.6551,491.7328,479.6001
Mycgr3G100120,11333.9335,7897.6918,2773.4107,7261.5104,9049.2553,4807.1161,4139.5308,12872.8842,605.3147,780.3592,1580.7633,1430.2157,640.0136,2045.0066,855.6114,689.2772,13183.7056,17271.3083,16310.2464,8613.2547,19124.6998,19623.1189,13759.5528,18905.7557,7078.1527,1483.6812,2214.5286,7858.7902,1393.9622,1931.9443,4326.4899,14095.9456,21608.046,7052.2654,5908.8671,11076.7536,8166.4081,7269.6088,8758.1183,4723.185,15365.1133,9264.2439,6775.1164,4525.2708,9357.5541
Mycgr3G100123,619.2099,731.9394,723.8731,574.1978,607.1091,566.4455,726.7041,660.1479,930.9415,978.0048,455.5912,928.1082,946.7483,811.9561,871.6469,758.108,528.1673,587.3762,477.6045,446.6246,493.2902,487.8985,567.923,536.4994,729.3425,811.8544,695.9947,537.5313,752.297,745.1608,923.6196,720.4181,638.9819,642.77,693.2623,691.6059,664.1437,618.8171,621.9498,737.8161,826.6944,766.0583,635.3581,711.0191,635.8983
Mycgr3G100129,3057.8664,1361.0116,4610.3823,1452.3021,1354.4838,2275.8128,3846.8983,3522.4164,2877.9469,2530.2041,2864.702,3256.7801,2339.8348,2677.7277,2383.5706,3182.6964,2228.2998,4148.3446,2705.5269,1923.0948,1682.9241,1867.8782,4327.7172,2637.9773,2945.7859,3652.1972,2622.6346,2635.5699,3021.4806,3945.9932,2558.2521,1602.4972,1976.2523,1863.893,2026.8563,2196.4753,1747.2503,1580.8688,4846.1265,2209.9626,2297.1652,3691.9288,1410.0062,2898.1858,1862.7324
Mycgr3G100157,66.2453,57.3682,112.028,62.4277,45.3384,94.9976,112.1758,59.5696,127.008,124.3804,262.3101,135.4109,138.6205,92.8567,104.2311,94.0364,83.1096,31.8162,68.4602,79.8092,73.6842,65.5864,92.9027,69.4205,74.0537,130.0804,102.8174,166.6764,212.6591,115.6927,126.6346,114.1892,105.2216,211.4559,144.591,129.0309,211.5022,128.3399,135.5221,224.2496,123.529,155.9114,94.0819,190.8075,226.9536
Mycgr3G100162,97.0678,102.2078,78.9941,65.1718,126.8058,67.2654,92.667,83.495,44.5879,17.0384,0.0,16.8028,67.8355,56.1459,46.9613,40.7168,65.0423,56.2902,70.0774,65.2287,40.4982,49.5897,63.0411,66.0249,37.8879,45.9107,44.2906,70.8375,49.1697,47.2723,142.8996,57.0946,52.2919,74.2196,34.8568,36.866,134.7147,57.7032,36.3006,135.9441,11.8778,49.2707,54.9829,86.3855,63.1616
Mycgr3G100165,1280.7432,961.4123,1496.5789,944.6481,969.1077,885.6611,1522.9084,1389.6309,998.499,1136.462,876.6678,1164.336,972.3095,1656.3042,856.7568,1162.3677,1475.4958,1328.9387,1407.4777,1079.7264,1124.9493,1201.3502,1648.4698,1387.6545,945.4759,1216.6339,1456.8435,1985.5321,1118.6116,1189.2716,1628.8235,1268.911,1448.2314,1445.1823,1487.2219,1384.6864,1141.0339,1211.7673,1539.1443,1128.2196,1040.4947,1110.9533,1127.7606,1160.0338,1101.5814
Mycgr3G100167,2239.4605,2119.9866,2571.6167,3118.6421,3229.6504,3353.2393,2330.0864,2419.8913,3765.6517,3644.5162,3444.5453,3429.7502,3389.8111,2669.0899,3777.5184,4269.4472,3140.096,3250.1484,3569.6352,4121.6849,4996.4621,4548.3874,3220.0738,4002.2402,2223.3321,2655.1695,2889.9599,939.638,3736.9004,3596.427,1325.5975,4602.2079,4754.1017,2191.5797,3184.8755,2323.2943,2531.2901,3373.6477,3291.252,2503.9271,1199.6571,3123.6282,2447.3504,2668.4574,1753.5378
Mycgr3G100168,273.7221,269.0372,288.6875,364.2761,347.1219,369.9597,274.343,340.816,348.5964,483.8909,82.8348,232.2742,378.5027,267.7728,280.6222,371.2984,473.3631,376.8997,369.254,379.0937,485.9781,468.1693,353.362,436.8961,244.5493,209.6589,351.161,104.1727,352.7929,288.6098,212.6068,364.3789,414.5092,246.4652,330.4938,300.8264,169.7406,328.3113,235.9537,266.0786,194.7958,412.3891,296.9077,294.2803,216.2482
Mycgr3G100176,30.8225,35.6079,137.8806,53.5095,26.2112,51.3341,18.2895,41.9917,21.6184,8.5192,0.0,51.3968,28.5106,103.654,72.16,36.839,30.7144,14.6844,44.7417,40.672,42.7481,21.3289,44.7924,34.3329,74.0537,59.6839,28.4725,22.918,50.399,52.2483,25.5593,60.3021,36.3493,114.8304,51.6397,79.6305,64.6631,68.6469,87.1214,73.2007,26.1311,37.7967,30.5461,43.6674,65.3027
Mycgr3G100193,651.8725,635.0069,267.8618,419.1576,513.5987,371.7299,198.7462,632.3162,210.7792,282.8376,138.0579,276.7522,203.5066,300.1646,188.9905,245.2702,345.6876,420.953,363.3244,273.9604,295.2992,376.455,301.9338,345.9704,204.0781,294.5937,205.6348,200.0116,192.9912,192.8212,256.7546,189.8876,215.5448,260.4689,198.8127,271.3336,141.4505,285.5314,229.9036,205.659,38.0089,183.584,186.9419,153.7852,112.4063
Mycgr3G100203,778.8428,764.9096,1130.3336,687.391,858.5954,711.5971,1026.6524,749.014,2117.2502,1938.9712,1566.9575,1929.3581,2194.3324,2086.0363,1925.4119,2109.5179,799.1767,619.1924,917.4749,613.9169,654.7205,595.0762,1203.8641,523.2944,1877.1743,1932.0758,2590.9985,2316.8014,2097.0895,2078.7373,2172.5392,1193.2125,1780.4765,1799.476,1786.7319,2101.3611,2096.1615,1940.0215,1524.6241,2216.9341,2275.7852,1428.1757,2552.4289,2024.838,1763.1726
Mycgr3G100205,187.2351,150.3443,189.5858,152.9822,145.2245,147.5118,167.0444,120.1157,199.97,379.9566,386.5622,251.0538,226.1185,200.8296,255.4235,275.3231,108.4038,137.0545,145.5454,113.5746,131.6191,126.3737,162.0267,125.2586,225.6054,208.1286,181.9077,102.0893,183.1573,206.5053,256.7546,113.5476,72.6985,257.6682,207.8496,194.6524,134.7147,150.2273,142.7823,242.8403,114.0268,176.1597,116.075,251.5621,222.6715
Mycgr3G100210,893.392,937.6737,696.5842,662.6943,805.4645,567.0355,620.6248,882.3131,878.2467,756.5055,524.6201,591.0636,706.8661,807.6372,659.7485,667.9494,550.4503,651.0086,634.47,548.6883,470.2288,492.1643,582.3008,513.8623,753.453,777.4214,835.1937,772.9616,576.5152,659.3242,566.9514,436.2282,373.696,672.1778,422.1541,480.7324,639.8951,614.8376,359.3757,529.8333,382.4649,350.2945,576.7096,510.7186,301.8911
Mycgr3G100220,4121.9322,4240.6326,2320.2719,4011.8387,4444.5771,3294.2346,2236.2001,4235.298,2003.7537,2341.0777,2222.7326,2406.7556,2407.6703,1448.9962,2066.2957,2028.0844,3592.9829,3252.5958,3763.1566,3281.3861,4641.5406,4599.5767,3194.0831,4584.0138,2225.9154,1968.8044,1789.0228,652.1212,2234.7648,2091.1774,1675.295,3163.2962,3295.0293,1424.1767,1998.4545,1260.8167,1347.1475,1671.4031,2231.2752,1486.0894,1506.1042,2041.6973,1438.1086,2016.2944,1176.5189
Mycgr3G100224,489.4794,509.7199,501.9715,494.6196,388.2098,350.4881,228.0095,436.0296,252.6648,240.2416,193.2811,192.7381,290.0215,382.224,168.3733,237.5147,334.245,513.9542,322.3561,271.6582,317.7982,271.9434,315.7586,379.9261,209.2447,317.5491,257.8344,350.0204,191.762,227.6535,309.035,251.4727,234.676,267.4707,312.4199,201.2883,200.725,164.1557,119.7919,350.8984,263.687,251.7531,223.5972,305.6717,200.1902
Mycgr3G100226,2.7602,1.9782,0.0,0.0,2.1252,0.59,17.0702,0.0,17.5649,0.0,27.6116,9.884,33.4262,45.3486,4.5816,10.6639,2.409,2.4474,1.6172,5.3718,3.3748,2.1329,1.106,1.1319,4.3054,35.1982,0.0,20.8345,4.917,24.8802,20.9121,1.9245,0.0,5.6015,1.291,21.3823,4.0414,4.9744,15.7302,0.0,0.0,4.0496,29.3242,15.1887,13.917
Mycgr3G100227,5.0604,13.1881,28.007,8.9182,7.7925,8.2607,3.6579,5.8593,43.2368,47.7076,34.5145,49.42,53.0887,84.2189,49.2521,21.3278,2.409,0.0,12.3983,9.9762,6.1872,4.2658,3.318,4.9047,68.026,97.9429,72.7631,35.4187,168.4064,110.7167,30.2064,14.1133,12.7541,84.0222,1.291,52.3497,16.1658,11.9386,20.5703,60.4196,85.5201,69.519,78.1979,76.8926,115.6179
Mycgr3G100232,144.9117,129.2433,131.4174,96.7287,138.8488,112.109,145.097,132.3225,132.4126,146.5303,165.6695,86.9793,143.5361,64.7837,232.5155,149.2949,134.3002,31.8162,144.4673,115.8768,100.1205,139.1711,103.4095,123.7495,197.1894,182.8777,99.6538,14.5842,141.363,153.013,103.3989,126.3779,140.9331,204.4541,85.2054,131.9802,171.0877,120.3808,174.2428,178.9349,308.8226,168.7353,339.6722,232.5763,130.6054
Mycgr3G100239,163.7732,149.6849,153.6794,201.6896,216.0657,185.2749,135.3425,191.8921,94.5804,98.8228,0.0,67.2112,62.9199,34.5513,154.6286,126.9976,239.0905,222.7135,223.7086,207.9644,232.8645,220.2209,217.3259,219.2026,142.0797,110.9509,183.4895,256.2649,137.6753,135.5969,207.9596,196.3027,237.8645,154.0407,183.3208,137.8788,223.6265,212.9049,164.5626,144.0775,123.529,139.7128,145.3993,151.8866,257.9991
Mycgr3G100243,138.0111,154.9601,219.7472,185.9111,113.3459,142.2014,247.5183,123.5336,339.1383,230.0186,427.9796,315.2998,383.4183,488.0375,304.6755,380.9929,109.006,203.1343,117.5144,128.1552,124.3069,98.1129,190.2293,94.3213,256.6046,392.5366,308.4522,316.6851,260.5996,278.6578,290.4464,129.5854,95.656,294.0778,216.8865,243.3155,189.9478,186.0431,295.2447,275.3739,422.8494,236.2294,150.2866,292.3817,156.2982
Mycgr3G100250,697.8762,511.0388,724.5912,619.4751,663.0737,778.2725,802.3008,659.6596,717.46,821.2514,814.5418,990.3774,1036.2125,1150.991,1089.2723,1128.437,612.4813,712.1937,783.7888,796.5572,757.0908,649.9982,745.4335,739.1015,1435.4356,984.0196,1403.0621,1562.5908,1041.1693,1102.191,1804.2532,930.8341,987.8073,1226.7245,1138.6543,1471.6901,1561.3439,1433.6261,1124.1077,1338.5262,1273.2994,1110.2784,1678.8115,1070.8004,1727.8449
