gene_id,15C_0ug_rep1 (12129_15_0_R1_S9),15C_0ug_rep2 (12129_15_0_R2_S10),15C_0ug_rep3 (12129_15_0_R3_S11),15C_0ug_rep4 (12129_15_0_R4_S12),15C_0ug_rep5 (12129_15_0_R5_S13),15C_0ug_rep6 (12129_15_0_R6_S14),15C_0ug_rep7 (12129_15_0_R7_S15),15C_0ug_rep8 (12129_15_0_R8_S16),15C_2ug_rep1 (12129_15_2_R1_S17),15C_2ug_rep2 (12129_15_2_R2_S18),15C_2ug_rep3 (12129_15_2_R3_S19),15C_2ug_rep4 (12129_15_2_R4_S20),15C_2ug_rep5 (12129_15_2_R5_S21),15C_2ug_rep6 (12129_15_2_R6_S22),15C_2ug_rep7 (12129_15_2_R7_S23),15C_2ug_rep8 (12129_15_2_R8_S24),21C_0ug_rep1 (12129_21_0_R1_S25),21C_0ug_rep2 (12129_21_0_R2_S26),21C_0ug_rep3 (12129_21_0_R3_S27),21C_0ug_rep4 (12129_21_0_R4_S28),21C_0ug_rep5 (12129_21_0_R5_S29),21C_0ug_rep6 (12129_21_0_R6_S30),21C_0ug_rep7 (12129_21_0_R7_S31),21C_0ug_rep8 (12129_21_0_R8_S32),21C_2ug_rep1 (12129_21_2_R1_S33),21C_2ug_rep3 (12129_21_2_R3_S34),21C_2ug_rep4 (12129_21_2_R4_S35),21C_2ug_rep5 (12129_21_2_R5_S36),21C_2ug_rep6 (12129_21_2_R6_S37),21C_2ug_rep7 (12129_21_2_R7_S38),21C_2ug_rep8 (12129_21_2_R8_S39),27C_0ug_rep1 (12129_27_0_R1_S40),27C_0ug_rep2 (12129_27_0_R2_S41),27C_0ug_rep4 (12129_27_0_R4_S42),27C_0ug_rep5 (12129_27_0_R5_S43),27C_0ug_rep6 (12129_27_0_R6_S44),27C_0ug_rep7 (12129_27_0_R7_S45),27C_0ug_rep8 (12129_27_0_R8_S46),27C_2ug_rep1 (12129_27_2_R1_S47),27C_2ug_rep2 (12129_27_2_R2_S48),27C_2ug_rep3 (12129_27_2_R3_S49),27C_2ug_rep4 (12129_27_2_R4_S50),27C_2ug_rep6 (12129_27_2_R6_S51),27C_2ug_rep7 (12129_27_2_R7_S52),27C_2ug_rep8 (12129_27_2_R8_S53)
Mycgr3G107384,228.1784,253.2115,186.7133,268.9194,201.8974,141.6114,182.8953,213.3762,77.0155,109.0458,0.0,118.6081,102.2449,41.0297,81.3232,57.1974,168.6281,119.9226,127.2174,179.5707,140.0562,156.7674,135.4831,170.5329,153.2739,144.6187,137.6171,112.5065,60.2329,77.1285,117.3404,141.7742,133.2807,144.2382,74.8775,110.598,83.5231,79.5906,142.7823,189.3922,76.0179,116.7648,109.9658,88.2841,70.6554
Mycgr3G107385,1301.9049,1128.9011,1233.0259,1223.8578,1213.5098,971.218,1398.5396,1195.7857,1202.5224,1332.4038,1180.3953,981.4818,1231.8542,1541.8529,1529.1046,1371.7683,756.4174,922.6701,1071.1062,1050.5654,941.5825,841.425,881.4696,823.6133,1735.9557,1417.1107,1420.4619,1550.0901,1379.2113,1237.7879,1331.4064,760.1918,725.0723,893.4363,757.8119,877.4104,1254.1943,907.3331,1254.7898,1110.7909,1107.0103,890.9225,1808.3268,1438.1761,953.8475
Mycgr3G107386,114.5492,189.9086,104.8467,110.449,136.7235,106.7986,134.1232,126.4632,102.6873,90.3036,55.2232,93.8981,189.7429,142.5242,97.3587,75.6169,85.5185,90.5538,97.0303,82.8788,67.497,66.1196,77.4189,90.1711,73.1926,78.0482,86.9993,218.7627,88.5055,83.3485,123.1493,93.0193,55.4805,29.4078,36.1478,73.732,96.9946,46.7595,26.6204,90.6294,251.8092,52.6454,64.7576,58.8561,53.5268
Mycgr3G107387,1903.1734,1638.621,1528.8947,2029.244,2100.4417,1725.2986,1927.7167,2149.8752,1521.3935,1443.1534,1256.3271,1340.2713,1539.572,1425.2422,1644.7897,1596.6802,1871.7718,1637.3112,1892.629,1720.5022,2560.3845,2418.697,1827.6393,2007.5339,1588.7094,1355.8964,1317.6445,1654.2628,1505.8233,1977.9726,1872.7985,1648.0446,2218.5808,1398.97,1510.4598,1682.5635,1732.4317,1671.4031,1456.863,1476.7941,2306.6674,1333.684,1807.105,1245.47,2636.7299
Mycgr3G107389,797.7043,749.0839,1073.6015,845.8613,847.2608,878.5806,1802.1286,950.1833,1128.2092,1274.4732,1746.4328,1550.8006,1118.7949,1809.6257,1352.7135,1380.4934,1161.7271,1353.4127,1349.7986,1023.7065,1141.8235,1149.0944,1761.8333,1156.0015,1534.4608,1463.0214,1928.2217,3171.0177,1342.3339,1531.3738,2844.0514,1190.6465,1537.5103,2218.1867,1791.8959,2461.1731,2605.3833,2023.5917,1700.0768,2185.5623,3501.5734,1648.8815,2190.7635,1608.0992,2861.5424
Mycgr3G107390,122.8299,116.0553,175.2233,88.4964,106.9702,99.718,391.396,130.3694,351.2987,386.7719,34.5145,258.961,270.3591,503.1537,439.8323,365.4817,140.3227,217.8187,143.3892,145.0379,107.4327,107.7109,142.672,101.867,328.075,426.2044,629.5589,462.5269,301.1647,328.4181,618.07,168.7177,147.3102,371.0982,325.3298,288.292,542.9004,413.8713,272.2543,312.5552,534.5007,247.0285,378.7712,420.536,390.7456
Mycgr3G107391,440.2555,338.9341,439.4944,339.5794,318.7854,363.4692,568.1948,362.7884,782.3152,1059.7892,1159.6866,1119.8579,1143.373,1001.9884,1040.0202,865.7167,428.7971,472.3484,518.5728,605.4756,386.4201,332.7308,466.1725,366.7211,1988.2548,1175.3142,1086.7008,2087.6214,1110.0069,1313.6724,1419.7021,459.9642,405.5813,1362.5604,721.6641,1058.7911,1518.2352,759.0956,2098.1731,2441.1837,2304.2919,2408.8654,2339.8283,2570.6804,2284.5236
Mycgr3G107396,187.2351,213.6472,271.4524,138.5758,119.7216,158.1327,410.9048,126.9515,341.8406,330.5452,365.8535,324.1954,341.144,494.5158,266.8774,432.3736,128.2778,58.7376,169.8029,107.4355,104.6203,122.6412,249.3995,89.0393,291.0481,209.6589,311.6158,245.8476,189.3035,191.5772,371.7714,107.1325,116.0626,250.6663,165.2469,278.7068,175.1292,170.125,136.7322,164.9919,237.5559,93.8168,362.8872,190.8075,259.0697
Mycgr3G107400,629.3307,691.0563,639.134,641.4277,644.6549,541.0735,464.5541,642.57,344.5429,451.5179,524.6201,548.5624,573.1612,615.4455,440.9777,399.4124,590.1983,472.3484,601.5876,468.1117,479.2284,494.2972,565.7111,519.5216,490.8208,456.8116,317.943,597.9514,419.172,421.7187,454.2582,420.8319,341.8107,347.2919,290.473,319.2594,517.3046,378.0555,480.3776,377.6224,294.5693,450.8608,604.812,535.4002,427.1438
Mycgr3G107401,184.9349,246.6174,206.8209,163.2725,142.3908,130.4005,148.7549,178.7087,229.6953,122.6766,75.9319,114.6545,209.4054,174.9161,235.9517,168.6839,124.0621,168.8707,118.0535,108.9703,117.5572,93.8471,175.2985,138.8409,109.3583,185.9384,88.5811,235.4304,124.1536,148.0369,97.59,146.2648,110.9609,135.8359,83.9144,88.4784,184.5592,93.519,310.9749,171.9634,125.9046,220.0309,175.9453,184.1625,138.0991
Mycgr3G107402,2041.1845,2095.5886,1212.9183,1618.3187,1935.3817,1131.1208,732.8006,1892.0659,499.9251,339.0644,793.8331,536.7015,586.9249,820.594,635.6952,432.3736,1090.6624,959.3812,1201.558,1113.4919,1296.504,1134.6973,922.391,1151.0968,750.8697,690.191,553.6322,483.3614,578.9737,457.7949,638.9821,825.6261,677.882,422.9119,476.3758,389.3048,533.4704,506.3954,669.1406,500.7854,560.6318,521.0547,836.9621,632.2279,340.4304
Mycgr3G107403,135.7109,113.4176,162.2969,96.7287,116.888,109.7488,338.966,117.186,310.7642,155.0495,283.0188,226.3437,263.4772,105.8134,305.8209,271.4453,99.3701,156.6337,101.8818,77.507,88.871,66.1196,108.3865,75.457,164.468,177.5214,230.9437,416.6909,145.0507,153.013,386.8746,101.3589,60.5821,240.8637,166.5379,305.2503,227.6679,191.0175,168.1927,250.9737,779.1832,148.4871,226.0409,186.0611,480.6706
Mycgr3G107406,265.9014,321.7896,283.6606,313.5107,315.9518,284.4028,340.1853,324.2147,104.0385,180.6072,27.6116,254.019,205.4729,211.6269,270.3136,146.3866,337.8584,391.5841,396.2069,292.3779,369.5458,367.9235,349.4911,318.8059,253.1602,228.0232,455.5602,318.7685,162.2601,241.3375,326.4618,441.3603,468.7143,420.1111,291.764,398.89,308.4968,382.035,371.4759,263.7547,332.5782,378.6421,405.6517,225.9313,283.692
Mycgr3G107411,560.3252,685.1216,557.2674,502.1659,481.0118,423.654,562.0983,439.9358,871.491,804.213,862.862,759.0917,815.0097,742.8535,851.0298,686.3689,332.4382,266.7667,425.3159,300.8193,370.6708,326.8654,425.804,424.4457,580.3741,698.608,664.3586,460.4434,560.5351,577.2197,784.2053,296.3786,320.1286,571.3511,294.346,514.6491,697.8224,369.1015,399.3063,369.489,824.3189,460.9849,460.6346,508.82,529.9153
Mycgr3G107412,299.0241,323.7678,262.8349,284.0118,408.0453,300.3341,199.9656,311.0312,224.2907,264.0954,317.5332,365.7082,226.1185,334.716,300.0939,178.3784,251.7377,239.8453,328.2857,271.6582,329.6101,303.9368,279.2611,301.0735,255.7435,285.4116,450.8148,329.1858,342.9589,416.7427,195.18,250.8312,303.5483,155.4411,170.4108,202.7629,169.7406,232.8026,232.3237,155.6966,387.2161,242.9789,333.563,149.0387,180.9206
Mycgr3G107417,162.8531,139.1344,326.0302,164.6445,188.4376,250.7701,434.0716,191.8921,436.4211,514.56,289.9216,538.6784,510.2413,639.1995,505.12,460.4876,287.27,122.37,333.6763,389.8373,408.3566,280.475,348.9381,269.3816,428.8224,390.2411,450.8148,745.8767,545.7841,496.3592,534.4214,270.7181,385.1747,569.9508,506.0686,632.6203,677.6152,661.5971,457.3872,541.4524,800.5633,415.7638,700.1157,437.6232,889.6153
Mycgr3G107419,397.472,402.8964,224.056,300.4763,342.8714,267.8815,115.8337,365.718,209.4281,233.4262,172.5724,203.6105,202.5235,354.1511,186.6997,222.0035,227.0457,232.5031,233.4117,279.3322,237.9268,259.6793,221.1969,252.781,162.7458,255.5696,248.3436,158.3425,153.6554,182.8692,192.8564,202.0763,177.2824,191.8507,156.2099,202.7629,114.5075,211.91,188.763,140.5917,114.0268,172.785,133.1808,235.4242,175.5679
Mycgr3G10742,155.9526,143.7503,247.0361,216.096,165.06,260.2109,140.2197,120.6039,310.7642,298.1722,62.1261,184.8309,318.5321,187.8728,224.4978,188.0728,299.3149,203.1343,187.5918,240.195,204.7408,147.1694,202.3952,198.0747,194.6061,271.6384,200.8894,158.3425,170.8649,232.6295,174.2679,216.8311,159.4266,137.2363,175.5748,194.6524,133.3676,234.7923,312.1849,228.8973,185.2936,292.9245,163.7269,214.5398,244.0822
Mycgr3G107425,339.0473,267.059,235.546,220.8981,233.776,220.0877,296.2904,274.8989,455.3371,396.995,455.5912,407.2211,400.1314,390.8619,363.0908,377.1151,239.0905,239.8453,279.2315,263.9843,279.5499,262.8787,241.1046,286.3594,423.6559,311.4277,234.1073,425.0247,272.8921,176.6491,388.0364,139.8496,120.5265,189.05,134.2631,265.4351,241.1394,206.9356,185.1329,220.7639,570.1341,217.3311,373.8838,332.2519,328.6545
Mycgr3G107427,87.8671,129.2433,275.7612,107.019,100.5945,142.2014,197.5269,62.4992,90.527,184.0148,172.5724,155.1789,128.7892,326.0781,105.3765,96.9448,43.9638,61.185,45.8198,61.3917,57.3724,37.3256,45.8984,34.7102,161.0237,144.6187,105.981,97.9224,115.5489,201.5293,72.0307,50.0379,33.1607,46.2122,63.2586,107.6487,43.1087,36.8107,160.9325,205.659,187.6691,112.0403,91.6382,159.4809,62.0911
Mycgr3G107437,63.0251,66.5999,67.504,62.4277,58.7982,31.8626,24.386,46.3861,18.9161,39.1883,0.0,15.8144,31.46,0.0,43.5251,46.5335,36.1346,95.4486,31.2653,40.672,42.1856,29.8605,50.8753,41.8786,21.5272,27.5464,1.5818,0.0,54.0867,43.5403,61.5746,41.6983,23.5951,30.8081,9.0369,42.0272,8.0829,23.8772,0.0,11.6192,0.0,37.7967,24.4368,37.9716,98.4893
Mycgr3G107442,101.2082,124.6275,94.0748,80.2642,70.1328,69.6256,93.8863,95.2136,74.3132,32.373,62.1261,51.3968,60.9537,127.408,113.3943,105.6698,63.2355,36.711,57.14,47.5786,65.8095,44.7907,75.7599,57.3473,38.749,104.0643,72.7631,129.1742,94.6518,63.4444,42.9861,83.3966,113.5118,67.2178,116.1892,135.6668,4.0414,49.7441,245.6339,39.5051,16.6289,131.6135,40.3208,165.1767,70.6554
Mycgr3G107443,31.2825,11.2099,51.7052,23.3246,26.9197,30.6825,60.9651,53.222,14.8626,5.1115,0.0,30.6404,8.8481,41.0297,26.3441,60.1058,44.566,34.2636,32.8825,39.9046,50.0602,24.5282,36.4975,31.3147,31.8603,44.3804,14.2363,10.4173,33.1896,33.5882,47.6332,73.7739,96.9314,96.6256,85.2054,50.8751,103.7304,110.432,52.0308,47.6385,42.7601,62.7695,15.884,59.8053,71.7259
Mycgr3G107448,3.6803,9.2317,4.3088,2.0581,0.7084,3.5403,0.0,6.3476,6.7557,0.0,0.0,5.9304,0.0,0.0,1.1454,4.8472,3.6135,0.0,4.8515,3.0696,8.9996,3.1993,4.4239,2.2637,3.4444,0.0,0.0,0.0,2.4585,4.976,6.9707,0.0,1.2754,11.203,2.582,2.9493,6.7357,0.0,8.4701,0.0,0.0,0.6749,0.0,0.0,19.2696
Mycgr3G10745,309.1449,329.7024,316.6945,273.0355,231.6507,302.6943,256.0535,273.9223,182.4051,138.0111,234.6985,246.1118,278.2241,207.308,254.2781,215.2174,346.8921,418.5056,256.0521,264.7517,204.1783,295.4052,276.4961,287.8685,210.1057,247.9178,294.2159,227.0965,143.8215,225.1654,252.1075,275.2087,267.8367,373.8989,255.6163,311.8862,288.2896,238.7719,343.6454,338.1173,192.4203,251.0782,249.2559,335.0998,148.8045
Mycgr3G107454,113.6292,155.6195,225.4922,306.6505,283.3648,423.654,56.0879,153.3184,885.0025,599.7521,310.6303,377.569,846.4696,177.0755,723.8907,707.6967,124.6643,53.8428,143.3892,296.9823,158.6178,162.6328,140.46,234.6713,458.0994,559.3455,169.2533,83.3382,812.53,567.2676,118.5021,50.6795,48.4657,53.2141,58.0946,51.6124,53.8859,12.9335,223.8535,62.7434,11.8778,326.6716,105.0785,160.4302,24.6223
Mycgr3G107460,523.9822,664.6801,1524.5859,1092.8282,1031.4479,1600.2085,1104.6877,480.951,5162.7395,6406.4427,3051.0802,4479.4317,5710.9665,3329.884,5319.2224,6092.9781,342.6764,208.0291,754.6797,985.3367,645.1584,495.8969,624.3282,488.5842,2386.9391,3571.0882,5178.8334,922.9703,5047.274,5466.1709,2201.5839,717.2105,683.6213,754.7997,1117.9984,893.6315,1165.2826,1106.3097,1362.4815,1438.4509,788.6855,938.8433,1699.5828,1226.4841,1037.3493
Mycgr3G107461,146.7518,160.8948,219.7472,185.2251,177.103,197.6659,229.2288,166.0135,333.7338,349.2874,407.2709,334.0794,257.5785,235.3809,266.8774,333.49,163.2079,127.2648,217.779,178.0359,176.617,226.0863,227.8328,172.7966,266.0765,276.2295,354.3246,402.1067,318.3741,429.1827,288.1229,216.8311,230.8497,287.0759,313.7109,258.7992,316.5797,269.6132,188.763,267.2405,422.8494,325.9966,298.1296,274.3451,380.0402
Mycgr3G107462,162.3931,116.7147,159.4244,131.7156,144.5161,99.128,125.5881,128.9046,177.0005,160.1611,358.9506,213.4945,267.4097,405.9781,192.4267,199.7062,110.8127,68.5272,117.5144,104.3659,138.3688,110.377,172.5336,92.0576,140.3575,159.1571,177.1623,183.344,116.7781,89.5686,216.0921,100.0759,84.815,197.4522,197.5217,166.6342,118.549,134.3092,122.2119,174.2873,130.6557,161.9859,127.0716,131.0022,83.5018
Mycgr3G107473,106.2686,78.4692,105.5648,122.7974,89.2599,63.7251,108.5179,73.7295,94.5804,148.2342,172.5724,283.671,76.6837,155.481,221.0616,169.6533,64.44,70.9746,76.007,54.4851,69.1844,59.1877,89.5847,52.4426,77.498,57.3884,90.163,102.0893,92.1933,74.6405,141.7379,35.2832,37.6247,81.2215,68.4225,66.3588,157.6163,60.6879,105.2717,69.7149,49.8867,69.519,130.7371,104.422,190.5554
Mycgr3G107474,12.421,22.4198,59.6046,21.2666,24.7944,12.391,46.3335,23.4372,31.0764,56.2268,103.5434,0.0,2.9494,84.2189,59.5606,13.5723,23.4875,41.6058,20.4842,26.8589,10.1245,11.7309,27.0966,11.3186,24.1105,6.8866,18.9817,79.1713,18.4387,13.6841,15.1032,19.8869,19.7689,84.0222,20.6559,52.3497,36.373,52.7288,37.5106,47.6385,42.7601,35.0969,30.5461,18.9858,8.5643
Mycgr3G107483,34.9628,31.6514,26.5707,19.2085,19.1271,15.3412,0.0,17.5779,75.6643,37.4845,55.2232,55.3504,40.3081,17.2757,26.3441,26.1751,21.6808,9.7896,13.4764,17.6501,5.0623,9.0648,19.3547,19.2415,15.4996,21.425,22.1453,43.7525,14.7509,9.9521,18.5886,11.5472,15.305,18.2048,11.6189,1.4746,12.1243,11.9386,30.2505,0.0,0.0,23.6229,0.0,21.8337,8.5643
Mycgr3G107488,403.9126,445.0983,305.2044,387.6007,357.7481,347.5379,412.1241,360.347,355.3521,357.8066,414.1738,312.3346,417.8276,295.8457,234.8063,263.6897,396.276,406.2686,390.2772,317.702,387.545,450.573,381.0116,406.7133,188.5785,197.4161,240.4345,306.2678,161.0309,195.3092,223.0629,227.0953,289.5187,425.7126,318.8748,226.3571,412.2271,273.5928,225.0636,259.1071,382.4649,208.5569,195.4948,233.5256,175.5679
Mycgr3G10749,7.8206,17.8039,12.9263,11.6623,14.8767,14.7512,10.9737,6.8359,39.1833,25.5576,0.0,48.4316,46.2068,23.754,18.3263,29.0834,1.8067,0.0,11.8593,5.3718,5.6247,6.9319,16.0368,4.1501,12.0552,23.7205,60.1086,0.0,30.7311,34.8322,36.0154,5.1321,9.5656,19.6052,0.0,13.2718,0.0,0.0,10.8902,0.0,83.1446,0.0,0.0,8.5436,5.3527
Mycgr3G107492,1040.1438,1088.6774,1003.2249,1245.1244,1214.2182,1046.7441,843.7571,1065.4162,714.7577,662.7942,1104.4634,510.0147,657.7099,764.4481,586.4431,746.4746,1143.6598,1164.9628,1120.1604,1223.2295,1285.2545,1304.2621,1094.3716,1154.8697,442.5998,672.5919,849.4299,489.6118,821.1347,991.4743,571.5986,897.4754,1038.1861,742.1963,992.7723,806.6277,843.3143,963.0466,700.6011,493.8139,596.2652,779.5572,615.8086,468.9498,792.1965
Mycgr3G107493,325.2462,358.0568,228.3647,257.9431,321.6191,226.5782,237.7639,306.1485,137.8172,47.7076,96.6405,62.2692,91.4305,71.2621,111.1035,98.8837,282.4521,286.3459,275.4581,210.2666,238.4892,262.3454,235.0217,258.063,129.1634,193.5902,155.017,110.4231,105.7149,164.209,185.8857,238.6425,214.9071,204.4541,241.4154,157.7864,305.8025,145.2529,122.2119,180.0968,308.8226,167.3854,138.0682,137.6472,221.6009
Mycgr3G107494,32.6626,32.3108,22.9801,21.2666,16.2935,28.3223,96.3249,37.5972,6.7557,68.1536,0.0,32.6172,21.6287,0.0,21.7625,24.2362,21.6808,17.1318,19.9451,25.3241,25.8738,16.5299,47.5573,19.9961,12.9163,39.7893,101.2356,220.8462,61.4622,14.9281,111.5314,21.8114,41.4509,120.4319,50.3487,126.819,149.5334,127.345,47.1907,25.5621,213.8003,21.5981,29.3242,67.3997,133.817
Mycgr3G107497,509.261,758.975,825.8473,764.2251,770.0439,985.3791,584.0457,367.6711,2807.6872,3017.5027,1421.9967,1990.6389,2954.2872,1064.6127,2537.0538,2657.2558,482.999,851.6955,539.057,1279.2494,790.8393,595.0762,462.3015,585.5465,1358.7986,2125.666,1354.0261,783.3789,2151.1762,2214.3341,909.6782,186.68,113.5118,268.8711,236.2514,282.3934,361.0355,250.7105,877.2639,658.8059,677.0342,907.1211,1004.3545,925.5589,765.4332
Mycgr3G107498,528.1226,450.3735,257.808,240.1066,201.189,201.7962,327.9923,489.2516,148.6264,110.7497,110.4463,148.2601,195.6416,552.8212,147.7562,168.6839,59.6221,151.7389,139.0767,82.1114,141.7436,105.0448,167.5566,142.2365,123.1357,140.7929,164.5078,375.0218,38.1065,118.1808,245.1368,48.1134,50.3788,323.4856,101.9883,213.0854,290.9839,194.0022,231.1136,207.9828,280.3159,182.9091,328.6756,201.2497,153.0866
Mycgr3G107505,41.8634,38.9049,26.5707,30.8709,37.5458,23.0118,28.0439,23.4372,1.3511,22.1499,27.6116,18.7796,5.8987,30.2324,10.3086,2.9083,17.4651,19.5792,25.8747,32.2306,41.0606,31.4601,23.7787,25.2781,6.0276,3.0607,20.5635,0.0,2.4585,0.0,0.0,25.019,16.5804,21.0056,0.0,42.7645,33.6787,14.9232,24.2004,17.4287,0.0,17.5485,0.0,2.8479,0.0
Mycgr3G107517,40.0232,55.39,53.8596,54.1955,36.8374,20.0616,35.3598,43.9448,70.2597,64.746,165.6695,39.536,32.4431,23.754,28.6349,37.8085,46.975,75.8694,35.5778,32.998,42.1856,37.3256,48.6633,46.7834,30.1381,37.4937,140.7807,89.5885,29.5018,32.3442,90.6193,34.6417,43.364,32.2085,45.1847,54.5617,25.5958,53.7237,64.131,20.9145,19.0045,49.2707,24.4368,33.2252,81.3607
Mycgr3G107522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mycgr3G107524,7.3606,10.5505,17.2351,4.8021,12.043,10.6209,1.2193,17.0896,9.458,27.2615,82.8348,23.7216,49.1562,10.7973,19.4717,18.4195,9.0336,24.474,10.7811,6.1392,11.2495,6.9319,10.5069,11.6958,26.6938,39.0241,31.6361,79.1713,12.2924,42.2963,38.3389,7.6981,8.2902,14.0037,0.0,36.866,18.8601,1.9898,22.9904,49.9624,33.2578,27.6726,12.2184,43.6674,28.9045
Mycgr3G107535,214.8373,275.6312,421.5412,277.8377,279.1143,274.9621,431.633,223.1417,676.9255,337.3605,476.2998,373.6154,493.5282,466.4429,381.4171,479.8766,281.8498,134.6071,280.8487,346.8631,259.3008,282.0747,354.468,235.8032,370.2683,522.6169,289.4705,354.1873,431.4645,378.1784,317.1675,370.1525,315.6647,305.2808,267.2352,381.9316,413.5743,289.5109,318.235,329.9839,403.845,422.5132,272.4709,364.5278,344.7126
Mycgr3G107536,165.6133,208.3719,177.3776,202.3756,142.3908,139.2512,176.7988,155.2715,131.0614,170.3841,289.9216,178.9005,184.8273,88.5378,154.6286,173.5311,216.2053,217.8187,181.6622,116.6442,167.055,177.5631,207.3721,199.9611,108.4972,158.392,183.4895,147.9253,169.6356,145.5489,173.1061,220.6802,254.4449,189.05,277.5631,204.2376,192.6421,193.0073,206.9133,201.0113,311.1982,153.8866,180.8327,167.0752,213.0366
Mycgr3G107544,322.946,389.0489,339.6746,327.231,322.3275,314.4953,330.4309,332.5153,336.436,318.6183,89.7377,241.1698,234.9666,222.4242,225.6432,194.859,357.7325,286.3459,349.3089,331.5151,289.6744,342.3288,382.6706,373.135,245.4104,316.0187,294.2159,354.1873,207.7422,240.0935,211.445,348.3411,364.7681,344.4911,278.8541,302.3011,254.6109,237.777,418.6666,381.1082,365.836,261.2023,360.4435,363.5785,346.8536
Mycgr3G107550,91.5474,81.7662,93.3567,60.3697,81.4674,61.955,64.623,60.5461,44.5879,27.2615,20.7087,43.4896,125.8399,90.6972,108.8127,32.9612,70.4625,22.0266,79.2414,111.2724,51.7477,64.5199,79.6309,53.1972,64.5817,101.0036,45.8724,29.1684,63.9207,12.4401,142.8996,135.3591,61.8575,200.253,136.8451,63.4095,44.4559,114.4115,70.1811,160.3443,125.9046,83.6927,160.0614,125.3064,65.3027
Mycgr3G107551,4855.2313,4932.3482,3940.3688,5569.1017,5942.8685,4415.9146,3266.5104,5183.04,2388.8311,2494.4234,2063.966,2284.1939,2265.1174,1975.9039,2354.9357,2385.8105,3953.7265,4579.0871,3786.8751,3271.4099,5273.7621,5159.4603,3294.1747,5048.0745,1770.3993,1626.0044,2007.312,1510.5045,2331.875,2242.9463,1463.85,3793.9026,4577.457,1667.8412,2134.0086,1953.1598,2071.9128,2254.4045,1846.4892,1440.7748,1092.757,2340.6963,1300.0404,1336.6019,1048.0546
Mycgr3G107553,219.8977,209.0313,191.7402,212.6659,357.7481,388.2512,288.9746,263.6685,32.4276,35.7807,276.1159,63.2576,45.2237,41.0297,33.2165,69.8002,144.5384,264.3193,108.8895,255.5429,279.5499,374.3222,47.5573,523.6717,43.0545,45.1455,175.5805,114.59,24.5849,87.0806,67.3836,133.4345,115.4249,141.4374,175.5748,158.5237,68.7045,169.1301,37.5106,41.8289,7.1267,23.6229,83.0853,25.6309,66.3732
Mycgr3G107565,50.144,61.3247,154.3975,51.4514,53.8393,31.8626,273.1237,32.7144,55.3971,95.4151,0.0,116.6313,82.5824,185.7134,67.5784,69.8002,46.3727,51.3954,123.9831,36.0676,37.6858,51.7226,183.0404,44.5196,61.1373,51.267,192.9804,181.2605,67.6084,46.0283,238.1661,35.9247,62.4952,242.2641,68.4225,147.4639,286.9424,200.9663,24.2004,63.9053,76.0179,89.0922,89.1945,40.8195,140.2402
Mycgr3G107566,473.3782,490.5972,300.1775,432.8779,515.0155,492.6896,371.8872,490.2282,366.1613,274.3184,352.0477,340.9982,414.8783,300.1646,360.8,377.1151,494.4417,543.323,408.6052,343.7935,404.9817,438.8421,396.4954,456.1377,454.6551,466.7589,559.9594,347.9369,462.1956,481.4311,313.6821,511.9267,579.6752,499.9322,424.7361,560.363,385.2842,482.5182,536.0385,570.5003,137.7824,525.1043,509.5083,431.9275,509.5751
Mycgr3G107571,432.4349,607.9713,409.333,450.0284,526.3501,326.8863,192.6497,513.6654,158.0844,165.2726,62.1261,113.6661,129.7723,205.1485,161.5009,105.6698,296.3036,308.3725,266.2941,261.6821,265.488,254.3471,225.0678,290.5095,167.9124,170.6348,45.8724,66.6705,90.964,108.2287,60.4129,257.2464,246.7924,189.05,213.0136,131.2429,68.7045,112.4218,187.553,167.3158,111.6513,112.0403,98.9692,178.4667,84.5723
Mycgr3G107574,0.0,0.6594,2.1544,0.686,2.1252,0.0,3.6579,0.9766,0.0,0.0,0.0,0.9884,0.9831,2.1595,1.1454,0.9694,1.8067,0.0,0.5391,0.7674,0.0,0.5332,0.553,0.7546,0.0,1.5304,3.1636,4.1669,1.2292,0.0,0.0,0.6415,1.2754,2.8007,5.164,0.0,1.3471,1.9898,1.21,3.4857,2.3756,0.6749,1.2218,1.8986,0.0
Mycgr3G107589,4.1403,4.6158,0.0,6.1742,2.1252,5.3104,0.0,3.9062,14.8626,0.0,0.0,7.9072,8.8481,0.0,5.727,19.389,7.8292,0.0,7.0077,0.7674,2.8124,9.598,8.8479,4.1501,13.7774,4.5911,0.0,0.0,0.0,3.732,27.8829,2.566,0.6377,7.0019,0.0,11.7971,0.0,3.9795,21.7803,12.7811,0.0,17.5485,0.0,4.7465,20.3402
Mycgr3G107593,495.92,430.5914,345.4196,465.8069,581.6063,332.1967,215.8165,500.9702,102.6873,158.4572,144.9608,207.5641,150.4179,256.9755,174.1003,176.4395,452.8869,217.8187,506.7135,402.1156,569.7868,544.9533,439.6288,479.5293,178.2455,214.25,129.7081,264.5987,201.5959,250.0456,312.5204,377.2091,552.8915,289.8767,472.5028,281.6561,350.2583,524.3032,238.3738,242.8403,334.9538,168.7353,238.2593,210.7426,359.7001
