UniqueCount	AmbigCount
1025	0
257	0
360	0
29	0
462	0
67	0
172	0
2	0
149	0
184	0
209	0
5	0
1413	0
0	0
65	0
228	0
373	0
71	0
265	0
24	0
171	0
586	0
74	0
4	0
168	0
4	0
4551	0
3	0
8	0
21	0
286	0
68	0
1420	1
52	0
222	0
11	0
17	0
888	0
150	0
53	0
1425	0
12	0
188	0
1421	0
1180	0
17	0
165	0
3	0
5399	2
312	0
1305	0
327	0
113	0
83	0
36	0
327	0
124	0
1	0
818	0
398	0
2460	0
647	0
10	0
431	0
0	0
21	0
76	0
193	0
70	0
9	0
0	0
115	0
1392	0
601	0
6295	0
3664	6
282	0
135	0
4	0
151	0
19926	0
0	0
1935	5
426	0
8742	9
242	0
136	0
1751	0
662	0
134	0
553	0
0	0
419	0
336	0
260	0
0	0
45	0
67	0
98	0
75	0
43	0
0	0
484	0
1078	0
227	0
664	0
286	0
0	0
5	0
824	0
4993	0
0	0
68	0
528	0
0	4904
19	0
28	0
63	0
0	0
0	0
12	0
60	0
6862	0
0	0
216	0
651	0
111	0
299	0
0	0
286	0
0	0
96	0
0	0
1	0
0	0
0	0
147	0
0	0
68	0
197	0
0	0
622	0
436	0
463	0
72	0
5269	1
825	0
42	0
5366	0
96	0
5155	0
365	0
322	0
18293	0
301	0
3568	0
28	0
185	0
42	0
4	0
771	0
21	0
20	0
78	0
171	0
1428	0
0	0
18270	2
42	0
286	0
0	0
284	0
445	0
125	0
119	0
137	0
98	0
458	0
42	0
950	0
39	0
1616	0
938	0
314	0
440	0
143	0
136	0
49	0
138	0
389	0
450	0
2151	0
0	0
30	0
8	0
2	0
2340	6
78	0
448	0
0	219
306	0
0	0
79	0
213	0
11	0
1109	0
30	0
19	0
0	0
0	0
90	0
130	0
7	0
230	0
186	0
35	0
1	0
115	0
4465	0
86	0
182	0
584	0
162	0
276	0
3	0
390	0
0	0
793	0
0	0
295	0
59	0
22	0
890	0
117	0
30	0
1251	0
3	0
392	0
1088	0
27	0
0	0
107	0
103	0
91	0
0	0
171	0
94	0
15	0
0	0
962	0
24	0
0	0
14512	0
0	0
28	0
209	0
15	0
279	0
109	0
927	0
31	0
1140	0
366	0
56	0
22	0
1733	0
320	0
55	0
376	0
14	0
0	0
329	0
911	0
15	0
120	0
84	0
212	0
0	0
88	0
40	0
74	0
1008	0
123	0
2	0
90	0
44	0
544	0
6	0
2	0
62	0
306	0
224	0
6621	0
182	0
499	0
279	0
344	0
177	0
194	0
59	0
58	0
306	0
120	0
1585	0
0	0
3	0
447	0
143	0
2729	0
25	0
5	0
84	0
381	0
4	0
459	0
28	0
131	0
15	0
1237	0
203	0
45	0
13	0
26	0
10	0
48	0
168	0
1160	0
1191	0
27	0
0	0
1195	0
27	0
198	0
82	0
8	0
0	0
35	0
8	0
111	0
0	0
95	0
163	0
630	0
476	0
194	0
6	0
62	0
441	0
2358	1
70	0
137	0
112	0
11	0
112	0
5953	0
1055	0
7	0
334	0
11	0
199	0
70	0
160	0
2003	0
6	0
5106	0
50	0
961	0
902	0
262	0
17	0
15	0
280	0
0	0
231	0
0	0
1637	0
6	0
24	0
15	0
145	0
127	0
280	0
679	0
0	0
14	0
1086	0
509	0
1353	6
52	0
21	0
1211	0
49	0
663	0
365	0
84	0
13510	0
40	0
497	0
1530	0
6	0
275	0
17608	0
201	0
137	0
121	0
180	2
219	0
265	0
0	0
30	0
1617	0
2118	0
34	0
19	0
312	0
418	0
2431	0
35	0
48	0
1343	0
5399	0
231	0
116726	10
24	0
40	0
134	0
0	0
69	0
398	0
2884	0
1646	0
0	0
3	0
7	0
140	0
1053	0
867	0
338	0
90	0
20	0
94	0
338	0
124	0
3227	0
0	0
572	0
11	0
59	0
230	0
0	0
258	0
12	0
19	0
1593	0
43	0
4118	0
136	0
8	0
202	0
910	0
228	0
520	0
62	0
32	0
15	0
0	0
1056	0
0	0
192	0
150	1
0	0
100	0
169	0
271	0
100	0
42	0
16	0
31	0
43	0
302	0
0	0
431	0
58	0
331	0
791	0
425	0
0	0
0	0
545	0
0	0
90	0
481	0
0	0
5	0
104	0
2	0
1	0
502	0
51	0
7	0
100	0
39	0
166	0
0	0
257	0
2326	0
35	0
0	0
1026	0
135	0
1044	0
30	0
52	0
4694	0
343	0
23	0
4991	0
390	0
147	0
44	0
135	0
342	0
95	0
5	0
34	0
10	0
0	0
436	0
110	0
248	0
101	0
315	0
661	3
215	0
220	0
458	0
152	0
0	0
755	0
16	0
1814	0
