cond,AOX_share_base,noAOX_feasible,noAOX_top_sink,noAOX_top_flux,noAOX_noArtefact_feasible
15_0,0.0,True,r_0438,6.874203444352715,True
15_2,0.13912653064259714,True,r_0438,3.5412108411626657,True
21_0,0.0,True,r_0438,11.040448806846712,True
21_2,0.24541642096758953,True,r_0438,5.650260986292418,True
27_0,0.03849832055671445,True,r_0438,8.016373893502836,True
27_2,0.421649264339097,True,r_0956,6.245314738901838,True
